,FID,TMK,OSDS_QTY,CLASS_I,CLASS_II,CLASS_III,CLASS_IV,EFFLUENT,N_FLUX,P_FLUX,SOURCE,NO_STRUCT,TTL_BDRMS,NO_BATH,X,Y,Island,OSDS_TYP,B_ROOMS,BATHS,Class_type,commercial,type,OSDS_QTY_calc
138,20,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246440349,21.1900853687,Molokai,Cesspool,0.0,0.0, , , ,77.0
139,21,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246552209,21.1901071193,Molokai,Cesspool,0.0,0.0, , , ,77.0
140,22,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246660962,21.1901102265,Molokai,Cesspool,0.0,0.0, , , ,77.0
141,23,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246807001,21.1901164409,Molokai,Cesspool,0.0,0.0, , , ,77.0
142,24,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246884682,21.1901785855,Molokai,Cesspool,0.0,0.0, , , ,77.0
143,25,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246943719,21.1902562662,Molokai,Cesspool,0.0,0.0, , , ,77.0
144,26,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246999649,21.1903929841,Molokai,Cesspool,0.0,0.0, , , ,77.0
145,27,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246987221,21.1904706648,Molokai,Cesspool,0.0,0.0, , , ,77.0
146,28,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246987221,21.1905483455,Molokai,Cesspool,0.0,0.0, , , ,77.0
147,29,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.247074223,21.1908000309,Molokai,Cesspool,0.0,0.0, , , ,77.0
148,30,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.247095974,21.190883926,Molokai,Cesspool,0.0,0.0, , , ,77.0
149,31,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.247099081,21.190992679,Molokai,Cesspool,0.0,0.0, , , ,77.0
150,32,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246934398,21.190992679,Molokai,Cesspool,0.0,0.0, , , ,77.0
151,33,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246862931,21.1910051079,Molokai,Cesspool,0.0,0.0, , , ,77.0
152,34,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246779036,21.1910175368,Molokai,Cesspool,0.0,0.0, , , ,77.0
153,35,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246614353,21.1910703596,Molokai,Cesspool,0.0,0.0, , , ,77.0
154,36,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246527351,21.1910641452,Molokai,Cesspool,0.0,0.0, , , ,77.0
155,37,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246511815,21.190992679,Molokai,Cesspool,0.0,0.0, , , ,77.0
156,38,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246474528,21.19092432,Molokai,Cesspool,0.0,0.0, , , ,77.0
157,39,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246375097,21.1909305344,Molokai,Cesspool,0.0,0.0, , , ,77.0
158,40,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246219736,21.1911200753,Molokai,Cesspool,0.0,0.0, , , ,77.0
159,41,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245961836,21.1911511475,Molokai,Cesspool,0.0,0.0, , , ,77.0
160,42,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246207307,21.1907907092,Molokai,Cesspool,0.0,0.0, , , ,77.0
161,43,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246260129,21.1907037068,Molokai,Cesspool,0.0,0.0, , , ,77.0
162,44,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246769715,21.1905297021,Molokai,Cesspool,0.0,0.0, , , ,77.0
163,45,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246679605,21.1904830937,Molokai,Cesspool,0.0,0.0, , , ,77.0
164,46,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246679605,21.1903525902,Molokai,Cesspool,0.0,0.0, , , ,77.0
165,47,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246558423,21.1904023058,Molokai,Cesspool,0.0,0.0, , , ,77.0
166,48,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246368882,21.1904147347,Molokai,Cesspool,0.0,0.0, , , ,77.0
167,49,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246272558,21.1903929841,Molokai,Cesspool,0.0,0.0, , , ,77.0
168,50,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246241486,21.1902655878,Molokai,Cesspool,0.0,0.0, , , ,77.0
169,51,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246101661,21.1902935529,Molokai,Cesspool,0.0,0.0, , , ,77.0
170,52,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245940085,21.1902624806,Molokai,Cesspool,0.0,0.0, , , ,77.0
171,53,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245825118,21.1902438372,Molokai,Cesspool,0.0,0.0, , , ,77.0
172,54,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245741223,21.1902531589,Molokai,Cesspool,0.0,0.0, , , ,77.0
173,55,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245402535,21.1903898769,Molokai,Cesspool,0.0,0.0, , , ,77.0
174,56,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.24534039,21.1904582359,Molokai,Cesspool,0.0,0.0, , , ,77.0
175,57,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245439822,21.1905763105,Molokai,Cesspool,0.0,0.0, , , ,77.0
176,58,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245529931,21.1905794178,Molokai,Cesspool,0.0,0.0, , , ,77.0
177,59,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245595183,21.1905203804,Molokai,Cesspool,0.0,0.0, , , ,77.0
178,60,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245675971,21.1905172732,Molokai,Cesspool,0.0,0.0, , , ,77.0
179,61,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245846868,21.1905763105,Molokai,Cesspool,0.0,0.0, , , ,77.0
180,62,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245834439,21.1906881707,Molokai,Cesspool,0.0,0.0, , , ,77.0
181,63,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245759866,21.1906664201,Molokai,Cesspool,0.0,0.0, , , ,77.0
182,64,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245663542,21.190678849,Molokai,Cesspool,0.0,0.0, , , ,77.0
183,65,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.24559829,21.1907254574,Molokai,Cesspool,0.0,0.0, , , ,77.0
184,66,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245915227,21.1898989351,Molokai,Cesspool,0.0,0.0, , , ,77.0
185,67,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246828752,21.1906477768,Molokai,Cesspool,0.0,0.0, , , ,77.0
186,68,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246834966,21.1907751731,Molokai,Cesspool,0.0,0.0, , , ,77.0
187,69,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.246431027,21.1909584995,Molokai,Cesspool,0.0,0.0, , , ,77.0
188,70,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245806474,21.1906229189,Molokai,Cesspool,0.0,0.0, , , ,77.0
189,71,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.245281353,21.1909367489,Molokai,Cesspool,0.0,0.0, , , ,77.0
190,72,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.24502656,21.190815567,Molokai,Cesspool,0.0,0.0, , , ,77.0
191,73,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.244973737,21.190719243,Molokai,Cesspool,0.0,0.0, , , ,77.0
192,74,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.244833912,21.1905079515,Molokai,Cesspool,0.0,0.0, , , ,77.0
193,75,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.244920915,21.1903556974,Molokai,Cesspool,0.0,0.0, , , ,77.0
194,76,251003011,77.0,0.0,0.0,0.0,77.0,19400.0,4.442455,1.211578,DWELDAT Database,77.0,97.0,0.0,-157.24508249,21.1902189794,Molokai,Cesspool,0.0,0.0, , , ,77.0
195,0,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009802281,21.1584008573,'Molokai,Cesspool,0.0,0.0, , , ,13.0
196,1,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009632165,21.1584671665,'Molokai,Cesspool,0.0,0.0, , , ,13.0
197,2,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009511726,21.1586364329,'Molokai,Cesspool,0.0,0.0, , , ,13.0
198,3,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009511726,21.159114936,'Molokai,Cesspool,0.0,0.0, , , ,13.0
199,4,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009723309,21.1589782208,'Molokai,Cesspool,0.0,0.0, , , ,13.0
200,5,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009840493,21.1588317403,'Molokai,Cesspool,0.0,0.0, , , ,13.0
201,6,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009960933,21.1586461983,'Molokai,Cesspool,0.0,0.0, , , ,13.0
202,7,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.010133454,21.1585159934,'Molokai,Cesspool,0.0,0.0, , , ,13.0
203,8,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.010400374,21.1582393079,'Molokai,Cesspool,0.0,0.0, , , ,13.0
204,9,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.010205067,21.1581709504,'Molokai,Cesspool,0.0,0.0, , , ,13.0
205,10,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.01001627,21.1580960825,'Molokai,Cesspool,0.0,0.0, , , ,13.0
206,11,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009794921,21.1580147045,'Molokai,Cesspool,0.0,0.0, , , ,13.0
207,12,252014059,13.0,0.0,0.0,0.0,13.0,7800.0,1.786142,0.487129,DWELDAT Database,13.0,39.0,26.0,-157.009576828,21.1579365815,'Molokai,Cesspool,0.0,0.0, , , ,13.0
208,0,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999871191,21.0800440246,Molokai,Cesspool,0.0,0.0, , , ,10.0
209,1,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999805157,21.080148844,Molokai,Cesspool,0.0,0.0, , , ,10.0
210,2,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999725406,21.0802897365,Molokai,Cesspool,0.0,0.0, , , ,10.0
211,3,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999666922,21.0803960705,Molokai,Cesspool,0.0,0.0, , , ,10.0
212,4,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999520713,21.0804226541,Molokai,Cesspool,0.0,0.0, , , ,10.0
213,5,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999395771,21.0803402452,Molokai,Cesspool,0.0,0.0, , , ,10.0
214,6,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999438304,21.080209986,Molokai,Cesspool,0.0,0.0, , , ,10.0
215,7,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999480838,21.0801196021,Molokai,Cesspool,0.0,0.0, , , ,10.0
216,8,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999544638,21.080005293,Molokai,Cesspool,0.0,0.0, , , ,10.0
217,9,254002018,10.0,0.0,0.0,0.0,10.0,8800.0,2.015134,0.549582,DWELDAT Database,10.0,44.0,0.0,-156.999613755,21.0798936423,Molokai,Cesspool,0.0,0.0, , , ,10.0
218,0,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833440313,21.0600835303,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
219,1,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833507333,21.0602596047,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
220,2,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833261059,21.0602917274,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
221,3,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.8336965,21.0605772627,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
222,4,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833832129,21.060862798,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
223,5,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.834149787,21.0608949208,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
224,6,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833899944,21.0610162733,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
225,7,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833421672,21.0606272314,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
226,8,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833236074,21.0601061294,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
227,9,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.833307458,21.0604452026,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
228,10,256002007,11.0,11.0,0.0,0.0,0.0,11000.0,0.041635,0.08327,IWS Database,22.0,55.0,0.0,-156.83343238,21.0599455158,Molokai,Soil Treatment,0.0,0.0, , , ,11.0
229,0,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713378343,21.9700396624,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
230,1,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713488095,21.9698871984,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
231,2,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713657632,21.9696700726,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
232,3,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713357225,21.9697890456,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
233,4,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713502967,21.9695629968,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
234,5,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713104407,21.9698187889,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
235,6,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713220406,21.9696730469,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
236,7,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713327482,21.9694172548,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
237,8,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712958665,21.9697384821,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
238,9,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713044921,21.9695510995,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
239,10,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.713175791,21.9693220764,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
240,11,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712560106,21.9698663781,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
241,12,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712616618,21.9697325334,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
242,13,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712789129,21.9696165347,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
243,14,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712905128,21.9694648441,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
244,15,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712640412,21.9695332536,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
245,16,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712509542,21.9694410495,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
246,17,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712658258,21.9692744872,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
247,18,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712334057,21.9693220764,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
248,19,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712521439,21.9691614628,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
249,20,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712426261,21.9690395154,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
250,21,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712304314,21.9689413626,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
251,22,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712569029,21.9689681316,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
252,23,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712925948,21.969209052,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
253,24,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712503593,21.9696611496,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
254,25,413008012,26.0,10.0,0.0,16.0,0.0,6300.0,2.212172,0.124217,DWELDAT & IWS Databases,26.0,60.0,1.0,-159.712125854,21.9688402356,Kauai,SOIL TREATMENT & SEEPAGE PIT,0.0,0.0, , , ,26.0
255,0,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.715489775,21.9697977163,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
256,1,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.71526333,21.9702976239,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
257,2,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.715442882,21.970069104,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
258,3,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.715746487,21.9696349162,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
259,4,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.715903186,21.9694227191,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
260,5,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.715557142,21.969324782,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
261,6,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.715387384,21.9695435082,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
262,7,413008019,10.0,9.0,0.0,0.0,1.0,735.0,0.207976,0.01577,IWS and Cesspool Database,2.0,7.0,1.0,-159.71526333,21.969765499,Kauai,CESSPOOL & SEPTIC,0.0,0.0, , , ,10.0
