,OID,pop10,name,PepPerHos,Track_ID,Area_km2
0,-1,0,Schofield Forest Reserve,2.93,1,30.2078924558
1,-1,6227,Lualualei-Camp Waianae,4.36,2,5.00009769475
2,-1,5682,Lualualei Transmitter,4.35,3,45.694453324399994
3,-1,2560,Schofield: McCarthy Field,2.85,4,1.75438043836
4,-1,2834,Makua Valley,2.26,5,54.356652199799996
5,-1,5986,Kaena Point,2.95,6,90.96784041149999
6,-1,3320,Kawailoa,2.73,7,190.01407311900002
7,-1,3884,Mililani Mauka Middle School,3.4,8,1.27704515909
8,-1,2560,Mililani: Ainamakua Drive,3.06,9,1.03813420896
9,-1,4836,Mililani Mauka-Meheula Parkway,2.45,10,1.35444371516
10,-1,7623,Royal Kunia,3.74,11,23.068123704899996
11,-1,904,Makakilo: Wainohia Street,3.73,12,0.283126082346
12,-1,7400,Nanakuli,4.98,13,17.6668710613
13,-1,8232,Kunia West,3.23,14,75.41265128509998
14,-1,84,Kahe,2.9,15,12.944254884200001
15,-1,4068,Lower Makakilo,3.96,16,2.54830687749
16,-1,2136,Kalaeloa,2.99,17,19.76393006
17,-1,2990,Wailupe,2.9,18,1.94823209178
18,-1,3030,Lower Palolo,2.96,19,0.521635258859
19,-1,3666,Mokulele Drive,2.98,20,4.14464592857
20,-1,2713,Nimitz Elementary School,3.84,21,1.24228949559
21,-1,8,Mapunapuna Industrial,2.0,22,1.12916857008
22,-1,4380,Kalaheo Avenue,2.86,23,2.44843826023
23,-1,4664,Holomua School,3.9,24,1.06229001657
24,-1,3448,Geiger Road,3.04,25,1.3135103076899999
25,-1,6543,Ewa Gentry,2.77,26,0.652678408569
26,-1,3325,Ocean Pointe,3.12,27,0.7308163862039999
27,-1,4728,Hoakalei Country Club,3.13,28,4.0153307721
28,-1,2346,Coral Creek Golf Course,3.44,29,1.88660930056
29,-1,5997,Hawaii Prince Golf Course,3.79,30,2.25947927024
30,-1,6837,West Loch,4.12,31,2.12392320595
31,-1,3353,Mokauea Street,3.11,32,2.14002013514
32,-1,2966,Kaimuki: 22nd Avenue,2.91,33,0.968140104575
33,-1,1701,Linapuni Street,4.44,34,0.0865209177764
34,-1,4175,Kalihi Waena,4.93,35,0.478013063969
35,-1,4207,Kaimuki: 6th Avenue,2.76,36,0.927486945456
36,-1,9364,Ewa Villages,3.86,37,4.03085501801
37,-1,341,Hickam Air Force Base,4.0,38,7.83452490171
38,-1,3866,Hangar Avenue-Vickers Avenue,3.13,39,2.79342529353
39,-1,704,Honolulu International Airport,2.93,40,9.03440019106
40,-1,97,Nimitz-Airport Commercial,1.61,41,1.5749279258700002
41,-1,2519,Kaheka Street-Makaloa Street,1.73,42,0.189047347317
42,-1,2807,Ahana Street,1.68,43,0.16160380557
43,-1,3876,Upper Pawaa,1.91,44,0.419836248796
44,-1,2924,Waialae Avenue-Pukele Avenue,2.7,45,0.533044105016
45,-1,3773,Kalihi Valley Park,4.22,46,0.777637084647
46,-1,3807,Waialae-Kahala,2.74,47,2.9009769156
47,-1,3771,Kaimuki: Kapiolani Community College,2.84,48,1.12157619717
48,-1,6369,Haiku,3.0,49,13.2848848198
49,-1,1637,Mayor Wright Housing,4.13,50,0.0825878051927
50,-1,6707,Kamehameha Heights,3.65,51,3.48885012629
51,-1,7704,Hahaione-Mariners Ridge,2.48,52,7.89741333059
52,-1,2389,Ala Wai-Niu Street,1.74,53,0.122156702288
53,-1,3400,Ala Wai Park-Lauiki Street,1.99,54,0.279601701138
54,-1,3912,Hobron Lane,1.7,55,0.115326644412
55,-1,2770,Ena Road,1.71,56,0.10412440346799999
56,-1,2364,Ala Wai-Olohana Street,1.85,57,0.160577945285
57,-1,1398,International Market Place,1.72,58,0.155782324356
58,-1,1849,Jefferson School,1.78,59,0.14598002053
59,-1,5555,Koko Marina,2.74,60,1.65932093847
60,-1,3310,Waiawa Prison,3.66,61,71.9408649623
61,-1,1572,Laulani Valley-Mililani Technology Park,2.32,62,2.29122371777
62,-1,0,Schofield Barracks East Range,2.93,63,20.8819327091
63,-1,1594,Portlock,2.88,64,1.22963248505
64,-1,374,Kahauiki Street,2.93,65,4.9691812319499995
65,-1,3740,Haleiwa,3.31,66,3.9848689914
66,-1,4109,Sheridan Street,2.1,67,0.378342556738
67,-1,6864,Pacific Palisades,3.38,68,13.2309427631
68,-1,4116,Robinson Heights,4.84,69,0.832865407608
69,-1,5165,Pauoa,3.29,70,3.7375283524299996
70,-1,1609,Lanikai,2.59,71,1.23781920406
71,-1,6386,Makaha,3.91,72,2.65409574723
72,-1,5136,Waiau Townhouses,3.03,73,1.26510751695
73,-1,3965,Kealakehe,3.38,74,31.2442738522
74,-1,3531,Kalapana-Kapoho,2.14,75,106.743878875
75,-1,5,Hanauma Bay,5.0,76,4.9880418440200005
76,-1,2066,Ko Olina-Honokai Hale,3.18,77,2.7366870675199997
77,-1,2078,Palama,3.54,78,0.21564328912900002
78,-1,3096,Lower McCully,2.24,79,0.169156141725
79,-1,4423,Ala Ilima Mauka,2.24,80,0.165246660914
80,-1,2858,Lower Wilhelmina,2.7,81,0.617908451954
81,-1,8787,Leeward Community College,4.64,82,2.8133068204900002
82,-1,2059,Gulick Avenue-Likelike,5.09,83,0.20250917363899998
83,-1,3981,Ford Island,3.33,84,7.88526362048
84,-1,2837,Lower Waiau,3.25,85,1.25664349049
85,-1,3293,Chinatown,2.03,86,0.17047509266
86,-1,1552,Financial District,1.69,87,0.29673758376
87,-1,4133,Oneawa Street-Kawainui,3.05,88,0.821359087317
88,-1,8087,Kawaihae-Waikoloa,2.64,89,366.769713958
89,-1,8503,Kalaoa,2.82,90,244.876858278
90,-1,7587,Holualoa,2.5,91,7.871595472489999
91,-1,5154,Kaumalumalu-Keahou,2.52,92,26.283715449899997
92,-1,3925,Honoka‘a-Kukuihaele,2.92,93,299.499174185
93,-1,4025,Konawaena,2.72,94,42.0181479573
94,-1,7529,Pahoa,2.76,95,589.5801824329999
95,-1,6391,Orchidland-Ainaloa,2.93,96,33.9815173952
96,-1,11012,Hawaiian Paradise Park,2.91,97,38.8020053385
97,-1,933,Red Hill Military Housing,3.52,98,0.398879595947
98,-1,6749,Campbell High School,4.91,99,1.53260741659
99,-1,7479,Waikele,2.63,100,4.71243716561
100,-1,3403,Foote Avenue,3.78,101,1.8075218835800002
101,-1,4243,Menoher Street,3.72,102,1.4563395296500001
102,-1,3864,Olokele Avenue,2.19,103,1.17428869517
103,-1,5924,Keolu,3.17,104,3.8559267738200003
104,-1,3661,Kokokahi,2.73,105,3.1018427547000003
105,-1,3377,Newtown,2.95,106,2.46085772943
106,-1,5115,Waikalua Road,3.53,107,1.26630546884
107,-1,4049,Kuakini,2.38,108,0.54794455515
108,-1,7963,Wahiawa Mauka,3.23,109,3.55446932847
109,-1,4970,Kea‘au,2.98,110,132.792296454
110,-1,7884,Upper Puna (Puna Mauka),2.39,111,151.89709781299996
111,-1,8451,Ka‘u,2.63,112,2426.48864869
112,-1,2041,North Hilo,2.81,113,826.446370203
113,-1,4009,Volcano-Mt. View,2.72,114,245.543228173
114,-1,2568,Hilo: Upper Waiakea Forest Reserve,2.81,115,636.535081814
115,-1,7822,Kailua,2.51,116,17.6860065826
