,Uid,Coral_rank
153,-159.53312_21.92452,4
154,-159.53359_21.92372,4
155,-159.50135_21.91961,4
156,-159.37047_21.97158,4
157,-159.33046_22.09841,4
158,-159.32899_22.09849,4
159,-159.33000_22.09719,4
160,-159.32940_22.09696,4
161,-159.49760_22.20521,4
162,-159.36957_21.96902,4
163,-159.37298_21.96909,4
164,-159.37423_21.96848,4
165,-159.37394_22.07696,3
166,-159.53528_21.92314,4
167,-159.53577_21.92187,4
168,-159.51631_21.92111,4
169,-159.52282_21.92123,4
170,-159.52370_21.92231,4
171,-159.52535_21.92233,4
172,-159.51468_21.90881,4
173,-159.52080_21.91824,4
174,-159.52042_21.91991,4
175,-159.51742_21.94186,4
176,-159.52450_21.93290,4
177,-159.52142_21.93109,4
178,-159.51795_21.93557,4
179,-159.51922_21.93679,4
180,-159.51953_21.93076,4
181,-159.52418_21.93075,4
182,-159.52635_21.93485,4
183,-159.52963_21.92778,4
184,-159.52883_21.92869,4
185,-159.52926_21.92623,4
186,-159.52319_21.92624,4
187,-159.52307_21.92603,4
188,-159.50036_21.92168,4
189,-159.49476_21.92207,4
190,-159.49520_21.92704,4
191,-159.49985_21.92335,4
192,-159.50734_21.92960,4
193,-159.50673_21.92727,4
194,-159.50772_21.92676,4
195,-159.50636_21.92970,4
196,-159.49910_21.92012,4
197,-159.47076_21.87967,4
198,-159.49802_21.91770,4
199,-159.50074_21.91520,4
200,-159.46883_21.90542,4
201,-159.47923_21.90767,4
202,-159.48030_21.91804,4
203,-159.48569_21.92118,4
204,-159.48485_21.92063,4
205,-159.39778_21.96219,4
206,-159.33523_22.05256,3
207,-159.33678_22.05396,3
208,-159.33479_22.05301,3
209,-159.33038_22.09477,4
210,-159.33033_22.09495,4
211,-159.32516_22.09537,4
212,-159.48302_21.93034,4
213,-159.46351_21.90626,4
214,-159.46051_21.90991,4
215,-159.46010_21.90947,4
216,-159.46311_21.89798,4
217,-159.46700_21.90195,4
218,-159.45078_21.88083,4
219,-159.46052_21.90751,4
220,-159.45967_21.90550,4
221,-159.45789_21.90466,4
222,-159.45797_21.90250,4
223,-159.37173_21.96630,4
224,-159.37083_21.96743,4
225,-159.36997_21.96570,4
226,-159.33765_22.04776,3
227,-159.33595_22.05378,3
228,-159.33662_22.05546,3
229,-159.33779_22.05717,3
230,-159.33871_22.05588,3
231,-159.33703_22.05725,3
232,-159.33925_22.05708,3
233,-159.34019_22.05863,3
234,-159.34410_22.05816,3
235,-159.34401_22.05846,3
236,-159.34498_22.05860,3
237,-159.34451_22.05947,3
238,-159.34200_22.05649,3
239,-159.34218_22.05805,3
240,-159.34179_22.05778,3
241,-159.34211_22.05439,3
242,-159.34261_22.05332,3
243,-159.34472_22.05401,3
244,-159.34554_22.05395,3
245,-159.34631_22.05431,3
246,-159.34559_22.05489,3
247,-159.37237_22.05323,4
248,-159.37658_22.05647,3
249,-159.37595_22.05653,3
250,-159.36311_22.04779,4
251,-159.36611_22.04912,4
252,-159.38219_22.05554,3
253,-159.38786_22.05697,3
254,-159.37812_22.06226,3
255,-159.36393_22.08856,4
256,-159.36191_22.06867,3
257,-159.37382_22.06840,3
258,-159.36248_22.07141,3
259,-159.36313_22.07064,3
260,-159.36211_22.06667,3
261,-159.37278_22.09805,4
262,-159.37169_22.09644,4
263,-159.31743_22.06838,4
264,-159.31870_22.06885,4
265,-159.31914_22.06883,4
266,-159.32037_22.07372,4
267,-159.32021_22.08645,4
268,-159.32028_22.08603,4
269,-159.32403_22.08845,4
270,-159.36064_22.09479,4
271,-159.33077_22.09798,4
272,-159.33934_22.09951,4
273,-159.32996_22.09665,4
274,-159.32820_22.09546,4
275,-159.33044_22.09558,4
276,-159.31760_22.08845,4
277,-159.31499_22.08728,4
278,-159.31550_22.09116,4
279,-159.31540_22.08846,4
280,-159.31931_22.08548,4
281,-159.31787_22.08639,4
282,-159.32072_22.08944,4
283,-159.33379_22.10044,4
284,-159.33618_22.10108,4
285,-159.33579_22.10099,4
286,-159.32215_22.09409,4
287,-159.32212_22.09229,4
288,-159.32226_22.09163,4
289,-159.32009_22.09172,4
290,-159.31976_22.09249,4
291,-159.31950_22.09297,4
292,-159.31944_22.09319,4
293,-159.33510_22.09714,4
294,-159.33200_22.09586,4
295,-159.33314_22.09444,4
296,-159.33351_22.09532,4
297,-159.33458_22.09644,4
298,-159.33320_22.09940,4
299,-159.33305_22.09878,4
300,-159.32700_22.09494,4
301,-159.32618_22.09388,4
302,-159.32634_22.09424,4
303,-159.32558_22.09240,4
304,-159.30698_22.10520,4
305,-159.30537_22.10228,4
306,-159.30841_22.14604,4
307,-159.30468_22.14584,4
308,-159.30687_22.15147,4
309,-159.30904_22.13688,3
310,-159.30390_22.13658,3
311,-159.30256_22.13767,3
312,-159.30237_22.13805,3
313,-159.30476_22.13791,3
314,-159.30315_22.14084,3
315,-159.30141_22.14017,3
316,-159.30121_22.14034,3
317,-159.31679_22.15800,3
318,-159.34168_22.18827,4
319,-159.33321_22.19253,4
320,-159.37847_22.19782,4
321,-159.35821_22.19956,3
322,-159.39419_22.21981,3
323,-159.40835_22.20940,4
324,-159.41017_22.20639,4
325,-159.40911_22.21017,4
326,-159.40489_22.21235,3
327,-159.40516_22.21096,3
328,-159.40911_22.20396,4
329,-159.40404_22.21011,3
330,-159.40400_22.20969,3
331,-159.40537_22.20894,4
332,-159.40469_22.20777,3
333,-159.40855_22.20770,4
334,-159.40888_22.20724,4
335,-159.40599_22.20675,4
336,-159.50530_22.20095,4
337,-159.57488_22.22320,3
338,-159.40798_22.21438,4
339,-159.40833_22.21361,4
340,-159.43192_22.21479,4
341,-159.45543_22.22546,3
342,-159.49614_22.20425,4
343,-159.49543_22.20661,4
344,-159.55012_22.20986,3
345,-159.54394_22.21218,3
346,-159.54703_22.22181,3
347,-159.54674_22.22329,3
348,-159.55117_22.22221,3
349,-159.55194_22.22324,3
350,-159.54672_22.22050,3
351,-159.54536_22.21996,3
352,-159.52538_21.90654,4
353,-159.72647_21.97268,4
354,-159.72606_21.97265,4
355,-159.71604_21.96934,4
356,-159.57795_21.90986,3
357,-159.72371_21.97278,4
358,-159.72529_21.97335,4
359,-159.72505_21.97368,4
360,-159.72349_21.97565,4
361,-159.72235_21.97321,4
362,-159.72141_21.97430,4
363,-159.72566_21.97264,4
364,-159.72500_21.97196,4
365,-159.69396_21.96167,4
366,-159.69751_21.96055,4
367,-159.67280_21.96372,4
368,-159.72208_21.97059,4
369,-159.72210_21.97241,4
370,-159.72135_21.97013,4
371,-159.72184_21.96995,4
372,-159.71902_21.96966,4
373,-159.72099_21.97306,4
374,-159.71703_21.97278,4
375,-159.71388_21.96736,4
376,-159.70893_21.96316,4
377,-159.70931_21.96403,4
378,-159.69832_21.96204,4
379,-159.70313_21.96470,4
380,-159.70486_21.96507,4
381,-159.70774_21.96392,4
382,-159.70778_21.96653,4
383,-159.70695_21.96504,4
384,-159.71021_21.96630,4
385,-159.70468_21.96153,4
386,-159.70377_21.96132,4
387,-159.70589_21.96353,4
388,-159.70763_21.96228,4
389,-159.58786_21.92058,4
390,-159.50055_22.20288,4
391,-159.35650_22.08605,4
392,-159.52136_21.92770,4
393,-159.34440_22.06119,3
394,-159.34710_22.06137,3
395,-159.34453_22.06097,3
396,-159.34135_22.05896,3
397,-159.34183_22.05893,3
398,-159.37355_22.05420,4
399,-159.37423_22.05259,4
400,-159.37605_22.05446,4
401,-159.37727_22.05570,3
402,-159.38843_22.06114,3
403,-159.38679_22.06107,3
404,-159.39185_22.06289,4
405,-159.39080_22.06277,3
406,-159.66725_21.95768,4
407,-159.65750_21.96444,4
408,-159.56455_21.97204,4
409,-159.58616_21.91903,4
410,-159.58602_21.91855,4
411,-159.58670_21.92002,4
412,-159.58610_21.92079,4
413,-159.58640_21.92221,4
414,-159.58692_21.92293,4
415,-159.58811_21.92389,4
416,-159.58739_21.92371,4
417,-159.58721_21.92581,4
418,-159.58723_21.92564,4
419,-159.48584_21.92643,4
420,-159.48571_21.92316,4
421,-159.48700_21.92356,4
422,-159.45949_21.90853,4
423,-159.36748_22.05206,4
424,-159.37043_22.05523,4
425,-159.36979_22.05433,4
426,-159.50732_21.93429,4
427,-159.50574_21.94040,4
428,-159.50480_21.92821,4
429,-159.45109_21.87995,4
430,-159.32489_22.05806,3
431,-159.32532_22.05877,3
432,-159.52006_21.91960,4
433,-159.51934_21.91956,4
434,-159.51879_21.91864,4
435,-159.51540_21.93265,4
436,-159.51226_21.93732,4
437,-159.51249_21.90820,4
438,-159.52487_21.90813,4
439,-159.50534_22.20035,4
440,-159.52501_21.92633,4
441,-159.36023_22.10103,4
442,-159.36487_22.09652,4
443,-159.36248_22.09615,4
444,-159.35717_22.09665,4
445,-159.40753_22.20912,4
446,-159.40325_22.21157,3
447,-159.57732_21.91312,3
448,-159.57655_21.91440,3
449,-159.57610_21.91491,3
450,-159.57559_21.91308,3
451,-159.57469_21.91388,3
452,-159.57419_21.91434,3
453,-159.37029_21.97140,4
454,-159.37481_21.96887,4
455,-159.36989_21.97046,4
456,-159.37674_21.97925,4
457,-159.34032_22.10461,4
458,-159.49930_22.20367,4
459,-159.49905_22.20387,4
460,-159.37256_21.96830,4
461,-159.53555_21.92232,4
462,-159.53622_21.92272,4
463,-159.51228_21.91677,4
464,-159.51344_21.91629,4
465,-159.52600_21.92479,4
466,-159.53145_21.92218,4
467,-159.52440_21.92260,4
468,-159.52394_21.92463,4
469,-159.52692_21.92037,4
470,-159.52655_21.92046,4
471,-159.52837_21.92326,4
472,-159.51585_21.90435,4
473,-159.51599_21.90452,4
474,-159.51613_21.90468,4
475,-159.51844_21.90540,4
476,-159.52229_21.91534,4
477,-159.52283_21.91723,4
478,-159.51859_21.90787,4
479,-159.51760_21.91142,4
480,-159.51614_21.90998,4
481,-159.51816_21.91090,4
482,-159.51407_21.90828,4
483,-159.51485_21.90895,4
484,-159.52371_21.91964,4
485,-159.52361_21.91703,4
486,-159.51870_21.91808,4
487,-159.51457_21.93057,4
488,-159.52059_21.92858,4
489,-159.51860_21.93940,4
490,-159.51759_21.93683,4
491,-159.52036_21.93245,4
492,-159.52960_21.93044,4
493,-159.52840_21.92637,4
494,-159.52754_21.92643,4
495,-159.49828_21.92269,4
496,-159.50058_21.92164,4
497,-159.50156_21.92112,4
498,-159.49691_21.93165,4
499,-159.50698_21.92751,4
500,-159.50793_21.92703,4
501,-159.50556_21.91715,4
502,-159.50560_21.91679,4
503,-159.47000_21.87993,4
504,-159.46624_21.89732,4
505,-159.46612_21.89661,4
506,-159.50152_21.91483,4
507,-159.50148_21.91504,4
508,-159.50136_21.91533,4
509,-159.49995_21.91783,4
510,-159.49849_21.91381,4
511,-159.47888_21.96240,4
512,-159.47865_21.91507,4
513,-159.48448_21.91995,4
514,-159.48260_21.91726,4
515,-159.39818_21.96230,4
516,-159.33686_22.05424,3
517,-159.32935_22.09395,4
518,-159.33028_22.09460,4
519,-159.32499_22.09766,4
520,-159.32517_22.09772,4
521,-159.48454_21.92602,4
522,-159.48351_21.93145,4
523,-159.46353_21.90660,4
524,-159.46052_21.91023,4
525,-159.46199_21.90547,4
526,-159.45824_21.90330,4
527,-159.45952_21.90472,4
528,-159.46256_21.88678,4
529,-159.46105_21.88766,4
530,-159.35994_21.96407,4
531,-159.39407_21.96664,4
532,-159.39064_21.96458,4
533,-159.39308_21.96413,4
534,-159.39249_21.96460,4
535,-159.39173_21.96560,4
536,-159.39770_21.96474,4
537,-159.40018_21.96417,4
538,-159.39835_21.96388,4
539,-159.39800_21.96346,4
540,-159.39861_21.96462,4
541,-159.39829_21.96493,4
542,-159.52644_21.91996,4
543,-159.52873_21.92124,4
544,-159.52938_21.92022,4
545,-159.51756_21.90351,4
546,-159.51673_21.90609,4
547,-159.51922_21.90768,4
548,-159.51525_21.90795,4
549,-159.51888_21.91431,4
550,-159.52361_21.91503,4
551,-159.52301_21.91643,4
552,-159.51771_21.90612,4
553,-159.51794_21.91186,4
554,-159.51861_21.91040,4
555,-159.51723_21.91015,4
556,-159.51648_21.91074,4
557,-159.51820_21.91356,4
558,-159.46212_21.89010,4
559,-159.46221_21.88938,4
560,-159.36294_21.95976,4
561,-159.36173_21.96552,4
562,-159.39242_21.96706,4
563,-159.39266_21.96692,4
564,-159.39309_21.96618,4
565,-159.39375_21.96633,4
566,-159.39280_21.96496,4
567,-159.39148_21.96569,4
568,-159.39642_21.96222,4
569,-159.39793_21.96266,4
570,-159.34789_21.95835,4
571,-159.36589_21.96893,4
572,-159.36942_21.97146,4
573,-159.36856_21.97005,4
574,-159.38276_22.05533,3
575,-159.38446_22.05494,3
576,-159.38390_22.05554,3
577,-159.38328_22.05602,3
578,-159.36963_22.05589,4
579,-159.36974_22.05605,4
580,-159.36800_22.05381,4
581,-159.36656_22.05229,4
582,-159.39200_22.06362,3
583,-159.39409_22.06417,4
584,-159.36981_22.05168,4
585,-159.37133_22.05195,4
586,-159.38253_22.05678,3
587,-159.38318_22.05747,3
588,-159.38018_22.06055,3
589,-159.38189_22.05964,3
590,-159.31778_22.09234,4
591,-159.31893_22.09070,4
592,-159.32256_22.09503,4
593,-159.32705_22.09646,4
594,-159.32449_22.09652,4
595,-159.32348_22.09692,4
596,-159.34561_22.10064,4
597,-159.34505_22.10088,4
598,-159.31636_22.09394,4
599,-159.31663_22.09241,4
600,-159.31946_22.09375,4
601,-159.31539_22.08435,4
602,-159.33991_22.10113,4
603,-159.35617_22.09831,4
604,-159.32741_22.08296,4
605,-159.33347_22.10155,4
606,-159.71158_21.96712,4
607,-159.71142_21.96702,4
608,-159.67518_22.10909,2
609,-159.64594_22.13092,4
610,-159.64517_22.13083,4
611,-159.64728_22.12980,4
612,-159.66082_22.12941,3
613,-159.65768_21.97917,4
614,-159.45989_21.90401,4
615,-159.45898_21.90343,4
616,-159.36152_21.96452,4
617,-159.36286_21.96547,4
618,-159.38744_21.94769,4
619,-159.37133_22.05750,4
620,-159.49573_22.20278,4
621,-159.57541_21.91409,3
622,-159.48310_21.92747,4
623,-159.48202_21.92789,4
624,-159.48456_21.92101,4
625,-159.48332_21.93439,4
626,-159.46485_21.89580,4
627,-159.46443_21.90029,4
628,-159.46424_21.90065,4
629,-159.37455_22.10265,4
630,-159.49987_22.20216,4
631,-159.53322_21.92503,4
632,-159.53160_21.92529,4
633,-159.53156_21.92443,4
634,-159.53512_21.92338,4
635,-159.50011_21.92326,4
636,-159.50075_21.91888,4
637,-159.50113_21.91916,4
638,-159.46026_21.89843,4
639,-159.46588_21.90233,4
640,-159.46500_21.90140,4
641,-159.44512_21.87279,4
642,-159.46027_21.90715,4
643,-159.46169_21.90653,4
644,-159.45949_21.90662,4
645,-159.46022_21.90604,4
646,-159.46026_21.90639,4
647,-159.46012_21.90674,4
648,-159.36942_22.05554,4
649,-159.36632_22.05243,4
650,-159.36670_22.05271,4
651,-159.39292_22.06166,3
652,-159.39408_22.06240,4
653,-159.39385_22.06442,4
654,-159.38154_22.05980,3
655,-159.38436_22.05781,3
656,-159.31832_22.06445,4
657,-159.38134_22.07800,4
658,-159.35714_22.08599,4
659,-159.36917_22.07545,4
660,-159.34791_21.95821,4
661,-159.37389_21.97079,4
662,-159.36867_21.97128,4
663,-159.37207_21.96657,4
664,-159.37139_21.96740,4
665,-159.33657_22.05468,3
666,-159.33743_22.05511,3
667,-159.33537_22.05574,3
668,-159.34085_22.05445,3
669,-159.33900_22.05603,3
670,-159.34735_22.05667,3
671,-159.34915_22.05873,3
672,-159.34083_22.05893,3
673,-159.34010_22.05954,3
674,-159.34268_22.05918,3
675,-159.34493_22.05949,3
676,-159.34476_22.05592,3
677,-159.34601_22.05557,3
678,-159.34593_22.05584,3
679,-159.34603_22.05751,3
680,-159.34148_22.05750,3
681,-159.34253_22.05743,3
682,-159.34267_22.05405,3
683,-159.37341_22.05244,4
684,-159.37670_22.05622,3
685,-159.37649_22.05837,3
686,-159.37460_22.06057,3
687,-159.39405_22.05852,3
688,-159.36624_22.04887,4
689,-159.38296_22.05582,3
690,-159.38478_22.05411,3
691,-159.36619_22.05963,3
692,-159.46122_21.89193,4
693,-159.72349_21.97307,4
694,-159.72387_21.97312,4
695,-159.72275_21.97459,4
696,-159.72241_21.97504,4
697,-159.72388_21.97524,4
698,-159.72371_21.97533,4
699,-159.72314_21.97544,4
700,-159.72224_21.97531,4
701,-159.72190_21.97585,4
702,-159.72264_21.97302,4
703,-159.72126_21.97420,4
704,-159.72241_21.97375,4
705,-159.66342_21.96440,4
706,-159.72607_21.97178,4
707,-159.72084_21.97195,4
708,-159.72028_21.97087,4
709,-159.72163_21.97306,4
710,-159.71689_21.97269,4
711,-159.69943_21.96192,4
712,-159.70450_21.96594,4
713,-159.71005_21.96543,4
714,-159.70797_21.96440,4
715,-159.70826_21.96558,4
716,-159.70756_21.96544,4
717,-159.71002_21.96618,4
718,-159.71030_21.96592,4
719,-159.71535_21.96893,4
720,-159.71396_21.96804,4
721,-159.70278_21.96214,4
722,-159.70562_21.96335,4
723,-159.71278_21.96749,4
724,-159.67944_22.10005,4
725,-159.66088_22.12004,2
726,-159.66299_22.12399,1
727,-159.64767_22.12911,4
728,-159.65310_22.13081,3
729,-159.36048_21.96341,4
730,-159.36102_21.96296,4
731,-159.38704_21.94792,4
732,-159.58519_21.91358,4
733,-159.38136_22.05622,3
734,-159.49735_22.20595,4
735,-159.36839_21.97299,4
736,-159.58860_21.92147,4
737,-159.37278_22.07677,4
738,-159.35605_22.08612,4
739,-159.52160_21.92781,4
740,-159.34464_22.06160,3
741,-159.37598_22.05291,3
742,-159.37778_22.05488,3
743,-159.37526_22.05399,4
744,-159.37650_22.05459,4
745,-159.37696_22.05473,4
746,-159.38897_22.06074,4
747,-159.38768_22.06009,4
748,-159.66076_21.96185,4
749,-159.63768_21.94436,4
750,-159.58845_21.92048,4
751,-159.58865_21.92045,4
752,-159.58644_21.92071,4
753,-159.58833_21.92182,4
754,-159.58805_21.92262,4
755,-159.58746_21.92344,4
756,-159.58838_21.92367,4
757,-159.58559_21.92267,4
758,-159.38369_22.05617,3
759,-159.38400_22.05615,3
760,-159.36674_22.05410,4
761,-159.36690_22.05327,4
762,-159.38713_22.05770,3
763,-159.38750_22.05795,3
764,-159.39477_22.06516,3
765,-159.37032_22.05185,4
766,-159.37062_22.05231,4
767,-159.36965_22.05107,4
768,-159.38288_22.05664,3
769,-159.38336_22.05700,3
770,-159.37983_22.06247,3
771,-159.36038_22.07050,3
772,-159.36167_22.06975,3
773,-159.37197_22.07497,4
774,-159.36293_22.07150,3
775,-159.36304_22.06606,3
776,-159.36183_22.06788,3
777,-159.37362_22.09859,4
778,-159.37234_22.09701,4
779,-159.37365_22.09224,3
780,-159.31729_22.06890,4
781,-159.31788_22.06836,4
782,-159.31818_22.06969,4
783,-159.31867_22.06832,4
784,-159.31870_22.06812,4
785,-159.32096_22.07372,4
786,-159.32022_22.07372,4
787,-159.32264_22.08691,4
788,-159.32925_22.09590,4
789,-159.33119_22.09582,4
790,-159.31548_22.08934,4
791,-159.31609_22.08885,4
792,-159.31726_22.08820,4
793,-159.31752_22.08352,4
794,-159.31769_22.08473,4
795,-159.31785_22.08505,4
796,-159.31786_22.08611,4
797,-159.31769_22.08494,4
798,-159.31884_22.08542,4
799,-159.32023_22.08865,4
800,-159.32152_22.08817,4
801,-159.31987_22.09025,4
802,-159.31952_22.09010,4
803,-159.31790_22.09240,4
804,-159.32351_22.09641,4
805,-159.32409_22.09522,4
806,-159.32623_22.09620,4
807,-159.33121_22.09843,4
808,-159.32463_22.09703,4
809,-159.34461_22.10086,4
810,-159.31671_22.09296,4
811,-159.31575_22.09382,4
812,-159.32526_22.08133,4
813,-159.35741_22.09751,4
814,-159.35512_22.09948,4
815,-159.33108_22.08632,4
816,-159.32952_22.08624,4
817,-159.33572_22.10214,4
818,-159.33443_22.10041,4
819,-159.33518_22.09981,4
820,-159.33487_22.10171,4
821,-159.33495_22.10153,4
822,-159.33512_22.10084,4
823,-159.33690_22.10038,4
824,-159.33612_22.10062,4
825,-159.32245_22.09391,4
826,-159.32207_22.09338,4
827,-159.32096_22.09296,4
828,-159.32317_22.09202,4
829,-159.32348_22.09174,4
830,-159.32083_22.09023,4
831,-159.33146_22.09601,4
832,-159.33166_22.09644,4
833,-159.33163_22.09572,4
834,-159.33366_22.09987,4
835,-159.32742_22.09438,4
836,-159.32646_22.09399,4
837,-159.32439_22.10491,4
838,-159.30698_22.10490,4
839,-159.30500_22.10156,4
840,-159.30555_22.10189,4
841,-159.30666_22.10275,4
842,-159.30671_22.10305,4
843,-159.31668_22.13729,3
844,-159.30547_22.14472,4
845,-159.30590_22.14508,4
846,-159.31532_22.14653,4
847,-159.30529_22.13597,3
848,-159.30764_22.13737,3
849,-159.30517_22.13709,3
850,-159.30207_22.13665,3
851,-159.30203_22.13743,3
852,-159.30152_22.13626,3
853,-159.55512_22.22285,3
854,-159.30545_22.13858,3
855,-159.30499_22.13873,3
856,-159.30050_22.14169,3
857,-159.31717_22.15750,3
858,-159.31253_22.15811,3
859,-159.30959_22.16612,2
860,-159.33326_22.19321,4
861,-159.38321_22.20030,4
862,-159.41464_22.21901,4
863,-159.41088_22.20764,4
864,-159.41040_22.20860,4
865,-159.40485_22.21189,3
866,-159.40566_22.21082,4
867,-159.40739_22.21158,4
868,-159.41113_22.20673,4
869,-159.42428_22.21842,3
870,-159.40621_22.20377,4
871,-159.40119_22.21482,3
872,-159.40395_22.21025,3
873,-159.40457_22.20846,3
874,-159.40300_22.20200,3
875,-159.40184_22.20194,3
876,-159.40864_22.20752,4
877,-159.40658_22.20820,4
878,-159.40638_22.20813,4
879,-159.40783_22.20653,4
880,-159.50532_22.20119,4
881,-159.55924_22.22302,3
882,-159.44435_22.22286,3
883,-159.45393_22.22530,3
884,-159.46329_22.22242,3
885,-159.46735_22.18554,4
886,-159.49562_22.20383,4
887,-159.54660_22.21043,3
888,-159.54603_22.22298,3
889,-159.54785_22.22299,3
890,-159.54750_22.22016,3
891,-159.54484_22.22035,3
892,-159.57815_21.90946,3
893,-159.57835_21.90906,3
894,-159.72372_21.97410,4
895,-159.72412_21.97493,4
896,-159.72213_21.97546,4
897,-159.72145_21.97406,4
898,-159.66349_21.96493,4
899,-159.72509_21.97179,4
900,-159.69604_21.96199,4
901,-159.69586_21.96197,4
902,-159.67195_21.96282,4
903,-159.72281_21.97106,4
904,-159.72161_21.97145,4
905,-159.71975_21.97108,4
906,-159.71813_21.97081,4
907,-159.71846_21.97405,4
908,-159.71521_21.96828,4
909,-159.70125_21.96180,4
910,-159.70282_21.96512,4
911,-159.70383_21.96471,4
912,-159.70394_21.96554,4
913,-159.70511_21.96543,4
914,-159.70743_21.96404,4
915,-159.70752_21.96492,4
916,-159.70724_21.96606,4
917,-159.71351_21.97113,4
918,-159.71453_21.97249,4
919,-159.70431_21.96326,4
920,-159.70500_21.96359,4
921,-159.70797_21.96235,4
922,-159.71181_21.96656,4
923,-159.71181_21.96685,4
924,-159.67963_22.10601,2
925,-159.67968_22.10211,4
926,-159.67759_22.10688,2
927,-159.64967_22.12687,3
928,-159.45912_21.90326,4
929,-159.39201_21.94680,4
930,-159.38137_22.05573,3
