,Uid,Coral_rank
16884,-156.31861_20.77985,3
16885,-156.46402_20.87358,1
16886,-156.47793_20.87777,4
16887,-156.45558_20.73855,2
16888,-156.43862_20.71553,3
16889,-156.45456_20.73568,2
16890,-156.46044_20.87823,1
16891,-156.48411_20.87305,3
16892,-156.45457_20.73654,2
16893,-156.43761_20.71500,3
16894,-156.32651_20.73557,2
16895,-156.63699_20.85286,1
16896,-156.44487_20.64091,1
16897,-156.44089_20.66651,3
16898,-156.44140_20.66908,3
16899,-156.51543_20.86668,4
16900,-156.51810_20.86943,4
16901,-156.51616_20.87052,3
16902,-156.51579_20.86976,4
16903,-156.51580_20.87003,3
16904,-156.51571_20.87065,3
16905,-156.51562_20.87096,3
16906,-156.51432_20.87027,3
16907,-156.51563_20.87358,3
16908,-156.51548_20.87445,3
16909,-156.51637_20.87635,3
16910,-156.48177_20.87044,4
16911,-156.48144_20.87027,4
16912,-156.48046_20.87088,4
16913,-156.48194_20.87165,4
16914,-156.48415_20.87105,3
16915,-156.48402_20.87094,3
16916,-156.48445_20.87186,3
16917,-156.48461_20.87086,3
16918,-156.48775_20.87392,3
16919,-156.48866_20.87424,3
16920,-156.48836_20.87690,3
16921,-156.48780_20.87641,3
16922,-156.49236_20.88082,3
16923,-156.44868_20.77282,2
16924,-156.45361_20.74408,3
16925,-156.45224_20.74755,3
16926,-156.45228_20.74737,3
16927,-156.45234_20.74714,3
16928,-156.45232_20.74696,3
16929,-156.45222_20.74682,3
16930,-156.45207_20.74674,3
16931,-156.45186_20.74676,3
16932,-156.45165_20.74678,3
16933,-156.45143_20.74680,3
16934,-156.45119_20.74682,3
16935,-156.45097_20.74685,3
16936,-156.45073_20.74689,3
16937,-156.45053_20.74692,3
16938,-156.45032_20.74689,3
16939,-156.45009_20.74691,3
16940,-156.45007_20.74713,3
16941,-156.45035_20.74724,3
16942,-156.45018_20.74737,3
16943,-156.45017_20.74757,3
16944,-156.45021_20.74776,3
16945,-156.45025_20.74796,3
16946,-156.45054_20.74792,3
16947,-156.45051_20.74770,3
16948,-156.45053_20.74748,3
16949,-156.45070_20.74732,3
16950,-156.45087_20.74716,3
16951,-156.45108_20.74713,3
16952,-156.45128_20.74711,3
16953,-156.45149_20.74709,3
16954,-156.45168_20.74707,3
16955,-156.45190_20.74704,3
16956,-156.45196_20.74719,3
16957,-156.45198_20.74740,3
16958,-156.45192_20.74759,3
16959,-156.45187_20.74778,3
16960,-156.45168_20.74780,3
16961,-156.45146_20.74782,3
16962,-156.45115_20.74785,3
16963,-156.45094_20.74788,3
16964,-156.45074_20.74790,3
16965,-156.45260_20.74771,3
16966,-156.45280_20.74769,3
16967,-156.45274_20.74748,3
16968,-156.44167_20.71084,2
16969,-156.44295_20.70855,2
16970,-156.44619_20.71480,3
16971,-156.44909_20.72622,3
16972,-156.44852_20.72492,3
16973,-156.44812_20.72414,3
16974,-156.45742_20.74789,3
16975,-156.43871_20.71601,3
16976,-156.43876_20.71625,3
16977,-156.43795_20.71409,2
16978,-156.43900_20.71623,3
16979,-156.43900_20.71600,3
16980,-156.43896_20.71581,3
16981,-156.43888_20.71542,3
16982,-156.43881_20.71504,3
16983,-156.43875_20.71484,3
16984,-156.43873_20.71453,3
16985,-156.43859_20.71389,2
16986,-156.43865_20.71420,2
16987,-156.43909_20.71407,2
16988,-156.43895_20.71441,3
16989,-156.43917_20.71445,3
16990,-156.43922_20.71472,3
16991,-156.43924_20.71493,3
16992,-156.43927_20.71511,3
16993,-156.43931_20.71531,3
16994,-156.43934_20.71550,3
16995,-156.43938_20.71569,3
16996,-156.43944_20.71589,3
16997,-156.43953_20.71615,3
16998,-156.44564_20.72737,3
16999,-156.44911_20.73022,3
17000,-156.44627_20.72958,3
17001,-156.44781_20.73118,3
17002,-156.44152_20.72464,3
17003,-156.44179_20.72463,3
17004,-156.44176_20.72443,3
17005,-156.44170_20.72427,3
17006,-156.44143_20.72430,3
17007,-156.44120_20.72420,3
17008,-156.44127_20.72445,3
17009,-156.44208_20.72508,3
17010,-156.44264_20.72512,3
17011,-156.44244_20.72540,3
17012,-156.43914_20.71847,3
17013,-156.43947_20.72029,3
17014,-156.45154_20.73586,3
17015,-156.44606_20.73369,3
17016,-156.44825_20.73203,3
17017,-156.44845_20.73204,3
17018,-156.44812_20.73228,3
17019,-156.44979_20.73194,3
17020,-156.44990_20.73213,3
17021,-156.44984_20.73414,3
17022,-156.43763_20.70861,2
17023,-156.43840_20.70911,2
17024,-156.33347_20.82115,3
17025,-156.33370_20.82135,3
17026,-156.29950_20.91746,4
17027,-156.29885_20.91757,4
17028,-156.29929_20.89841,3
17029,-156.28439_20.87489,2
17030,-156.28372_20.87578,2
17031,-156.28182_20.91678,4
17032,-156.28916_20.91432,4
17033,-156.28812_20.91299,4
17034,-156.28738_20.91318,4
17035,-156.28663_20.91327,4
17036,-156.27791_20.91779,4
17037,-156.27242_20.91087,4
17038,-156.26255_20.92414,4
17039,-156.26304_20.92394,4
17040,-156.28602_20.87220,2
17041,-156.45045_20.73988,2
17042,-156.44915_20.74013,2
17043,-156.44918_20.73985,2
17044,-156.44890_20.74022,2
17045,-156.44400_20.70637,2
17046,-156.44382_20.70644,2
17047,-156.44328_20.70665,2
17048,-156.44310_20.70672,2
17049,-156.44257_20.70645,2
17050,-156.44207_20.70664,2
17051,-156.44085_20.70717,2
17052,-156.53389_20.88363,3
17053,-156.49338_20.88687,3
17054,-156.49276_20.88683,3
17055,-156.49214_20.88674,3
17056,-156.49176_20.88658,3
17057,-156.49160_20.88586,3
17058,-156.49197_20.88605,3
17059,-156.49251_20.88633,3
17060,-156.49297_20.88637,3
17061,-156.49342_20.88567,3
17062,-156.49377_20.88593,3
17063,-156.49370_20.88644,3
17064,-156.49387_20.88494,3
17065,-156.49399_20.88456,3
17066,-156.49405_20.88437,3
17067,-156.68142_20.88810,1
17068,-156.67303_20.86483,3
17069,-156.65521_20.89202,3
17070,-156.50284_20.87457,3
17071,-156.51952_20.86352,4
17072,-156.51727_20.86330,4
17073,-156.63743_20.84800,1
17074,-156.64036_20.84940,1
17075,-156.63868_20.84832,1
17076,-156.63830_20.85048,1
17077,-156.61798_20.82097,1
17078,-156.62114_20.81325,1
17079,-156.61377_20.81074,1
17080,-156.61358_20.81090,1
17081,-156.61301_20.81101,1
17082,-156.33101_20.82342,3
17083,-156.23878_20.92292,4
17084,-156.44012_20.66891,3
17085,-156.44200_20.67188,3
17086,-156.44141_20.67258,3
17087,-156.44098_20.67231,3
17088,-156.36479_20.68788,3
17089,-156.32490_20.78779,2
17090,-156.33876_20.72375,3
17091,-156.31789_20.84793,2
17092,-156.32417_20.91362,4
17093,-156.30579_20.91562,4
17094,-156.30542_20.91707,4
17095,-156.30685_20.91721,4
17096,-156.30705_20.91684,4
17097,-156.30250_20.91456,4
17098,-156.29986_20.88555,2
17099,-156.30186_20.88613,2
17100,-156.30006_20.88666,2
17101,-156.30133_20.88810,2
17102,-156.29897_20.89667,3
17103,-156.28254_20.91367,4
17104,-156.53177_20.97385,4
17105,-156.51309_20.86185,4
17106,-156.51419_20.86224,4
17107,-156.35248_20.82665,2
17108,-156.35218_20.82655,2
17109,-156.35186_20.82645,2
17110,-156.35128_20.82624,2
17111,-156.35106_20.82613,2
17112,-156.35085_20.82604,2
17113,-156.35063_20.82597,2
17114,-156.35042_20.82590,2
17115,-156.35019_20.82582,2
17116,-156.34966_20.82557,2
17117,-156.34996_20.82573,2
17118,-156.34926_20.82533,2
17119,-156.34893_20.82500,2
17120,-156.34907_20.82519,2
17121,-156.34870_20.82512,2
17122,-156.34841_20.82510,2
17123,-156.34811_20.82518,2
17124,-156.34780_20.82528,2
17125,-156.34755_20.82546,2
17126,-156.34738_20.82567,2
17127,-156.34720_20.82586,2
17128,-156.34704_20.82608,2
17129,-156.34692_20.82632,2
17130,-156.34681_20.82654,2
17131,-156.34889_20.82436,2
17132,-156.34922_20.82450,2
17133,-156.34934_20.82468,2
17134,-156.34949_20.82488,2
17135,-156.35130_20.82562,2
17136,-156.35147_20.82573,2
17137,-156.34672_20.82675,3
17138,-156.34671_20.82701,3
17139,-156.34657_20.82723,3
17140,-156.34627_20.82703,3
17141,-156.34615_20.82675,3
17142,-156.34630_20.82652,2
17143,-156.34643_20.82627,2
17144,-156.34656_20.82603,2
17145,-156.34670_20.82579,2
17146,-156.34686_20.82558,2
17147,-156.34704_20.82537,2
17148,-156.34722_20.82516,2
17149,-156.34742_20.82500,2
17150,-156.34768_20.82488,2
17151,-156.34794_20.82479,2
17152,-156.34817_20.82469,2
17153,-156.34861_20.82463,2
17154,-156.34840_20.82465,2
17155,-156.34970_20.82505,2
17156,-156.34994_20.82520,2
17157,-156.35019_20.82530,2
17158,-156.35044_20.82537,2
17159,-156.35067_20.82543,2
17160,-156.35090_20.82548,2
17161,-156.64170_20.84972,1
17162,-156.45213_20.73682,2
17163,-156.63748_20.85792,1
17164,-156.63691_20.85570,1
17165,-156.63703_20.85639,1
17166,-156.48382_20.86092,3
17167,-156.34607_20.71490,3
17168,-156.34633_20.71410,3
17169,-156.35808_20.73678,3
17170,-156.35989_20.73618,3
17171,-156.35975_20.73657,3
17172,-156.35959_20.73697,3
17173,-156.35924_20.73657,3
17174,-156.35887_20.73640,3
17175,-156.35842_20.73578,3
17176,-156.63451_20.85074,1
17177,-156.63383_20.85096,1
17178,-156.63204_20.85140,1
17179,-156.63236_20.85082,1
17180,-156.63295_20.84977,1
17181,-156.63409_20.84960,1
17182,-156.63468_20.84940,1
17183,-156.51660_20.87689,3
17184,-156.50315_20.90295,2
17185,-156.50452_20.90197,4
17186,-156.50456_20.90273,2
17187,-156.50541_20.90201,4
17188,-156.50714_20.90175,4
17189,-156.50598_20.90189,4
17190,-156.50861_20.90105,4
17191,-156.50778_20.90162,4
17192,-156.51007_20.90114,4
17193,-156.51240_20.90106,4
17194,-156.51309_20.90124,4
17195,-156.51434_20.90079,4
17196,-156.51438_20.89743,4
17197,-156.50433_20.90050,4
17198,-156.50390_20.89999,4
17199,-156.50402_20.89810,2
17200,-156.51681_20.89034,4
17201,-156.51687_20.88967,4
17202,-156.51719_20.88891,4
17203,-156.51768_20.88828,4
17204,-156.51849_20.88770,4
17205,-156.51877_20.88642,4
17206,-156.51830_20.88499,4
17207,-156.51772_20.88538,4
17208,-156.51717_20.88584,4
17209,-156.51665_20.88627,4
17210,-156.51538_20.88684,4
17211,-156.51620_20.88847,4
17212,-156.51508_20.88850,4
17213,-156.51670_20.88757,4
17214,-156.51443_20.88941,4
17215,-156.50769_20.89289,2
17216,-156.51021_20.89088,4
17217,-156.51067_20.89052,4
17218,-156.51189_20.88929,4
17219,-156.51307_20.88853,4
17220,-156.51399_20.88812,4
17221,-156.51288_20.89010,4
17222,-156.51193_20.89089,4
17223,-156.51281_20.89084,4
17224,-156.51278_20.89147,4
17225,-156.51247_20.89252,4
17226,-156.51186_20.89239,4
17227,-156.50876_20.89350,2
17228,-156.50941_20.89290,2
17229,-156.50983_20.89391,2
17230,-156.51097_20.89389,2
17231,-156.51231_20.89370,4
17232,-156.51124_20.89622,2
17233,-156.51332_20.89491,2
17234,-156.51269_20.89511,2
17235,-156.50393_20.89707,2
17236,-156.50450_20.89687,2
17237,-156.50590_20.89635,4
17238,-156.50593_20.89698,2
17239,-156.50924_20.89751,4
17240,-156.50835_20.89765,4
17241,-156.51031_20.89716,4
17242,-156.51028_20.89624,2
17243,-156.50998_20.89503,2
17244,-156.51232_20.88887,4
17245,-156.50732_20.89473,4
17246,-156.50703_20.89543,4
17247,-156.50788_20.89523,4
17248,-156.50867_20.89459,2
17249,-156.50802_20.89411,4
17250,-156.50674_20.89368,2
17251,-156.50626_20.89405,2
17252,-156.50585_20.89551,4
17253,-156.50611_20.89470,4
17254,-156.50711_20.89730,2
17255,-156.64218_20.85096,1
17256,-156.44512_20.70107,3
17257,-156.33868_20.72441,3
17258,-156.33851_20.72409,3
17259,-156.33382_20.77326,3
17260,-156.30466_20.77910,3
17261,-156.31864_20.78042,3
17262,-156.31797_20.78016,3
17263,-156.31768_20.78002,3
17264,-156.31647_20.78110,3
17265,-156.33315_20.82140,3
17266,-156.33340_20.82161,3
17267,-156.33349_20.82183,3
17268,-156.33388_20.82160,3
17269,-156.33387_20.82246,3
17270,-156.32873_20.87157,2
17271,-156.32429_20.84066,2
17272,-156.29490_20.82520,3
17273,-156.29567_20.82472,3
17274,-156.29775_20.82335,3
17275,-156.33354_20.88039,2
17276,-156.33660_20.88156,2
17277,-156.33497_20.88151,2
17278,-156.33563_20.88237,2
17279,-156.33779_20.88272,2
17280,-156.34183_20.88358,2
17281,-156.34014_20.88267,2
17282,-156.34068_20.88299,2
17283,-156.33933_20.88439,2
17284,-156.33979_20.88508,2
17285,-156.33854_20.88523,2
17286,-156.33856_20.88422,2
17287,-156.33806_20.88368,2
17288,-156.31323_20.87057,2
17289,-156.31162_20.87067,2
17290,-156.23101_20.92765,4
17291,-156.23231_20.91917,4
17292,-156.23554_20.91103,4
17293,-156.23525_20.91246,4
17294,-156.23980_20.90527,4
17295,-156.24640_20.91231,4
17296,-156.24617_20.91310,4
17297,-156.24669_20.91145,4
17298,-156.50467_20.91728,2
17299,-156.50495_20.89190,2
17300,-156.50502_20.89167,2
17301,-156.36642_20.68457,3
17302,-156.44374_20.75251,2
17303,-156.30792_20.86158,2
17304,-156.31015_20.86398,2
17305,-156.31047_20.86240,2
17306,-156.30886_20.86034,1
17307,-156.31228_20.85904,1
17308,-156.28746_20.84458,2
17309,-156.28688_20.84512,2
17310,-156.31565_20.87724,2
17311,-156.68115_20.88781,1
17312,-156.65674_20.86501,1
17313,-156.65355_20.86226,1
17314,-156.65662_20.86104,1
17315,-156.65519_20.86150,1
17316,-156.65629_20.86381,1
17317,-156.65368_20.86619,1
17318,-156.64252_20.84586,1
17319,-156.64239_20.85415,1
17320,-156.64698_20.85551,1
17321,-156.64332_20.84766,1
17322,-156.61468_20.80966,1
17323,-156.60910_20.81621,1
17324,-156.61262_20.81119,1
17325,-156.61271_20.81092,1
17326,-156.61241_20.81103,1
17327,-156.61222_20.81090,1
17328,-156.61204_20.81127,1
17329,-156.61180_20.81096,1
17330,-156.61146_20.81084,1
17331,-156.49014_20.87344,3
17332,-156.34376_20.80254,2
17333,-156.37731_20.91972,2
17334,-156.49846_20.88913,3
17335,-156.34873_20.71934,3
17336,-156.50276_20.92671,2
17337,-156.50280_20.92645,2
17338,-156.50303_20.92634,2
17339,-156.50336_20.92614,2
17340,-156.50320_20.92625,2
17341,-156.50351_20.92604,2
17342,-156.50367_20.92593,2
17343,-156.50382_20.92583,2
17344,-156.50414_20.92563,2
17345,-156.50429_20.92550,2
17346,-156.50448_20.92537,2
17347,-156.50466_20.92545,2
17348,-156.50495_20.92571,2
17349,-156.50479_20.92560,2
17350,-156.50510_20.92583,2
17351,-156.50331_20.92663,2
17352,-156.50346_20.92676,2
17353,-156.50359_20.92690,2
17354,-156.50373_20.92704,2
17355,-156.50386_20.92718,2
17356,-156.50400_20.92731,2
17357,-156.50412_20.92746,2
17358,-156.50423_20.92761,2
17359,-156.50434_20.92776,2
17360,-156.50446_20.92792,2
17361,-156.50423_20.92826,2
17362,-156.50393_20.92852,2
17363,-156.50409_20.92867,2
17364,-156.50411_20.92885,2
17365,-156.50416_20.92903,2
17366,-156.50442_20.92931,2
17367,-156.50477_20.92605,2
17368,-156.50382_20.92636,2
17369,-156.50369_20.92648,2
17370,-156.50398_20.92626,2
17371,-156.50414_20.92615,2
17372,-156.50447_20.92593,2
17373,-156.50430_20.92605,2
17374,-156.50584_20.92639,2
17375,-156.50569_20.92626,2
17376,-156.50538_20.92604,2
17377,-156.50553_20.92616,2
17378,-156.50393_20.92671,2
17379,-156.50406_20.92659,2
17380,-156.50421_20.92648,2
17381,-156.50437_20.92638,2
17382,-156.50452_20.92629,2
17383,-156.50466_20.92618,2
17384,-156.50591_20.92667,2
17385,-156.50592_20.92685,2
17386,-156.50593_20.92702,2
17387,-156.50590_20.92719,2
17388,-156.50586_20.92736,2
17389,-156.50580_20.92754,2
17390,-156.50564_20.92811,2
17391,-156.50575_20.92773,2
17392,-156.50570_20.92792,2
17393,-156.50565_20.92829,2
17394,-156.50584_20.92880,2
17395,-156.50592_20.92896,2
17396,-156.50545_20.92929,2
17397,-156.50528_20.92937,2
17398,-156.50511_20.92945,2
17399,-156.50498_20.92649,2
17400,-156.50471_20.92672,2
17401,-156.50488_20.92664,2
17402,-156.50455_20.92681,2
17403,-156.50425_20.92704,2
17404,-156.50439_20.92691,2
17405,-156.50527_20.92656,2
17406,-156.50537_20.92669,2
17407,-156.50533_20.92692,2
17408,-156.50552_20.92690,2
17409,-156.50493_20.92699,2
17410,-156.50510_20.92692,2
17411,-156.50476_20.92708,2
17412,-156.50446_20.92728,2
17413,-156.50461_20.92718,2
17414,-156.50471_20.92835,2
17415,-156.50495_20.92833,2
17416,-156.50544_20.92737,2
17417,-156.50523_20.92735,2
17418,-156.50505_20.92743,2
17419,-156.50473_20.92764,2
17420,-156.50489_20.92754,2
17421,-156.50532_20.92763,2
17422,-156.50493_20.92778,2
17423,-156.50526_20.92780,2
17424,-156.50518_20.92813,2
17425,-156.50523_20.92797,2
17426,-156.50485_20.92813,2
17427,-156.50524_20.92848,2
17428,-156.50538_20.92882,2
17429,-156.50532_20.92863,2
17430,-156.50470_20.92898,2
17431,-156.50459_20.92885,2
17432,-156.49569_20.88188,3
17433,-156.49482_20.88278,3
17434,-156.49473_20.88362,3
17435,-156.49461_20.88427,3
17436,-156.49446_20.88543,3
17437,-156.49451_20.88572,3
17438,-156.49454_20.88591,3
17439,-156.49448_20.88629,3
17440,-156.49441_20.88648,3
17441,-156.49439_20.88666,3
17442,-156.49425_20.88356,3
17443,-156.49426_20.88275,3
17444,-156.49429_20.88295,3
17445,-156.49394_20.88214,3
17446,-156.49459_20.88140,3
17447,-156.49502_20.88066,3
17448,-156.49512_20.88047,3
17449,-156.44181_20.70644,2
17450,-156.44202_20.70634,2
17451,-156.44161_20.70652,2
17452,-156.44141_20.70661,2
17453,-156.44120_20.70670,2
17454,-156.44402_20.70520,3
17455,-156.44360_20.70528,3
17456,-156.44339_20.70538,3
17457,-156.44316_20.70547,3
17458,-156.44293_20.70557,3
17459,-156.44250_20.70575,3
17460,-156.44271_20.70566,3
17461,-156.44229_20.70585,3
17462,-156.44349_20.70508,3
17463,-156.44399_20.70501,3
17464,-156.44396_20.70466,3
17465,-156.44396_20.70447,3
17466,-156.44372_20.70455,3
17467,-156.44350_20.70465,3
17468,-156.44330_20.70474,3
17469,-156.44010_20.70651,2
17470,-156.44035_20.70640,2
17471,-156.44058_20.70629,2
17472,-156.44082_20.70618,3
17473,-156.44298_20.70528,3
17474,-156.44274_20.70538,3
17475,-156.44250_20.70548,3
17476,-156.43983_20.70623,2
17477,-156.44006_20.70611,3
17478,-156.44031_20.70600,3
17479,-156.44075_20.70579,3
17480,-156.44052_20.70590,3
17481,-156.44121_20.70629,2
17482,-156.44141_20.70620,3
17483,-156.44161_20.70611,3
17484,-156.44200_20.70594,3
17485,-156.44181_20.70603,3
17486,-156.44119_20.70603,3
17487,-156.44145_20.70591,3
17488,-156.44170_20.70581,3
17489,-156.44196_20.70569,3
17490,-156.44111_20.70566,3
17491,-156.44154_20.70547,3
17492,-156.44175_20.70538,3
17493,-156.44196_20.70528,3
17494,-156.44223_20.70519,3
17495,-156.44244_20.70509,3
17496,-156.44265_20.70500,3
17497,-156.44287_20.70491,3
17498,-156.41440_20.90562,2
17499,-156.65195_20.85836,1
17500,-156.50708_20.85558,4
17501,-156.50678_20.85568,4
17502,-156.50726_20.85511,4
17503,-156.50692_20.85529,4
17504,-156.50651_20.85501,4
17505,-156.50702_20.85503,4
17506,-156.50703_20.85462,4
17507,-156.35022_20.72741,2
17508,-156.34456_20.72577,2
17509,-156.34531_20.72638,2
17510,-156.34521_20.72717,2
17511,-156.34515_20.72757,2
17512,-156.34612_20.72826,2
17513,-156.34679_20.72841,2
17514,-156.34755_20.72807,2
17515,-156.34864_20.72737,2
17516,-156.34905_20.72715,2
17517,-156.35856_20.73701,3
17518,-156.35891_20.73590,3
17519,-156.35940_20.73604,3
17520,-156.35738_20.73716,3
17521,-156.35701_20.73690,3
17522,-156.35671_20.73670,3
17523,-156.36231_20.80824,3
17524,-156.31089_20.77940,3
17525,-156.30908_20.77822,3
17526,-156.31841_20.78142,3
17527,-156.31811_20.78156,3
17528,-156.31779_20.78162,3
17529,-156.31749_20.78155,3
17530,-156.31744_20.78226,3
17531,-156.31718_20.78212,3
17532,-156.31635_20.78143,3
17533,-156.41293_20.90537,2
17534,-156.41327_20.90522,2
17535,-156.41501_20.90465,2
17536,-156.41334_20.90612,2
17537,-156.65091_20.85953,1
17538,-156.65306_20.86132,1
17539,-156.65212_20.86532,1
17540,-156.65190_20.86608,1
17541,-156.64886_20.86126,1
17542,-156.65046_20.86226,1
17543,-156.64944_20.86279,1
17544,-156.65091_20.86399,1
17545,-156.65873_20.85997,1
17546,-156.65982_20.86384,1
17547,-156.66023_20.86496,1
17548,-156.51675_20.87341,3
17549,-156.51582_20.87418,3
17550,-156.49922_20.85667,3
17551,-156.49975_20.86127,3
17552,-156.50231_20.85495,3
17553,-156.50322_20.85507,3
17554,-156.50193_20.85515,3
17555,-156.50266_20.85527,3
17556,-156.50333_20.85535,3
17557,-156.50135_20.85642,3
17558,-156.50342_20.85919,3
17559,-156.50339_20.85937,3
17560,-156.50472_20.85940,3
17561,-156.50335_20.85973,3
17562,-156.50464_20.85974,3
17563,-156.50459_20.86010,3
17564,-156.50410_20.86020,3
17565,-156.50459_20.86028,3
17566,-156.50705_20.86029,4
17567,-156.50786_20.86052,4
17568,-156.50806_20.86057,4
17569,-156.50407_20.86083,3
17570,-156.50606_20.86092,4
17571,-156.50321_20.86105,3
17572,-156.50679_20.86114,4
17573,-156.50589_20.86111,4
17574,-156.50391_20.86120,3
17575,-156.50609_20.86123,4
17576,-156.50667_20.86140,4
17577,-156.50568_20.86156,3
17578,-156.50588_20.86161,3
17579,-156.50630_20.86173,2
17580,-156.50299_20.85461,3
17581,-156.50789_20.85732,4
17582,-156.50933_20.85799,4
17583,-156.50926_20.85841,4
17584,-156.50917_20.85860,4
17585,-156.50643_20.85862,4
17586,-156.50680_20.85887,4
17587,-156.50855_20.85892,4
17588,-156.50811_20.85902,4
17589,-156.50725_20.85911,4
17590,-156.34869_20.73239,3
17591,-156.34930_20.73348,3
17592,-156.34937_20.73275,3
17593,-156.35505_20.73240,3
17594,-156.35559_20.73228,3
17595,-156.35610_20.73209,3
17596,-156.35696_20.73239,3
17597,-156.35543_20.73293,3
17598,-156.35644_20.73264,3
17599,-156.35809_20.73196,3
17600,-156.35762_20.73165,3
17601,-156.35744_20.73133,3
17602,-156.35722_20.73102,3
17603,-156.35686_20.73079,3
17604,-156.48367_20.86424,3
17605,-156.48517_20.86426,3
17606,-156.48465_20.86429,3
17607,-156.48526_20.86438,3
17608,-156.48474_20.86441,3
17609,-156.48536_20.86450,3
17610,-156.48493_20.86454,3
17611,-156.48545_20.86463,3
17612,-156.48480_20.86463,3
17613,-156.48556_20.86475,3
17614,-156.48467_20.86472,3
17615,-156.48414_20.86480,3
17616,-156.48375_20.86498,3
17617,-156.48473_20.86516,3
17618,-156.48460_20.86525,3
17619,-156.50834_20.85929,4
17620,-156.50756_20.85927,4
17621,-156.50851_20.85935,4
17622,-156.50808_20.85944,4
17623,-156.50900_20.87121,3
17624,-156.50925_20.87138,3
17625,-156.50885_20.87153,3
17626,-156.50834_20.87220,3
17627,-156.50869_20.87230,3
17628,-156.50881_20.87247,3
17629,-156.50853_20.87255,3
17630,-156.50889_20.87265,3
17631,-156.50896_20.87283,3
17632,-156.50904_20.87302,3
17633,-156.50928_20.87334,3
17634,-156.50950_20.87343,3
17635,-156.50909_20.87357,3
17636,-156.50884_20.87361,3
17637,-156.50795_20.87269,3
17638,-156.50803_20.87287,3
17639,-156.50698_20.87350,3
17640,-156.50502_20.87995,3
17641,-156.50235_20.87351,3
17642,-156.51858_20.86533,4
17643,-156.50398_20.85354,3
17644,-156.50392_20.85392,3
17645,-156.50509_20.85404,3
17646,-156.50535_20.85409,3
17647,-156.50499_20.85427,3
17648,-156.50516_20.85432,3
17649,-156.50531_20.85434,3
17650,-156.50442_20.85419,3
17651,-156.50605_20.85494,4
17652,-156.50639_20.85410,4
17653,-156.50578_20.85441,3
17654,-156.50570_20.85472,3
17655,-156.50390_20.85464,3
17656,-156.50463_20.85431,3
17657,-156.50531_20.85471,3
17658,-156.50623_20.85459,4
17659,-156.50623_20.85398,4
17660,-156.50589_20.85378,3
17661,-156.50569_20.85373,3
17662,-156.50491_20.85362,3
17663,-156.50509_20.85367,3
17664,-156.50526_20.85372,3
17665,-156.50546_20.85373,3
17666,-156.50702_20.85438,4
17667,-156.50674_20.85434,4
17668,-156.50662_20.85460,4
17669,-156.50847_20.85593,4
17670,-156.50874_20.85600,4
17671,-156.50942_20.85615,4
17672,-156.50977_20.85626,4
17673,-156.51010_20.85615,4
17674,-156.51147_20.85642,4
17675,-156.44615_20.73006,3
17676,-156.50688_20.85416,4
17677,-156.50466_20.85099,3
17678,-156.44034_20.70526,3
17679,-156.44107_20.70540,3
17680,-156.34666_20.73204,3
17681,-156.34696_20.73214,3
17682,-156.35001_20.73361,3
17683,-156.35031_20.73329,3
17684,-156.34856_20.73294,3
17685,-156.34811_20.73270,3
17686,-156.34747_20.73312,3
17687,-156.34690_20.73291,3
17688,-156.34627_20.73255,3
17689,-156.34514_20.73188,3
17690,-156.34426_20.73150,2
17691,-156.34390_20.73128,2
17692,-156.34286_20.73063,2
17693,-156.34221_20.73043,2
17694,-156.34109_20.73010,2
17695,-156.34058_20.72912,2
17696,-156.34061_20.72980,2
17697,-156.34050_20.72950,2
17698,-156.34153_20.72950,2
17699,-156.34282_20.72979,2
17700,-156.34238_20.72963,2
17701,-156.34994_20.73444,3
17702,-156.34834_20.72643,2
17703,-156.34873_20.72629,2
17704,-156.34793_20.72672,2
17705,-156.34765_20.72691,2
17706,-156.34662_20.72767,2
17707,-156.34619_20.72705,2
17708,-156.34625_20.72664,2
17709,-156.34503_20.72518,2
17710,-156.34454_20.72503,2
17711,-156.34404_20.72520,2
17712,-156.34418_20.72467,2
17713,-156.34324_20.72454,2
17714,-156.35046_20.72690,2
17715,-156.35100_20.72692,2
17716,-156.35137_20.72670,2
17717,-156.35396_20.72869,2
17718,-156.35343_20.72707,2
17719,-156.35374_20.72839,2
17720,-156.35415_20.72901,2
17721,-156.35036_20.72801,2
17722,-156.34835_20.72834,2
17723,-156.34940_20.72787,2
17724,-156.34988_20.72795,2
17725,-156.35146_20.72771,2
17726,-156.35131_20.73006,2
17727,-156.35319_20.72968,2
17728,-156.35161_20.72937,2
17729,-156.35167_20.72887,2
17730,-156.35177_20.72841,2
17731,-156.35211_20.72814,2
17732,-156.35275_20.72813,2
17733,-156.35271_20.72770,2
17734,-156.35260_20.72718,2
17735,-156.35219_20.72734,2
17736,-156.35101_20.72771,2
17737,-156.35297_20.72880,2
17738,-156.35259_20.73041,2
17739,-156.35217_20.73029,2
17740,-156.35218_20.73116,2
17741,-156.34890_20.72949,2
17742,-156.34900_20.72887,2
17743,-156.34928_20.72869,2
17744,-156.35001_20.72860,2
17745,-156.34994_20.72990,2
17746,-156.35027_20.73056,2
17747,-156.35098_20.73099,2
17748,-156.35167_20.73120,2
17749,-156.35266_20.73129,2
17750,-156.35054_20.73417,3
17751,-156.35652_20.73745,3
17752,-156.35607_20.73723,3
17753,-156.35533_20.73676,3
17754,-156.35488_20.73661,3
17755,-156.35443_20.73636,3
17756,-156.35406_20.73605,3
17757,-156.35212_20.73522,3
