,Uid,BlockGp_ID
90,-159.66848_21.95420,709
91,-159.58776_21.91989,708
92,-159.58579_21.91928,708
93,-159.58606_21.92096,708
94,-159.58791_21.92200,708
95,-159.58669_21.92353,708
96,-159.58617_21.92327,708
97,-159.58758_21.92496,708
98,-159.58958_21.92102,697
99,-159.59720_21.90418,707
100,-159.48529_21.92467,747
101,-159.46462_21.92893,745
102,-159.52488_21.90488,728
103,-159.36804_22.05262,741
104,-159.36719_22.05222,741
105,-159.37190_22.05489,741
106,-159.50775_21.93643,730
107,-159.50844_21.93401,730
108,-159.50880_21.92786,730
109,-159.50859_21.92861,730
110,-159.45177_21.87975,743
111,-159.45177_21.87992,743
112,-159.45177_21.88185,743
113,-159.38512_22.05583,740
114,-159.51845_21.92063,732
115,-159.51925_21.92001,732
116,-159.52047_21.91920,732
117,-159.52030_21.91874,732
118,-159.51776_21.91929,732
119,-159.51954_21.91858,732
120,-159.51164_21.93200,730
121,-159.51151_21.92590,730
122,-159.51273_21.93431,730
123,-159.51511_21.90538,732
124,-159.51499_21.91045,732
125,-159.50299_21.89127,728
126,-159.49600_21.91675,746
127,-159.36710_21.94991,718
128,-159.36468_21.94992,718
129,-159.36119_22.06893,725
130,-159.35793_22.07420,725
131,-159.37643_22.06850,726
132,-159.50424_22.20029,734
133,-159.52480_21.92646,731
134,-159.36098_22.09525,726
135,-159.40721_22.20951,701
136,-159.40493_22.20951,701
137,-159.59202_21.90737,707
138,-159.57640_21.91292,729
139,-159.57636_21.91240,729
140,-159.48383_21.92892,747
141,-159.48387_21.93322,747
142,-159.48746_21.92794,747
143,-159.46495_21.90098,745
144,-159.46569_21.89698,745
145,-159.36893_22.05846,726
146,-159.37505_22.06224,740
147,-159.37857_22.10330,722
148,-159.37211_22.10006,722
149,-159.35870_22.09503,726
150,-159.53453_21.92483,733
151,-159.53184_21.92483,733
152,-159.53294_21.92468,733
153,-159.53312_21.92452,733
154,-159.53359_21.92372,733
155,-159.50135_21.91961,747
156,-159.37047_21.97158,714
157,-159.33046_22.09841,706
158,-159.32899_22.09849,706
159,-159.33000_22.09719,706
160,-159.32940_22.09696,706
161,-159.49760_22.20521,734
162,-159.36957_21.96902,714
163,-159.37298_21.96909,714
164,-159.37423_21.96848,714
165,-159.37394_22.07696,726
166,-159.53528_21.92314,733
167,-159.53577_21.92187,733
168,-159.51631_21.92111,732
169,-159.52282_21.92123,732
170,-159.52370_21.92231,733
171,-159.52535_21.92233,733
172,-159.51468_21.90881,732
173,-159.52080_21.91824,732
174,-159.52042_21.91991,732
175,-159.51742_21.94186,730
176,-159.52450_21.93290,731
177,-159.52142_21.93109,731
178,-159.51795_21.93557,731
179,-159.51922_21.93679,731
180,-159.51953_21.93076,731
181,-159.52418_21.93075,731
182,-159.52635_21.93485,731
183,-159.52963_21.92778,731
184,-159.52883_21.92869,731
185,-159.52926_21.92623,731
186,-159.52319_21.92624,731
187,-159.52307_21.92603,731
188,-159.50036_21.92168,747
189,-159.49476_21.92207,747
190,-159.49520_21.92704,730
191,-159.49985_21.92335,730
192,-159.50734_21.92960,730
193,-159.50673_21.92727,730
194,-159.50772_21.92676,730
195,-159.50636_21.92970,730
196,-159.49910_21.92012,747
197,-159.47076_21.87967,699
198,-159.49802_21.91770,746
199,-159.50074_21.91520,746
200,-159.46883_21.90542,747
201,-159.47923_21.90767,746
202,-159.48030_21.91804,747
203,-159.48569_21.92118,747
204,-159.48485_21.92063,747
205,-159.39778_21.96219,719
206,-159.33523_22.05256,727
207,-159.33678_22.05396,727
208,-159.33479_22.05301,724
209,-159.33038_22.09477,704
210,-159.33033_22.09495,704
211,-159.32516_22.09537,706
212,-159.48302_21.93034,747
213,-159.46351_21.90626,745
214,-159.46051_21.90991,745
215,-159.46010_21.90947,745
216,-159.46311_21.89798,745
217,-159.46700_21.90195,746
218,-159.45078_21.88083,743
219,-159.46052_21.90751,745
220,-159.45967_21.90550,745
221,-159.45789_21.90466,745
222,-159.45797_21.90250,745
223,-159.37173_21.96630,714
224,-159.37083_21.96743,714
225,-159.36997_21.96570,714
226,-159.33765_22.04776,741
227,-159.33595_22.05378,727
228,-159.33662_22.05546,724
229,-159.33779_22.05717,724
230,-159.33871_22.05588,724
231,-159.33703_22.05725,724
232,-159.33925_22.05708,724
233,-159.34019_22.05863,724
234,-159.34410_22.05816,727
235,-159.34401_22.05846,727
236,-159.34498_22.05860,727
237,-159.34451_22.05947,727
238,-159.34200_22.05649,727
239,-159.34218_22.05805,727
240,-159.34179_22.05778,727
241,-159.34211_22.05439,727
242,-159.34261_22.05332,727
243,-159.34472_22.05401,727
244,-159.34554_22.05395,727
245,-159.34631_22.05431,727
246,-159.34559_22.05489,727
247,-159.37237_22.05323,741
248,-159.37658_22.05647,726
249,-159.37595_22.05653,726
250,-159.36311_22.04779,741
251,-159.36611_22.04912,741
252,-159.38219_22.05554,740
253,-159.38786_22.05697,740
254,-159.37812_22.06226,740
255,-159.36393_22.08856,726
256,-159.36191_22.06867,725
257,-159.37382_22.06840,726
258,-159.36248_22.07141,726
259,-159.36313_22.07064,726
260,-159.36211_22.06667,725
261,-159.37278_22.09805,722
262,-159.37169_22.09644,722
263,-159.31743_22.06838,702
264,-159.31870_22.06885,702
265,-159.31914_22.06883,702
266,-159.32037_22.07372,703
267,-159.32021_22.08645,742
268,-159.32028_22.08603,742
269,-159.32403_22.08845,704
270,-159.36064_22.09479,726
271,-159.33077_22.09798,706
272,-159.33934_22.09951,704
273,-159.32996_22.09665,704
274,-159.32820_22.09546,704
275,-159.33044_22.09558,704
276,-159.31760_22.08845,742
277,-159.31499_22.08728,742
278,-159.31550_22.09116,742
279,-159.31540_22.08846,742
280,-159.31931_22.08548,742
281,-159.31787_22.08639,742
282,-159.32072_22.08944,705
283,-159.33379_22.10044,706
284,-159.33618_22.10108,706
285,-159.33579_22.10099,706
286,-159.32215_22.09409,705
287,-159.32212_22.09229,705
288,-159.32226_22.09163,705
289,-159.32009_22.09172,705
290,-159.31976_22.09249,705
291,-159.31950_22.09297,705
292,-159.31944_22.09319,705
293,-159.33510_22.09714,704
294,-159.33200_22.09586,704
295,-159.33314_22.09444,704
296,-159.33351_22.09532,704
297,-159.33458_22.09644,704
298,-159.33320_22.09940,706
299,-159.33305_22.09878,706
300,-159.32700_22.09494,704
301,-159.32618_22.09388,704
302,-159.32634_22.09424,704
303,-159.32558_22.09240,704
304,-159.30698_22.10520,722
305,-159.30537_22.10228,722
306,-159.30841_22.14604,723
307,-159.30468_22.14584,723
308,-159.30687_22.15147,722
309,-159.30904_22.13688,723
310,-159.30390_22.13658,723
311,-159.30256_22.13767,723
312,-159.30237_22.13805,723
313,-159.30476_22.13791,723
314,-159.30315_22.14084,723
315,-159.30141_22.14017,723
316,-159.30121_22.14034,723
317,-159.31679_22.15800,722
318,-159.34168_22.18827,722
319,-159.33321_22.19253,722
320,-159.37847_22.19782,736
321,-159.35821_22.19956,736
322,-159.39419_22.21981,736
323,-159.40835_22.20940,701
324,-159.41017_22.20639,701
325,-159.40911_22.21017,701
326,-159.40489_22.21235,701
327,-159.40516_22.21096,701
328,-159.40911_22.20396,701
329,-159.40404_22.21011,701
330,-159.40400_22.20969,701
331,-159.40537_22.20894,701
332,-159.40469_22.20777,701
333,-159.40855_22.20770,701
334,-159.40888_22.20724,701
335,-159.40599_22.20675,701
336,-159.50530_22.20095,734
337,-159.57488_22.22320,737
338,-159.40798_22.21438,736
339,-159.40833_22.21361,736
340,-159.43192_22.21479,736
341,-159.45543_22.22546,736
342,-159.49614_22.20425,734
343,-159.49543_22.20661,734
344,-159.55012_22.20986,737
345,-159.54394_22.21218,737
346,-159.54703_22.22181,737
347,-159.54674_22.22329,737
348,-159.55117_22.22221,737
349,-159.55194_22.22324,737
350,-159.54672_22.22050,737
351,-159.54536_22.21996,737
352,-159.52538_21.90654,728
353,-159.72647_21.97268,712
354,-159.72606_21.97265,712
355,-159.71604_21.96934,711
356,-159.57795_21.90986,729
357,-159.72371_21.97278,712
358,-159.72529_21.97335,712
359,-159.72505_21.97368,712
360,-159.72349_21.97565,712
361,-159.72235_21.97321,712
362,-159.72141_21.97430,712
363,-159.72566_21.97264,712
364,-159.72500_21.97196,712
365,-159.69396_21.96167,710
366,-159.69751_21.96055,710
367,-159.67280_21.96372,709
368,-159.72208_21.97059,712
369,-159.72210_21.97241,712
370,-159.72135_21.97013,712
371,-159.72184_21.96995,712
372,-159.71902_21.96966,712
373,-159.72099_21.97306,712
374,-159.71703_21.97278,712
375,-159.71388_21.96736,711
376,-159.70893_21.96316,710
377,-159.70931_21.96403,710
378,-159.69832_21.96204,710
379,-159.70313_21.96470,748
380,-159.70486_21.96507,748
381,-159.70774_21.96392,710
382,-159.70778_21.96653,711
383,-159.70695_21.96504,711
384,-159.71021_21.96630,711
385,-159.70468_21.96153,710
386,-159.70377_21.96132,710
387,-159.70589_21.96353,710
388,-159.70763_21.96228,710
389,-159.58786_21.92058,708
390,-159.50055_22.20288,734
391,-159.35650_22.08605,726
392,-159.52136_21.92770,731
393,-159.34440_22.06119,724
394,-159.34710_22.06137,727
395,-159.34453_22.06097,724
396,-159.34135_22.05896,724
397,-159.34183_22.05893,724
398,-159.37355_22.05420,740
399,-159.37423_22.05259,740
400,-159.37605_22.05446,740
401,-159.37727_22.05570,740
402,-159.38843_22.06114,740
403,-159.38679_22.06107,740
404,-159.39185_22.06289,740
405,-159.39080_22.06277,740
406,-159.66725_21.95768,713
407,-159.65750_21.96444,713
408,-159.56455_21.97204,697
409,-159.58616_21.91903,708
410,-159.58602_21.91855,708
411,-159.58670_21.92002,708
412,-159.58610_21.92079,708
413,-159.58640_21.92221,708
414,-159.58692_21.92293,708
415,-159.58811_21.92389,708
416,-159.58739_21.92371,708
417,-159.58721_21.92581,708
418,-159.58723_21.92564,708
419,-159.48584_21.92643,747
420,-159.48571_21.92316,747
421,-159.48700_21.92356,747
422,-159.45949_21.90853,745
423,-159.36748_22.05206,741
424,-159.37043_22.05523,741
425,-159.36979_22.05433,741
426,-159.50732_21.93429,730
427,-159.50574_21.94040,730
428,-159.50480_21.92821,730
429,-159.45109_21.87995,743
430,-159.32489_22.05806,725
431,-159.32532_22.05877,725
432,-159.52006_21.91960,732
433,-159.51934_21.91956,732
434,-159.51879_21.91864,732
435,-159.51540_21.93265,730
436,-159.51226_21.93732,730
437,-159.51249_21.90820,732
438,-159.52487_21.90813,728
439,-159.50534_22.20035,734
440,-159.52501_21.92633,731
441,-159.36023_22.10103,722
442,-159.36487_22.09652,722
443,-159.36248_22.09615,722
444,-159.35717_22.09665,726
445,-159.40753_22.20912,701
446,-159.40325_22.21157,701
447,-159.57732_21.91312,729
448,-159.57655_21.91440,729
449,-159.57610_21.91491,729
450,-159.57559_21.91308,729
451,-159.57469_21.91388,729
452,-159.57419_21.91434,729
453,-159.37029_21.97140,714
454,-159.37481_21.96887,714
455,-159.36989_21.97046,714
456,-159.37674_21.97925,717
457,-159.34032_22.10461,706
458,-159.49930_22.20367,734
459,-159.49905_22.20387,734
460,-159.37256_21.96830,714
461,-159.53555_21.92232,733
462,-159.53622_21.92272,733
463,-159.51228_21.91677,728
464,-159.51344_21.91629,732
465,-159.52600_21.92479,733
466,-159.53145_21.92218,733
467,-159.52440_21.92260,733
468,-159.52394_21.92463,733
469,-159.52692_21.92037,733
470,-159.52655_21.92046,733
471,-159.52837_21.92326,733
472,-159.51585_21.90435,732
473,-159.51599_21.90452,732
474,-159.51613_21.90468,732
475,-159.51844_21.90540,728
476,-159.52229_21.91534,732
477,-159.52283_21.91723,732
478,-159.51859_21.90787,732
479,-159.51760_21.91142,732
480,-159.51614_21.90998,732
481,-159.51816_21.91090,732
482,-159.51407_21.90828,732
483,-159.51485_21.90895,732
484,-159.52371_21.91964,732
485,-159.52361_21.91703,732
486,-159.51870_21.91808,732
487,-159.51457_21.93057,730
488,-159.52059_21.92858,731
489,-159.51860_21.93940,731
490,-159.51759_21.93683,731
491,-159.52036_21.93245,731
492,-159.52960_21.93044,731
493,-159.52840_21.92637,731
494,-159.52754_21.92643,731
495,-159.49828_21.92269,747
496,-159.50058_21.92164,747
497,-159.50156_21.92112,747
498,-159.49691_21.93165,730
499,-159.50698_21.92751,730
500,-159.50793_21.92703,730
501,-159.50556_21.91715,728
502,-159.50560_21.91679,728
503,-159.47000_21.87993,699
504,-159.46624_21.89732,746
505,-159.46612_21.89661,746
506,-159.50152_21.91483,746
507,-159.50148_21.91504,746
508,-159.50136_21.91533,746
509,-159.49995_21.91783,746
510,-159.49849_21.91381,746
511,-159.47888_21.96240,730
512,-159.47865_21.91507,747
513,-159.48448_21.91995,747
514,-159.48260_21.91726,747
515,-159.39818_21.96230,719
516,-159.33686_22.05424,727
517,-159.32935_22.09395,704
518,-159.33028_22.09460,704
519,-159.32499_22.09766,706
520,-159.32517_22.09772,706
521,-159.48454_21.92602,747
522,-159.48351_21.93145,747
523,-159.46353_21.90660,745
524,-159.46052_21.91023,745
525,-159.46199_21.90547,745
526,-159.45824_21.90330,745
527,-159.45952_21.90472,745
528,-159.46256_21.88678,743
529,-159.46105_21.88766,743
530,-159.35994_21.96407,716
531,-159.39407_21.96664,719
532,-159.39064_21.96458,719
533,-159.39308_21.96413,719
534,-159.39249_21.96460,719
535,-159.39173_21.96560,719
536,-159.39770_21.96474,719
537,-159.40018_21.96417,719
538,-159.39835_21.96388,719
539,-159.39800_21.96346,719
540,-159.39861_21.96462,719
541,-159.39829_21.96493,719
542,-159.52644_21.91996,733
543,-159.52873_21.92124,733
544,-159.52938_21.92022,728
545,-159.51756_21.90351,728
546,-159.51673_21.90609,732
547,-159.51922_21.90768,732
548,-159.51525_21.90795,732
549,-159.51888_21.91431,732
550,-159.52361_21.91503,732
551,-159.52301_21.91643,732
552,-159.51771_21.90612,732
553,-159.51794_21.91186,732
554,-159.51861_21.91040,732
555,-159.51723_21.91015,732
556,-159.51648_21.91074,732
557,-159.51820_21.91356,728
558,-159.46212_21.89010,743
559,-159.46221_21.88938,743
560,-159.36294_21.95976,714
561,-159.36173_21.96552,716
562,-159.39242_21.96706,719
563,-159.39266_21.96692,719
564,-159.39309_21.96618,719
565,-159.39375_21.96633,719
566,-159.39280_21.96496,719
567,-159.39148_21.96569,719
568,-159.39642_21.96222,719
569,-159.39793_21.96266,719
570,-159.34789_21.95835,698
571,-159.36589_21.96893,714
572,-159.36942_21.97146,714
573,-159.36856_21.97005,714
574,-159.38276_22.05533,740
575,-159.38446_22.05494,740
576,-159.38390_22.05554,740
577,-159.38328_22.05602,740
578,-159.36963_22.05589,741
579,-159.36974_22.05605,741
580,-159.36800_22.05381,741
581,-159.36656_22.05229,741
582,-159.39200_22.06362,740
583,-159.39409_22.06417,740
584,-159.36981_22.05168,741
585,-159.37133_22.05195,741
586,-159.38253_22.05678,740
587,-159.38318_22.05747,740
588,-159.38018_22.06055,740
589,-159.38189_22.05964,740
590,-159.31778_22.09234,705
591,-159.31893_22.09070,705
592,-159.32256_22.09503,706
593,-159.32705_22.09646,706
594,-159.32449_22.09652,706
595,-159.32348_22.09692,706
596,-159.34561_22.10064,706
597,-159.34505_22.10088,706
598,-159.31636_22.09394,706
599,-159.31663_22.09241,706
600,-159.31946_22.09375,706
601,-159.31539_22.08435,742
602,-159.33991_22.10113,706
603,-159.35617_22.09831,722
604,-159.32741_22.08296,704
605,-159.33347_22.10155,706
606,-159.71158_21.96712,711
607,-159.71142_21.96702,711
608,-159.67518_22.10909,748
609,-159.64594_22.13092,748
610,-159.64517_22.13083,748
611,-159.64728_22.12980,748
612,-159.66082_22.12941,748
613,-159.65768_21.97917,748
614,-159.45989_21.90401,745
615,-159.45898_21.90343,745
616,-159.36152_21.96452,716
617,-159.36286_21.96547,716
618,-159.38744_21.94769,739
619,-159.37133_22.05750,726
620,-159.49573_22.20278,734
621,-159.57541_21.91409,729
622,-159.48310_21.92747,747
623,-159.48202_21.92789,747
624,-159.48456_21.92101,747
625,-159.48332_21.93439,747
626,-159.46485_21.89580,745
627,-159.46443_21.90029,745
628,-159.46424_21.90065,745
629,-159.37455_22.10265,722
630,-159.49987_22.20216,734
631,-159.53322_21.92503,733
632,-159.53160_21.92529,733
633,-159.53156_21.92443,733
634,-159.53512_21.92338,733
635,-159.50011_21.92326,730
636,-159.50075_21.91888,747
637,-159.50113_21.91916,747
638,-159.46026_21.89843,745
639,-159.46588_21.90233,745
640,-159.46500_21.90140,745
641,-159.44512_21.87279,744
642,-159.46027_21.90715,745
643,-159.46169_21.90653,745
644,-159.45949_21.90662,745
645,-159.46022_21.90604,745
646,-159.46026_21.90639,745
647,-159.46012_21.90674,745
648,-159.36942_22.05554,741
649,-159.36632_22.05243,741
650,-159.36670_22.05271,741
651,-159.39292_22.06166,740
652,-159.39408_22.06240,740
653,-159.39385_22.06442,740
654,-159.38154_22.05980,740
655,-159.38436_22.05781,740
656,-159.31832_22.06445,702
657,-159.38134_22.07800,726
658,-159.35714_22.08599,726
659,-159.36917_22.07545,726
660,-159.34791_21.95821,698
661,-159.37389_21.97079,714
662,-159.36867_21.97128,714
663,-159.37207_21.96657,714
664,-159.37139_21.96740,714
665,-159.33657_22.05468,727
666,-159.33743_22.05511,727
667,-159.33537_22.05574,724
668,-159.34085_22.05445,724
669,-159.33900_22.05603,724
670,-159.34735_22.05667,727
671,-159.34915_22.05873,727
672,-159.34083_22.05893,724
673,-159.34010_22.05954,724
674,-159.34268_22.05918,724
675,-159.34493_22.05949,727
676,-159.34476_22.05592,727
677,-159.34601_22.05557,727
678,-159.34593_22.05584,727
679,-159.34603_22.05751,727
680,-159.34148_22.05750,727
681,-159.34253_22.05743,727
682,-159.34267_22.05405,727
683,-159.37341_22.05244,741
684,-159.37670_22.05622,726
685,-159.37649_22.05837,726
686,-159.37460_22.06057,726
687,-159.39405_22.05852,740
688,-159.36624_22.04887,741
689,-159.38296_22.05582,740
690,-159.38478_22.05411,740
691,-159.36619_22.05963,726
692,-159.46122_21.89193,743
693,-159.72349_21.97307,712
694,-159.72387_21.97312,712
695,-159.72275_21.97459,712
696,-159.72241_21.97504,712
697,-159.72388_21.97524,712
698,-159.72371_21.97533,712
699,-159.72314_21.97544,712
700,-159.72224_21.97531,712
701,-159.72190_21.97585,712
702,-159.72264_21.97302,712
703,-159.72126_21.97420,712
704,-159.72241_21.97375,712
705,-159.66342_21.96440,748
706,-159.72607_21.97178,712
707,-159.72084_21.97195,712
708,-159.72028_21.97087,712
709,-159.72163_21.97306,712
710,-159.71689_21.97269,712
711,-159.69943_21.96192,710
712,-159.70450_21.96594,748
713,-159.71005_21.96543,710
714,-159.70797_21.96440,710
715,-159.70826_21.96558,711
716,-159.70756_21.96544,711
717,-159.71002_21.96618,711
718,-159.71030_21.96592,710
719,-159.71535_21.96893,711
720,-159.71396_21.96804,711
721,-159.70278_21.96214,710
722,-159.70562_21.96335,710
723,-159.71278_21.96749,711
724,-159.67944_22.10005,748
725,-159.66088_22.12004,748
726,-159.66299_22.12399,748
727,-159.64767_22.12911,748
728,-159.65310_22.13081,748
729,-159.36048_21.96341,716
730,-159.36102_21.96296,716
731,-159.38704_21.94792,739
732,-159.58519_21.91358,707
733,-159.38136_22.05622,740
734,-159.49735_22.20595,734
735,-159.36839_21.97299,714
736,-159.58860_21.92147,708
737,-159.37278_22.07677,726
738,-159.35605_22.08612,726
739,-159.52160_21.92781,731
740,-159.34464_22.06160,724
741,-159.37598_22.05291,740
742,-159.37778_22.05488,740
743,-159.37526_22.05399,740
744,-159.37650_22.05459,740
745,-159.37696_22.05473,740
746,-159.38897_22.06074,740
747,-159.38768_22.06009,740
748,-159.66076_21.96185,713
749,-159.63768_21.94436,697
750,-159.58845_21.92048,708
751,-159.58865_21.92045,708
752,-159.58644_21.92071,708
753,-159.58833_21.92182,708
754,-159.58805_21.92262,708
755,-159.58746_21.92344,708
756,-159.58838_21.92367,708
757,-159.58559_21.92267,708
758,-159.38369_22.05617,740
759,-159.38400_22.05615,740
760,-159.36674_22.05410,741
761,-159.36690_22.05327,741
762,-159.38713_22.05770,740
763,-159.38750_22.05795,740
764,-159.39477_22.06516,740
765,-159.37032_22.05185,741
766,-159.37062_22.05231,741
767,-159.36965_22.05107,741
768,-159.38288_22.05664,740
769,-159.38336_22.05700,740
770,-159.37983_22.06247,740
771,-159.36038_22.07050,725
772,-159.36167_22.06975,725
773,-159.37197_22.07497,726
774,-159.36293_22.07150,726
775,-159.36304_22.06606,725
776,-159.36183_22.06788,725
777,-159.37362_22.09859,722
778,-159.37234_22.09701,722
779,-159.37365_22.09224,722
780,-159.31729_22.06890,702
781,-159.31788_22.06836,702
782,-159.31818_22.06969,702
783,-159.31867_22.06832,702
784,-159.31870_22.06812,702
785,-159.32096_22.07372,703
786,-159.32022_22.07372,703
787,-159.32264_22.08691,704
788,-159.32925_22.09590,704
789,-159.33119_22.09582,704
790,-159.31548_22.08934,742
791,-159.31609_22.08885,742
792,-159.31726_22.08820,742
793,-159.31752_22.08352,742
794,-159.31769_22.08473,742
795,-159.31785_22.08505,742
796,-159.31786_22.08611,742
797,-159.31769_22.08494,742
798,-159.31884_22.08542,742
799,-159.32023_22.08865,705
800,-159.32152_22.08817,705
801,-159.31987_22.09025,705
802,-159.31952_22.09010,705
803,-159.31790_22.09240,705
804,-159.32351_22.09641,706
805,-159.32409_22.09522,706
806,-159.32623_22.09620,706
807,-159.33121_22.09843,706
808,-159.32463_22.09703,706
809,-159.34461_22.10086,706
810,-159.31671_22.09296,706
811,-159.31575_22.09382,706
812,-159.32526_22.08133,704
813,-159.35741_22.09751,722
814,-159.35512_22.09948,722
815,-159.33108_22.08632,704
816,-159.32952_22.08624,704
817,-159.33572_22.10214,706
818,-159.33443_22.10041,706
819,-159.33518_22.09981,706
820,-159.33487_22.10171,706
821,-159.33495_22.10153,706
822,-159.33512_22.10084,706
823,-159.33690_22.10038,706
824,-159.33612_22.10062,706
825,-159.32245_22.09391,705
826,-159.32207_22.09338,705
827,-159.32096_22.09296,705
828,-159.32317_22.09202,705
829,-159.32348_22.09174,705
830,-159.32083_22.09023,705
831,-159.33146_22.09601,704
832,-159.33166_22.09644,704
833,-159.33163_22.09572,704
834,-159.33366_22.09987,706
835,-159.32742_22.09438,704
836,-159.32646_22.09399,704
837,-159.32439_22.10491,722
838,-159.30698_22.10490,722
839,-159.30500_22.10156,722
840,-159.30555_22.10189,722
841,-159.30666_22.10275,722
842,-159.30671_22.10305,722
843,-159.31668_22.13729,722
844,-159.30547_22.14472,723
845,-159.30590_22.14508,723
846,-159.31532_22.14653,723
847,-159.30529_22.13597,723
848,-159.30764_22.13737,723
849,-159.30517_22.13709,723
850,-159.30207_22.13665,723
851,-159.30203_22.13743,723
852,-159.30152_22.13626,723
853,-159.55512_22.22285,737
854,-159.30545_22.13858,723
855,-159.30499_22.13873,723
856,-159.30050_22.14169,723
857,-159.31717_22.15750,722
858,-159.31253_22.15811,722
859,-159.30959_22.16612,722
860,-159.33326_22.19321,722
861,-159.38321_22.20030,736
862,-159.41464_22.21901,736
863,-159.41088_22.20764,701
864,-159.41040_22.20860,701
865,-159.40485_22.21189,701
866,-159.40566_22.21082,701
867,-159.40739_22.21158,701
868,-159.41113_22.20673,701
869,-159.42428_22.21842,736
870,-159.40621_22.20377,701
871,-159.40119_22.21482,701
872,-159.40395_22.21025,701
873,-159.40457_22.20846,701
874,-159.40300_22.20200,701
875,-159.40184_22.20194,701
876,-159.40864_22.20752,701
877,-159.40658_22.20820,701
878,-159.40638_22.20813,701
879,-159.40783_22.20653,701
880,-159.50532_22.20119,734
881,-159.55924_22.22302,737
882,-159.44435_22.22286,736
883,-159.45393_22.22530,736
884,-159.46329_22.22242,736
885,-159.46735_22.18554,737
886,-159.49562_22.20383,734
887,-159.54660_22.21043,737
888,-159.54603_22.22298,737
889,-159.54785_22.22299,737
890,-159.54750_22.22016,737
891,-159.54484_22.22035,737
892,-159.57815_21.90946,729
893,-159.57835_21.90906,729
894,-159.72372_21.97410,712
895,-159.72412_21.97493,712
896,-159.72213_21.97546,712
897,-159.72145_21.97406,712
898,-159.66349_21.96493,748
899,-159.72509_21.97179,712
900,-159.69604_21.96199,710
901,-159.69586_21.96197,710
902,-159.67195_21.96282,709
903,-159.72281_21.97106,712
904,-159.72161_21.97145,712
905,-159.71975_21.97108,712
906,-159.71813_21.97081,712
907,-159.71846_21.97405,712
908,-159.71521_21.96828,711
909,-159.70125_21.96180,710
910,-159.70282_21.96512,748
911,-159.70383_21.96471,748
912,-159.70394_21.96554,748
913,-159.70511_21.96543,748
914,-159.70743_21.96404,710
915,-159.70752_21.96492,711
916,-159.70724_21.96606,711
917,-159.71351_21.97113,748
918,-159.71453_21.97249,748
919,-159.70431_21.96326,710
920,-159.70500_21.96359,710
921,-159.70797_21.96235,710
922,-159.71181_21.96656,711
923,-159.71181_21.96685,711
924,-159.67963_22.10601,748
925,-159.67968_22.10211,748
926,-159.67759_22.10688,748
927,-159.64967_22.12687,748
928,-159.45912_21.90326,745
929,-159.39201_21.94680,739
930,-159.38137_22.05573,740
