,Uid,BlockGp_ID
12973,-156.34951_20.71344,843
12974,-156.34752_20.71297,843
12975,-156.34751_20.71572,843
12976,-156.34987_20.69937,843
12977,-156.31482_20.85633,832
12978,-156.31467_20.85611,832
12979,-156.31473_20.85592,832
12980,-156.31496_20.85581,832
12981,-156.31454_20.85581,832
12982,-156.31478_20.85565,832
12983,-156.31778_20.84947,830
12984,-156.30936_20.85136,769
12985,-156.31048_20.85152,769
12986,-156.31022_20.85123,769
12987,-156.31107_20.84881,769
12988,-156.31031_20.85166,769
12989,-156.31334_20.85120,769
12990,-156.31101_20.85112,769
12991,-156.31082_20.85126,769
12992,-156.31082_20.85205,769
12993,-156.31102_20.85242,769
12994,-156.31023_20.85219,769
12995,-156.31048_20.85257,769
12996,-156.30981_20.85255,769
12997,-156.30985_20.85211,769
12998,-156.31286_20.85162,769
12999,-156.31109_20.84931,769
13000,-156.31236_20.85107,769
13001,-156.31215_20.85098,769
13002,-156.31211_20.85080,769
13003,-156.31237_20.85064,769
13004,-156.31119_20.85204,769
13005,-156.30971_20.85162,769
13006,-156.31257_20.85135,769
13007,-156.31056_20.85097,769
13008,-156.30990_20.85086,769
13009,-156.31130_20.84952,769
13010,-156.31143_20.84962,769
13011,-156.31332_20.84076,769
13012,-156.31396_20.84343,769
13013,-156.30948_20.84407,769
13014,-156.30969_20.84216,769
13015,-156.30874_20.84003,769
13016,-156.35115_20.70413,843
13017,-156.34621_20.70834,843
13018,-156.32714_20.77205,763
13019,-156.32663_20.77515,800
13020,-156.34181_20.77290,800
13021,-156.34741_20.80359,800
13022,-156.34904_20.79959,800
13023,-156.35118_20.80622,800
13024,-156.35548_20.81284,800
13025,-156.32823_20.79867,800
13026,-156.32365_20.77851,762
13027,-156.32255_20.77998,762
13028,-156.30715_20.78053,762
13029,-156.30625_20.77851,762
13030,-156.30516_20.77817,762
13031,-156.30415_20.77774,762
13032,-156.30306_20.77716,762
13033,-156.30226_20.77726,762
13034,-156.30386_20.77857,762
13035,-156.30422_20.77897,762
13036,-156.30596_20.77942,762
13037,-156.30639_20.77994,762
13038,-156.30389_20.77666,762
13039,-156.30670_20.77887,762
13040,-156.30699_20.77909,762
13041,-156.30710_20.77935,762
13042,-156.30715_20.77958,762
13043,-156.30723_20.77976,762
13044,-156.30581_20.77836,762
13045,-156.30366_20.77901,762
13046,-156.30341_20.77887,762
13047,-156.30314_20.77879,762
13048,-156.30287_20.77869,762
13049,-156.30330_20.77794,762
13050,-156.30594_20.77610,762
13051,-156.30180_20.77742,762
13052,-156.30134_20.77755,762
13053,-156.30241_20.77400,762
13054,-156.30693_20.77291,762
13055,-156.30684_20.77357,762
13056,-156.30564_20.77448,762
13057,-156.30157_20.77532,762
13058,-156.30071_20.77576,762
13059,-156.30025_20.77708,762
13060,-156.30222_20.77662,762
13061,-156.30460_20.77466,762
13062,-156.30436_20.77479,762
13063,-156.30402_20.77494,762
13064,-156.30274_20.77411,762
13065,-156.30293_20.77377,762
13066,-156.30349_20.77347,762
13067,-156.30312_20.77351,762
13068,-156.30289_20.77292,762
13069,-156.30315_20.77276,762
13070,-156.30358_20.77252,762
13071,-156.30408_20.77296,762
13072,-156.30409_20.77327,762
13073,-156.30412_20.77354,762
13074,-156.30372_20.77409,762
13075,-156.30324_20.77441,762
13076,-156.30272_20.77491,762
13077,-156.30253_20.77552,762
13078,-156.30765_20.78009,762
13079,-156.30767_20.77926,762
13080,-156.30693_20.77781,762
13081,-156.34132_20.84426,768
13082,-156.34270_20.84256,768
13083,-156.34309_20.84166,768
13084,-156.30271_20.76127,762
13085,-156.30327_20.76128,762
13086,-156.30395_20.76133,762
13087,-156.30580_20.76303,762
13088,-156.30575_20.76003,762
13089,-156.30635_20.75981,762
13090,-156.30588_20.76022,762
13091,-156.30545_20.76140,762
13092,-156.30665_20.75896,762
13093,-156.29756_20.76011,762
13094,-156.29842_20.75918,762
13095,-156.30000_20.75811,762
13096,-156.30143_20.75863,762
13097,-156.29868_20.76252,762
13098,-156.29873_20.76024,762
13099,-156.30534_20.76728,762
13100,-156.30560_20.76678,762
13101,-156.30513_20.76642,762
13102,-156.34294_20.83466,771
13103,-156.34311_20.83443,771
13104,-156.34359_20.83484,771
13105,-156.34325_20.83528,771
13106,-156.34306_20.83549,771
13107,-156.34265_20.83571,771
13108,-156.34289_20.83591,771
13109,-156.34323_20.83618,771
13110,-156.34347_20.83638,771
13111,-156.34384_20.83571,771
13112,-156.34405_20.83547,771
13113,-156.34423_20.83523,771
13114,-156.34440_20.83496,771
13115,-156.34506_20.83505,771
13116,-156.34481_20.83551,771
13117,-156.34465_20.83574,771
13118,-156.34448_20.83594,771
13119,-156.34347_20.83730,772
13120,-156.34324_20.83711,772
13121,-156.34301_20.83692,772
13122,-156.34233_20.83637,772
13123,-156.34211_20.83618,772
13124,-156.34166_20.83582,772
13125,-156.34143_20.83563,772
13126,-156.34098_20.83526,772
13127,-156.34052_20.83489,772
13128,-156.34411_20.83635,771
13129,-156.33686_20.83732,772
13130,-156.33721_20.83758,772
13131,-156.33750_20.83724,772
13132,-156.33776_20.83692,772
13133,-156.33799_20.83739,772
13134,-156.33748_20.83801,772
13135,-156.33732_20.83828,772
13136,-156.33677_20.83896,772
13137,-156.33653_20.83927,772
13138,-156.33636_20.83946,772
13139,-156.33616_20.83970,772
13140,-156.33672_20.83983,772
13141,-156.33686_20.83960,772
13142,-156.33703_20.83943,772
13143,-156.33719_20.83923,772
13144,-156.33755_20.83897,772
13145,-156.33772_20.83878,772
13146,-156.33789_20.83858,772
13147,-156.33806_20.83838,772
13148,-156.33823_20.83818,772
13149,-156.33857_20.83778,772
13150,-156.33863_20.83749,772
13151,-156.33983_20.83961,772
13152,-156.33928_20.83985,772
13153,-156.33903_20.84007,772
13154,-156.32588_20.78342,762
13155,-156.32601_20.78235,762
13156,-156.40899_20.64286,843
13157,-156.44245_20.62594,805
13158,-156.44362_20.62740,805
13159,-156.43794_20.61975,805
13160,-156.43669_20.61690,805
13161,-156.44282_20.62721,805
13162,-156.44138_20.66826,805
13163,-156.31107_20.75549,763
13164,-156.31161_20.75491,763
13165,-156.31259_20.75401,763
13166,-156.31077_20.75392,763
13167,-156.30867_20.75953,763
13168,-156.30815_20.75820,763
13169,-156.30982_20.75989,763
13170,-156.31010_20.75284,763
13171,-156.31144_20.75353,763
13172,-156.30812_20.75487,763
13173,-156.30989_20.75381,763
13174,-156.31056_20.75612,763
13175,-156.31035_20.75634,763
13176,-156.31004_20.75631,763
13177,-156.30950_20.75612,763
13178,-156.30989_20.75555,763
13179,-156.31089_20.75674,763
13180,-156.30080_20.77039,762
13181,-156.29879_20.76966,762
13182,-156.29698_20.76884,762
13183,-156.29546_20.76649,762
13184,-156.29527_20.77074,762
13185,-156.29684_20.76989,762
13186,-156.29790_20.77249,762
13187,-156.29661_20.77206,762
13188,-156.29678_20.77078,762
13189,-156.29479_20.77151,762
13190,-156.29488_20.76754,762
13191,-156.34184_20.83504,771
13192,-156.34217_20.83532,771
13193,-156.34241_20.83552,771
13194,-156.34277_20.83489,771
13195,-156.32413_20.78424,762
13196,-156.32379_20.78495,762
13197,-156.35486_20.83189,773
13198,-156.35507_20.83193,773
13199,-156.35549_20.83196,773
13200,-156.35570_20.83194,773
13201,-156.35591_20.83191,773
13202,-156.35611_20.83183,773
13203,-156.35637_20.83174,773
13204,-156.35658_20.83163,768
13205,-156.35652_20.83199,768
13206,-156.35635_20.83221,768
13207,-156.35613_20.83228,773
13208,-156.35587_20.83229,773
13209,-156.35593_20.83248,768
13210,-156.35578_20.83269,768
13211,-156.35557_20.83265,773
13212,-156.35556_20.83237,773
13213,-156.35535_20.83236,773
13214,-156.35506_20.83230,773
13215,-156.35521_20.83251,773
13216,-156.35537_20.83272,773
13217,-156.35561_20.83291,773
13218,-156.35549_20.83305,773
13219,-156.35553_20.83327,773
13220,-156.35552_20.83350,773
13221,-156.35548_20.83372,773
13222,-156.35525_20.83385,773
13223,-156.35512_20.83346,773
13224,-156.35512_20.83320,773
13225,-156.35506_20.83300,773
13226,-156.35497_20.83283,773
13227,-156.35472_20.83251,773
13228,-156.35459_20.83234,773
13229,-156.33023_20.87080,806
13230,-156.33080_20.87032,806
13231,-156.32961_20.87105,806
13232,-156.31705_20.86458,806
13233,-156.31769_20.86553,806
13234,-156.32024_20.87109,806
13235,-156.31288_20.85808,832
13236,-156.31322_20.85990,832
13237,-156.31107_20.86019,832
13238,-156.31763_20.86491,806
13239,-156.43806_20.71448,811
13240,-156.35185_20.84412,773
13241,-156.49483_20.89681,775
13242,-156.49495_20.89692,775
13243,-156.49507_20.89704,775
13244,-156.49519_20.89716,775
13245,-156.40184_20.70979,801
13246,-156.38540_20.69460,843
13247,-156.38142_20.69393,843
13248,-156.37530_20.69581,800
13249,-156.38127_20.69039,843
13250,-156.42903_20.70562,801
13251,-156.38516_20.69299,843
13252,-156.38416_20.69144,843
13253,-156.33946_20.83233,772
13254,-156.31390_20.85823,832
13255,-156.33959_20.83208,772
13256,-156.33978_20.83154,772
13257,-156.33989_20.83127,772
13258,-156.33999_20.83100,772
13259,-156.34018_20.83042,772
13260,-156.34081_20.83052,772
13261,-156.34074_20.83078,772
13262,-156.34065_20.83105,772
13263,-156.34055_20.83131,772
13264,-156.34035_20.83183,772
13265,-156.34026_20.83209,772
13266,-156.34016_20.83235,772
13267,-156.34002_20.83261,772
13268,-156.33988_20.83287,772
13269,-156.33942_20.83311,772
13270,-156.33968_20.83333,772
13271,-156.34061_20.83306,772
13272,-156.34075_20.83281,772
13273,-156.34088_20.83255,772
13274,-156.34098_20.83228,772
13275,-156.34108_20.83202,772
13276,-156.34119_20.83176,772
13277,-156.34129_20.83150,772
13278,-156.34149_20.83098,772
13279,-156.34160_20.83072,772
13280,-156.34221_20.83090,772
13281,-156.30594_20.90699,791
13282,-156.30666_20.90491,791
13283,-156.29981_20.89173,791
13284,-156.30794_20.90365,791
13285,-156.30456_20.90039,791
13286,-156.43775_20.71489,811
13287,-156.40374_20.63682,843
13288,-156.40124_20.63873,843
13289,-156.39727_20.63693,843
13290,-156.40241_20.63437,843
13291,-156.32833_20.73454,843
13292,-156.33480_20.73277,843
13293,-156.33339_20.73194,843
13294,-156.33299_20.73409,843
13295,-156.32298_20.72909,843
13296,-156.33198_20.73321,843
13297,-156.32343_20.73549,843
13298,-156.32743_20.73655,843
13299,-156.32493_20.74257,843
13300,-156.32458_20.74286,843
13301,-156.39099_20.67643,843
13302,-156.32516_20.74392,763
13303,-156.32625_20.74306,763
13304,-156.32892_20.74185,763
13305,-156.32954_20.74235,763
13306,-156.33036_20.74273,763
13307,-156.33158_20.74236,763
13308,-156.33155_20.74282,763
13309,-156.33161_20.74331,763
13310,-156.33148_20.74387,763
13311,-156.32895_20.74365,763
13312,-156.33002_20.74532,763
13313,-156.32956_20.74628,763
13314,-156.33058_20.74764,763
13315,-156.33069_20.74711,763
13316,-156.33077_20.74671,763
13317,-156.33086_20.74608,763
13318,-156.33076_20.74580,763
13319,-156.32467_20.77435,762
13320,-156.32514_20.77498,762
13321,-156.32568_20.77606,762
13322,-156.32444_20.77219,763
13323,-156.32680_20.77307,763
13324,-156.32687_20.77264,763
13325,-156.32649_20.77258,763
13326,-156.28874_20.92265,794
13327,-156.27115_20.91085,797
13328,-156.27205_20.90901,790
13329,-156.27184_20.90859,790
13330,-156.27110_20.90772,790
13331,-156.26861_20.91159,790
13332,-156.27147_20.90784,790
13333,-156.27162_20.91431,797
13334,-156.31275_20.85105,769
13335,-156.31258_20.85052,769
13336,-156.30993_20.85279,769
13337,-156.31013_20.85268,769
13338,-156.31148_20.85214,769
13339,-156.35029_20.84423,773
13340,-156.35086_20.84473,773
13341,-156.35110_20.84457,773
13342,-156.35135_20.84442,773
13343,-156.35159_20.84427,773
13344,-156.49411_20.89635,775
13345,-156.49398_20.89647,775
13346,-156.49304_20.89701,775
13347,-156.49318_20.89686,775
13348,-156.49342_20.89662,775
13349,-156.42861_20.70078,801
13350,-156.42900_20.70162,801
13351,-156.42871_20.70162,801
13352,-156.42845_20.70146,801
13353,-156.33212_20.76144,800
13354,-156.33153_20.76249,800
13355,-156.33080_20.76301,800
13356,-156.32789_20.75915,800
13357,-156.33170_20.74433,763
13358,-156.33000_20.74251,763
13359,-156.33115_20.74226,763
13360,-156.33072_20.74229,763
13361,-156.33040_20.74214,763
13362,-156.31000_20.85241,769
13363,-156.31170_20.84967,769
13364,-156.31181_20.84980,769
13365,-156.31148_20.84990,769
13366,-156.31094_20.84994,769
13367,-156.31080_20.84975,769
13368,-156.31062_20.84955,769
13369,-156.31033_20.84974,769
13370,-156.31051_20.84993,769
13371,-156.31069_20.85009,769
13372,-156.31036_20.85238,769
13373,-156.31161_20.84947,769
13374,-156.31145_20.84928,769
13375,-156.31319_20.85153,769
13376,-156.31305_20.85138,769
13377,-156.32410_20.74216,843
13378,-156.32390_20.74237,843
13379,-156.32818_20.73331,843
13380,-156.32329_20.74252,843
13381,-156.32282_20.74215,843
13382,-156.30140_20.77697,762
13383,-156.30076_20.77702,762
13384,-156.30514_20.77444,762
13385,-156.30484_20.77451,762
13386,-156.29717_20.77388,762
13387,-156.29855_20.77442,762
13388,-156.29860_20.77523,762
13389,-156.29796_20.77598,762
13390,-156.29793_20.77482,762
13391,-156.29782_20.77510,762
13392,-156.31075_20.76892,762
13393,-156.30763_20.76787,762
13394,-156.30645_20.76549,762
13395,-156.34855_20.84282,773
13396,-156.34878_20.84263,773
13397,-156.34925_20.84231,773
13398,-156.34975_20.84201,773
13399,-156.35012_20.84157,773
13400,-156.35044_20.84151,773
13401,-156.35126_20.84176,773
13402,-156.35102_20.84193,773
13403,-156.35053_20.84224,773
13404,-156.35029_20.84240,773
13405,-156.35004_20.84255,773
13406,-156.34980_20.84271,773
13407,-156.34945_20.84279,773
13408,-156.34947_20.84353,773
13409,-156.34972_20.84338,773
13410,-156.34996_20.84322,773
13411,-156.35020_20.84307,773
13412,-156.35069_20.84276,773
13413,-156.35093_20.84260,773
13414,-156.35117_20.84245,773
13415,-156.35141_20.84229,773
13416,-156.35171_20.84213,773
13417,-156.34965_20.84293,773
13418,-156.35030_20.84177,773
13419,-156.34995_20.84393,773
13420,-156.35019_20.84377,773
13421,-156.35068_20.84346,773
13422,-156.35092_20.84330,773
13423,-156.35116_20.84314,773
13424,-156.35140_20.84299,773
13425,-156.35165_20.84283,773
13426,-156.35216_20.84249,773
13427,-156.35260_20.84286,773
13428,-156.35229_20.84303,773
13429,-156.35085_20.84146,773
13430,-156.35055_20.84123,773
13431,-156.35181_20.84335,773
13432,-156.35132_20.84366,773
13433,-156.35108_20.84382,773
13434,-156.35060_20.84413,773
13435,-156.32525_20.79170,800
13436,-156.32635_20.79222,800
13437,-156.32435_20.79128,762
13438,-156.32402_20.79113,762
13439,-156.32364_20.79101,762
13440,-156.32310_20.79108,762
13441,-156.32235_20.79117,762
13442,-156.32277_20.79041,762
13443,-156.32346_20.79024,762
13444,-156.32332_20.79058,762
13445,-156.32384_20.79049,762
13446,-156.32712_20.81918,768
13447,-156.32671_20.81880,768
13448,-156.32523_20.81838,768
13449,-156.32636_20.82032,768
13450,-156.32518_20.82051,768
13451,-156.32309_20.82111,768
13452,-156.32361_20.82177,768
13453,-156.29889_20.83346,844
13454,-156.29547_20.83257,844
13455,-156.33477_20.83181,773
13456,-156.33320_20.83215,773
13457,-156.33318_20.83117,773
13458,-156.33373_20.83288,773
13459,-156.33428_20.83205,773
13460,-156.33436_20.83295,773
13461,-156.33341_20.83260,773
13462,-156.32597_20.78699,800
13463,-156.32597_20.78828,800
13464,-156.32593_20.78904,800
13465,-156.32735_20.79022,800
13466,-156.32713_20.78916,800
13467,-156.32607_20.78762,800
13468,-156.32685_20.78894,800
13469,-156.32720_20.78943,800
13470,-156.30331_20.77624,762
13471,-156.30544_20.77522,762
13472,-156.30748_20.77891,762
13473,-156.30622_20.77688,762
13474,-156.32697_20.77933,800
13475,-156.32708_20.77981,800
13476,-156.32663_20.77987,800
13477,-156.32666_20.78027,800
13478,-156.32722_20.78068,800
13479,-156.32667_20.78072,800
13480,-156.32730_20.78144,800
13481,-156.32668_20.78149,800
13482,-156.32731_20.78185,800
13483,-156.32732_20.78229,800
13484,-156.32684_20.78231,800
13485,-156.32691_20.78282,800
13486,-156.32734_20.78276,800
13487,-156.32664_20.83802,768
13488,-156.32526_20.83781,768
13489,-156.32501_20.83681,768
13490,-156.32486_20.83715,768
13491,-156.32447_20.83727,768
13492,-156.32418_20.83689,768
13493,-156.32438_20.83642,768
13494,-156.32589_20.78379,762
13495,-156.32217_20.84328,830
13496,-156.30431_20.82516,844
13497,-156.31926_20.83645,769
13498,-156.31554_20.83243,769
13499,-156.31410_20.83730,769
13500,-156.31535_20.83332,769
13501,-156.31175_20.83844,769
13502,-156.31529_20.83440,769
13503,-156.31225_20.83677,769
13504,-156.31154_20.83701,769
13505,-156.31081_20.83755,769
13506,-156.31222_20.83802,769
13507,-156.31032_20.83638,844
13508,-156.30680_20.83807,844
13509,-156.30607_20.83645,844
13510,-156.30515_20.83596,844
13511,-156.30503_20.83411,844
13512,-156.30991_20.83599,844
13513,-156.30782_20.83809,844
13514,-156.30658_20.83707,844
13515,-156.30508_20.83518,844
13516,-156.30721_20.83853,844
13517,-156.30756_20.83894,844
13518,-156.30709_20.83725,844
13519,-156.30432_20.83432,844
13520,-156.30479_20.84494,844
13521,-156.30522_20.83772,844
13522,-156.30477_20.83834,844
13523,-156.30585_20.83827,844
13524,-156.30404_20.83935,844
13525,-156.30480_20.83986,844
13526,-156.30579_20.83981,844
13527,-156.30584_20.83907,844
13528,-156.30272_20.84005,844
13529,-156.30375_20.83887,844
13530,-156.30353_20.83835,844
13531,-156.28354_20.81150,844
13532,-156.28851_20.81093,844
13533,-156.28645_20.81503,844
13534,-156.29114_20.82270,844
13535,-156.29125_20.82589,844
13536,-156.29788_20.82454,844
13537,-156.29348_20.82650,844
13538,-156.29389_20.82864,844
13539,-156.29779_20.82854,844
13540,-156.30169_20.83195,844
13541,-156.31575_20.85455,832
13542,-156.31555_20.85470,832
13543,-156.31534_20.85484,832
13544,-156.31514_20.85499,832
13545,-156.31557_20.85348,832
13546,-156.31550_20.85277,832
13547,-156.31569_20.85300,832
13548,-156.31552_20.85308,832
13549,-156.31539_20.85290,832
13550,-156.31475_20.85347,832
13551,-156.31504_20.85327,832
13552,-156.31436_20.85224,832
13553,-156.31413_20.85197,832
13554,-156.31659_20.85442,832
13555,-156.31696_20.85448,832
13556,-156.31701_20.85476,832
13557,-156.31655_20.85478,832
13558,-156.31742_20.85533,832
13559,-156.31747_20.85570,832
13560,-156.31793_20.85631,832
13561,-156.31815_20.85660,832
13562,-156.31837_20.85689,832
13563,-156.31859_20.85718,832
13564,-156.31803_20.85586,832
13565,-156.31609_20.85530,832
13566,-156.31568_20.85558,832
13567,-156.31706_20.85554,832
13568,-156.31636_20.85491,832
13569,-156.31787_20.85596,832
13570,-156.31772_20.85607,832
13571,-156.31756_20.85617,832
13572,-156.31741_20.85628,832
13573,-156.31725_20.85639,832
13574,-156.31741_20.85661,832
13575,-156.31757_20.85682,832
13576,-156.31773_20.85704,832
13577,-156.31790_20.85726,832
13578,-156.31809_20.85749,832
13579,-156.31800_20.85767,832
13580,-156.31776_20.85778,832
13581,-156.31757_20.85789,832
13582,-156.31739_20.85767,832
13583,-156.31754_20.85750,832
13584,-156.31747_20.85729,832
13585,-156.31700_20.85608,832
13586,-156.31684_20.85589,832
13587,-156.31670_20.85571,832
13588,-156.31693_20.85657,832
13589,-156.31676_20.85667,832
13590,-156.31660_20.85678,832
13591,-156.31668_20.85624,832
13592,-156.31653_20.85635,832
13593,-156.31637_20.85647,832
13594,-156.31645_20.85607,832
13595,-156.31626_20.85625,832
13596,-156.31610_20.85613,832
13597,-156.29528_20.82240,844
13598,-156.33366_20.83237,773
13599,-156.29421_20.82435,844
13600,-156.29474_20.82407,844
13601,-156.29562_20.82341,844
13602,-156.29704_20.82277,844
13603,-156.44225_20.62954,805
13604,-156.41224_20.63799,843
13605,-156.40782_20.64023,843
13606,-156.40990_20.63691,843
13607,-156.40868_20.64139,843
13608,-156.43792_20.62519,805
13609,-156.34171_20.70914,843
13610,-156.40725_20.63846,843
13611,-156.39339_20.67590,843
13612,-156.31421_20.74245,843
13613,-156.44326_20.67349,805
13614,-156.44344_20.67298,805
13615,-156.44295_20.66735,805
13616,-156.44245_20.66741,805
13617,-156.44198_20.66645,805
13618,-156.44164_20.66554,805
13619,-156.43153_20.69525,801
13620,-156.43136_20.69456,801
13621,-156.43111_20.69372,801
13622,-156.43096_20.69319,801
13623,-156.43073_20.69238,801
13624,-156.43009_20.69288,801
13625,-156.43024_20.69342,801
13626,-156.43032_20.69368,801
13627,-156.42971_20.69367,801
13628,-156.42957_20.69340,801
13629,-156.42950_20.69313,801
13630,-156.42942_20.69285,801
13631,-156.42935_20.69258,801
13632,-156.42927_20.69231,801
13633,-156.42916_20.69205,801
13634,-156.42866_20.69294,801
13635,-156.42881_20.69347,801
13636,-156.42896_20.69408,801
13637,-156.42920_20.69425,801
13638,-156.42958_20.69427,801
13639,-156.42992_20.69431,801
13640,-156.43022_20.69422,801
13641,-156.43058_20.69416,801
13642,-156.43057_20.69457,801
13643,-156.43091_20.69526,801
13644,-156.43060_20.69533,801
13645,-156.43021_20.69509,801
13646,-156.43094_20.69845,801
13647,-156.43091_20.69880,801
13648,-156.43097_20.69948,801
13649,-156.43098_20.69976,801
13650,-156.43103_20.70003,801
13651,-156.43058_20.70068,801
13652,-156.43045_20.70038,801
13653,-156.43033_20.70004,801
13654,-156.43024_20.69969,801
13655,-156.43022_20.69932,801
13656,-156.43036_20.69888,801
13657,-156.43004_20.69811,801
13658,-156.42986_20.69747,801
13659,-156.42979_20.69722,801
13660,-156.42972_20.69696,801
13661,-156.42957_20.69640,801
13662,-156.42979_20.69574,801
13663,-156.43002_20.69553,801
13664,-156.42913_20.69563,801
13665,-156.42876_20.69578,801
13666,-156.42886_20.69620,801
13667,-156.42897_20.69660,801
13668,-156.42929_20.69784,801
13669,-156.42959_20.69903,801
13670,-156.42965_20.69942,801
13671,-156.42974_20.69977,801
13672,-156.42992_20.70046,801
13673,-156.43001_20.70127,801
13674,-156.42946_20.70157,801
13675,-156.42926_20.70072,801
13676,-156.42912_20.70016,801
13677,-156.42905_20.69989,801
13678,-156.42898_20.69961,801
13679,-156.42887_20.69932,801
13680,-156.42885_20.69899,801
13681,-156.42875_20.69870,801
13682,-156.42853_20.69769,801
13683,-156.42845_20.69738,801
13684,-156.42801_20.69807,801
13685,-156.42801_20.69841,801
13686,-156.42790_20.69894,801
13687,-156.42842_20.69987,801
13688,-156.42846_20.70020,801
13689,-156.42854_20.70049,801
13690,-156.43004_20.69888,801
13691,-156.43311_20.70145,801
13692,-156.42128_20.69438,801
13693,-156.43340_20.70266,801
13694,-156.43366_20.70334,801
13695,-156.43370_20.70400,801
13696,-156.43383_20.70435,801
13697,-156.43452_20.70636,801
13698,-156.43352_20.70597,801
13699,-156.43319_20.70585,801
13700,-156.43286_20.70574,801
13701,-156.43335_20.70533,801
13702,-156.43316_20.70463,801
13703,-156.43296_20.70436,801
13704,-156.43297_20.70399,801
13705,-156.43290_20.70327,801
13706,-156.43274_20.70296,801
13707,-156.43258_20.70250,801
13708,-156.43245_20.70216,801
13709,-156.43243_20.70188,801
13710,-156.43236_20.70161,801
13711,-156.43229_20.70133,801
13712,-156.43167_20.70147,801
13713,-156.43174_20.70174,801
13714,-156.43181_20.70203,801
13715,-156.43188_20.70238,801
13716,-156.43205_20.70266,801
13717,-156.43220_20.70314,801
13718,-156.43228_20.70341,801
13719,-156.43240_20.70427,801
13720,-156.43258_20.70492,801
13721,-156.43286_20.70510,801
13722,-156.43253_20.70562,801
13723,-156.43222_20.70549,801
13724,-156.43138_20.70524,801
13725,-156.43170_20.70468,801
13726,-156.43161_20.70430,801
13727,-156.43168_20.70357,801
13728,-156.43135_20.70356,801
13729,-156.43109_20.70290,801
13730,-156.43145_20.70291,801
13731,-156.43115_20.70250,801
13732,-156.43100_20.70192,801
13733,-156.43025_20.70204,801
13734,-156.42996_20.70210,801
13735,-156.43016_20.70288,801
13736,-156.43045_20.70282,801
13737,-156.43073_20.70361,801
13738,-156.43097_20.70403,801
13739,-156.43091_20.70444,801
13740,-156.43106_20.70509,801
13741,-156.43065_20.70501,801
13742,-156.43034_20.70485,801
13743,-156.43027_20.70455,801
13744,-156.43026_20.70421,801
13745,-156.43019_20.70388,801
13746,-156.42964_20.70370,801
13747,-156.42968_20.70412,801
13748,-156.42973_20.70454,801
13749,-156.42944_20.70463,801
13750,-156.42843_20.70411,801
13751,-156.42989_20.70301,801
13752,-156.42823_20.70305,801
13753,-156.42805_20.70265,801
13754,-156.42860_20.70271,801
13755,-156.42963_20.70206,801
13756,-156.42925_20.70220,801
13757,-156.34615_20.70619,843
13758,-156.36703_20.68517,843
13759,-156.36010_20.68290,843
13760,-156.36297_20.68559,843
13761,-156.37694_20.69239,843
13762,-156.37754_20.69179,843
13763,-156.34549_20.70491,843
13764,-156.35622_20.70619,800
13765,-156.34334_20.70962,843
13766,-156.34207_20.71154,843
13767,-156.35777_20.70436,843
13768,-156.34703_20.70886,843
13769,-156.34819_20.71492,843
13770,-156.34723_20.71601,843
13771,-156.34702_20.71555,843
13772,-156.34891_20.71354,843
13773,-156.34784_20.71532,843
13774,-156.34655_20.71539,843
13775,-156.34708_20.71571,843
13776,-156.34683_20.71527,843
13777,-156.33998_20.70957,843
13778,-156.34330_20.71217,843
13779,-156.34514_20.71282,843
13780,-156.33225_20.72096,843
13781,-156.32207_20.71013,843
13782,-156.34661_20.72015,800
13783,-156.34147_20.72659,800
13784,-156.34715_20.72210,800
13785,-156.34516_20.72128,800
13786,-156.33808_20.71892,843
13787,-156.33543_20.71808,843
13788,-156.34523_20.72317,800
13789,-156.33437_20.72462,843
13790,-156.31833_20.72445,843
13791,-156.32493_20.73064,843
13792,-156.33206_20.73685,843
13793,-156.33119_20.73891,843
13794,-156.32849_20.73845,843
13795,-156.32819_20.73679,843
13796,-156.32769_20.73567,843
13797,-156.32811_20.73527,843
13798,-156.32651_20.73305,843
13799,-156.32643_20.73197,843
13800,-156.32113_20.73218,843
13801,-156.32693_20.73986,843
13802,-156.32231_20.74198,843
13803,-156.32897_20.73588,843
13804,-156.33066_20.73801,843
13805,-156.32299_20.74066,843
13806,-156.32895_20.73243,843
13807,-156.32894_20.73742,843
13808,-156.32703_20.73815,843
13809,-156.32964_20.73908,843
13810,-156.32961_20.74013,843
13811,-156.32047_20.73345,843
13812,-156.31995_20.73315,843
13813,-156.33263_20.73552,843
13814,-156.32554_20.72985,843
13815,-156.33255_20.73486,843
13816,-156.33948_20.75418,800
13817,-156.33405_20.75333,800
13818,-156.33384_20.75482,800
13819,-156.32894_20.75200,800
13820,-156.33025_20.75191,800
13821,-156.32941_20.74972,800
13822,-156.33431_20.75324,800
13823,-156.33365_20.75114,800
13824,-156.33004_20.74930,763
13825,-156.32974_20.75618,800
13826,-156.32805_20.75603,800
13827,-156.32860_20.75292,800
13828,-156.33116_20.75849,800
13829,-156.32818_20.75449,800
13830,-156.33114_20.74940,800
13831,-156.33158_20.75118,800
13832,-156.33182_20.75027,800
13833,-156.33106_20.75089,800
13834,-156.33054_20.75035,800
13835,-156.33733_20.75274,800
13836,-156.33772_20.75378,800
13837,-156.32807_20.75776,800
13838,-156.33196_20.76050,800
13839,-156.32934_20.76210,800
13840,-156.35142_20.76592,800
13841,-156.34441_20.76113,800
13842,-156.33962_20.75863,800
13843,-156.34518_20.76503,800
13844,-156.34100_20.76560,800
13845,-156.34436_20.75777,800
13846,-156.34260_20.75826,800
