,Uid,BlockBk_ID
229,-159.33779_22.05717,19816
230,-159.33871_22.05588,17767
231,-159.33703_22.05725,19816
232,-159.33925_22.05708,17767
233,-159.34019_22.05863,17546
234,-159.34410_22.05816,17734
235,-159.34401_22.05846,17734
236,-159.34498_22.05860,17733
237,-159.34451_22.05947,17733
238,-159.34200_22.05649,19145
239,-159.34218_22.05805,18427
240,-159.34179_22.05778,18427
241,-159.34211_22.05439,19145
242,-159.34261_22.05332,17620
243,-159.34472_22.05401,17620
244,-159.34554_22.05395,17620
245,-159.34631_22.05431,17620
246,-159.34559_22.05489,18330
247,-159.37237_22.05323,19907
248,-159.37658_22.05647,19396
249,-159.37595_22.05653,19396
250,-159.36311_22.04779,19907
251,-159.36611_22.04912,19150
252,-159.38219_22.05554,19268
253,-159.38786_22.05697,19121
254,-159.37812_22.06226,19908
255,-159.36393_22.08856,17762
256,-159.36191_22.06867,18424
257,-159.37382_22.06840,19304
258,-159.36248_22.07141,18038
259,-159.36313_22.07064,18038
260,-159.36211_22.06667,18424
261,-159.37278_22.09805,19912
262,-159.37169_22.09644,19912
263,-159.31743_22.06838,18960
264,-159.31870_22.06885,17322
265,-159.31914_22.06883,17322
266,-159.32037_22.07372,17407
267,-159.32021_22.08645,19082
268,-159.32028_22.08603,19082
269,-159.32403_22.08845,17348
270,-159.36064_22.09479,18286
271,-159.33077_22.09798,19753
272,-159.33934_22.09951,17348
273,-159.32996_22.09665,19784
274,-159.32820_22.09546,17198
275,-159.33044_22.09558,19784
276,-159.31760_22.08845,18034
277,-159.31499_22.08728,18034
278,-159.31550_22.09116,18034
279,-159.31540_22.08846,18034
280,-159.31931_22.08548,18034
281,-159.31787_22.08639,18034
282,-159.32072_22.08944,17200
283,-159.33379_22.10044,19081
284,-159.33618_22.10108,19754
285,-159.33579_22.10099,19754
286,-159.32215_22.09409,18133
287,-159.32212_22.09229,19783
288,-159.32226_22.09163,18396
289,-159.32009_22.09172,19088
290,-159.31976_22.09249,18173
291,-159.31950_22.09297,18173
292,-159.31944_22.09319,18173
293,-159.33510_22.09714,17348
294,-159.33200_22.09586,19085
295,-159.33314_22.09444,19085
296,-159.33351_22.09532,18131
297,-159.33458_22.09644,18131
298,-159.33320_22.09940,19081
299,-159.33305_22.09878,19081
300,-159.32700_22.09494,17198
301,-159.32618_22.09388,19756
302,-159.32634_22.09424,19756
303,-159.32558_22.09240,17348
304,-159.30698_22.10520,19916
305,-159.30537_22.10228,17623
306,-159.30841_22.14604,19391
307,-159.30468_22.14584,19151
308,-159.30687_22.15147,19903
309,-159.30904_22.13688,19796
310,-159.30390_22.13658,18605
311,-159.30256_22.13767,18432
312,-159.30237_22.13805,18432
313,-159.30476_22.13791,19389
314,-159.30315_22.14084,19389
315,-159.30141_22.14017,19423
316,-159.30121_22.14034,19423
317,-159.31679_22.15800,17567
318,-159.34168_22.18827,19446
319,-159.33321_22.19253,19446
320,-159.37847_22.19782,19200
321,-159.35821_22.19956,18776
322,-159.39419_22.21981,19319
323,-159.40835_22.20940,17209
324,-159.41017_22.20639,17699
325,-159.40911_22.21017,18778
326,-159.40489_22.21235,17211
327,-159.40516_22.21096,17874
328,-159.40911_22.20396,18932
329,-159.40404_22.21011,17873
330,-159.40400_22.20969,17873
331,-159.40537_22.20894,18923
332,-159.40469_22.20777,18372
333,-159.40855_22.20770,18923
334,-159.40888_22.20724,18923
335,-159.40599_22.20675,19875
336,-159.50530_22.20095,19326
337,-159.57488_22.22320,17809
338,-159.40798_22.21438,19629
339,-159.40833_22.21361,19629
340,-159.43192_22.21479,17954
341,-159.45543_22.22546,17237
342,-159.49614_22.20425,19325
343,-159.49543_22.20661,17813
344,-159.55012_22.20986,17320
345,-159.54394_22.21218,17700
346,-159.54703_22.22181,19320
347,-159.54674_22.22329,17809
348,-159.55117_22.22221,18935
349,-159.55194_22.22324,19320
350,-159.54672_22.22050,19321
351,-159.54536_22.21996,19321
352,-159.52538_21.90654,17581
353,-159.72647_21.97268,18197
354,-159.72606_21.97265,18197
355,-159.71604_21.96934,17629
356,-159.57795_21.90986,17415
357,-159.72371_21.97278,19681
358,-159.72529_21.97335,19425
359,-159.72505_21.97368,19425
360,-159.72349_21.97565,19425
361,-159.72235_21.97321,19140
362,-159.72141_21.97430,19140
363,-159.72566_21.97264,18197
364,-159.72500_21.97196,18197
365,-159.69396_21.96167,19809
366,-159.69751_21.96055,17781
367,-159.67280_21.96372,17779
368,-159.72208_21.97059,18886
369,-159.72210_21.97241,18000
370,-159.72135_21.97013,18886
371,-159.72184_21.96995,18473
372,-159.71902_21.96966,17999
373,-159.72099_21.97306,17433
374,-159.71703_21.97278,18155
375,-159.71388_21.96736,19293
376,-159.70893_21.96316,19657
377,-159.70931_21.96403,17853
378,-159.69832_21.96204,19831
379,-159.70313_21.96470,18307
380,-159.70486_21.96507,17628
381,-159.70774_21.96392,18159
382,-159.70778_21.96653,19285
383,-159.70695_21.96504,18338
384,-159.71021_21.96630,19285
385,-159.70468_21.96153,18843
386,-159.70377_21.96132,18843
387,-159.70589_21.96353,18844
388,-159.70763_21.96228,18888
389,-159.58786_21.92058,18450
390,-159.50055_22.20288,17870
391,-159.35650_22.08605,17762
392,-159.52136_21.92770,17583
393,-159.34440_22.06119,19556
394,-159.34710_22.06137,17620
395,-159.34453_22.06097,19556
396,-159.34135_22.05896,17546
397,-159.34183_22.05893,17548
398,-159.37355_22.05420,19121
399,-159.37423_22.05259,19121
400,-159.37605_22.05446,18998
401,-159.37727_22.05570,19121
402,-159.38843_22.06114,19908
403,-159.38679_22.06107,19908
404,-159.39185_22.06289,19908
405,-159.39080_22.06277,19908
406,-159.66725_21.95768,18057
407,-159.65750_21.96444,18469
408,-159.56455_21.97204,19104
409,-159.58616_21.91903,19761
410,-159.58602_21.91855,19761
411,-159.58670_21.92002,18684
412,-159.58610_21.92079,18684
413,-159.58640_21.92221,18415
414,-159.58692_21.92293,18687
415,-159.58811_21.92389,18275
416,-159.58739_21.92371,18275
417,-159.58721_21.92581,19761
418,-159.58723_21.92564,19761
419,-159.48584_21.92643,19433
420,-159.48571_21.92316,19433
421,-159.48700_21.92356,19433
422,-159.45949_21.90853,19854
423,-159.36748_22.05206,19914
424,-159.37043_22.05523,17772
425,-159.36979_22.05433,17772
426,-159.50732_21.93429,19029
427,-159.50574_21.94040,18856
428,-159.50480_21.92821,17318
429,-159.45109_21.87995,19432
430,-159.32489_22.05806,19410
431,-159.32532_22.05877,19410
432,-159.52006_21.91960,18087
433,-159.51934_21.91956,18087
434,-159.51879_21.91864,19719
435,-159.51540_21.93265,19057
436,-159.51226_21.93732,19057
437,-159.51249_21.90820,17926
438,-159.52487_21.90813,17582
439,-159.50534_22.20035,17957
440,-159.52501_21.92633,17678
441,-159.36023_22.10103,18459
442,-159.36487_22.09652,18997
443,-159.36248_22.09615,18997
444,-159.35717_22.09665,18286
445,-159.40753_22.20912,17699
446,-159.40325_22.21157,19875
447,-159.57732_21.91312,17242
448,-159.57655_21.91440,17242
449,-159.57610_21.91491,17242
450,-159.57559_21.91308,17217
451,-159.57469_21.91388,17217
452,-159.57419_21.91434,17217
453,-159.37029_21.97140,18493
454,-159.37481_21.96887,17528
455,-159.36989_21.97046,17682
456,-159.37674_21.97925,17527
457,-159.34032_22.10461,19081
458,-159.49930_22.20367,19325
459,-159.49905_22.20387,19325
460,-159.37256_21.96830,19483
461,-159.53555_21.92232,17193
462,-159.53622_21.92272,17193
463,-159.51228_21.91677,17416
464,-159.51344_21.91629,19719
465,-159.52600_21.92479,17315
466,-159.53145_21.92218,19058
467,-159.52440_21.92260,17266
468,-159.52394_21.92463,17580
469,-159.52692_21.92037,17266
470,-159.52655_21.92046,17266
471,-159.52837_21.92326,19841
472,-159.51585_21.90435,17235
473,-159.51599_21.90452,17235
474,-159.51613_21.90468,17235
475,-159.51844_21.90540,17932
476,-159.52229_21.91534,19719
477,-159.52283_21.91723,19719
478,-159.51859_21.90787,19726
479,-159.51760_21.91142,19871
480,-159.51614_21.90998,17926
481,-159.51816_21.91090,19871
482,-159.51407_21.90828,17926
483,-159.51485_21.90895,17926
484,-159.52371_21.91964,19719
485,-159.52361_21.91703,19719
486,-159.51870_21.91808,19719
487,-159.51457_21.93057,19061
488,-159.52059_21.92858,18226
489,-159.51860_21.93940,17214
490,-159.51759_21.93683,17214
491,-159.52036_21.93245,17214
492,-159.52960_21.93044,18347
493,-159.52840_21.92637,19722
494,-159.52754_21.92643,18347
495,-159.49828_21.92269,19569
496,-159.50058_21.92164,19434
497,-159.50156_21.92112,18439
498,-159.49691_21.93165,18481
499,-159.50698_21.92751,19844
500,-159.50793_21.92703,19718
501,-159.50556_21.91715,18236
502,-159.50560_21.91679,17261
503,-159.47000_21.87993,19314
504,-159.46624_21.89732,19069
505,-159.46612_21.89661,19069
506,-159.50152_21.91483,19161
507,-159.50148_21.91504,19161
508,-159.50136_21.91533,19161
509,-159.49995_21.91783,19161
510,-159.49849_21.91381,19163
511,-159.47888_21.96240,19715
512,-159.47865_21.91507,19564
513,-159.48448_21.91995,18731
514,-159.48260_21.91726,19564
515,-159.39818_21.96230,18947
516,-159.33686_22.05424,18328
517,-159.32935_22.09395,17348
518,-159.33028_22.09460,18394
519,-159.32499_22.09766,19081
520,-159.32517_22.09772,19081
521,-159.48454_21.92602,19833
522,-159.48351_21.93145,19448
523,-159.46353_21.90660,18073
524,-159.46052_21.91023,17914
525,-159.46199_21.90547,19194
526,-159.45824_21.90330,19590
527,-159.45952_21.90472,17498
528,-159.46256_21.88678,19432
529,-159.46105_21.88766,17664
530,-159.35994_21.96407,17683
531,-159.39407_21.96664,18808
532,-159.39064_21.96458,17452
533,-159.39308_21.96413,17452
534,-159.39249_21.96460,19472
535,-159.39173_21.96560,19472
536,-159.39770_21.96474,18947
537,-159.40018_21.96417,18947
538,-159.39835_21.96388,18407
539,-159.39800_21.96346,18407
540,-159.39861_21.96462,18143
541,-159.39829_21.96493,18143
542,-159.52644_21.91996,17266
543,-159.52873_21.92124,18091
544,-159.52938_21.92022,17342
545,-159.51756_21.90351,17932
546,-159.51673_21.90609,17235
547,-159.51922_21.90768,19726
548,-159.51525_21.90795,18214
549,-159.51888_21.91431,19719
550,-159.52361_21.91503,19719
551,-159.52301_21.91643,19719
552,-159.51771_21.90612,17235
553,-159.51794_21.91186,19871
554,-159.51861_21.91040,19871
555,-159.51723_21.91015,19871
556,-159.51648_21.91074,19871
557,-159.51820_21.91356,17416
558,-159.46212_21.89010,19432
559,-159.46221_21.88938,17664
560,-159.36294_21.95976,19078
561,-159.36173_21.96552,17683
562,-159.39242_21.96706,18808
563,-159.39266_21.96692,18808
564,-159.39309_21.96618,18808
565,-159.39375_21.96633,18808
566,-159.39280_21.96496,19472
567,-159.39148_21.96569,19472
568,-159.39642_21.96222,18947
569,-159.39793_21.96266,19473
570,-159.34789_21.95835,19482
571,-159.36589_21.96893,18493
572,-159.36942_21.97146,18493
573,-159.36856_21.97005,19483
574,-159.38276_22.05533,19268
575,-159.38446_22.05494,19132
576,-159.38390_22.05554,19132
577,-159.38328_22.05602,19572
578,-159.36963_22.05589,19814
579,-159.36974_22.05605,19814
580,-159.36800_22.05381,19814
581,-159.36656_22.05229,19914
582,-159.39200_22.06362,19908
583,-159.39409_22.06417,19529
584,-159.36981_22.05168,19149
585,-159.37133_22.05195,19907
586,-159.38253_22.05678,19419
587,-159.38318_22.05747,19908
588,-159.38018_22.06055,19908
589,-159.38189_22.05964,19908
590,-159.31778_22.09234,17368
591,-159.31893_22.09070,17368
592,-159.32256_22.09503,19081
593,-159.32705_22.09646,19081
594,-159.32449_22.09652,18390
595,-159.32348_22.09692,19081
596,-159.34561_22.10064,18168
597,-159.34505_22.10088,18168
598,-159.31636_22.09394,19081
599,-159.31663_22.09241,18127
600,-159.31946_22.09375,19081
601,-159.31539_22.08435,18964
602,-159.33991_22.10113,19081
603,-159.35617_22.09831,18459
604,-159.32741_22.08296,17348
605,-159.33347_22.10155,19081
606,-159.71158_21.96712,18160
607,-159.71142_21.96702,18160
608,-159.67518_22.10909,19400
609,-159.64594_22.13092,17625
610,-159.64517_22.13083,19138
611,-159.64728_22.12980,17625
612,-159.66082_22.12941,19400
613,-159.65768_21.97917,18475
614,-159.45989_21.90401,17498
615,-159.45898_21.90343,19832
616,-159.36152_21.96452,17683
617,-159.36286_21.96547,17683
618,-159.38744_21.94769,17961
619,-159.37133_22.05750,19674
620,-159.49573_22.20278,19633
621,-159.57541_21.91409,17217
622,-159.48310_21.92747,19567
623,-159.48202_21.92789,19567
624,-159.48456_21.92101,19833
625,-159.48332_21.93439,19043
626,-159.46485_21.89580,17917
627,-159.46443_21.90029,19162
628,-159.46424_21.90065,19162
629,-159.37455_22.10265,19415
630,-159.49987_22.20216,17870
631,-159.53322_21.92503,19843
632,-159.53160_21.92529,19843
633,-159.53156_21.92443,19723
634,-159.53512_21.92338,17193
635,-159.50011_21.92326,18901
636,-159.50075_21.91888,17517
637,-159.50113_21.91916,17517
638,-159.46026_21.89843,18215
639,-159.46588_21.90233,19162
640,-159.46500_21.90140,19162
641,-159.44512_21.87279,19599
642,-159.46027_21.90715,17938
643,-159.46169_21.90653,19194
644,-159.45949_21.90662,19308
645,-159.46022_21.90604,17938
646,-159.46026_21.90639,17938
647,-159.46012_21.90674,17938
648,-159.36942_22.05554,19814
649,-159.36632_22.05243,19914
650,-159.36670_22.05271,19814
651,-159.39292_22.06166,19529
652,-159.39408_22.06240,19529
653,-159.39385_22.06442,19529
654,-159.38154_22.05980,19908
655,-159.38436_22.05781,19121
656,-159.31832_22.06445,18958
657,-159.38134_22.07800,17905
658,-159.35714_22.08599,17762
659,-159.36917_22.07545,18206
660,-159.34791_21.95821,19482
661,-159.37389_21.97079,18493
662,-159.36867_21.97128,18493
663,-159.37207_21.96657,17525
664,-159.37139_21.96740,19738
665,-159.33657_22.05468,18328
666,-159.33743_22.05511,18328
667,-159.33537_22.05574,19006
668,-159.34085_22.05445,17767
669,-159.33900_22.05603,17767
670,-159.34735_22.05667,17620
671,-159.34915_22.05873,17620
672,-159.34083_22.05893,17546
673,-159.34010_22.05954,17546
674,-159.34268_22.05918,17548
675,-159.34493_22.05949,17733
676,-159.34476_22.05592,17768
677,-159.34601_22.05557,18329
678,-159.34593_22.05584,18329
679,-159.34603_22.05751,17733
680,-159.34148_22.05750,19145
681,-159.34253_22.05743,18427
682,-159.34267_22.05405,19145
683,-159.37341_22.05244,19907
684,-159.37670_22.05622,19396
685,-159.37649_22.05837,19396
686,-159.37460_22.06057,19813
687,-159.39405_22.05852,19121
688,-159.36624_22.04887,19150
689,-159.38296_22.05582,19572
690,-159.38478_22.05411,19268
691,-159.36619_22.05963,18573
692,-159.46122_21.89193,19432
693,-159.72349_21.97307,19681
694,-159.72387_21.97312,19681
695,-159.72275_21.97459,19681
696,-159.72241_21.97504,19681
697,-159.72388_21.97524,19425
698,-159.72371_21.97533,19425
699,-159.72314_21.97544,19425
700,-159.72224_21.97531,18197
701,-159.72190_21.97585,18197
702,-159.72264_21.97302,19140
703,-159.72126_21.97420,19140
704,-159.72241_21.97375,19140
705,-159.66342_21.96440,19427
706,-159.72607_21.97178,18197
707,-159.72084_21.97195,18000
708,-159.72028_21.97087,17999
709,-159.72163_21.97306,17433
710,-159.71689_21.97269,18155
711,-159.69943_21.96192,18887
712,-159.70450_21.96594,18307
713,-159.71005_21.96543,18159
714,-159.70797_21.96440,18159
715,-159.70826_21.96558,19285
716,-159.70756_21.96544,18338
717,-159.71002_21.96618,19285
718,-159.71030_21.96592,18159
719,-159.71535_21.96893,17629
720,-159.71396_21.96804,19406
721,-159.70278_21.96214,18158
722,-159.70562_21.96335,18844
723,-159.71278_21.96749,17626
724,-159.67944_22.10005,19400
725,-159.66088_22.12004,18741
726,-159.66299_22.12399,18741
727,-159.64767_22.12911,17625
728,-159.65310_22.13081,17625
729,-159.36048_21.96341,17683
730,-159.36102_21.96296,17531
731,-159.38704_21.94792,17961
732,-159.58519_21.91358,18680
733,-159.38136_22.05622,19121
734,-159.49735_22.20595,17813
735,-159.36839_21.97299,18493
736,-159.58860_21.92147,17724
737,-159.37278_22.07677,19574
738,-159.35605_22.08612,17762
739,-159.52160_21.92781,17583
740,-159.34464_22.06160,17546
741,-159.37598_22.05291,19121
742,-159.37778_22.05488,19121
743,-159.37526_22.05399,17617
744,-159.37650_22.05459,18998
745,-159.37696_22.05473,18998
746,-159.38897_22.06074,19908
747,-159.38768_22.06009,19908
748,-159.66076_21.96185,18057
749,-159.63768_21.94436,18411
750,-159.58845_21.92048,19263
751,-159.58865_21.92045,19263
752,-159.58644_21.92071,18684
753,-159.58833_21.92182,17720
754,-159.58805_21.92262,18415
755,-159.58746_21.92344,18275
756,-159.58838_21.92367,18275
757,-159.58559_21.92267,19761
758,-159.38369_22.05617,19121
759,-159.38400_22.05615,19121
760,-159.36674_22.05410,19814
761,-159.36690_22.05327,19814
762,-159.38713_22.05770,19908
763,-159.38750_22.05795,19908
764,-159.39477_22.06516,19908
765,-159.37032_22.05185,19149
766,-159.37062_22.05231,19149
767,-159.36965_22.05107,19907
768,-159.38288_22.05664,19419
769,-159.38336_22.05700,19419
770,-159.37983_22.06247,19908
771,-159.36038_22.07050,18424
772,-159.36167_22.06975,19443
773,-159.37197_22.07497,19123
774,-159.36293_22.07150,18038
775,-159.36304_22.06606,18424
776,-159.36183_22.06788,18424
777,-159.37362_22.09859,19912
778,-159.37234_22.09701,19912
779,-159.37365_22.09224,19912
780,-159.31729_22.06890,19079
781,-159.31788_22.06836,18960
782,-159.31818_22.06969,19079
783,-159.31867_22.06832,18959
784,-159.31870_22.06812,18959
785,-159.32096_22.07372,17407
786,-159.32022_22.07372,17407
787,-159.32264_22.08691,17348
788,-159.32925_22.09590,19784
789,-159.33119_22.09582,19784
790,-159.31548_22.08934,18034
791,-159.31609_22.08885,18034
792,-159.31726_22.08820,18034
793,-159.31752_22.08352,18034
794,-159.31769_22.08473,18034
795,-159.31785_22.08505,18034
796,-159.31786_22.08611,18034
797,-159.31769_22.08494,18034
798,-159.31884_22.08542,18034
799,-159.32023_22.08865,19786
800,-159.32152_22.08817,18133
801,-159.31987_22.09025,19787
802,-159.31952_22.09010,19787
803,-159.31790_22.09240,17368
804,-159.32351_22.09641,19081
805,-159.32409_22.09522,18137
806,-159.32623_22.09620,19081
807,-159.33121_22.09843,19081
808,-159.32463_22.09703,18390
809,-159.34461_22.10086,18168
810,-159.31671_22.09296,18127
811,-159.31575_22.09382,19081
812,-159.32526_22.08133,18395
813,-159.35741_22.09751,18459
814,-159.35512_22.09948,18459
815,-159.33108_22.08632,17348
816,-159.32952_22.08624,17348
817,-159.33572_22.10214,19081
818,-159.33443_22.10041,19081
819,-159.33518_22.09981,18391
820,-159.33487_22.10171,18170
821,-159.33495_22.10153,18170
822,-159.33512_22.10084,18170
823,-159.33690_22.10038,18391
824,-159.33612_22.10062,19754
825,-159.32245_22.09391,18133
826,-159.32207_22.09338,18130
827,-159.32096_22.09296,18130
828,-159.32317_22.09202,18396
829,-159.32348_22.09174,18133
830,-159.32083_22.09023,19088
831,-159.33146_22.09601,19784
832,-159.33166_22.09644,19784
833,-159.33163_22.09572,17348
834,-159.33366_22.09987,19081
835,-159.32742_22.09438,19756
836,-159.32646_22.09399,19756
837,-159.32439_22.10491,18189
838,-159.30698_22.10490,19916
839,-159.30500_22.10156,17623
840,-159.30555_22.10189,17623
841,-159.30666_22.10275,17623
842,-159.30671_22.10305,17623
843,-159.31668_22.13729,17336
844,-159.30547_22.14472,19389
845,-159.30590_22.14508,19151
846,-159.31532_22.14653,18150
847,-159.30529_22.13597,17464
848,-159.30764_22.13737,17461
849,-159.30517_22.13709,19561
850,-159.30207_22.13665,17906
851,-159.30203_22.13743,17906
852,-159.30152_22.13626,17906
853,-159.55512_22.22285,18935
854,-159.30545_22.13858,19389
855,-159.30499_22.13873,19389
856,-159.30050_22.14169,19823
857,-159.31717_22.15750,17567
858,-159.31253_22.15811,19297
859,-159.30959_22.16612,17649
860,-159.33326_22.19321,19560
861,-159.38321_22.20030,18030
862,-159.41464_22.21901,19629
863,-159.41088_22.20764,18781
864,-159.41040_22.20860,18781
865,-159.40485_22.21189,17211
866,-159.40566_22.21082,17876
867,-159.40739_22.21158,18927
868,-159.41113_22.20673,17222
869,-159.42428_22.21842,17736
870,-159.40621_22.20377,17195
871,-159.40119_22.21482,19875
872,-159.40395_22.21025,17873
