,Uid,Swim_beach
1680,-155.65468_20.01898,True
1681,-155.65412_20.01911,True
1682,-155.65339_20.01927,True
1683,-155.65780_20.02126,True
1684,-155.65726_20.02139,True
1685,-155.65835_20.02113,True
1686,-155.65671_20.02152,True
1687,-155.65617_20.02165,True
1688,-155.65456_20.02107,True
1689,-155.65522_20.02115,True
1690,-155.65478_20.02043,True
1691,-155.65577_20.02101,True
1692,-155.65631_20.02087,True
1693,-155.65686_20.02074,True
1694,-155.65740_20.02061,True
1695,-155.65795_20.02048,True
1696,-155.65849_20.02034,True
1697,-155.65752_20.01977,True
1698,-155.65697_20.01990,True
1699,-155.65643_20.02004,True
1700,-155.65588_20.02017,True
1701,-155.65607_20.01946,True
1702,-155.65661_20.01932,True
1703,-155.65716_20.01919,True
1704,-155.65551_20.02163,True
1705,-155.63766_20.01900,True
1706,-155.64059_20.02055,True
1707,-155.63802_20.02116,True
1708,-155.62947_20.02407,True
1709,-155.63611_20.02367,True
1710,-155.64697_20.01887,True
1711,-155.64491_20.01938,True
1712,-155.64314_20.01994,True
1713,-155.64555_20.01924,True
1714,-155.64618_20.02101,True
1715,-155.62777_20.02579,True
1716,-155.61777_20.03718,True
1717,-155.61765_20.03674,True
1718,-155.61759_20.03652,True
1719,-155.61753_20.03630,True
1720,-155.61747_20.03608,True
1721,-155.61741_20.03586,True
1722,-155.61724_20.03520,True
1723,-155.61706_20.03454,True
1724,-155.61700_20.03432,True
1725,-155.61677_20.03344,True
1726,-155.61671_20.03322,True
1727,-155.61665_20.03300,True
1728,-155.61659_20.03278,True
1729,-155.61653_20.03256,True
1730,-155.61630_20.03168,True
1731,-155.61623_20.03146,True
1732,-155.61611_20.03103,True
1733,-155.61606_20.03081,True
1734,-155.61588_20.03015,True
1735,-155.61582_20.02992,True
1736,-155.61576_20.02971,True
1737,-155.61814_20.03709,True
1738,-155.61802_20.03665,True
1739,-155.61779_20.03577,True
1740,-155.61773_20.03555,True
1741,-155.61767_20.03533,True
1742,-155.61761_20.03511,True
1743,-155.61743_20.03445,True
1744,-155.61732_20.03401,True
1745,-155.61702_20.03291,True
1746,-155.61691_20.03247,True
1747,-155.61679_20.03203,True
1748,-155.61673_20.03181,True
1749,-155.61667_20.03159,True
1750,-155.61661_20.03137,True
1751,-155.61655_20.03116,True
1752,-155.61649_20.03094,True
1753,-155.61643_20.03071,True
1754,-155.61631_20.03027,True
1755,-155.61625_20.03005,True
1756,-155.61619_20.02983,True
1757,-155.61614_20.02961,True
1758,-155.63677_20.03295,True
1759,-155.63735_20.03493,True
1760,-155.63797_20.03590,True
1761,-155.63837_20.03645,True
1762,-155.63897_20.03679,True
1763,-155.63927_20.03722,True
1764,-155.64042_20.03903,True
1765,-155.64068_20.03950,True
1766,-155.63957_20.03943,True
1767,-155.63927_20.03895,True
1768,-155.63898_20.03847,True
1769,-155.63836_20.03753,True
1770,-155.63775_20.03681,True
1771,-155.63748_20.03635,True
1772,-155.63716_20.03588,True
1773,-155.63663_20.03376,True
1774,-155.64275_20.03818,True
1775,-155.64225_20.03859,True
1776,-155.64206_20.03811,True
1777,-155.64203_20.03741,True
1778,-155.64222_20.03583,True
1779,-155.64078_20.03380,True
1780,-155.64060_20.03351,True
1781,-155.63974_20.03403,True
1782,-155.64120_20.03906,True
1783,-155.64026_20.03706,True
1784,-155.63849_20.03366,True
1785,-155.63793_20.03370,True
1786,-155.63728_20.03243,True
1787,-155.63807_20.03280,True
1788,-155.63881_20.03291,True
1789,-155.63874_20.03203,True
1790,-155.63787_20.03197,True
1791,-155.63964_20.03156,True
1792,-155.64004_20.03191,True
1793,-155.61718_20.03878,True
1794,-155.61725_20.03905,True
1795,-155.61739_20.03959,True
1796,-155.61747_20.03986,True
1797,-155.61754_20.04013,True
1798,-155.61761_20.04040,True
1799,-155.61768_20.04067,True
1800,-155.61779_20.04105,True
1801,-155.61786_20.04132,True
1802,-155.61793_20.04159,True
1803,-155.61800_20.04186,True
1804,-155.61807_20.04213,True
1805,-155.61814_20.04240,True
1806,-155.61821_20.04266,True
1807,-155.61784_20.04275,True
1808,-155.61777_20.04248,True
1809,-155.61770_20.04221,True
1810,-155.61763_20.04194,True
1811,-155.61756_20.04167,True
1812,-155.61749_20.04140,True
1813,-155.61742_20.04113,True
1814,-155.61731_20.04075,True
1815,-155.61724_20.04048,True
1816,-155.61717_20.04022,True
1817,-155.61710_20.03995,True
1818,-155.61703_20.03967,True
1819,-155.61696_20.03941,True
1820,-155.61688_20.03914,True
1821,-155.61681_20.03887,True
1822,-155.61673_20.03856,True
1823,-155.61198_20.04013,True
1824,-155.61221_20.04097,True
1825,-155.61246_20.04173,True
1826,-155.61263_20.04267,True
1827,-155.61361_20.04228,True
1828,-155.61334_20.04155,True
1829,-155.61312_20.04072,True
1830,-155.61289_20.03988,True
1831,-155.61594_20.03916,True
1832,-155.61749_20.03905,True
1833,-155.61909_20.03834,True
1834,-155.62295_20.03836,True
1835,-155.62709_20.04050,True
1836,-155.62787_20.03741,True
1837,-155.62848_20.04083,True
1838,-155.62902_20.04007,True
1839,-155.62890_20.03802,True
1840,-155.62992_20.04160,True
1841,-155.61775_20.03898,True
1842,-155.61799_20.04028,True
1843,-155.61825_20.04120,True
1844,-155.61858_20.03834,True
1845,-155.61989_20.03884,True
1846,-155.62038_20.04071,True
1847,-155.62062_20.04159,True
1848,-155.61840_20.04189,True
1849,-155.61979_20.03843,True
1850,-155.62001_20.03927,True
1851,-155.62026_20.04022,True
1852,-155.61621_20.04022,True
1853,-155.61693_20.04244,True
1854,-155.62257_20.03730,True
1855,-155.62319_20.03716,True
1856,-155.62274_20.03790,True
1857,-155.62334_20.03776,True
1858,-155.62410_20.04336,True
1859,-155.62471_20.04315,True
1860,-155.62453_20.04508,True
1861,-155.62519_20.04476,True
1862,-155.62353_20.03839,True
1863,-155.62296_20.03892,True
1864,-155.62371_20.03903,True
1865,-155.62313_20.03957,True
1866,-155.62389_20.03973,True
1867,-155.62332_20.04030,True
1868,-155.62409_20.04053,True
1869,-155.62368_20.04160,True
1870,-155.62427_20.04155,True
1871,-155.62417_20.04107,True
1872,-155.62400_20.04281,True
1873,-155.62391_20.04231,True
1874,-155.62457_20.04238,True
1875,-155.62348_20.04104,True
1876,-155.62450_20.04459,True
1877,-155.62436_20.04403,True
1878,-155.62490_20.04395,True
1879,-155.62148_20.04134,True
1880,-155.62135_20.04085,True
1881,-155.62124_20.04044,True
1882,-155.61826_20.03387,True
1883,-155.61931_20.03276,True
1884,-155.62128_20.03683,True
1885,-155.62086_20.03521,True
1886,-155.62058_20.03414,True
1887,-155.62030_20.03307,True
1888,-155.62016_20.03253,True
1889,-155.62000_20.03188,True
1890,-155.61976_20.03097,True
1891,-155.61893_20.02987,True
1892,-155.62052_20.02878,True
1893,-155.62076_20.02970,True
1894,-155.62089_20.03018,True
1895,-155.62114_20.03114,True
1896,-155.62139_20.03211,True
1897,-155.62152_20.03259,True
1898,-155.62164_20.03307,True
1899,-155.62176_20.03355,True
1900,-155.62207_20.03476,True
1901,-155.62214_20.03651,True
1902,-155.62302_20.03646,True
1903,-155.62354_20.03595,True
1904,-155.62317_20.03454,True
1905,-155.62291_20.03303,True
1906,-155.62240_20.03097,True
1907,-155.62283_20.02986,True
1908,-155.62377_20.03262,True
1909,-155.62398_20.03383,True
1910,-155.62421_20.03485,True
1911,-155.62409_20.03553,True
1912,-155.62442_20.03625,True
1913,-155.62472_20.03570,True
1914,-155.62494_20.03191,True
1915,-155.62571_20.02789,True
1916,-155.62830_20.03261,True
1917,-155.62802_20.03018,True
1918,-155.62972_20.03444,True
1919,-155.62965_20.03088,True
1920,-155.62977_20.02758,True
1921,-155.63211_20.03195,True
1922,-155.63205_20.03376,True
1923,-155.63362_20.03351,True
1924,-155.62911_20.03235,True
1925,-155.62024_20.03500,True
1926,-155.62070_20.03682,True
1927,-155.63064_20.02693,True
1928,-155.62719_20.02835,True
1929,-155.63241_20.02738,True
1930,-155.63077_20.03194,True
1931,-155.63134_20.03372,True
1932,-155.63108_20.02809,True
1933,-155.63140_20.02925,True
1934,-155.62731_20.03413,True
1935,-155.62704_20.03309,True
1936,-155.62678_20.03205,True
1937,-155.62651_20.03101,True
1938,-155.62624_20.02997,True
1939,-155.62597_20.02892,True
1940,-155.62817_20.02847,True
1941,-155.63515_20.03382,True
1942,-155.63541_20.03390,True
1943,-155.63557_20.03408,True
1944,-155.63569_20.03427,True
1945,-155.63579_20.03445,True
1946,-155.63589_20.03462,True
1947,-155.63599_20.03479,True
1948,-155.63609_20.03496,True
1949,-155.63619_20.03513,True
1950,-155.63629_20.03529,True
1951,-155.63640_20.03546,True
1952,-155.63650_20.03564,True
1953,-155.63662_20.03581,True
1954,-155.63672_20.03601,True
1955,-155.63681_20.03642,True
1956,-155.63710_20.03672,True
1957,-155.63723_20.03691,True
1958,-155.63735_20.03709,True
1959,-155.63479_20.03602,True
1960,-155.63503_20.03609,True
1961,-155.63524_20.03617,True
1962,-155.63549_20.03625,True
1963,-155.63574_20.03619,True
1964,-155.63548_20.03568,True
1965,-155.63528_20.03565,True
1966,-155.63508_20.03560,True
1967,-155.63488_20.03555,True
1968,-155.63517_20.03532,True
1969,-155.63512_20.03510,True
1970,-155.63495_20.03459,True
1971,-155.63523_20.03450,True
1972,-155.63546_20.03493,True
1973,-155.63576_20.03544,True
1974,-155.63585_20.03561,True
1975,-155.63615_20.03632,True
1976,-155.63601_20.03661,True
1977,-155.63580_20.03660,True
1978,-155.63560_20.03658,True
1979,-155.63540_20.03657,True
1980,-155.63495_20.03654,True
1981,-155.63477_20.03633,True
1982,-155.63486_20.03752,True
1983,-155.63499_20.03733,True
1984,-155.63515_20.03707,True
1985,-155.63495_20.03706,True
1986,-155.63454_20.03701,True
1987,-155.63418_20.03677,True
1988,-155.63408_20.03659,True
1989,-155.63418_20.03614,True
1990,-155.63440_20.03591,True
1991,-155.63414_20.03585,True
1992,-155.63363_20.03584,True
1993,-155.63351_20.03551,True
1994,-155.63451_20.03548,True
1995,-155.63447_20.03515,True
1996,-155.63449_20.03492,True
1997,-155.62211_20.03747,True
1998,-155.62244_20.03877,True
1999,-155.62249_20.03895,True
2000,-155.62254_20.03914,True
2001,-155.62258_20.03932,True
2002,-155.62263_20.03950,True
2003,-155.62268_20.03969,True
2004,-155.62272_20.03987,True
2005,-155.62284_20.04034,True
2006,-155.62288_20.04053,True
2007,-155.62293_20.04071,True
2008,-155.62298_20.04090,True
2009,-155.62302_20.04108,True
2010,-155.62307_20.04126,True
2011,-155.62312_20.04145,True
2012,-155.62316_20.04163,True
2013,-155.62321_20.04181,True
2014,-155.62325_20.04200,True
2015,-155.62330_20.04218,True
2016,-155.62335_20.04236,True
2017,-155.62340_20.04255,True
2018,-155.62344_20.04273,True
2019,-155.62352_20.04302,True
2020,-155.62356_20.04321,True
2021,-155.62361_20.04339,True
2022,-155.62366_20.04357,True
2023,-155.62371_20.04376,True
2024,-155.62375_20.04394,True
2025,-155.62380_20.04412,True
2026,-155.62385_20.04430,True
2027,-155.62390_20.04449,True
2028,-155.62394_20.04467,True
2029,-155.62399_20.04486,True
2030,-155.62404_20.04504,True
2031,-155.62408_20.04522,True
2032,-155.62416_20.04550,True
2033,-155.62232_20.03827,True
2034,-155.62279_20.04016,True
2035,-155.62278_20.04011,True
2036,-155.63748_20.03727,True
2037,-155.63775_20.03773,True
2038,-155.63798_20.03784,True
2039,-155.63762_20.03823,True
2040,-155.63743_20.03818,True
2041,-155.63721_20.03816,True
2042,-155.63738_20.03856,True
2043,-155.63778_20.03861,True
2044,-155.63871_20.03917,True
2045,-155.63813_20.03914,True
2046,-155.63793_20.03911,True
2047,-155.63772_20.03908,True
2048,-155.63752_20.03906,True
2049,-155.63731_20.03904,True
2050,-155.63709_20.03902,True
2051,-155.63721_20.03937,True
2052,-155.63749_20.03950,True
2053,-155.63868_20.03960,True
2054,-155.63917_20.03993,True
2055,-155.63930_20.04016,True
2056,-155.63941_20.04036,True
2057,-155.63875_20.04062,True
2058,-155.63776_20.04114,True
2059,-155.63753_20.04055,True
2060,-155.63775_20.04050,True
2061,-155.63838_20.04031,True
2062,-155.63864_20.04015,True
2063,-155.63835_20.04007,True
2064,-155.63787_20.04007,True
2065,-155.63766_20.04007,True
2066,-155.63745_20.04008,True
2067,-155.63724_20.04005,True
2068,-155.63707_20.03990,True
2069,-155.63692_20.03979,True
2070,-155.63678_20.03965,True
2071,-155.63657_20.03910,True
2072,-155.63658_20.03890,True
2073,-155.63658_20.03868,True
2074,-155.63659_20.03847,True
2075,-155.63684_20.03816,True
2076,-155.63643_20.03812,True
2077,-155.63623_20.03809,True
2078,-155.63582_20.03805,True
2079,-155.63553_20.03791,True
2080,-155.63553_20.03818,True
2081,-155.63572_20.03840,True
2082,-155.63620_20.03939,True
2083,-155.63627_20.03959,True
2084,-155.63638_20.03976,True
2085,-155.63667_20.04004,True
2086,-155.63710_20.04045,True
2087,-155.63741_20.04079,True
2088,-155.63718_20.04126,True
2089,-155.63681_20.04090,True
2090,-155.63666_20.04077,True
2091,-155.63640_20.04042,True
2092,-155.63615_20.04017,True
2093,-155.63585_20.04008,True
2094,-155.63568_20.03994,True
2095,-155.63561_20.03974,True
2096,-155.63553_20.03956,True
2097,-155.63550_20.03936,True
2098,-155.63549_20.03914,True
2099,-155.63534_20.03896,True
2100,-155.63524_20.03881,True
2101,-155.63500_20.03826,True
2102,-155.63501_20.03803,True
2103,-155.63548_20.03747,True
2104,-155.63569_20.03749,True
2105,-155.63589_20.03751,True
2106,-155.63609_20.03752,True
2107,-155.63630_20.03754,True
2108,-155.63671_20.03758,True
2109,-155.63657_20.03714,True
2110,-155.63633_20.03714,True
2111,-155.63592_20.03712,True
2112,-155.63571_20.03710,True
2113,-155.64659_20.02452,True
2114,-155.64836_20.02729,True
2115,-155.64982_20.02763,True
2116,-155.64900_20.02628,True
2117,-155.64870_20.02581,True
2118,-155.64802_20.02474,True
2119,-155.64845_20.02332,True
2120,-155.65051_20.02459,True
2121,-155.65068_20.02334,True
2122,-155.65513_20.02557,True
2123,-155.65469_20.02302,True
2124,-155.65538_20.02403,True
2125,-155.65661_20.02567,True
2126,-155.65386_20.02762,True
2127,-155.65418_20.02426,True
2128,-155.65339_20.02312,True
2129,-155.63279_20.03539,True
2130,-155.63296_20.03564,True
2131,-155.63330_20.03642,True
2132,-155.63346_20.03693,True
2133,-155.63365_20.03718,True
2134,-155.63394_20.03741,True
2135,-155.63422_20.03762,True
2136,-155.63445_20.03809,True
2137,-155.63439_20.03903,True
2138,-155.63313_20.03905,True
2139,-155.63342_20.03898,True
2140,-155.63340_20.03810,True
2141,-155.63352_20.03846,True
2142,-155.63299_20.03859,True
2143,-155.63292_20.03815,True
2144,-155.63291_20.03755,True
2145,-155.63282_20.03721,True
2146,-155.63266_20.03672,True
2147,-155.63249_20.03617,True
2148,-155.63218_20.03512,True
2149,-155.63419_20.03933,True
2150,-155.63497_20.03960,True
2151,-155.63445_20.04002,True
2152,-155.63413_20.03984,True
2153,-155.63404_20.04011,True
2154,-155.63518_20.04052,True
2155,-155.63520_20.04102,True
2156,-155.63550_20.04072,True
2157,-155.63573_20.04057,True
2158,-155.63605_20.04064,True
2159,-155.63618_20.04097,True
2160,-155.63588_20.04191,True
2161,-155.63573_20.04232,True
2162,-155.63523_20.04269,True
2163,-155.63514_20.04247,True
2164,-155.63482_20.04272,True
2165,-155.63426_20.04293,True
2166,-155.63412_20.04268,True
2167,-155.63412_20.04217,True
2168,-155.63475_20.04148,True
2169,-155.63376_20.04099,True
2170,-155.63360_20.04073,True
2171,-155.63343_20.04005,True
2172,-155.63358_20.03946,True
2173,-155.63325_20.03964,True
2174,-155.62508_20.03698,True
2175,-155.62536_20.03805,True
2176,-155.62542_20.03827,True
2177,-155.62547_20.03848,True
2178,-155.62559_20.03891,True
2179,-155.62564_20.03913,True
2180,-155.62570_20.03934,True
2181,-155.62586_20.03992,True
2182,-155.62597_20.04035,True
2183,-155.62602_20.04056,True
2184,-155.62553_20.04068,True
2185,-155.62542_20.04025,True
2186,-155.62535_20.04003,True
2187,-155.62526_20.03968,True
2188,-155.62521_20.03946,True
2189,-155.62509_20.03903,True
2190,-155.62504_20.03882,True
2191,-155.62498_20.03860,True
2192,-155.62492_20.03839,True
2193,-155.62487_20.03817,True
2194,-155.62481_20.03796,True
2195,-155.62470_20.03753,True
2196,-155.62464_20.03731,True
2197,-155.62458_20.03710,True
2198,-155.62452_20.03688,True
2199,-155.62446_20.03666,True
2200,-155.62417_20.03697,True
2201,-155.62423_20.03718,True
2202,-155.62468_20.03890,True
2203,-155.62474_20.03912,True
2204,-155.62485_20.03954,True
2205,-155.62491_20.03976,True
2206,-155.62512_20.04055,True
2207,-155.62517_20.04076,True
2208,-155.62468_20.04088,True
2209,-155.62462_20.04066,True
2210,-155.62441_20.03988,True
2211,-155.62436_20.03966,True
2212,-155.62430_20.03945,True
2213,-155.62424_20.03923,True
2214,-155.62419_20.03902,True
2215,-155.62407_20.03859,True
2216,-155.62396_20.03816,True
2217,-155.62390_20.03794,True
2218,-155.62384_20.03773,True
2219,-155.62379_20.03751,True
2220,-155.62373_20.03730,True
2221,-155.62367_20.03708,True
2222,-155.62608_20.04078,True
2223,-155.62614_20.04100,True
2224,-155.62625_20.04143,True
2225,-155.62630_20.04164,True
2226,-155.62641_20.04207,True
2227,-155.62647_20.04229,True
2228,-155.62653_20.04250,True
2229,-155.62614_20.04305,True
2230,-155.62609_20.04283,True
2231,-155.62603_20.04262,True
2232,-155.62598_20.04240,True
2233,-155.62592_20.04219,True
2234,-155.62564_20.04111,True
2235,-155.62523_20.04098,True
2236,-155.62529_20.04119,True
2237,-155.62545_20.04184,True
2238,-155.62551_20.04206,True
2239,-155.62562_20.04249,True
2240,-155.62568_20.04270,True
2241,-155.62573_20.04291,True
2242,-155.62579_20.04313,True
2243,-155.62529_20.04325,True
2244,-155.62523_20.04303,True
2245,-155.62518_20.04281,True
2246,-155.62512_20.04260,True
2247,-155.62507_20.04239,True
2248,-155.62496_20.04195,True
2249,-155.62490_20.04174,True
2250,-155.62484_20.04152,True
2251,-155.62479_20.04131,True
2252,-155.62473_20.04109,True
2253,-155.62539_20.04361,True
2254,-155.62549_20.04381,True
2255,-155.62559_20.04398,True
2256,-155.62561_20.04417,True
2257,-155.62561_20.04439,True
2258,-155.62566_20.04466,True
2259,-155.62576_20.04496,True
2260,-155.62595_20.04508,True
2261,-155.62700_20.04493,True
2262,-155.62706_20.04443,True
2263,-155.62657_20.04442,True
2264,-155.62645_20.04406,True
2265,-155.62670_20.04397,True
2266,-155.62681_20.04379,True
2267,-155.62678_20.04355,True
2268,-155.62674_20.04331,True
2269,-155.62610_20.04370,True
2270,-155.62590_20.04351,True
2271,-155.63884_20.03005,True
2272,-155.63657_20.03072,True
2273,-155.63554_20.03142,True
2274,-155.63651_20.02860,True
2275,-155.63373_20.02741,True
2276,-155.65707_20.02703,True
2277,-155.65609_20.02747,True
2278,-155.65632_20.02691,True
2279,-155.65729_20.02636,True
2280,-155.65525_20.02693,True
2281,-155.65493_20.02811,True
2282,-155.69730_20.02988,True
2283,-155.66525_20.02501,True
2284,-155.66470_20.02482,True
2285,-155.66611_20.02568,True
2286,-155.66843_20.02852,True
2287,-155.67054_20.02930,True
2288,-155.66988_20.02756,True
2289,-155.67073_20.02779,True
2290,-155.66369_20.02586,True
2291,-155.66652_20.02411,True
2292,-155.67035_20.02819,True
2293,-155.67082_20.02879,True
2294,-155.67123_20.02929,True
2295,-155.66390_20.02801,True
2296,-155.66325_20.02936,True
2297,-155.69011_20.02799,True
2298,-155.67449_20.02816,True
2299,-155.67550_20.02768,True
2300,-155.67456_20.02847,True
2301,-155.67387_20.02853,True
2302,-155.67181_20.02830,True
2303,-155.67222_20.02786,True
2304,-155.67877_20.02807,True
2305,-155.67887_20.02781,True
2306,-155.68010_20.02808,True
2307,-155.67985_20.02805,True
2308,-155.66792_20.02790,True
2309,-155.66546_20.02745,True
2310,-155.66636_20.02709,True
2311,-155.66600_20.02733,True
2312,-155.66632_20.02744,True
2313,-155.66584_20.02773,True
2314,-155.66628_20.02780,True
2315,-155.70590_20.02582,True
2316,-155.70609_20.02685,True
2317,-155.70567_20.02704,True
2318,-155.70572_20.02677,True
2319,-155.70117_20.02890,True
2320,-155.70533_20.02668,True
2321,-155.70528_20.02690,True
2322,-155.70524_20.02718,True
2323,-155.70618_20.02645,True
2324,-155.70622_20.02624,True
2325,-155.70626_20.02602,True
2326,-155.70143_20.02862,True
2327,-155.70262_20.02824,True
2328,-155.70545_20.02609,True
2329,-155.70548_20.02590,True
2330,-155.70325_20.02851,True
2331,-155.70578_20.02635,True
2332,-155.70583_20.02609,True
2333,-155.70292_20.02850,True
2334,-155.70201_20.02826,True
2335,-155.70122_20.02916,True
2336,-155.70671_20.02727,True
2337,-155.70714_20.02707,True
2338,-155.70740_20.02749,True
2339,-155.70772_20.02759,True
2340,-155.70850_20.02744,True
2341,-155.70891_20.02766,True
2342,-155.70952_20.02768,True
2343,-155.70838_20.02785,True
2344,-155.70708_20.02733,True
2345,-155.70702_20.02756,True
2346,-155.70697_20.02780,True
2347,-155.70651_20.02533,True
2348,-155.70676_20.02534,True
2349,-155.70702_20.02536,True
2350,-155.70727_20.02538,True
2351,-155.70752_20.02537,True
2352,-155.70776_20.02530,True
2353,-155.70794_20.02515,True
2354,-155.70812_20.02503,True
2355,-155.70832_20.02494,True
2356,-155.70853_20.02487,True
2357,-155.70875_20.02486,True
2358,-155.70896_20.02489,True
2359,-155.70919_20.02491,True
2360,-155.70940_20.02495,True
2361,-155.70960_20.02501,True
2362,-155.70978_20.02512,True
2363,-155.70997_20.02524,True
2364,-155.70966_20.02587,True
2365,-155.70945_20.02576,True
2366,-155.70923_20.02567,True
2367,-155.70900_20.02562,True
2368,-155.70876_20.02560,True
2369,-155.70847_20.02561,True
2370,-155.70807_20.02574,True
2371,-155.70820_20.02597,True
2372,-155.70851_20.02601,True
2373,-155.70885_20.02603,True
2374,-155.70905_20.02623,True
2375,-155.70894_20.02660,True
2376,-155.70871_20.02675,True
2377,-155.70844_20.02669,True
2378,-155.70821_20.02657,True
2379,-155.70793_20.02650,True
2380,-155.70768_20.02643,True
2381,-155.70736_20.02654,True
2382,-155.70746_20.02613,True
2383,-155.70742_20.02589,True
2384,-155.70693_20.02588,True
2385,-155.70685_20.02636,True
2386,-155.70683_20.02661,True
2387,-155.71015_20.02535,True
2388,-155.71051_20.02553,True
2389,-155.71070_20.02561,True
2390,-155.71088_20.02571,True
2391,-155.71106_20.02581,True
2392,-155.71127_20.02586,True
2393,-155.71148_20.02586,True
2394,-155.71168_20.02586,True
2395,-155.71189_20.02588,True
2396,-155.71210_20.02588,True
2397,-155.71185_20.02660,True
2398,-155.71145_20.02667,True
2399,-155.71122_20.02664,True
2400,-155.71101_20.02661,True
2401,-155.71080_20.02644,True
2402,-155.71061_20.02630,True
2403,-155.71056_20.02662,True
2404,-155.71035_20.02610,True
2405,-155.71021_20.02635,True
2406,-155.71024_20.02675,True
2407,-155.70984_20.02684,True
2408,-155.70937_20.02689,True
2409,-155.70927_20.02654,True
2410,-155.70937_20.02625,True
2411,-155.70964_20.02626,True
2412,-155.70985_20.02611,True
2413,-155.70997_20.02589,True
2414,-155.70081_20.02859,True
2415,-155.70062_20.02832,True
2416,-155.70041_20.02805,True
2417,-155.70084_20.02804,True
2418,-155.70127_20.02810,True
2419,-155.73261_20.01997,True
2420,-155.73397_20.01962,True
2421,-155.73758_20.01958,True
2422,-155.73844_20.01982,True
2423,-155.74111_20.01982,True
2424,-155.74507_20.01949,True
2425,-155.74635_20.01918,True
2426,-155.75310_20.02026,True
2427,-155.75633_20.01840,True
2428,-155.63865_20.02649,True
2429,-155.64652_20.02678,True
2430,-155.64638_20.02964,True
2431,-155.65919_20.02829,True
2432,-155.64894_20.03557,True
2433,-155.64316_20.03175,True
2434,-155.64278_20.03073,True
2435,-155.66140_20.02835,True
2436,-155.65020_20.02886,True
2437,-155.66174_20.02552,True
2438,-155.66222_20.02626,True
2439,-155.63902_20.02787,True
2440,-155.65255_20.02957,True
2441,-155.66248_20.02666,True
2442,-155.64494_20.03011,True
2443,-155.61101_20.03894,True
2444,-155.62100_20.02403,True
2445,-155.65874_20.02582,True
2446,-155.65899_20.02406,True
2447,-155.65815_20.02328,True
2448,-155.65839_20.02314,True
2449,-155.65822_20.02288,True
2450,-155.65799_20.02301,True
2451,-155.65856_20.02249,True
2452,-155.65938_20.02380,True
2453,-155.63792_20.02116,True
2454,-155.62937_20.02407,True
2455,-155.64481_20.01938,True
2456,-155.63917_20.03722,True
2457,-155.64058_20.03950,True
2458,-155.63947_20.03943,True
2459,-155.63888_20.03847,True
2460,-155.64196_20.03811,True
2461,-155.64193_20.03741,True
2462,-155.63777_20.03197,True
2463,-155.61584_20.03916,True
2464,-155.61899_20.03834,True
2465,-155.62880_20.03802,True
2466,-155.62264_20.03790,True
2467,-155.62343_20.03839,True
2468,-155.62361_20.03903,True
2469,-155.62322_20.04030,True
2470,-155.62399_20.04053,True
2471,-155.62417_20.04155,True
2472,-155.62480_20.04395,True
2473,-155.61921_20.03276,True
2474,-155.62020_20.03307,True
2475,-155.62006_20.03253,True
2476,-155.62104_20.03114,True
2477,-155.62292_20.03646,True
2478,-155.62307_20.03454,True
2479,-155.62273_20.02986,True
2480,-155.62709_20.02835,True
2481,-155.63067_20.03194,True
2482,-155.62587_20.02892,True
2483,-155.62320_20.04218,True
2484,-155.63682_20.03979,True
2485,-155.63539_20.03914,True
2486,-155.64649_20.02452,True
2487,-155.64860_20.02581,True
2488,-155.65041_20.02459,True
2489,-155.65503_20.02557,True
2490,-155.65376_20.02762,True
2491,-155.63504_20.04247,True
2492,-155.62442_20.03688,True
2493,-155.62426_20.03966,True
2494,-155.62513_20.04098,True
2495,-155.62519_20.04119,True
2496,-155.62600_20.04370,True
2497,-155.67044_20.02930,True
2498,-155.67212_20.02786,True
2499,-155.67867_20.02807,True
2500,-155.67877_20.02781,True
2501,-155.70107_20.02890,True
2502,-155.70828_20.02785,True
2503,-155.70797_20.02574,True
2504,-155.70683_20.02588,True
2505,-155.72114_20.02664,True
2506,-155.72134_20.02664,True
2507,-155.65107_20.03468,True
2508,-155.65127_20.03468,True
2509,-155.63932_20.02941,True
2510,-155.63952_20.02941,True
2511,-155.62388_20.03383,True
2512,-155.62408_20.03383,True
2513,-155.62955_20.03088,True
2514,-155.62975_20.03088,True
2515,-155.62014_20.03500,True
2516,-155.62034_20.03500,True
2517,-155.62563_20.04291,True
2518,-155.62583_20.04291,True
2519,-155.65515_20.02693,True
2520,-155.65535_20.02693,True
2521,-155.67377_20.02853,True
2522,-155.67397_20.02853,True
2523,-155.64236_20.02631,True
2524,-155.64256_20.02631,True
2525,-155.64246_20.02641,True
2526,-155.65423_20.02968,True
2527,-155.65443_20.02968,True
2528,-155.65433_20.02978,True
2529,-155.62197_20.03476,True
2530,-155.62217_20.03476,True
2531,-155.62207_20.03486,True
2532,-155.70730_20.02749,True
2533,-155.70750_20.02749,True
2534,-155.70740_20.02759,True
2535,-155.70762_20.02759,True
2536,-155.70782_20.02759,True
2537,-155.70772_20.02769,True
2538,-155.65459_20.02302,True
2539,-155.65479_20.02302,True
2540,-155.65469_20.02312,True
2541,-155.65469_20.02292,True
2542,-155.65459_20.02312,True
2543,-155.65650_20.03017,True
2544,-155.65670_20.03017,True
2545,-155.65660_20.03027,True
2546,-155.65660_20.03007,True
2547,-155.65650_20.03027,True
2548,-155.65650_20.03007,True
2549,-155.65670_20.03027,True
2550,-155.65483_20.02811,True
2551,-155.65503_20.02811,True
2552,-155.65493_20.02821,True
2553,-155.65493_20.02801,True
