,Uid,dist2_Wetlands_m
151,-159.53184_21.92483,238.3637299043696
152,-159.53294_21.92468,282.5969230273124
153,-159.53312_21.92452,262.75712285173347
154,-159.53359_21.92372,160.8670093703631
155,-159.50135_21.91961,284.6801354045711
156,-159.37047_21.97158,729.7446127350961
157,-159.33046_22.09841,705.6062248491205
158,-159.32899_22.09849,710.0877410325296
159,-159.33000_22.09719,566.546324918572
160,-159.32940_22.09696,540.5007017730894
161,-159.49760_22.20521,295.0273717420448
162,-159.36957_21.96902,463.5060834205796
163,-159.37298_21.96909,429.12931967549247
164,-159.37423_21.96848,392.86151961269167
165,-159.37394_22.07696,849.2706656204774
166,-159.53528_21.92314,87.74091894785644
167,-159.53577_21.92187,30.673055521899585
168,-159.51631_21.92111,1299.54265272889
169,-159.52282_21.92123,801.8665275782204
170,-159.52370_21.92231,653.1388839129195
171,-159.52535_21.92233,578.8975713532371
172,-159.51468_21.90881,1022.6836253556404
173,-159.52080_21.91824,1193.5999376389784
174,-159.52042_21.91991,1066.8035221910952
175,-159.51742_21.94186,1518.4717420103086
176,-159.52450_21.93290,286.9284999458488
177,-159.52142_21.93109,508.89106155528253
178,-159.51795_21.93557,1007.4628695621285
179,-159.51922_21.93679,979.9866469961662
180,-159.51953_21.93076,703.8223544021913
181,-159.52418_21.93075,223.74346501851852
182,-159.52635_21.93485,424.06393543634283
183,-159.52963_21.92778,137.9802387182661
184,-159.52883_21.92869,91.1909455349262
185,-159.52926_21.92623,214.45195774621843
186,-159.52319_21.92624,407.7924021511714
187,-159.52307_21.92603,427.16941352783033
188,-159.50036_21.92168,120.44713267196795
189,-159.49476_21.92207,226.48301300720996
190,-159.49520_21.92704,595.4034360819455
191,-159.49985_21.92335,141.66646491688138
192,-159.50734_21.92960,880.3817934840157
193,-159.50673_21.92727,639.3584310681673
194,-159.50772_21.92676,677.9054743927908
195,-159.50636_21.92970,836.5317111788115
196,-159.49910_21.92012,69.85647113961019
197,-159.47076_21.87967,330.6742785837826
198,-159.49802_21.91770,264.26474509279615
199,-159.50074_21.91520,592.7809168614681
200,-159.46883_21.90542,732.296806363253
201,-159.47923_21.90767,545.6205485661055
202,-159.48030_21.91804,445.07932731750566
203,-159.48569_21.92118,165.87728304239548
204,-159.48485_21.92063,91.84003371795042
205,-159.39778_21.96219,231.6658342998573
206,-159.33523_22.05256,67.98279987378554
207,-159.33678_22.05396,138.4911702517954
208,-159.33479_22.05301,132.34140425796855
209,-159.33038_22.09477,307.7801369266518
210,-159.33033_22.09495,325.8648817094843
211,-159.32516_22.09537,332.6574083278575
212,-159.48302_21.93034,741.1047759990253
213,-159.46351_21.90626,903.8827433880668
214,-159.46051_21.90991,425.4633880464977
215,-159.46010_21.90947,409.42752651621123
216,-159.46311_21.89798,823.5667431187351
217,-159.46700_21.90195,1061.7749349946153
218,-159.45078_21.88083,596.455501799083
219,-159.46052_21.90751,581.6778446245542
220,-159.45967_21.90550,705.1299358087795
221,-159.45789_21.90466,720.854205289216
222,-159.45797_21.90250,955.013729345424
223,-159.37173_21.96630,152.98332092407531
224,-159.37083_21.96743,308.749269738604
225,-159.36997_21.96570,281.0662004065145
226,-159.33765_22.04776,117.29057780399529
227,-159.33595_22.05378,141.2975480002635
228,-159.33662_22.05546,305.0260657637345
229,-159.33779_22.05717,414.8938823209385
230,-159.33871_22.05588,377.1002635877161
231,-159.33703_22.05725,420.8787420251131
232,-159.33925_22.05708,432.6185000842967
233,-159.34019_22.05863,289.7862086011796
234,-159.34410_22.05816,203.64437271917672
235,-159.34401_22.05846,181.52219609037067
236,-159.34498_22.05860,126.88963765308534
237,-159.34451_22.05947,66.19441107170753
238,-159.34200_22.05649,420.4794200807721
239,-159.34218_22.05805,353.75162351152727
240,-159.34179_22.05778,403.97081692703455
241,-159.34211_22.05439,205.28308655452716
242,-159.34261_22.05332,80.5022014035943
243,-159.34472_22.05401,129.8975046856686
244,-159.34554_22.05395,106.52428141777838
245,-159.34631_22.05431,86.24283872284813
246,-159.34559_22.05489,177.99840840626155
247,-159.37237_22.05323,843.5709632464027
248,-159.37658_22.05647,541.7873690071776
249,-159.37595_22.05653,553.7934209823544
250,-159.36311_22.04779,572.53813209125
251,-159.36611_22.04912,905.7347143416143
252,-159.38219_22.05554,778.7715784938794
253,-159.38786_22.05697,752.4482097304867
254,-159.37812_22.06226,85.17578889403694
255,-159.36393_22.08856,610.5819186649461
256,-159.36191_22.06867,641.9879046143202
257,-159.37382_22.06840,644.9164731175086
258,-159.36248_22.07141,828.3886716118595
259,-159.36313_22.07064,720.1384825718858
260,-159.36211_22.06667,513.2812265611352
261,-159.37278_22.09805,204.77304022064868
262,-159.37169_22.09644,299.9554216894857
263,-159.31743_22.06838,550.1666290876927
264,-159.31870_22.06885,431.3980634908028
265,-159.31914_22.06883,410.5405001948194
266,-159.32037_22.07372,160.46238253175014
267,-159.32021_22.08645,395.10890565692114
268,-159.32028_22.08603,424.2257871981746
269,-159.32403_22.08845,84.02624493241238
270,-159.36064_22.09479,478.97890164395653
271,-159.33077_22.09798,663.439876349627
272,-159.33934_22.09951,999.9686540726634
273,-159.32996_22.09665,506.8710040458792
274,-159.32820_22.09546,389.29695087884477
275,-159.33044_22.09558,396.4890432632251
276,-159.31760_22.08845,542.5235085585424
277,-159.31499_22.08728,585.6373475545424
278,-159.31550_22.09116,515.5837145551898
279,-159.31540_22.08846,628.9315268472016
280,-159.31931_22.08548,416.6309475549812
281,-159.31787_22.08639,497.77084083212924
282,-159.32072_22.08944,204.16651279157398
283,-159.33379_22.10044,1019.8143726932468
284,-159.33618_22.10108,1202.2489273967042
285,-159.33579_22.10099,1171.834097653287
286,-159.32215_22.09409,315.33690023957274
287,-159.32212_22.09229,161.73070326530052
288,-159.32226_22.09163,88.80543836231287
289,-159.32009_22.09172,249.35096891416183
290,-159.31976_22.09249,323.05718903690075
291,-159.31950_22.09297,376.8911786271177
292,-159.31944_22.09319,397.71657804681456
293,-159.33510_22.09714,793.1755115188921
294,-159.33200_22.09586,483.40358510776036
295,-159.33314_22.09444,443.77976864406446
296,-159.33351_22.09532,534.682879141843
297,-159.33458_22.09644,700.3388815530207
298,-159.33320_22.09940,889.9986518278087
299,-159.33305_22.09878,821.267824949137
300,-159.32700_22.09494,368.7913996244212
301,-159.32618_22.09388,223.5902148776634
302,-159.32634_22.09424,265.76234973148485
303,-159.32558_22.09240,84.47236081493325
304,-159.30698_22.10520,298.4571313329049
305,-159.30537_22.10228,517.0269873356673
306,-159.30841_22.14604,117.72686710350047
307,-159.30468_22.14584,213.81007509791687
308,-159.30687_22.15147,229.427171393977
309,-159.30904_22.13688,509.1226711215828
310,-159.30390_22.13658,327.67493404818185
311,-159.30256_22.13767,185.7817096750668
312,-159.30237_22.13805,178.1440754501846
313,-159.30476_22.13791,413.34496559012945
314,-159.30315_22.14084,186.1710410296227
315,-159.30141_22.14017,270.4375775533971
316,-159.30121_22.14034,276.5027276818261
317,-159.31679_22.15800,1255.6483039071836
318,-159.34168_22.18827,573.0572493921371
319,-159.33321_22.19253,20.982614369858513
320,-159.37847_22.19782,240.79368184583913
321,-159.35821_22.19956,1028.4965448631972
322,-159.39419_22.21981,612.1538308986793
323,-159.40835_22.20940,1243.5368575827006
324,-159.41017_22.20639,1374.0042552625282
325,-159.40911_22.21017,1345.2661197561263
326,-159.40489_22.21235,1085.5832196041424
327,-159.40516_22.21096,1016.7468351530624
328,-159.40911_22.20396,1283.1906025044125
329,-159.40404_22.21011,869.4552089886945
330,-159.40400_22.20969,841.9363358879855
331,-159.40537_22.20894,936.2828999520766
332,-159.40469_22.20777,831.2529446797411
333,-159.40855_22.20770,1220.7928749811933
334,-159.40888_22.20724,1248.3286413377054
335,-159.40599_22.20675,946.3293304542865
336,-159.50530_22.20095,147.43729364011077
337,-159.57488_22.22320,116.00708647373123
338,-159.40798_22.21438,1474.696475193181
339,-159.40833_22.21361,1451.8076934114733
340,-159.43192_22.21479,301.8125059937876
341,-159.45543_22.22546,655.4061620116945
342,-159.49614_22.20425,193.7141138503253
343,-159.49543_22.20661,123.68142722411415
344,-159.55012_22.20986,167.78613340459947
345,-159.54394_22.21218,99.04486249312721
346,-159.54703_22.22181,196.33033522847384
347,-159.54674_22.22329,361.5820931065782
348,-159.55117_22.22221,120.21734502637321
349,-159.55194_22.22324,147.6390962223141
350,-159.54672_22.22050,90.31625074237988
351,-159.54536_22.21996,184.90654466529668
352,-159.52538_21.90654,1027.0225596691216
353,-159.72647_21.97268,447.24070719622597
354,-159.72606_21.97265,451.1037655178106
355,-159.71604_21.96934,421.52660561270113
356,-159.57795_21.90986,526.7307449052083
357,-159.72371_21.97278,433.03100637605826
358,-159.72529_21.97335,372.9064343870455
359,-159.72505_21.97368,336.38714334952004
360,-159.72349_21.97565,114.13098204708929
361,-159.72235_21.97321,334.1879544885224
362,-159.72141_21.97430,181.87996558652335
363,-159.72566_21.97264,452.83494971212656
364,-159.72500_21.97196,526.7405413135274
365,-159.69396_21.96167,42.022854658938414
366,-159.69751_21.96055,220.28800586545617
367,-159.67280_21.96372,70.9107112093825
368,-159.72208_21.97059,558.8698415551657
369,-159.72210_21.97241,384.22927584641053
370,-159.72135_21.97013,578.7001979485881
371,-159.72184_21.96995,615.3136320463195
372,-159.71902_21.96966,544.8214732517546
373,-159.72099_21.97306,263.3910659507542
374,-159.71703_21.97278,143.4732912234241
375,-159.71388_21.96736,495.62860878757454
376,-159.70893_21.96316,586.0771040802299
377,-159.70931_21.96403,521.5597650785791
378,-159.69832_21.96204,77.5309293232034
379,-159.70313_21.96470,91.93468930695455
380,-159.70486_21.96507,184.62231681817124
381,-159.70774_21.96392,455.575098518074
382,-159.70778_21.96653,203.78718346349808
383,-159.70695_21.96504,309.8239589306718
384,-159.71021_21.96630,360.1659559054029
385,-159.70468_21.96153,360.4786999863917
386,-159.70377_21.96132,300.5795087428471
387,-159.70589_21.96353,381.18714756049525
388,-159.70763_21.96228,605.3542238385271
389,-159.58786_21.92058,523.0681950609638
390,-159.50055_22.20288,283.6390200361602
391,-159.35650_22.08605,254.37871156039043
392,-159.52136_21.92770,538.1934399687779
393,-159.34440_22.06119,71.8508782878778
394,-159.34710_22.06137,85.2188694097687
395,-159.34453_22.06097,84.18995314835499
396,-159.34135_22.05896,278.4555907544292
397,-159.34183_22.05893,293.7790794425616
398,-159.37355_22.05420,761.04036470096
399,-159.37423_22.05259,950.7868783846062
400,-159.37605_22.05446,771.0586573415954
401,-159.37727_22.05570,616.8123296162862
402,-159.38843_22.06114,790.0046089953247
403,-159.38679_22.06107,920.5268691772967
404,-159.39185_22.06289,487.58005785899604
405,-159.39080_22.06277,583.1318850536942
406,-159.66725_21.95768,502.54717631574925
407,-159.65750_21.96444,99.32497909574137
408,-159.56455_21.97204,2236.205267404745
409,-159.58616_21.91903,302.1130281089964
410,-159.58602_21.91855,247.68098207705532
411,-159.58670_21.92002,422.8049090879798
412,-159.58610_21.92079,494.65119591685686
413,-159.58640_21.92221,654.4143688861199
414,-159.58692_21.92293,741.5518242698662
415,-159.58811_21.92389,874.628904923763
416,-159.58739_21.92371,836.2521815357603
417,-159.58721_21.92581,1017.2438867666057
418,-159.58723_21.92564,1003.9753618830418
419,-159.48584_21.92643,422.0208511756291
420,-159.48571_21.92316,213.20780871646545
421,-159.48700_21.92356,226.4634857259736
422,-159.45949_21.90853,427.1570399533036
423,-159.36748_22.05206,947.0466609629968
424,-159.37043_22.05523,578.8245747608339
425,-159.36979_22.05433,672.8827575694047
426,-159.50732_21.93429,1339.168923172691
427,-159.50574_21.94040,1745.747848769579
428,-159.50480_21.92821,617.3908917687764
429,-159.45109_21.87995,493.3506218417215
430,-159.32489_22.05806,109.02382003390957
431,-159.32532_22.05877,24.489276589265998
432,-159.52006_21.91960,1116.4792646128296
433,-159.51934_21.91956,1169.32473519417
434,-159.51879_21.91864,1283.5674631264415
435,-159.51540_21.93265,1147.0644563816702
436,-159.51226_21.93732,1618.2063044660458
437,-159.51249_21.90820,873.37591734344
438,-159.52487_21.90813,1175.9068963783157
439,-159.50534_22.20035,100.96360955685336
440,-159.52501_21.92633,231.44856868591447
441,-159.36023_22.10103,167.31158437371525
442,-159.36487_22.09652,244.6131111122343
443,-159.36248_22.09615,380.1978248731485
444,-159.35717_22.09665,441.4414020453144
445,-159.40753_22.20912,1153.8699193004738
446,-159.40325_22.21157,900.9012965173059
447,-159.57732_21.91312,357.601671599102
448,-159.57655_21.91440,375.3147783998904
449,-159.57610_21.91491,317.7220316774762
450,-159.57559_21.91308,381.5825800355109
451,-159.57469_21.91388,257.6375065881887
452,-159.57419_21.91434,189.70795807582772
453,-159.37029_21.97140,702.6663174864125
454,-159.37481_21.96887,457.6540374701551
455,-159.36989_21.97046,596.8073442615942
456,-159.37674_21.97925,65.68752677985262
457,-159.34032_22.10461,1145.6454524264327
458,-159.49930_22.20367,209.16504152013215
459,-159.49905_22.20387,205.80870358584755
460,-159.37256_21.96830,340.9042316206581
461,-159.53555_21.92232,46.14273159446678
462,-159.53622_21.92272,126.31345083549292
463,-159.51228_21.91677,1171.1651805111953
464,-159.51344_21.91629,1302.0721577475301
465,-159.52600_21.92479,299.4304134943178
466,-159.53145_21.92218,162.7584301795038
467,-159.52440_21.92260,589.5319884664024
468,-159.52394_21.92463,435.0844106705805
469,-159.52692_21.92037,627.7892789878572
470,-159.52655_21.92046,663.8836232543445
471,-159.52837_21.92326,464.32670823723174
472,-159.51585_21.90435,724.2197437904213
473,-159.51599_21.90452,746.5992327438663
474,-159.51613_21.90468,769.0275818911036
475,-159.51844_21.90540,1010.8207819210174
476,-159.52229_21.91534,1282.7949492148794
477,-159.52283_21.91723,1137.594181120196
478,-159.51859_21.90787,1190.1496708959703
479,-159.51760_21.91142,1425.4961315841795
480,-159.51614_21.90998,1210.1122291531394
481,-159.51816_21.91090,1411.1337453755955
482,-159.51407_21.90828,942.3085459282019
483,-159.51485_21.90895,1045.2959440077245
484,-159.52371_21.91964,917.4161471375412
485,-159.52361_21.91703,1073.8815180459942
486,-159.51870_21.91808,1336.080045950432
487,-159.51457_21.93057,1216.4821531349091
488,-159.52059_21.92858,596.4324502220304
489,-159.51860_21.93940,1230.2207470985757
490,-159.51759_21.93683,1115.366549692362
491,-159.52036_21.93245,641.5644514037243
492,-159.52960_21.93044,141.59541913418576
493,-159.52840_21.92637,150.34349037527932
494,-159.52754_21.92643,103.10809169227542
495,-159.49828_21.92269,87.3868198002141
496,-159.50058_21.92164,108.1581678986784
497,-159.50156_21.92112,119.76367590001426
498,-159.49691_21.93165,659.7442758081162
499,-159.50698_21.92751,676.4442685571453
500,-159.50793_21.92703,712.851774581324
501,-159.50556_21.91715,629.5045283157331
502,-159.50560_21.91679,666.5112784010805
503,-159.47000_21.87993,385.9353255835384
504,-159.46624_21.89732,727.4061935166754
505,-159.46612_21.89661,696.2126886702895
506,-159.50152_21.91483,657.8442859952913
507,-159.50148_21.91504,647.5421365308504
508,-159.50136_21.91533,613.6389150419177
509,-159.49995_21.91783,301.75000825051467
510,-159.49849_21.91381,327.0461066742931
511,-159.47888_21.96240,260.5422967948569
512,-159.47865_21.91507,171.5473276061383
513,-159.48448_21.91995,83.95210876063469
514,-159.48260_21.91726,376.03434154973917
515,-159.39818_21.96230,211.98884952473057
516,-159.33686_22.05424,167.48151654206566
517,-159.32935_22.09395,207.06199369306995
518,-159.33028_22.09460,286.86857495797767
519,-159.32499_22.09766,583.48946116294
520,-159.32517_22.09772,591.7028546347433
521,-159.48454_21.92602,313.9269050492078
522,-159.48351_21.93145,644.3578122635085
523,-159.46353_21.90660,882.0231582526628
524,-159.46052_21.91023,412.01834906643927
525,-159.46199_21.90547,849.9087812574247
526,-159.45824_21.90330,875.4182235268399
527,-159.45952_21.90472,773.486045608775
528,-159.46256_21.88678,312.9039010293858
529,-159.46105_21.88766,318.4406224080027
530,-159.35994_21.96407,176.958716867107
531,-159.39407_21.96664,401.2081480871498
532,-159.39064_21.96458,508.7744562907469
533,-159.39308_21.96413,418.5463684635786
534,-159.39249_21.96460,468.668361046928
535,-159.39173_21.96560,586.2541539815381
536,-159.39770_21.96474,302.2215578485779
537,-159.40018_21.96417,352.30433744985436
538,-159.39835_21.96388,360.1525222196428
539,-159.39800_21.96346,331.31693523863964
540,-159.39861_21.96462,316.9512730419453
541,-159.39829_21.96493,279.16112051257613
542,-159.52644_21.91996,685.4899800651341
543,-159.52873_21.92124,430.661107981778
544,-159.52938_21.92022,385.63139851519935
545,-159.51756_21.90351,831.2422032463018
546,-159.51673_21.90609,915.2382058706822
547,-159.51922_21.90768,1225.670308288477
548,-159.51525_21.90795,971.0522652036589
549,-159.51888_21.91431,1646.1992206891578
550,-159.52361_21.91503,1187.3472186591305
551,-159.52301_21.91643,1159.228419917315
552,-159.51771_21.90612,995.771885272305
553,-159.51794_21.91186,1485.7943042048144
554,-159.51861_21.91040,1395.8960975234115
555,-159.51723_21.91015,1287.853562124616
556,-159.51648_21.91074,1300.4521205141245
557,-159.51820_21.91356,1659.5952276534674
558,-159.46212_21.89010,112.36145297555305
559,-159.46221_21.88938,113.00341356830307
560,-159.36294_21.95976,76.16895965122244
561,-159.36173_21.96552,206.26761350713886
562,-159.39242_21.96706,560.7047490223783
563,-159.39266_21.96692,537.7121065887131
564,-159.39309_21.96618,512.4447850297008
565,-159.39375_21.96633,442.79726277672114
566,-159.39280_21.96496,508.60804564790925
567,-159.39148_21.96569,600.8273725219935
568,-159.39642_21.96222,349.93899793271544
569,-159.39793_21.96266,259.6708047348506
570,-159.34789_21.95835,84.9463657574918
571,-159.36589_21.96893,254.85932945666644
572,-159.36942_21.97146,655.1126940167119
573,-159.36856_21.97005,476.11053304264374
574,-159.38276_22.05533,832.5215677963156
575,-159.38446_22.05494,977.2144638690761
576,-159.38390_22.05554,893.8549991255264
577,-159.38328_22.05602,810.5949422730223
578,-159.36963_22.05589,499.5689649277285
579,-159.36974_22.05605,481.85247945817747
580,-159.36800_22.05381,746.2214076573999
581,-159.36656_22.05229,946.0103918458316
582,-159.39200_22.06362,514.8443010135525
583,-159.39409_22.06417,409.2540384578004
584,-159.36981_22.05168,965.5497641098674
585,-159.37133_22.05195,953.1693475662075
586,-159.38253_22.05678,696.5440835105326
587,-159.38318_22.05747,697.0084138759371
588,-159.38018_22.06055,256.99831407122207
589,-159.38189_22.05964,458.65552553586724
590,-159.31778_22.09234,495.7281641509385
591,-159.31893_22.09070,345.0122618624313
592,-159.32256_22.09503,362.40181966675925
593,-159.32705_22.09646,511.12663732468087
594,-159.32449_22.09652,457.1190390166726
595,-159.32348_22.09692,515.7945006127857
596,-159.34561_22.10064,590.3052771689961
597,-159.34505_22.10088,640.3624250250577
598,-159.31636_22.09394,461.5726716988743
599,-159.31663_22.09241,548.9279490279288
600,-159.31946_22.09375,440.2653589857495
601,-159.31539_22.08435,332.0818858598657
602,-159.33991_22.10113,1077.8507138644761
603,-159.35617_22.09831,428.3168420793322
604,-159.32741_22.08296,194.57982796392986
605,-159.33347_22.10155,1120.8598219901137
606,-159.71158_21.96712,356.5528923702254
607,-159.71142_21.96702,359.7940667827845
608,-159.67518_22.10909,2074.005431624256
609,-159.64594_22.13092,3063.6973507865046
610,-159.64517_22.13083,3001.283297512851
611,-159.64728_22.12980,3246.3107840874427
612,-159.66082_22.12941,4514.087128986871
613,-159.65768_21.97917,48.7334776631405
614,-159.45989_21.90401,861.4105625123973
615,-159.45898_21.90343,883.0511049637253
616,-159.36152_21.96452,167.56312525069427
617,-159.36286_21.96547,122.70488046745274
618,-159.38744_21.94769,101.84740212307672
619,-159.37133_22.05750,365.9369709111414
620,-159.49573_22.20278,28.810680201460336
621,-159.57541_21.91409,318.53379588378164
622,-159.48310_21.92747,448.2225358809612
623,-159.48202_21.92789,510.57845963802885
624,-159.48456_21.92101,50.13485599872195
625,-159.48332_21.93439,338.28239099099574
626,-159.46485_21.89580,641.7915189935435
627,-159.46443_21.90029,1080.3811957729224
628,-159.46424_21.90065,1122.753997832953
629,-159.37455_22.10265,355.7761436610959
630,-159.49987_22.20216,190.79890417570962
631,-159.53322_21.92503,262.9104089713477
632,-159.53160_21.92529,187.56870631716708
633,-159.53156_21.92443,282.47063787059363
634,-159.53512_21.92338,105.9435649714078
635,-159.50011_21.92326,114.0856168919262
636,-159.50075_21.91888,283.26335339251494
637,-159.50113_21.91916,304.0991665169222
638,-159.46026_21.89843,834.7493864080052
639,-159.46588_21.90233,1158.0077462517363
640,-159.46500_21.90140,1129.7665765543895
641,-159.44512_21.87279,554.8901385861784
642,-159.46027_21.90715,592.6448970722405
643,-159.46169_21.90653,744.0267946620075
644,-159.45949_21.90662,590.1555711571544
645,-159.46022_21.90604,685.1311065922483
646,-159.46026_21.90639,656.3064621069655
647,-159.46012_21.90674,616.5634842997032
648,-159.36942_22.05554,537.9293653325564
649,-159.36632_22.05243,937.6196716123228
650,-159.36670_22.05271,896.6373059392332
651,-159.39292_22.06166,338.3599127584085
652,-159.39408_22.06240,261.64198245755335
653,-159.39385_22.06442,445.8984957777397
654,-159.38154_22.05980,418.72341685979796
655,-159.38436_22.05781,778.1252878042163
656,-159.31832_22.06445,351.2506815665256
657,-159.38134_22.07800,737.8600183904199
658,-159.35714_22.08599,222.0357780212973
659,-159.36917_22.07545,938.078493516528
660,-159.34791_21.95821,87.98331233929493
661,-159.37389_21.97079,628.2331670407729
