,Uid,RFish_rank
9278,-159.50080_21.92352,2
9279,-159.49778_21.92441,2
9280,-159.37012_21.97120,2
9281,-159.36909_21.97020,2
9282,-159.37078_21.97097,2
9283,-159.37108_21.97164,2
9284,-159.32811_22.09675,2
9285,-159.36794_21.96943,2
9286,-159.36751_21.96923,2
9287,-159.36710_21.96766,2
9288,-159.35575_22.08004,2
9289,-159.37108_22.07734,2
9290,-159.31424_22.14725,2
9291,-159.53511_21.92307,3
9292,-159.53608_21.92140,3
9293,-159.53344_21.92500,3
9294,-159.52230_21.92193,4
9295,-159.53030_21.92242,3
9296,-159.52518_21.92047,3
9297,-159.52586_21.92086,3
9298,-159.52743_21.92084,3
9299,-159.52753_21.92098,3
9300,-159.52852_21.92129,3
9301,-159.51774_21.90326,4
9302,-159.51686_21.90795,4
9303,-159.51639_21.90840,4
9304,-159.51589_21.90821,4
9305,-159.51826_21.90749,4
9306,-159.51889_21.90714,4
9307,-159.51914_21.90656,4
9308,-159.51857_21.91360,4
9309,-159.52294_21.91404,4
9310,-159.51937_21.90858,4
9311,-159.52490_21.91872,3
9312,-159.52522_21.91904,3
9313,-159.52311_21.91927,4
9314,-159.52252_21.91786,4
9315,-159.52103_21.91930,4
9316,-159.51923_21.92843,4
9317,-159.52063_21.94282,4
9318,-159.51968_21.93900,4
9319,-159.52050_21.93925,4
9320,-159.51911_21.93556,4
9321,-159.51931_21.92973,4
9322,-159.52573_21.93369,3
9323,-159.52632_21.93448,3
9324,-159.52868_21.92604,3
9325,-159.49540_21.91785,2
9326,-159.49479_21.91778,2
9327,-159.50628_21.92733,3
9328,-159.50613_21.92834,3
9329,-159.50650_21.93031,3
9330,-159.50714_21.93060,4
9331,-159.50675_21.93066,3
9332,-159.49883_21.91962,2
9333,-159.49723_21.91950,2
9334,-159.47030_21.87976,2
9335,-159.46628_21.89758,2
9336,-159.46751_21.89647,2
9337,-159.46666_21.89653,2
9338,-159.49851_21.91433,3
9339,-159.50117_21.91793,3
9340,-159.49846_21.91282,3
9341,-159.50140_21.91418,3
9342,-159.47752_21.91512,2
9343,-159.47487_21.91513,2
9344,-159.45116_21.88087,1
9345,-159.46109_21.90755,2
9346,-159.46152_21.90554,2
9347,-159.46122_21.90556,2
9348,-159.45783_21.90351,1
9349,-159.46093_21.88519,1
9350,-159.46202_21.88709,1
9351,-159.36289_21.95176,2
9352,-159.36240_21.95970,2
9353,-159.39378_21.96480,2
9354,-159.39312_21.96705,2
9355,-159.39334_21.96580,2
9356,-159.39058_21.96524,2
9357,-159.39083_21.96447,2
9358,-159.39175_21.96391,2
9359,-159.39252_21.96526,2
9360,-159.39194_21.96564,2
9361,-159.39150_21.96519,2
9362,-159.39112_21.96519,2
9363,-159.39674_21.96295,2
9364,-159.39985_21.96417,2
9365,-159.39926_21.96400,2
9366,-159.39817_21.96414,2
9367,-159.36830_21.97132,2
9368,-159.37256_21.96696,2
9369,-159.36562_21.99113,4
9370,-159.33883_22.04778,2
9371,-159.33534_22.05428,2
9372,-159.33995_22.05608,2
9373,-159.34108_22.05485,2
9374,-159.34147_22.05322,2
9375,-159.33885_22.05447,2
9376,-159.33956_22.05681,2
9377,-159.33729_22.05701,2
9378,-159.33898_22.05884,2
9379,-159.37935_22.06003,2
9380,-159.34815_22.05707,2
9381,-159.34647_22.05646,2
9382,-159.34708_22.05866,2
9383,-159.34103_22.05907,2
9384,-159.34313_22.05899,2
9385,-159.34388_22.05871,2
9386,-159.34412_22.05912,2
9387,-159.34609_22.05840,2
9388,-159.34567_22.05795,2
9389,-159.34116_22.05810,2
9390,-159.36718_22.05819,2
9391,-159.36501_22.05846,2
9392,-159.37348_22.05496,3
9393,-159.37651_22.05817,2
9394,-159.37593_22.05813,2
9395,-159.37763_22.05708,2
9396,-159.36569_22.04887,3
9397,-159.36583_22.04866,3
9398,-159.36690_22.04923,3
9399,-159.36850_22.05231,3
9400,-159.36752_22.05091,3
9401,-159.38308_22.05560,2
9402,-159.38477_22.05533,2
9403,-159.38528_22.05390,2
9404,-159.37615_22.05493,3
9405,-159.37199_22.05467,3
9406,-159.36820_22.05373,3
9407,-159.36717_22.05337,3
9408,-159.39385_22.06213,3
9409,-159.39376_22.06323,3
9410,-159.39539_22.06586,2
9411,-159.36944_22.05235,3
9412,-159.38127_22.05978,2
9413,-159.38756_22.06401,2
9414,-159.31964_22.06287,2
9415,-159.37522_22.06582,2
9416,-159.36197_22.06844,3
9417,-159.37749_22.07297,3
9418,-159.37267_22.07475,2
9419,-159.37467_22.07675,2
9420,-159.37615_22.07715,2
9421,-159.36971_22.07196,3
9422,-159.37294_22.09831,2
9423,-159.37066_22.09458,2
9424,-159.37262_22.09555,2
9425,-159.37751_22.08196,2
9426,-159.36876_22.07104,3
9427,-159.31858_22.06568,2
9428,-159.31910_22.06810,2
9429,-159.31792_22.07468,2
9430,-159.32037_22.07520,2
9431,-159.32099_22.07520,2
9432,-159.32421_22.08870,2
9433,-159.31922_22.09302,2
9434,-159.36228_22.10446,2
9435,-159.34950_22.09720,2
9436,-159.33669_22.09548,2
9437,-159.32493_22.08591,2
9438,-159.32883_22.09499,2
9439,-159.31868_22.08836,2
9440,-159.33006_22.09619,2
9441,-159.33099_22.09525,2
9442,-159.31722_22.09725,2
9443,-159.32282_22.10127,2
9444,-159.31694_22.08860,2
9445,-159.31673_22.08939,2
9446,-159.31436_22.08845,2
9447,-159.31828_22.08475,2
9448,-159.31806_22.08586,2
9449,-159.31837_22.08488,2
9450,-159.31733_22.08738,2
9451,-159.32111_22.08785,2
9452,-159.32007_22.08995,2
9453,-159.32371_22.09494,2
9454,-159.32396_22.08677,2
9455,-159.32539_22.09634,2
9456,-159.34328_22.10122,2
9457,-159.34124_22.10040,2
9458,-159.31892_22.09353,2
9459,-159.31918_22.09474,2
9460,-159.31531_22.08457,2
9461,-159.32569_22.08139,2
9462,-159.32671_22.08163,2
9463,-159.35802_22.09692,2
9464,-159.32741_22.08226,2
9465,-159.32081_22.08722,2
9466,-159.33838_22.10061,2
9467,-159.33794_22.10108,2
9468,-159.33592_22.10208,2
9469,-159.33410_22.09987,2
9470,-159.33724_22.10063,2
9471,-159.33769_22.10050,2
9472,-159.32204_22.09451,2
9473,-159.32166_22.09425,2
9474,-159.32200_22.09354,2
9475,-159.32298_22.09123,2
9476,-159.32105_22.09080,2
9477,-159.31993_22.09279,2
9478,-159.33272_22.09499,2
9479,-159.33407_22.09439,2
9480,-159.33401_22.09917,2
9481,-159.31566_22.09428,2
9482,-159.31500_22.09478,2
9483,-159.32777_22.09482,2
9484,-159.32742_22.09557,2
9485,-159.32663_22.09537,2
9486,-159.32593_22.09496,2
9487,-159.32854_22.09436,2
9488,-159.32811_22.09334,2
9489,-159.30595_22.10217,2
9490,-159.30657_22.10253,2
9491,-159.31672_22.15012,2
9492,-159.30374_22.14581,2
9493,-159.30699_22.15041,2
9494,-159.30938_22.13676,2
9495,-159.30432_22.13564,2
9496,-159.30299_22.13740,2
9497,-159.30197_22.13462,2
9498,-159.30145_22.13605,2
9499,-159.55534_22.22283,1
9500,-159.55500_22.22386,1
9501,-159.30367_22.13979,2
9502,-159.32578_22.17010,2
9503,-159.33362_22.18986,2
9504,-159.35526_22.19435,3
9505,-159.40343_22.22526,3
9506,-159.41003_22.20782,2
9507,-159.41111_22.20785,2
9508,-159.40958_22.20968,2
9509,-159.40439_22.21123,3
9510,-159.40500_22.21220,3
9511,-159.40662_22.21139,2
9512,-159.41106_22.20568,2
9513,-159.42492_22.21566,2
9514,-159.42244_22.21630,2
9515,-159.42183_22.21568,2
9516,-159.40196_22.20391,3
9517,-159.40370_22.21010,3
9518,-159.40420_22.20941,3
9519,-159.40493_22.20264,3
9520,-159.40227_22.20191,3
9521,-159.40211_22.20203,3
9522,-159.40605_22.20712,2
9523,-159.40637_22.20779,2
9524,-159.40687_22.20735,2
9525,-159.55780_22.22401,1
9526,-159.55992_22.22298,1
9527,-159.57612_22.22231,2
9528,-159.40813_22.21301,2
9529,-159.45602_22.22526,3
9530,-159.45964_22.22378,3
9531,-159.49621_22.20463,1
9532,-159.49599_22.20769,1
9533,-159.50989_22.20054,1
9534,-159.56343_22.18804,1
9535,-159.55075_22.22206,1
9536,-159.55096_22.22214,1
9537,-159.54669_22.22125,1
9538,-159.46713_21.89747,2
9539,-159.32508_22.09472,2
9540,-159.57865_21.90845,3
9541,-159.72308_21.97415,1
9542,-159.72086_21.97491,1
9543,-159.72368_21.97611,1
9544,-159.72224_21.97334,1
9545,-159.72201_21.97437,1
9546,-159.66352_21.96419,2
9547,-159.66352_21.96393,2
9548,-159.69688_21.96193,1
9549,-159.69501_21.96191,1
9550,-159.67311_21.96310,2
9551,-159.67211_21.96294,2
9552,-159.72018_21.97052,1
9553,-159.71987_21.97044,1
9554,-159.72120_21.97320,1
9555,-159.71835_21.97135,1
9556,-159.71942_21.97456,1
9557,-159.70810_21.96361,1
9558,-159.69960_21.96231,1
9559,-159.70263_21.96449,1
9560,-159.70460_21.96470,1
9561,-159.70227_21.96473,1
9562,-159.70726_21.96524,1
9563,-159.71096_21.96632,1
9564,-159.71342_21.96768,1
9565,-159.70420_21.96141,1
9566,-159.70303_21.96230,1
9567,-159.70261_21.96290,1
9568,-159.70616_21.96370,1
9569,-159.70675_21.96235,1
9570,-159.71196_21.96666,1
9571,-159.71220_21.96753,1
9572,-159.67796_22.10436,3
9573,-159.66174_22.11874,2
9574,-159.64604_22.13128,3
9575,-159.65041_22.12222,3
9576,-159.65710_21.97822,2
9577,-159.45915_21.90305,1
9578,-159.39577_21.94379,2
9579,-159.37296_22.05967,2
9580,-159.37013_22.05760,3
9581,-159.38231_22.05459,2
9582,-159.58712_21.92041,2
9583,-159.58650_21.92410,2
9584,-159.52099_21.92852,4
9585,-159.50519_21.92595,3
9586,-159.36921_21.97174,2
9587,-159.34588_22.06145,2
9588,-159.37398_22.05319,3
9589,-159.37631_22.05349,2
9590,-159.37659_22.05382,3
9591,-159.37718_22.05482,3
9592,-159.39107_22.06299,2
9593,-159.66170_21.96179,2
9594,-159.66341_21.96091,2
9595,-159.66931_21.95560,2
9596,-159.65781_21.96544,2
9597,-159.58774_21.92125,2
9598,-159.58707_21.92109,2
9599,-159.58808_21.92204,2
9600,-159.58774_21.92233,2
9601,-159.58713_21.92239,2
9602,-159.58793_21.92385,2
9603,-159.58555_21.92226,2
9604,-159.58804_21.92426,2
9605,-159.58905_21.92293,2
9606,-159.57586_21.91878,2
9607,-159.48603_21.92777,2
9608,-159.48676_21.92672,2
9609,-159.48621_21.92389,2
9610,-159.48755_21.92498,2
9611,-159.36680_22.05213,3
9612,-159.36925_22.05388,3
9613,-159.37018_22.05510,3
9614,-159.36988_22.05525,3
9615,-159.50406_21.92421,3
9616,-159.45114_21.87913,1
9617,-159.45115_21.87813,1
9618,-159.32199_22.07607,2
9619,-159.51992_21.91974,4
9620,-159.52061_21.91906,4
9621,-159.51886_21.91989,4
9622,-159.52060_21.92901,4
9623,-159.50977_21.93075,4
9624,-159.52405_21.91024,4
9625,-159.51596_21.90626,4
9626,-159.52364_21.92130,4
9627,-159.36300_21.94947,2
9628,-159.35437_21.96070,2
9629,-159.37587_22.06908,2
9630,-159.50450_22.20020,1
9631,-159.52198_21.92989,4
9632,-159.52674_21.92683,3
9633,-159.52591_21.92723,3
9634,-159.47251_21.88041,2
9635,-159.46934_21.88049,2
9636,-159.36260_22.10419,2
9637,-159.35579_22.09720,2
9638,-159.40751_22.20892,2
9639,-159.40730_22.21117,2
9640,-159.40718_22.21103,2
9641,-159.40390_22.21097,3
9642,-159.58599_21.91439,2
9643,-159.58881_21.91321,2
9644,-159.57791_21.91364,2
9645,-159.57548_21.91529,3
9646,-159.57342_21.91498,3
9647,-159.57666_21.91269,3
9648,-159.57457_21.91399,3
9649,-159.57583_21.91454,3
9650,-159.57569_21.91464,3
9651,-159.48471_21.92415,2
9652,-159.46606_21.89990,2
9653,-159.46665_21.90143,2
9654,-159.46595_21.87778,1
9655,-159.36886_22.10145,2
9656,-159.37297_22.10207,2
9657,-159.53494_21.92453,3
9658,-159.53498_21.92373,3
9659,-159.53388_21.92405,3
9660,-159.53426_21.92350,3
9661,-159.49768_21.92360,2
9662,-159.37060_21.97178,2
9663,-159.37077_21.97071,2
9664,-159.36994_21.97068,2
9665,-159.52444_21.92474,3
9666,-159.52626_21.91978,3
9667,-159.52789_21.92230,3
9668,-159.52803_21.92294,3
9669,-159.52885_21.92043,3
9670,-159.51749_21.90704,4
9671,-159.51616_21.90545,4
9672,-159.52250_21.91635,4
9673,-159.51871_21.90723,4
9674,-159.51818_21.90927,4
9675,-159.51833_21.90902,4
9676,-159.51720_21.91196,4
9677,-159.52161_21.91324,4
9678,-159.51910_21.91186,4
9679,-159.51556_21.90721,4
9680,-159.51741_21.90869,4
9681,-159.51615_21.90723,4
9682,-159.52328_21.91917,4
9683,-159.52371_21.91803,4
9684,-159.51319_21.93268,4
9685,-159.52030_21.92835,4
9686,-159.52076_21.92964,4
9687,-159.52188_21.93379,4
9688,-159.52985_21.92710,3
9689,-159.52150_21.92611,4
9690,-159.50477_21.92757,3
9691,-159.50026_21.92253,2
9692,-159.50309_21.92794,3
9693,-159.50388_21.92688,3
9694,-159.49935_21.92386,2
9695,-159.50662_21.92788,3
9696,-159.50636_21.92677,3
9697,-159.50633_21.92695,3
9698,-159.49690_21.92008,2
9699,-159.50214_21.91782,3
9700,-159.46740_21.89709,2
9701,-159.49882_21.91560,3
9702,-159.50148_21.91759,3
9703,-159.49930_21.91397,3
9704,-159.48118_21.91610,2
9705,-159.48068_21.91641,2
9706,-159.39837_21.96238,2
9707,-159.39871_21.96256,2
9708,-159.33438_22.05262,2
9709,-159.32711_22.09609,2
9710,-159.32348_22.09768,2
9711,-159.48361_21.92578,2
9712,-159.48268_21.92601,2
9713,-159.46016_21.90994,2
9714,-159.46306_21.89759,2
9715,-159.46333_21.90198,2
9716,-159.46309_21.90131,2
9717,-159.45096_21.88256,1
9718,-159.46216_21.90678,2
9719,-159.46070_21.90695,1
9720,-159.46208_21.90566,2
9721,-159.45720_21.90459,1
9722,-159.45816_21.90524,1
9723,-159.45789_21.90270,1
9724,-159.46131_21.88454,1
9725,-159.46182_21.88759,1
9726,-159.46178_21.88948,1
9727,-159.36458_21.96150,2
9728,-159.35938_21.96570,2
9729,-159.39194_21.96593,2
9730,-159.39245_21.96655,2
9731,-159.39120_21.96424,2
9732,-159.39277_21.96369,2
9733,-159.39126_21.96486,2
9734,-159.39657_21.96260,2
9735,-159.39754_21.96276,2
9736,-159.36598_21.96810,2
9737,-159.36843_21.96945,2
9738,-159.36778_21.97218,2
9739,-159.36726_21.96966,2
9740,-159.36810_21.96450,2
9741,-159.36882_21.96409,2
9742,-159.36528_21.96258,2
9743,-159.37162_21.96703,2
9744,-159.37167_21.96750,2
9745,-159.36138_21.98842,4
9746,-159.33714_22.04676,3
9747,-159.33957_22.04810,2
9748,-159.33480_22.05335,2
9749,-159.33605_22.05649,2
9750,-159.33618_22.05630,2
9751,-159.33552_22.05415,2
9752,-159.34015_22.05571,2
9753,-159.33811_22.05442,2
9754,-159.33929_22.05825,2
9755,-159.33815_22.05790,2
9756,-159.33825_22.05554,2
9757,-159.33852_22.05647,2
9758,-159.34483_22.05968,2
9759,-159.34239_22.05321,2
9760,-159.34362_22.05399,2
9761,-159.37246_22.05306,3
9762,-159.37700_22.05855,2
9763,-159.38024_22.05647,2
9764,-159.37979_22.05652,3
9765,-159.37903_22.05633,2
9766,-159.37614_22.05725,2
9767,-159.37823_22.05692,2
9768,-159.37815_22.05725,2
9769,-159.37572_22.06077,2
9770,-159.37867_22.05711,2
9771,-159.36553_22.04814,3
9772,-159.36682_22.04862,3
9773,-159.36849_22.05033,3
9774,-159.36809_22.05112,3
9775,-159.38418_22.05563,2
9776,-159.38485_22.05510,2
9777,-159.38503_22.05463,2
9778,-159.36899_22.05488,3
9779,-159.37002_22.05635,3
9780,-159.38848_22.05875,2
9781,-159.38195_22.05806,3
9782,-159.38076_22.06070,2
9783,-159.38044_22.06014,2
9784,-159.38459_22.05729,2
9785,-159.38395_22.06719,2
9786,-159.31892_22.06415,2
9787,-159.31886_22.06435,2
9788,-159.31875_22.06476,2
9789,-159.36380_22.06661,2
9790,-159.35919_22.07534,2
9791,-159.37921_22.07410,3
9792,-159.37156_22.08816,2
9793,-159.35845_22.07184,2
9794,-159.36070_22.07055,3
9795,-159.37254_22.07536,2
9796,-159.36725_22.07359,2
9797,-159.36700_22.07155,3
9798,-159.36268_22.06763,3
9799,-159.36261_22.06793,3
9800,-159.31824_22.06688,2
9801,-159.31791_22.06857,2
9802,-159.31916_22.06924,2
9803,-159.31317_22.08254,2
9804,-159.32101_22.08650,2
9805,-159.32204_22.08677,2
9806,-159.32362_22.08824,2
9807,-159.35664_22.08777,2
9808,-159.35500_22.08711,2
9809,-159.35438_22.09555,2
9810,-159.35336_22.09490,2
9811,-159.34065_22.09062,2
9812,-159.34699_22.09818,2
9813,-159.34028_22.09910,2
9814,-159.34440_22.09661,2
9815,-159.33236_22.08443,2
9816,-159.34217_22.09416,2
9817,-159.34613_22.09924,2
9818,-159.33676_22.09073,2
9819,-159.32690_22.08592,2
9820,-159.33915_22.09845,2
9821,-159.32551_22.09149,2
9822,-159.33881_22.09981,2
9823,-159.32807_22.09496,2
9824,-159.33091_22.09626,2
9825,-159.31454_22.08770,2
9826,-159.31661_22.08904,2
9827,-159.31731_22.08593,2
9828,-159.31866_22.08909,2
9829,-159.31829_22.09162,2
9830,-159.31426_22.09375,2
9831,-159.32640_22.09625,2
9832,-159.32456_22.09717,2
9833,-159.32364_22.09696,2
9834,-159.32642_22.09574,2
9835,-159.34484_22.10060,2
9836,-159.34329_22.10079,2
9837,-159.34277_22.10241,2
9838,-159.31750_22.09287,2
9839,-159.31802_22.09315,2
9840,-159.31593_22.09350,2
9841,-159.31562_22.09336,2
9842,-159.31770_22.09310,2
9843,-159.34128_22.10120,2
9844,-159.34112_22.10210,2
9845,-159.34087_22.10101,2
9846,-159.35997_22.09641,2
9847,-159.32926_22.08233,2
9848,-159.32862_22.08178,2
9849,-159.33366_22.10163,2
9850,-159.33429_22.10121,2
9851,-159.33420_22.10095,2
9852,-159.33480_22.09950,2
9853,-159.32222_22.09435,2
9854,-159.32264_22.09310,2
9855,-159.32107_22.09037,2
9856,-159.33136_22.09616,2
9857,-159.33316_22.09693,2
9858,-159.33386_22.09679,2
9859,-159.33387_22.09662,2
9860,-159.33336_22.09472,2
9861,-159.33474_22.09611,2
9862,-159.33354_22.09577,2
9863,-159.33479_22.09533,2
9864,-159.33511_22.09573,2
9865,-159.33560_22.09636,2
9866,-159.33285_22.09849,2
9867,-159.32671_22.09482,2
9868,-159.32656_22.09476,2
9869,-159.32590_22.09403,2
9870,-159.32519_22.09287,2
9871,-159.32663_22.09406,2
9872,-159.32566_22.09498,2
9873,-159.32517_22.09247,2
9874,-159.32896_22.09274,2
9875,-159.32868_22.09250,2
9876,-159.30675_22.10479,3
9877,-159.30624_22.10225,2
9878,-159.30385_22.14506,2
9879,-159.30153_22.14184,2
9880,-159.30569_22.13671,2
9881,-159.30350_22.13576,2
9882,-159.30217_22.13452,2
9883,-159.30156_22.13484,2
9884,-159.30340_22.13937,2
9885,-159.55600_22.22280,1
9886,-159.30354_22.13955,2
9887,-159.30211_22.14134,2
9888,-159.29997_22.14219,2
9889,-159.30103_22.14119,2
9890,-159.30059_22.14276,2
9891,-159.33181_22.19233,2
9892,-159.38410_22.19015,2
9893,-159.38628_22.19180,2
9894,-159.36717_22.18620,3
9895,-159.40982_22.20686,2
9896,-159.41017_22.20711,2
9897,-159.41047_22.20734,2
9898,-159.40473_22.21252,3
9899,-159.40676_22.21148,2
9900,-159.40950_22.20370,2
9901,-159.41876_22.21735,2
9902,-159.40326_22.20745,3
9903,-159.40099_22.20187,3
9904,-159.41378_22.20638,2
9905,-159.40644_22.20859,2
9906,-159.40709_22.20867,2
9907,-159.40906_22.20713,2
9908,-159.40554_22.20802,2
9909,-159.40549_22.20619,2
9910,-159.40434_22.20563,3
9911,-159.50573_22.20098,1
9912,-159.56050_22.22150,1
9913,-159.55965_22.22241,1
9914,-159.42656_22.21593,2
9915,-159.45803_22.19960,3
9916,-159.45728_22.19748,3
9917,-159.45063_22.19705,3
9918,-159.48820_22.19586,1
9919,-159.55611_22.19451,3
9920,-159.54307_22.21133,1
9921,-159.55121_22.22352,1
9922,-159.54712_22.22123,1
9923,-159.54809_22.22089,1
9924,-159.54526_22.21909,1
9925,-159.56795_22.22041,2
9926,-159.71945_21.97104,1
9927,-159.32488_22.09462,2
9928,-159.40834_22.20849,2
9929,-159.52331_21.90374,4
9930,-159.57772_21.91026,3
9931,-159.57805_21.90966,3
9932,-159.72225_21.97470,1
9933,-159.72258_21.97426,1
9934,-159.72380_21.97457,1
9935,-159.72446_21.97369,1
9936,-159.72482_21.97399,1
9937,-159.72298_21.97495,1
9938,-159.72263_21.97596,1
9939,-159.72273_21.97239,1
9940,-159.72643_21.97232,1
9941,-159.69416_21.96170,1
9942,-159.67241_21.96359,2
9943,-159.72201_21.96975,1
9944,-159.71959_21.97031,1
9945,-159.71834_21.97094,1
9946,-159.71699_21.97311,1
9947,-159.71427_21.96773,1
9948,-159.70065_21.96183,1
9949,-159.70432_21.96511,1
9950,-159.70585_21.96413,1
9951,-159.70900_21.96474,1
9952,-159.70929_21.96527,1
9953,-159.70811_21.96449,1
9954,-159.70782_21.96513,1
9955,-159.70799_21.96626,1
9956,-159.71382_21.96795,1
9957,-159.71262_21.97047,1
9958,-159.70369_21.96360,1
9959,-159.71239_21.96695,1
9960,-159.71151_21.96637,1
9961,-159.71204_21.96743,1
9962,-159.67833_22.10360,3
9963,-159.64515_22.12859,3
9964,-159.64784_22.12811,3
9965,-159.65112_22.12112,3
9966,-159.65417_22.12877,3
9967,-159.45944_21.90314,1
9968,-159.45868_21.90300,1
9969,-159.37257_22.05794,2
9970,-159.37161_22.05816,2
9971,-159.37097_22.05822,2
9972,-159.38201_22.05497,2
9973,-159.50318_22.19848,1
9974,-159.49369_22.20343,1
9975,-159.49892_22.20122,1
9976,-159.67157_21.95666,2
9977,-159.58799_21.92102,2
9978,-159.52097_21.92808,4
9979,-159.36778_22.07564,2
9980,-159.50503_21.93076,3
9981,-159.34829_22.05850,2
9982,-159.34160_22.05936,2
9983,-159.34155_22.06005,2
9984,-159.37781_22.05591,3
9985,-159.38702_22.06124,2
9986,-159.65784_21.96514,2
9987,-159.66042_21.96263,2
9988,-159.66083_21.96068,2
9989,-159.66264_21.95975,2
9990,-159.58778_21.91962,2
9991,-159.58573_21.91961,2
9992,-159.58860_21.92217,2
9993,-159.58774_21.92195,2
9994,-159.58750_21.92248,2
9995,-159.58677_21.92230,2
9996,-159.58665_21.92262,2
9997,-159.58658_21.92285,2
9998,-159.58757_21.92376,2
9999,-159.58585_21.92205,2
10000,-159.58543_21.92097,2
10001,-159.58796_21.92473,2
10002,-159.58797_21.92602,2
10003,-159.58726_21.92530,2
10004,-159.58887_21.92362,2
10005,-159.58939_21.92171,2
10006,-159.48635_21.92492,2
10007,-159.52465_21.90547,4
10008,-159.37097_22.05447,3
10009,-159.37047_22.05475,3
10010,-159.50997_21.92651,4
10011,-159.45116_21.87796,1
10012,-159.45123_21.88220,1
10013,-159.51939_21.91872,4
10014,-159.51464_21.90595,4
10015,-159.49522_21.91651,2
10016,-159.35879_21.96189,2
10017,-159.35950_21.96077,2
10018,-159.35759_22.07487,2
10019,-159.37946_22.06877,2
10020,-159.50168_22.20074,1
10021,-159.52360_21.92710,4
10022,-159.52596_21.92675,3
10023,-159.52654_21.92736,3
10024,-159.47294_21.88084,2
10025,-159.47070_21.88030,2
10026,-159.35844_22.10316,2
10027,-159.32784_22.09149,2
10028,-159.40719_22.21137,2
10029,-159.40702_22.21129,2
10030,-159.40329_22.21059,3
10031,-159.40438_22.21037,3
10032,-159.40510_22.20929,3
10033,-159.58783_21.91487,2
10034,-159.57757_21.91336,3
10035,-159.57403_21.91527,3
10036,-159.57628_21.91303,3
10037,-159.57518_21.91443,3
10038,-159.48261_21.91889,2
10039,-159.48497_21.92589,2
10040,-159.48407_21.92314,2
10041,-159.48673_21.92825,2
10042,-159.46472_21.89464,2
10043,-159.46541_21.90105,2
10044,-159.36830_22.06063,2
10045,-159.37476_22.06340,2
10046,-159.37480_22.10500,2
10047,-159.37031_22.09617,2
10048,-159.49991_22.20247,1
10049,-159.50510_22.20191,1
10050,-159.53455_21.92383,3
10051,-159.53422_21.92304,3
10052,-159.49905_21.92388,2
10053,-159.36994_21.96979,2
10054,-159.37040_21.97031,2
10055,-159.35430_22.10256,2
10056,-159.49826_22.20634,1
10057,-159.52860_21.92326,3
10058,-159.51696_21.90851,4
10059,-159.51681_21.90830,4
10060,-159.52335_21.91467,4
10061,-159.51683_21.90557,4
10062,-159.51730_21.90552,4
10063,-159.51682_21.90944,4
10064,-159.51852_21.91217,4
10065,-159.52104_21.90937,4
10066,-159.52004_21.91187,4
10067,-159.51772_21.90808,4
10068,-159.51612_21.90678,4
10069,-159.51586_21.90696,4
10070,-159.51512_21.90752,4
10071,-159.52312_21.91828,4
10072,-159.52328_21.91819,4
10073,-159.52072_21.91961,4
10074,-159.51513_21.92468,4
10075,-159.52091_21.93569,4
10076,-159.52031_21.93826,4
10077,-159.52073_21.93242,4
10078,-159.51978_21.93299,4
10079,-159.52060_21.93365,4
10080,-159.53031_21.92704,3
10081,-159.52904_21.92606,3
10082,-159.52589_21.92564,3
10083,-159.52613_21.92568,3
10084,-159.49512_21.91951,2
10085,-159.49565_21.91793,2
10086,-159.50267_21.92970,3
10087,-159.49561_21.92902,2
10088,-159.49911_21.91991,2
10089,-159.49839_21.91982,2
10090,-159.49634_21.91981,2
10091,-159.46707_21.89641,2
10092,-159.46719_21.89621,2
10093,-159.49783_21.91539,2
10094,-159.49767_21.91706,2
10095,-159.50179_21.91904,3
10096,-159.50142_21.91863,3
10097,-159.48632_21.88369,2
10098,-159.49894_21.91331,3
10099,-159.49990_21.91410,3
10100,-159.49763_21.91351,3
10101,-159.48992_21.92489,2
10102,-159.48649_21.92243,2
10103,-159.32933_22.09437,2
10104,-159.33011_22.09455,2
10105,-159.46066_21.90468,1
10106,-159.46144_21.90773,2
10107,-159.46198_21.90751,2
10108,-159.46018_21.90066,1
10109,-159.46260_21.89698,2
10110,-159.45224_21.87410,1
10111,-159.44529_21.87310,1
10112,-159.46193_21.90688,2
10113,-159.45979_21.90595,1
10114,-159.46113_21.90650,2
10115,-159.46199_21.90611,2
10116,-159.45783_21.90389,1
10117,-159.45835_21.90511,1
10118,-159.46284_21.88976,2
10119,-159.46217_21.88625,1
10120,-159.36321_21.95993,2
10121,-159.36408_21.96198,2
10122,-159.35867_21.96543,2
10123,-159.36083_21.96585,2
10124,-159.39283_21.96540,2
10125,-159.39358_21.96493,2
10126,-159.39372_21.96581,2
10127,-159.39319_21.96636,2
10128,-159.39215_21.96548,2
10129,-159.39702_21.96348,2
10130,-159.39995_21.96383,2
10131,-159.39841_21.96525,2
10132,-159.36278_22.07390,2
10133,-159.34793_21.95849,3
10134,-159.36467_21.96839,2
10135,-159.36807_21.97006,2
10136,-159.37021_21.96918,2
10137,-159.40541_22.20637,2
10138,-159.40366_22.20618,3
10139,-159.40406_22.20672,3
10140,-159.56056_22.22202,1
10141,-159.55911_22.22241,1
10142,-159.40779_22.21429,2
10143,-159.40720_22.21334,2
10144,-159.43013_22.21384,2
10145,-159.43333_22.21491,2
10146,-159.49920_22.20323,1
10147,-159.49608_22.20715,1
10148,-159.53996_22.21174,1
10149,-159.36605_21.96227,2
10150,-159.37143_21.96664,2
10151,-159.37029_21.96683,2
