,Uid,RFish_rank
123,-159.51511_21.90538,4
124,-159.51499_21.91045,4
125,-159.50299_21.89127,3
126,-159.49600_21.91675,2
127,-159.36710_21.94991,2
128,-159.36468_21.94992,2
129,-159.36119_22.06893,3
130,-159.35793_22.07420,2
131,-159.37643_22.06850,2
132,-159.50424_22.20029,1
133,-159.52480_21.92646,3
134,-159.36098_22.09525,2
135,-159.40721_22.20951,2
136,-159.40493_22.20951,3
137,-159.59202_21.90737,2
138,-159.57640_21.91292,3
139,-159.57636_21.91240,3
140,-159.48383_21.92892,2
141,-159.48387_21.93322,2
142,-159.48746_21.92794,2
143,-159.46495_21.90098,2
144,-159.46569_21.89698,2
145,-159.36893_22.05846,2
146,-159.37505_22.06224,2
147,-159.37857_22.10330,2
148,-159.37211_22.10006,2
149,-159.35870_22.09503,2
150,-159.53453_21.92483,3
151,-159.53184_21.92483,3
152,-159.53294_21.92468,3
153,-159.53312_21.92452,3
154,-159.53359_21.92372,3
155,-159.50135_21.91961,3
156,-159.37047_21.97158,2
157,-159.33046_22.09841,2
158,-159.32899_22.09849,2
159,-159.33000_22.09719,2
160,-159.32940_22.09696,2
161,-159.49760_22.20521,1
162,-159.36957_21.96902,2
163,-159.37298_21.96909,2
164,-159.37423_21.96848,2
165,-159.37394_22.07696,2
166,-159.53528_21.92314,3
167,-159.53577_21.92187,3
168,-159.51631_21.92111,4
169,-159.52282_21.92123,4
170,-159.52370_21.92231,4
171,-159.52535_21.92233,3
172,-159.51468_21.90881,4
173,-159.52080_21.91824,4
174,-159.52042_21.91991,4
175,-159.51742_21.94186,4
176,-159.52450_21.93290,3
177,-159.52142_21.93109,4
178,-159.51795_21.93557,4
179,-159.51922_21.93679,4
180,-159.51953_21.93076,4
181,-159.52418_21.93075,4
182,-159.52635_21.93485,3
183,-159.52963_21.92778,3
184,-159.52883_21.92869,3
185,-159.52926_21.92623,3
186,-159.52319_21.92624,4
187,-159.52307_21.92603,4
188,-159.50036_21.92168,3
189,-159.49476_21.92207,2
190,-159.49520_21.92704,2
191,-159.49985_21.92335,2
192,-159.50734_21.92960,4
193,-159.50673_21.92727,3
194,-159.50772_21.92676,4
195,-159.50636_21.92970,3
196,-159.49910_21.92012,2
197,-159.47076_21.87967,2
198,-159.49802_21.91770,2
199,-159.50074_21.91520,3
200,-159.46883_21.90542,2
201,-159.47923_21.90767,2
202,-159.48030_21.91804,2
203,-159.48569_21.92118,2
204,-159.48485_21.92063,2
205,-159.39778_21.96219,2
206,-159.33523_22.05256,2
207,-159.33678_22.05396,2
208,-159.33479_22.05301,2
209,-159.33038_22.09477,2
210,-159.33033_22.09495,2
211,-159.32516_22.09537,2
212,-159.48302_21.93034,2
213,-159.46351_21.90626,2
214,-159.46051_21.90991,2
215,-159.46010_21.90947,2
216,-159.46311_21.89798,2
217,-159.46700_21.90195,2
218,-159.45078_21.88083,1
219,-159.46052_21.90751,1
220,-159.45967_21.90550,1
221,-159.45789_21.90466,1
222,-159.45797_21.90250,1
223,-159.37173_21.96630,2
224,-159.37083_21.96743,2
225,-159.36997_21.96570,2
226,-159.33765_22.04776,2
227,-159.33595_22.05378,2
228,-159.33662_22.05546,2
229,-159.33779_22.05717,2
230,-159.33871_22.05588,2
231,-159.33703_22.05725,2
232,-159.33925_22.05708,2
233,-159.34019_22.05863,2
234,-159.34410_22.05816,2
235,-159.34401_22.05846,2
236,-159.34498_22.05860,2
237,-159.34451_22.05947,2
238,-159.34200_22.05649,2
239,-159.34218_22.05805,2
240,-159.34179_22.05778,2
241,-159.34211_22.05439,2
242,-159.34261_22.05332,2
243,-159.34472_22.05401,2
244,-159.34554_22.05395,2
245,-159.34631_22.05431,2
246,-159.34559_22.05489,2
247,-159.37237_22.05323,3
248,-159.37658_22.05647,2
249,-159.37595_22.05653,2
250,-159.36311_22.04779,3
251,-159.36611_22.04912,3
252,-159.38219_22.05554,2
253,-159.38786_22.05697,2
254,-159.37812_22.06226,2
255,-159.36393_22.08856,2
256,-159.36191_22.06867,3
257,-159.37382_22.06840,2
258,-159.36248_22.07141,3
259,-159.36313_22.07064,3
260,-159.36211_22.06667,2
261,-159.37278_22.09805,2
262,-159.37169_22.09644,2
263,-159.31743_22.06838,2
264,-159.31870_22.06885,2
265,-159.31914_22.06883,2
266,-159.32037_22.07372,2
267,-159.32021_22.08645,2
268,-159.32028_22.08603,2
269,-159.32403_22.08845,2
270,-159.36064_22.09479,2
271,-159.33077_22.09798,2
272,-159.33934_22.09951,2
273,-159.32996_22.09665,2
274,-159.32820_22.09546,2
275,-159.33044_22.09558,2
276,-159.31760_22.08845,2
277,-159.31499_22.08728,2
278,-159.31550_22.09116,2
279,-159.31540_22.08846,2
280,-159.31931_22.08548,2
281,-159.31787_22.08639,2
282,-159.32072_22.08944,2
283,-159.33379_22.10044,2
284,-159.33618_22.10108,2
285,-159.33579_22.10099,2
286,-159.32215_22.09409,2
287,-159.32212_22.09229,2
288,-159.32226_22.09163,2
289,-159.32009_22.09172,2
290,-159.31976_22.09249,2
291,-159.31950_22.09297,2
292,-159.31944_22.09319,2
293,-159.33510_22.09714,2
294,-159.33200_22.09586,2
295,-159.33314_22.09444,2
296,-159.33351_22.09532,2
297,-159.33458_22.09644,2
298,-159.33320_22.09940,2
299,-159.33305_22.09878,2
300,-159.32700_22.09494,2
301,-159.32618_22.09388,2
302,-159.32634_22.09424,2
303,-159.32558_22.09240,2
304,-159.30698_22.10520,3
305,-159.30537_22.10228,2
306,-159.30841_22.14604,2
307,-159.30468_22.14584,2
308,-159.30687_22.15147,2
309,-159.30904_22.13688,2
310,-159.30390_22.13658,2
311,-159.30256_22.13767,2
312,-159.30237_22.13805,2
313,-159.30476_22.13791,2
314,-159.30315_22.14084,2
315,-159.30141_22.14017,2
316,-159.30121_22.14034,2
317,-159.31679_22.15800,2
318,-159.34168_22.18827,2
319,-159.33321_22.19253,2
320,-159.37847_22.19782,2
321,-159.35821_22.19956,3
322,-159.39419_22.21981,2
323,-159.40835_22.20940,2
324,-159.41017_22.20639,2
325,-159.40911_22.21017,2
326,-159.40489_22.21235,3
327,-159.40516_22.21096,3
328,-159.40911_22.20396,2
329,-159.40404_22.21011,3
330,-159.40400_22.20969,3
331,-159.40537_22.20894,2
332,-159.40469_22.20777,3
333,-159.40855_22.20770,2
334,-159.40888_22.20724,2
335,-159.40599_22.20675,2
336,-159.50530_22.20095,1
337,-159.57488_22.22320,2
338,-159.40798_22.21438,2
339,-159.40833_22.21361,2
340,-159.43192_22.21479,2
341,-159.45543_22.22546,3
342,-159.49614_22.20425,1
343,-159.49543_22.20661,1
344,-159.55012_22.20986,1
345,-159.54394_22.21218,1
346,-159.54703_22.22181,1
347,-159.54674_22.22329,1
348,-159.55117_22.22221,1
349,-159.55194_22.22324,1
350,-159.54672_22.22050,1
351,-159.54536_22.21996,1
352,-159.52538_21.90654,4
353,-159.72647_21.97268,1
354,-159.72606_21.97265,1
355,-159.71604_21.96934,1
356,-159.57795_21.90986,3
357,-159.72371_21.97278,1
358,-159.72529_21.97335,1
359,-159.72505_21.97368,1
360,-159.72349_21.97565,1
361,-159.72235_21.97321,1
362,-159.72141_21.97430,1
363,-159.72566_21.97264,1
364,-159.72500_21.97196,1
365,-159.69396_21.96167,1
366,-159.69751_21.96055,1
367,-159.67280_21.96372,2
368,-159.72208_21.97059,1
369,-159.72210_21.97241,1
370,-159.72135_21.97013,1
371,-159.72184_21.96995,1
372,-159.71902_21.96966,1
373,-159.72099_21.97306,1
374,-159.71703_21.97278,1
375,-159.71388_21.96736,1
376,-159.70893_21.96316,1
377,-159.70931_21.96403,1
378,-159.69832_21.96204,1
379,-159.70313_21.96470,1
380,-159.70486_21.96507,1
381,-159.70774_21.96392,1
382,-159.70778_21.96653,1
383,-159.70695_21.96504,1
384,-159.71021_21.96630,1
385,-159.70468_21.96153,1
386,-159.70377_21.96132,1
387,-159.70589_21.96353,1
388,-159.70763_21.96228,1
389,-159.58786_21.92058,2
390,-159.50055_22.20288,1
391,-159.35650_22.08605,2
392,-159.52136_21.92770,4
393,-159.34440_22.06119,2
394,-159.34710_22.06137,2
395,-159.34453_22.06097,2
396,-159.34135_22.05896,2
397,-159.34183_22.05893,2
398,-159.37355_22.05420,3
399,-159.37423_22.05259,3
400,-159.37605_22.05446,3
401,-159.37727_22.05570,2
402,-159.38843_22.06114,2
403,-159.38679_22.06107,2
404,-159.39185_22.06289,3
405,-159.39080_22.06277,2
406,-159.66725_21.95768,2
407,-159.65750_21.96444,2
408,-159.56455_21.97204,2
409,-159.58616_21.91903,2
410,-159.58602_21.91855,2
411,-159.58670_21.92002,2
412,-159.58610_21.92079,2
413,-159.58640_21.92221,2
414,-159.58692_21.92293,2
415,-159.58811_21.92389,2
416,-159.58739_21.92371,2
417,-159.58721_21.92581,2
418,-159.58723_21.92564,2
419,-159.48584_21.92643,2
420,-159.48571_21.92316,2
421,-159.48700_21.92356,2
422,-159.45949_21.90853,2
423,-159.36748_22.05206,3
424,-159.37043_22.05523,3
425,-159.36979_22.05433,3
426,-159.50732_21.93429,4
427,-159.50574_21.94040,4
428,-159.50480_21.92821,3
429,-159.45109_21.87995,1
430,-159.32489_22.05806,3
431,-159.32532_22.05877,3
432,-159.52006_21.91960,4
433,-159.51934_21.91956,4
434,-159.51879_21.91864,4
435,-159.51540_21.93265,4
436,-159.51226_21.93732,4
437,-159.51249_21.90820,4
438,-159.52487_21.90813,4
439,-159.50534_22.20035,1
440,-159.52501_21.92633,3
441,-159.36023_22.10103,2
442,-159.36487_22.09652,2
443,-159.36248_22.09615,2
444,-159.35717_22.09665,2
445,-159.40753_22.20912,2
446,-159.40325_22.21157,3
447,-159.57732_21.91312,3
448,-159.57655_21.91440,3
449,-159.57610_21.91491,3
450,-159.57559_21.91308,3
451,-159.57469_21.91388,3
452,-159.57419_21.91434,3
453,-159.37029_21.97140,2
454,-159.37481_21.96887,2
455,-159.36989_21.97046,2
456,-159.37674_21.97925,2
457,-159.34032_22.10461,2
458,-159.49930_22.20367,1
459,-159.49905_22.20387,1
460,-159.37256_21.96830,2
461,-159.53555_21.92232,3
462,-159.53622_21.92272,3
463,-159.51228_21.91677,4
464,-159.51344_21.91629,4
465,-159.52600_21.92479,3
466,-159.53145_21.92218,3
467,-159.52440_21.92260,3
468,-159.52394_21.92463,4
469,-159.52692_21.92037,3
470,-159.52655_21.92046,3
471,-159.52837_21.92326,3
472,-159.51585_21.90435,4
473,-159.51599_21.90452,4
474,-159.51613_21.90468,4
475,-159.51844_21.90540,4
476,-159.52229_21.91534,4
477,-159.52283_21.91723,4
478,-159.51859_21.90787,4
479,-159.51760_21.91142,4
480,-159.51614_21.90998,4
481,-159.51816_21.91090,4
482,-159.51407_21.90828,4
483,-159.51485_21.90895,4
484,-159.52371_21.91964,4
485,-159.52361_21.91703,4
486,-159.51870_21.91808,4
487,-159.51457_21.93057,4
488,-159.52059_21.92858,4
489,-159.51860_21.93940,4
490,-159.51759_21.93683,4
491,-159.52036_21.93245,4
492,-159.52960_21.93044,3
493,-159.52840_21.92637,3
494,-159.52754_21.92643,3
495,-159.49828_21.92269,2
496,-159.50058_21.92164,3
497,-159.50156_21.92112,3
498,-159.49691_21.93165,2
499,-159.50698_21.92751,3
500,-159.50793_21.92703,4
501,-159.50556_21.91715,3
502,-159.50560_21.91679,4
503,-159.47000_21.87993,2
504,-159.46624_21.89732,2
505,-159.46612_21.89661,2
506,-159.50152_21.91483,3
507,-159.50148_21.91504,3
508,-159.50136_21.91533,3
509,-159.49995_21.91783,3
510,-159.49849_21.91381,3
511,-159.47888_21.96240,2
512,-159.47865_21.91507,2
513,-159.48448_21.91995,2
514,-159.48260_21.91726,2
515,-159.39818_21.96230,2
516,-159.33686_22.05424,2
517,-159.32935_22.09395,2
518,-159.33028_22.09460,2
519,-159.32499_22.09766,2
520,-159.32517_22.09772,2
521,-159.48454_21.92602,2
522,-159.48351_21.93145,2
523,-159.46353_21.90660,2
524,-159.46052_21.91023,2
525,-159.46199_21.90547,2
526,-159.45824_21.90330,1
527,-159.45952_21.90472,1
528,-159.46256_21.88678,1
529,-159.46105_21.88766,1
530,-159.35994_21.96407,2
531,-159.39407_21.96664,2
532,-159.39064_21.96458,2
533,-159.39308_21.96413,2
534,-159.39249_21.96460,2
535,-159.39173_21.96560,2
536,-159.39770_21.96474,2
537,-159.40018_21.96417,2
538,-159.39835_21.96388,2
539,-159.39800_21.96346,2
540,-159.39861_21.96462,2
541,-159.39829_21.96493,2
542,-159.52644_21.91996,3
543,-159.52873_21.92124,3
544,-159.52938_21.92022,3
545,-159.51756_21.90351,4
546,-159.51673_21.90609,4
547,-159.51922_21.90768,4
548,-159.51525_21.90795,4
549,-159.51888_21.91431,4
550,-159.52361_21.91503,4
551,-159.52301_21.91643,4
552,-159.51771_21.90612,4
553,-159.51794_21.91186,4
554,-159.51861_21.91040,4
555,-159.51723_21.91015,4
556,-159.51648_21.91074,4
557,-159.51820_21.91356,4
558,-159.46212_21.89010,1
559,-159.46221_21.88938,2
560,-159.36294_21.95976,2
561,-159.36173_21.96552,2
562,-159.39242_21.96706,2
563,-159.39266_21.96692,2
564,-159.39309_21.96618,2
565,-159.39375_21.96633,2
566,-159.39280_21.96496,2
567,-159.39148_21.96569,2
568,-159.39642_21.96222,2
569,-159.39793_21.96266,2
570,-159.34789_21.95835,3
571,-159.36589_21.96893,2
572,-159.36942_21.97146,2
573,-159.36856_21.97005,2
574,-159.38276_22.05533,2
575,-159.38446_22.05494,2
576,-159.38390_22.05554,2
577,-159.38328_22.05602,2
578,-159.36963_22.05589,3
579,-159.36974_22.05605,3
580,-159.36800_22.05381,3
581,-159.36656_22.05229,3
582,-159.39200_22.06362,2
583,-159.39409_22.06417,3
584,-159.36981_22.05168,3
585,-159.37133_22.05195,3
586,-159.38253_22.05678,2
587,-159.38318_22.05747,2
588,-159.38018_22.06055,2
589,-159.38189_22.05964,2
590,-159.31778_22.09234,2
591,-159.31893_22.09070,2
592,-159.32256_22.09503,2
593,-159.32705_22.09646,2
594,-159.32449_22.09652,2
595,-159.32348_22.09692,2
596,-159.34561_22.10064,2
597,-159.34505_22.10088,2
598,-159.31636_22.09394,2
599,-159.31663_22.09241,2
600,-159.31946_22.09375,2
601,-159.31539_22.08435,2
602,-159.33991_22.10113,2
603,-159.35617_22.09831,2
604,-159.32741_22.08296,2
605,-159.33347_22.10155,2
606,-159.71158_21.96712,1
607,-159.71142_21.96702,1
608,-159.67518_22.10909,2
609,-159.64594_22.13092,3
610,-159.64517_22.13083,3
611,-159.64728_22.12980,3
612,-159.66082_22.12941,3
613,-159.65768_21.97917,2
614,-159.45989_21.90401,1
615,-159.45898_21.90343,1
616,-159.36152_21.96452,2
617,-159.36286_21.96547,2
618,-159.38744_21.94769,2
619,-159.37133_22.05750,3
620,-159.49573_22.20278,1
621,-159.57541_21.91409,3
622,-159.48310_21.92747,2
623,-159.48202_21.92789,2
624,-159.48456_21.92101,2
625,-159.48332_21.93439,2
626,-159.46485_21.89580,2
627,-159.46443_21.90029,2
628,-159.46424_21.90065,2
629,-159.37455_22.10265,2
630,-159.49987_22.20216,1
631,-159.53322_21.92503,3
632,-159.53160_21.92529,3
633,-159.53156_21.92443,3
634,-159.53512_21.92338,3
635,-159.50011_21.92326,2
636,-159.50075_21.91888,3
637,-159.50113_21.91916,3
638,-159.46026_21.89843,1
639,-159.46588_21.90233,2
640,-159.46500_21.90140,2
641,-159.44512_21.87279,1
642,-159.46027_21.90715,1
643,-159.46169_21.90653,2
644,-159.45949_21.90662,1
645,-159.46022_21.90604,1
646,-159.46026_21.90639,1
647,-159.46012_21.90674,1
648,-159.36942_22.05554,3
649,-159.36632_22.05243,3
650,-159.36670_22.05271,3
651,-159.39292_22.06166,2
652,-159.39408_22.06240,3
653,-159.39385_22.06442,3
654,-159.38154_22.05980,2
655,-159.38436_22.05781,2
656,-159.31832_22.06445,2
657,-159.38134_22.07800,2
658,-159.35714_22.08599,2
659,-159.36917_22.07545,2
660,-159.34791_21.95821,3
661,-159.37389_21.97079,2
662,-159.36867_21.97128,2
663,-159.37207_21.96657,2
664,-159.37139_21.96740,2
665,-159.33657_22.05468,2
666,-159.33743_22.05511,2
667,-159.33537_22.05574,2
668,-159.34085_22.05445,2
669,-159.33900_22.05603,2
670,-159.34735_22.05667,2
671,-159.34915_22.05873,2
672,-159.34083_22.05893,2
673,-159.34010_22.05954,2
674,-159.34268_22.05918,2
675,-159.34493_22.05949,2
676,-159.34476_22.05592,2
677,-159.34601_22.05557,2
678,-159.34593_22.05584,2
679,-159.34603_22.05751,2
680,-159.34148_22.05750,2
681,-159.34253_22.05743,2
682,-159.34267_22.05405,2
683,-159.37341_22.05244,3
684,-159.37670_22.05622,2
685,-159.37649_22.05837,2
686,-159.37460_22.06057,2
687,-159.39405_22.05852,2
688,-159.36624_22.04887,3
689,-159.38296_22.05582,2
690,-159.38478_22.05411,2
691,-159.36619_22.05963,2
692,-159.46122_21.89193,1
693,-159.72349_21.97307,1
694,-159.72387_21.97312,1
695,-159.72275_21.97459,1
696,-159.72241_21.97504,1
697,-159.72388_21.97524,1
698,-159.72371_21.97533,1
699,-159.72314_21.97544,1
700,-159.72224_21.97531,1
701,-159.72190_21.97585,1
702,-159.72264_21.97302,1
703,-159.72126_21.97420,1
704,-159.72241_21.97375,1
705,-159.66342_21.96440,2
706,-159.72607_21.97178,1
707,-159.72084_21.97195,1
708,-159.72028_21.97087,1
709,-159.72163_21.97306,1
710,-159.71689_21.97269,1
711,-159.69943_21.96192,1
712,-159.70450_21.96594,1
713,-159.71005_21.96543,1
714,-159.70797_21.96440,1
715,-159.70826_21.96558,1
716,-159.70756_21.96544,1
717,-159.71002_21.96618,1
718,-159.71030_21.96592,1
719,-159.71535_21.96893,1
720,-159.71396_21.96804,1
721,-159.70278_21.96214,1
722,-159.70562_21.96335,1
723,-159.71278_21.96749,1
724,-159.67944_22.10005,4
725,-159.66088_22.12004,2
726,-159.66299_22.12399,3
727,-159.64767_22.12911,3
728,-159.65310_22.13081,3
729,-159.36048_21.96341,2
730,-159.36102_21.96296,2
731,-159.38704_21.94792,2
732,-159.58519_21.91358,2
733,-159.38136_22.05622,2
734,-159.49735_22.20595,1
735,-159.36839_21.97299,2
736,-159.58860_21.92147,2
737,-159.37278_22.07677,2
738,-159.35605_22.08612,2
739,-159.52160_21.92781,4
740,-159.34464_22.06160,2
741,-159.37598_22.05291,2
742,-159.37778_22.05488,2
743,-159.37526_22.05399,3
744,-159.37650_22.05459,3
745,-159.37696_22.05473,3
746,-159.38897_22.06074,3
747,-159.38768_22.06009,3
748,-159.66076_21.96185,2
749,-159.63768_21.94436,3
750,-159.58845_21.92048,2
751,-159.58865_21.92045,2
752,-159.58644_21.92071,2
753,-159.58833_21.92182,2
754,-159.58805_21.92262,2
755,-159.58746_21.92344,2
756,-159.58838_21.92367,2
757,-159.58559_21.92267,2
758,-159.38369_22.05617,2
759,-159.38400_22.05615,2
760,-159.36674_22.05410,3
761,-159.36690_22.05327,3
762,-159.38713_22.05770,2
763,-159.38750_22.05795,2
764,-159.39477_22.06516,2
765,-159.37032_22.05185,3
766,-159.37062_22.05231,3
767,-159.36965_22.05107,3
768,-159.38288_22.05664,2
769,-159.38336_22.05700,2
770,-159.37983_22.06247,2
771,-159.36038_22.07050,3
772,-159.36167_22.06975,3
773,-159.37197_22.07497,2
774,-159.36293_22.07150,3
775,-159.36304_22.06606,2
776,-159.36183_22.06788,3
777,-159.37362_22.09859,2
778,-159.37234_22.09701,2
779,-159.37365_22.09224,2
780,-159.31729_22.06890,2
781,-159.31788_22.06836,2
782,-159.31818_22.06969,2
783,-159.31867_22.06832,2
784,-159.31870_22.06812,2
785,-159.32096_22.07372,2
786,-159.32022_22.07372,2
787,-159.32264_22.08691,2
788,-159.32925_22.09590,2
789,-159.33119_22.09582,2
790,-159.31548_22.08934,2
791,-159.31609_22.08885,2
792,-159.31726_22.08820,2
793,-159.31752_22.08352,2
794,-159.31769_22.08473,2
795,-159.31785_22.08505,2
796,-159.31786_22.08611,2
797,-159.31769_22.08494,2
798,-159.31884_22.08542,2
799,-159.32023_22.08865,2
800,-159.32152_22.08817,2
801,-159.31987_22.09025,2
802,-159.31952_22.09010,2
803,-159.31790_22.09240,2
804,-159.32351_22.09641,2
805,-159.32409_22.09522,2
806,-159.32623_22.09620,2
807,-159.33121_22.09843,2
808,-159.32463_22.09703,2
809,-159.34461_22.10086,2
810,-159.31671_22.09296,2
811,-159.31575_22.09382,2
812,-159.32526_22.08133,2
813,-159.35741_22.09751,2
814,-159.35512_22.09948,2
815,-159.33108_22.08632,2
816,-159.32952_22.08624,2
817,-159.33572_22.10214,2
818,-159.33443_22.10041,2
819,-159.33518_22.09981,2
820,-159.33487_22.10171,2
821,-159.33495_22.10153,2
822,-159.33512_22.10084,2
823,-159.33690_22.10038,2
824,-159.33612_22.10062,2
825,-159.32245_22.09391,2
826,-159.32207_22.09338,2
827,-159.32096_22.09296,2
828,-159.32317_22.09202,2
829,-159.32348_22.09174,2
830,-159.32083_22.09023,2
831,-159.33146_22.09601,2
832,-159.33166_22.09644,2
833,-159.33163_22.09572,2
834,-159.33366_22.09987,2
835,-159.32742_22.09438,2
836,-159.32646_22.09399,2
837,-159.32439_22.10491,2
838,-159.30698_22.10490,3
839,-159.30500_22.10156,3
840,-159.30555_22.10189,2
841,-159.30666_22.10275,3
842,-159.30671_22.10305,3
843,-159.31668_22.13729,2
844,-159.30547_22.14472,2
845,-159.30590_22.14508,2
846,-159.31532_22.14653,2
847,-159.30529_22.13597,2
848,-159.30764_22.13737,2
849,-159.30517_22.13709,2
850,-159.30207_22.13665,2
851,-159.30203_22.13743,2
852,-159.30152_22.13626,2
853,-159.55512_22.22285,1
854,-159.30545_22.13858,2
855,-159.30499_22.13873,2
856,-159.30050_22.14169,2
857,-159.31717_22.15750,2
858,-159.31253_22.15811,2
859,-159.30959_22.16612,2
860,-159.33326_22.19321,2
861,-159.38321_22.20030,2
862,-159.41464_22.21901,2
863,-159.41088_22.20764,2
864,-159.41040_22.20860,2
865,-159.40485_22.21189,3
866,-159.40566_22.21082,2
867,-159.40739_22.21158,2
868,-159.41113_22.20673,2
869,-159.42428_22.21842,2
870,-159.40621_22.20377,2
871,-159.40119_22.21482,3
872,-159.40395_22.21025,3
873,-159.40457_22.20846,3
874,-159.40300_22.20200,3
875,-159.40184_22.20194,3
876,-159.40864_22.20752,2
877,-159.40658_22.20820,2
878,-159.40638_22.20813,2
879,-159.40783_22.20653,2
880,-159.50532_22.20119,1
881,-159.55924_22.22302,1
882,-159.44435_22.22286,2
883,-159.45393_22.22530,3
884,-159.46329_22.22242,3
885,-159.46735_22.18554,1
886,-159.49562_22.20383,1
887,-159.54660_22.21043,1
888,-159.54603_22.22298,1
889,-159.54785_22.22299,1
890,-159.54750_22.22016,1
891,-159.54484_22.22035,1
892,-159.57815_21.90946,3
893,-159.57835_21.90906,3
894,-159.72372_21.97410,1
895,-159.72412_21.97493,1
896,-159.72213_21.97546,1
897,-159.72145_21.97406,1
898,-159.66349_21.96493,2
899,-159.72509_21.97179,1
900,-159.69604_21.96199,1
901,-159.69586_21.96197,1
902,-159.67195_21.96282,2
903,-159.72281_21.97106,1
904,-159.72161_21.97145,1
905,-159.71975_21.97108,1
906,-159.71813_21.97081,1
907,-159.71846_21.97405,1
908,-159.71521_21.96828,1
909,-159.70125_21.96180,1
910,-159.70282_21.96512,1
911,-159.70383_21.96471,1
912,-159.70394_21.96554,1
913,-159.70511_21.96543,1
914,-159.70743_21.96404,1
915,-159.70752_21.96492,1
916,-159.70724_21.96606,1
917,-159.71351_21.97113,1
918,-159.71453_21.97249,1
919,-159.70431_21.96326,1
920,-159.70500_21.96359,1
921,-159.70797_21.96235,1
922,-159.71181_21.96656,1
923,-159.71181_21.96685,1
924,-159.67963_22.10601,2
925,-159.67968_22.10211,3
926,-159.67759_22.10688,2
927,-159.64967_22.12687,3
928,-159.45912_21.90326,1
929,-159.39201_21.94680,2
930,-159.38137_22.05573,2
