,Uid,dist2_DomWells_m
64,-159.71137_21.96656,2416.7504690404526
65,-159.66144_22.11946,2982.903829201292
66,-159.65420_22.12964,1650.4049994887268
67,-159.45977_21.90457,5469.870129332941
68,-159.36000_21.96334,5370.368058375834
69,-159.36176_21.96581,5526.313474799135
70,-159.37219_22.05729,2054.173067014032
71,-159.36946_22.05793,2327.5062732657375
72,-159.38467_22.05333,1011.4431970623959
73,-159.38407_22.05409,1006.158530509209
74,-159.38316_22.05448,1061.0459894407843
75,-159.49511_22.21023,1131.8456240323649
76,-159.49588_22.20505,1421.061513968264
77,-159.58774_21.92027,6645.8359189509365
78,-159.58748_21.92049,6664.039951919965
79,-159.58844_21.92623,6410.2123600065515
80,-159.58862_21.92508,6419.201718772943
81,-159.39097_22.21195,134.56665039650557
82,-159.50072_22.20278,1006.6702221860679
83,-159.36808_22.08363,369.86506586096107
84,-159.36346_22.07411,787.5700876985183
85,-159.34431_22.06002,1301.2295191870246
86,-159.37350_22.05443,1984.4040317234226
87,-159.37729_22.05450,1609.1891224357212
88,-159.38927_22.06084,316.97265654977866
89,-159.65988_21.96372,3049.8389149062805
90,-159.66848_21.95420,2677.6476804952176
91,-159.58776_21.91989,6656.653051950667
92,-159.58579_21.91928,6871.213090662705
93,-159.58606_21.92096,6789.830577953048
94,-159.58791_21.92200,6574.634082785649
95,-159.58669_21.92353,6653.1446575707105
96,-159.58617_21.92327,6711.7271504160835
97,-159.58758_21.92496,6527.074858330532
98,-159.58958_21.92102,6439.944077889592
99,-159.59720_21.90418,6550.314130421426
100,-159.48529_21.92467,3656.698054530194
101,-159.46462_21.92893,4856.270687861029
102,-159.52488_21.90488,1042.9157455934983
103,-159.36804_22.05262,2074.5292853395968
104,-159.36719_22.05222,1980.3411703394092
105,-159.37190_22.05489,2130.1234101792174
106,-159.50775_21.93643,3376.600518278812
107,-159.50844_21.93401,3099.41289038783
108,-159.50880_21.92786,2428.654505150987
109,-159.50859_21.92861,2514.5850497668703
110,-159.45177_21.87975,7039.14176442644
111,-159.45177_21.87992,7022.938544443064
112,-159.45177_21.88185,6838.5836201788725
113,-159.38512_22.05583,810.3782853245816
114,-159.51845_21.92063,1584.8322577900753
115,-159.51925_21.92001,1539.1836832541294
116,-159.52047_21.91920,1496.615359112619
117,-159.52030_21.91874,1443.485649150544
118,-159.51776_21.91929,1424.4389471540594
119,-159.51954_21.91858,1397.975217035033
120,-159.51164_21.93200,2823.610944418359
121,-159.51151_21.92590,2156.2297053021807
122,-159.51273_21.93431,3066.769110700573
123,-159.51511_21.90538,145.7770512933433
124,-159.51499_21.91045,415.89065990123197
125,-159.50299_21.89127,2109.7189621176335
126,-159.49600_21.91675,2254.855220588677
127,-159.36710_21.94991,3716.4197294398027
128,-159.36468_21.94992,3850.632927871549
129,-159.36119_22.06893,1406.2332399881639
130,-159.35793_22.07420,1042.457937134107
131,-159.37643_22.06850,1671.9159521038205
132,-159.50424_22.20029,728.6815193417337
133,-159.52480_21.92646,2413.2317842785887
134,-159.36098_22.09525,745.1305973450675
135,-159.40721_22.20951,918.4934442935448
136,-159.40493_22.20951,1153.7087128316946
137,-159.59202_21.90737,6813.30690313812
138,-159.57640_21.91292,6384.697092895245
139,-159.57636_21.91240,6374.424981406385
140,-159.48383_21.92892,4051.293871755187
141,-159.48387_21.93322,4353.834171169588
142,-159.48746_21.92794,3690.066214832636
143,-159.46495_21.90098,5208.003788523372
144,-159.46569_21.89698,5204.412053265683
145,-159.36893_22.05846,2374.9512495903814
146,-159.37505_22.06224,1771.753659311488
147,-159.37857_22.10330,1145.777257218815
148,-159.37211_22.10006,656.9225328014609
149,-159.35870_22.09503,905.5086764112535
150,-159.53453_21.92483,2848.5617585967293
151,-159.53184_21.92483,2659.6215351764827
152,-159.53294_21.92468,2722.499412443382
153,-159.53312_21.92452,2722.997723784601
154,-159.53359_21.92372,2693.42845550436
155,-159.50135_21.91961,2007.2548746992602
156,-159.37047_21.97158,5801.609623672229
157,-159.33046_22.09841,1124.932222186104
158,-159.32899_22.09849,1157.7928925911235
159,-159.33000_22.09719,1169.6523579675352
160,-159.32940_22.09696,1132.0653979482322
161,-159.49760_22.20521,1359.4527000911944
162,-159.36957_21.96902,5556.140293776064
163,-159.37298_21.96909,5469.495158529739
164,-159.37423_21.96848,5374.942398304838
165,-159.37394_22.07696,848.7306977198759
166,-159.53528_21.92314,2778.292477017013
167,-159.53577_21.92187,2728.0151736483103
168,-159.51631_21.92111,1602.126525712315
169,-159.52282_21.92123,1802.6992506925592
170,-159.52370_21.92231,1949.7492012357668
171,-159.52535_21.92233,2036.7183892481735
172,-159.51468_21.90881,236.23684896743927
173,-159.52080_21.91824,1413.2130005350089
174,-159.52042_21.91991,1568.2924515214547
175,-159.51742_21.94186,3901.9816888223077
176,-159.52450_21.93290,3064.3288657643225
177,-159.52142_21.93109,2781.947891984496
178,-159.51795_21.93557,3212.4345132075428
179,-159.51922_21.93679,3361.5235621608867
180,-159.51953_21.93076,2706.665002815835
181,-159.52418_21.93075,2828.20197340353
182,-159.52635_21.93485,3332.1369008230085
183,-159.52963_21.92778,2783.0401636958677
184,-159.52883_21.92869,2824.956594155044
185,-159.52926_21.92623,2619.5950620527083
186,-159.52319_21.92624,2325.0054257288393
187,-159.52307_21.92603,2298.462945713239
188,-159.50036_21.92168,2243.424909894499
189,-159.49476_21.92207,2694.1530198067294
190,-159.49520_21.92704,3041.301727208409
191,-159.49985_21.92335,2416.8105125460543
192,-159.50734_21.92960,2656.0448499197605
193,-159.50673_21.92727,2432.447518525181
194,-159.50772_21.92676,2344.9519364059
195,-159.50636_21.92970,2698.0084607115264
196,-159.49910_21.92012,2214.2665579062527
197,-159.47076_21.87967,5462.049756778711
198,-159.49802_21.91770,2133.945544208841
199,-159.50074_21.91520,1746.385290974443
200,-159.46883_21.90542,4769.989001074218
201,-159.47923_21.90767,3695.3904311859687
202,-159.48030_21.91804,3796.47871833525
203,-159.48569_21.92118,3424.479782007695
204,-159.48485_21.92063,3473.844477132589
205,-159.39778_21.96219,3486.853380624677
206,-159.33523_22.05256,1413.4265916674283
207,-159.33678_22.05396,1319.130707242063
208,-159.33479_22.05301,1471.8761939878464
209,-159.33038_22.09477,925.7861972975592
210,-159.33033_22.09495,942.6740904658163
211,-159.32516_22.09537,957.4846781308829
212,-159.48302_21.93034,4213.685268247924
213,-159.46351_21.90626,5317.638637511912
214,-159.46051_21.90991,5191.308116753747
215,-159.46010_21.90947,5181.5542863487735
216,-159.46311_21.89798,5445.007265574704
217,-159.46700_21.90195,4984.770708864268
218,-159.45078_21.88083,6884.571723947332
219,-159.46052_21.90751,5338.838694877271
220,-159.45967_21.90550,5398.561673612709
221,-159.45789_21.90466,5312.4008052966465
222,-159.45797_21.90250,5472.906711846332
223,-159.37173_21.96630,5204.445232917472
224,-159.37083_21.96743,5350.449976150274
225,-159.36997_21.96570,5193.731445990509
226,-159.33765_22.04776,1111.0819880387994
227,-159.33595_22.05378,1388.9993855381872
228,-159.33662_22.05546,1412.2697005614866
229,-159.33779_22.05717,1424.146320738664
230,-159.33871_22.05588,1260.6763538204968
231,-159.33703_22.05725,1490.012634829101
232,-159.33925_22.05708,1305.1277968945744
233,-159.34019_22.05863,1367.9462897996375
234,-159.34410_22.05816,1116.0225109124835
235,-159.34401_22.05846,1150.3819252870514
236,-159.34498_22.05860,1129.655711252621
237,-159.34451_22.05947,1236.9513328028208
238,-159.34200_22.05649,1066.8532663357007
239,-159.34218_22.05805,1197.4953051349712
240,-159.34179_22.05778,1194.4309020684364
241,-159.34211_22.05439,886.2869253223898
242,-159.34261_22.05332,768.8393475043715
243,-159.34472_22.05401,679.5384473855128
244,-159.34554_22.05395,630.7467737478481
245,-159.34631_22.05431,636.3327185855333
246,-159.34559_22.05489,722.9476182756011
247,-159.37237_22.05323,2135.1554918925794
248,-159.37658_22.05647,1620.603030294582
249,-159.37595_22.05653,1682.7864558056672
250,-159.36311_22.04779,1529.0657222920065
251,-159.36611_22.04912,1834.0662628747577
252,-159.38219_22.05554,1096.4654706362157
253,-159.38786_22.05697,503.4607022956263
254,-159.37812_22.06226,1461.4613039110807
255,-159.36393_22.08856,274.1429198042097
256,-159.36191_22.06867,1404.4472779716464
257,-159.37382_22.06840,1534.3620594355054
258,-159.36248_22.07141,1101.7125333357212
259,-159.36313_22.07064,1157.8365873535615
260,-159.36211_22.06667,1607.6279573332004
261,-159.37278_22.09805,868.7385990667846
262,-159.37169_22.09644,911.3720424258978
263,-159.31743_22.06838,953.8418690125061
264,-159.31870_22.06885,813.4074643223881
265,-159.31914_22.06883,772.973486961186
266,-159.32037_22.07372,598.3251624440836
267,-159.32021_22.08645,726.4465921681456
268,-159.32028_22.08603,724.0145355379439
269,-159.32403_22.08845,370.4088506946837
270,-159.36064_22.09479,733.2853272320882
271,-159.33077_22.09798,1165.2297475526507
272,-159.33934_22.09951,283.9366899038951
273,-159.32996_22.09665,1110.9799681772568
274,-159.32820_22.09546,947.9239220977714
275,-159.33044_22.09558,1012.3460721495185
276,-159.31760_22.08845,1007.8437395760161
277,-159.31499_22.08728,1263.399820117201
278,-159.31550_22.09116,1297.6003490826974
279,-159.31540_22.08846,1232.6969467868662
280,-159.31931_22.08548,833.1628467458737
281,-159.31787_22.08639,967.7452041602978
282,-159.32072_22.08944,726.868194867876
283,-159.33379_22.10044,856.0782506975105
284,-159.33618_22.10108,622.4227051667248
285,-159.33579_22.10099,659.2924354321692
286,-159.32215_22.09409,949.5142462935208
287,-159.32212_22.09229,793.1958987388441
288,-159.32226_22.09163,729.8575838553868
289,-159.32009_22.09172,907.246705816652
290,-159.31976_22.09249,986.1891197824048
291,-159.31950_22.09297,1040.2941064726588
292,-159.31944_22.09319,1060.802969660811
293,-159.33510_22.09714,779.2469979947315
294,-159.33200_22.09586,1103.0723411759006
295,-159.33314_22.09444,954.9018086491291
296,-159.33351_22.09532,1016.6440796641989
297,-159.33458_22.09644,860.5985011267387
298,-159.33320_22.09940,915.9330270662
299,-159.33305_22.09878,937.678892963772
300,-159.32700_22.09494,886.4153727416685
301,-159.32618_22.09388,775.5666915660582
302,-159.32634_22.09424,813.7035153889616
303,-159.32558_22.09240,628.2294773584381
304,-159.30698_22.10520,2684.951091020533
305,-159.30537_22.10228,2823.277706277277
306,-159.30841_22.14604,1386.9084965592863
307,-159.30468_22.14584,1561.2665117199567
308,-159.30687_22.15147,914.9214727462704
309,-159.30904_22.13688,2367.2057541311174
310,-159.30390_22.13658,2528.6018062451362
311,-159.30256_22.13767,2467.9066860527264
312,-159.30237_22.13805,2437.816082945239
313,-159.30476_22.13791,2360.5702905123435
314,-159.30315_22.14084,2124.054040143029
315,-159.30141_22.14017,2273.1338541438945
316,-159.30121_22.14034,2266.960943481465
317,-159.31679_22.15800,109.82193769584545
318,-159.34168_22.18827,89.57259020296611
319,-159.33321_22.19253,70.82137297552363
320,-159.37847_22.19782,161.85860641350746
321,-159.35821_22.19956,202.79587722544412
322,-159.39419_22.21981,801.6558641087842
323,-159.40835_22.20940,801.4782886040342
324,-159.41017_22.20639,700.5853961204216
325,-159.40911_22.21017,727.2866807668996
326,-159.40489_22.21235,937.4591013394348
327,-159.40516_22.21096,1051.2041051044637
328,-159.40911_22.20396,944.579098030492
329,-159.40404_22.21011,1191.1797628597576
330,-159.40400_22.20969,1233.7638394704024
331,-159.40537_22.20894,1110.0116346387802
332,-159.40469_22.20777,1193.3926866643328
333,-159.40855_22.20770,804.2307919013338
334,-159.40888_22.20724,785.0047938406344
335,-159.40599_22.20675,1086.0430023576905
336,-159.50530_22.20095,829.1361281019914
337,-159.57488_22.22320,2917.940171730679
338,-159.40798_22.21438,580.3088428371738
339,-159.40833_22.21361,647.0113954864195
340,-159.43192_22.21479,182.33070927214595
341,-159.45543_22.22546,1515.232561199801
342,-159.49614_22.20425,1331.0906480347967
343,-159.49543_22.20661,1342.6827235185249
344,-159.55012_22.20986,48.51358296975658
345,-159.54394_22.21218,735.0010514444209
346,-159.54703_22.22181,1387.7805999291854
347,-159.54674_22.22329,1553.1306950875314
348,-159.55117_22.22221,1383.964740260407
349,-159.55194_22.22324,1503.6653024860695
350,-159.54672_22.22050,1258.048756235365
351,-159.54536_22.21996,1254.3229420660264
352,-159.52538_21.90654,1075.7486535064256
353,-159.72647_21.97268,2164.3311686248585
354,-159.72606_21.97265,2175.5522282560282
355,-159.71604_21.96934,2843.413245958266
356,-159.57795_21.90986,6516.328471276469
357,-159.72371_21.97278,2221.9540086331967
358,-159.72529_21.97335,2117.069161414653
359,-159.72505_21.97368,2087.9743801103996
360,-159.72349_21.97565,1928.9264853918576
361,-159.72235_21.97321,2224.0748799862354
362,-159.72141_21.97430,2150.4719445886317
363,-159.72566_21.97264,2185.7701320805772
364,-159.72500_21.97196,2273.9387432776457
365,-159.69396_21.96167,1236.1196979012975
366,-159.69751_21.96055,1535.7073530541134
367,-159.67280_21.96372,1855.622024566229
368,-159.72208_21.97059,2505.3546562287884
369,-159.72210_21.97241,2315.339268307054
370,-159.72135_21.97013,2579.114206549906
371,-159.72184_21.96995,2580.267590338516
372,-159.71902_21.96966,2720.4440813480223
373,-159.72099_21.97306,2292.9689896157965
374,-159.71703_21.97278,2516.1225357665435
375,-159.71388_21.96736,2652.557419425333
376,-159.70893_21.96316,2298.9039681036456
377,-159.70931_21.96403,2297.812745193107
378,-159.69832_21.96204,1463.1045063985598
379,-159.70313_21.96470,1686.0232634764664
380,-159.70486_21.96507,1829.2749937987237
381,-159.70774_21.96392,2153.43301756781
382,-159.70778_21.96653,2059.4602382237895
383,-159.70695_21.96504,2030.6630011950194
384,-159.71021_21.96630,2307.8624552541596
385,-159.70468_21.96153,2003.0034153587942
386,-159.70377_21.96132,1939.3194820962894
387,-159.70589_21.96353,1998.7707287220633
388,-159.70763_21.96228,2221.45566461983
389,-159.58786_21.92058,6624.197775236253
390,-159.50055_22.20288,1020.2361334412167
391,-159.35650_22.08605,301.404873772666
392,-159.52136_21.92770,2417.8308522199536
393,-159.34440_22.06119,1421.5285776247697
394,-159.34710_22.06137,1387.9818603582721
395,-159.34453_22.06097,1394.8068504015234
396,-159.34135_22.05896,1328.0525736277705
397,-159.34183_22.05893,1298.949923981839
398,-159.37355_22.05420,1986.4212985146162
399,-159.37423_22.05259,1980.3167459108793
400,-159.37605_22.05446,1731.7089389926655
401,-159.37727_22.05570,1571.649618901837
402,-159.38843_22.06114,408.7841503157586
403,-159.38679_22.06107,562.8567924116018
404,-159.39185_22.06289,381.81767687609533
405,-159.39080_22.06277,387.16769588991053
406,-159.66725_21.95768,2696.2613589245257
407,-159.65750_21.96444,3045.9625394779328
408,-159.56455_21.97204,8864.759081064825
409,-159.58616_21.91903,6843.177492809278
410,-159.58602_21.91855,6873.150650572369
411,-159.58670_21.92002,6756.596439373695
412,-159.58610_21.92079,6790.7275295101035
413,-159.58640_21.92221,6718.288080624488
414,-159.58692_21.92293,6646.060166643364
415,-159.58811_21.92389,6501.048877380395
416,-159.58739_21.92371,6578.066052391097
417,-159.58721_21.92581,6544.15448657712
418,-159.58723_21.92564,6545.551729034815
419,-159.48584_21.92643,3720.0024334546424
420,-159.48571_21.92316,3531.0348640826282
421,-159.48700_21.92356,3441.1212102783684
422,-159.45949_21.90853,5187.694924761701
423,-159.36748_22.05206,2006.720232274859
424,-159.37043_22.05523,2270.11650542397
425,-159.36979_22.05433,2294.165819011981
426,-159.50732_21.93429,3156.595605127268
427,-159.50574_21.94040,3852.141614668519
428,-159.50480_21.92821,2603.5475803491236
429,-159.45109_21.87995,6986.064341456896
430,-159.32489_22.05806,1540.1595516345624
431,-159.32532_22.05877,1459.2580128893735
432,-159.52006_21.91960,1523.431736073066
433,-159.51934_21.91956,1494.8852723288323
434,-159.51879_21.91864,1380.2047093476801
435,-159.51540_21.93265,2875.041763807441
436,-159.51226_21.93732,3402.4930416983
437,-159.51249_21.90820,306.36342107940663
438,-159.52487_21.90813,1034.4525353729034
439,-159.50534_22.20035,768.4160283358545
440,-159.52501_21.92633,2408.863475753832
441,-159.36023_22.10103,541.4609257257908
442,-159.36487_22.09652,698.5625207886891
443,-159.36248_22.09615,737.3502728074607
444,-159.35717_22.09665,1075.7837179008577
445,-159.40753_22.20912,886.4188639477773
446,-159.40325_22.21157,1111.2008321681399
447,-159.57732_21.91312,6481.823282402913
448,-159.57655_21.91440,6419.201893588259
449,-159.57610_21.91491,6380.738620696426
450,-159.57559_21.91308,6303.228322840649
451,-159.57469_21.91388,6221.934246871801
452,-159.57419_21.91434,6176.597989579362
453,-159.37029_21.97140,5787.724730709375
454,-159.37481_21.96887,5404.162085380185
455,-159.36989_21.97046,5699.209873827718
456,-159.37674_21.97925,5344.792889846624
457,-159.34032_22.10461,554.8960949579289
458,-159.49930_22.20367,1138.2550468935437
459,-159.49905_22.20387,1168.1540181146142
460,-159.37256_21.96830,5395.03731584406
461,-159.53555_21.92232,2741.2477383969754
462,-159.53622_21.92272,2823.319765617447
463,-159.51228_21.91677,1150.2709891023849
464,-159.51344_21.91629,1073.910590136838
465,-159.52600_21.92479,2305.454719949368
466,-159.53145_21.92218,2416.245315874429
467,-159.52440_21.92260,2012.3671315252698
468,-159.52394_21.92463,2191.6983023093967
469,-159.52692_21.92037,1953.739039276048
470,-159.52655_21.92046,1937.7691611943576
471,-159.52837_21.92326,2298.1339608996186
472,-159.51585_21.90435,274.30240415402835
473,-159.51599_21.90452,262.42414701201403
474,-159.51613_21.90468,252.3606665768039
475,-159.51844_21.90540,385.86696148439063
476,-159.52229_21.91534,1220.0593084215202
477,-159.52283_21.91723,1421.4555757992239
478,-159.51859_21.90787,395.41335637146034
479,-159.51760_21.91142,589.4974333292118
480,-159.51614_21.90998,383.3233023785696
481,-159.51816_21.91090,570.4756844780246
482,-159.51407_21.90828,199.5568032094224
483,-159.51485_21.90895,250.7691871627597
484,-159.52371_21.91964,1693.8143218880207
485,-159.52361_21.91703,1451.236821061493
486,-159.51870_21.91808,1318.6478884301264
487,-159.51457_21.93057,2644.294603721432
488,-159.52059_21.92858,2492.3873196085206
489,-159.51860_21.93940,3641.38734674752
490,-159.51759_21.93683,3348.3509500741366
491,-159.52036_21.93245,2905.609517064877
492,-159.52960_21.93044,3032.888311027261
493,-159.52840_21.92637,2583.183414165812
494,-159.52754_21.92643,2541.93879168498
495,-159.49828_21.92269,2472.1479623925993
496,-159.50058_21.92164,2225.3977744373574
497,-159.50156_21.92112,2115.120820266905
498,-159.49691_21.93165,3334.3045163525817
499,-159.50698_21.92751,2448.2678838522656
500,-159.50793_21.92703,2366.5971572154785
501,-159.50556_21.91715,1512.2246045877491
502,-159.50560_21.91679,1478.8159419045212
503,-159.47000_21.87993,5512.187985312068
504,-159.46624_21.89732,5141.984072642838
505,-159.46612_21.89661,5170.206745065399
506,-159.50152_21.91483,1656.4855971302468
507,-159.50148_21.91504,1672.971818554678
508,-159.50136_21.91533,1701.1160002455072
509,-159.49995_21.91783,1982.8887618536871
510,-159.49849_21.91381,1877.207811083699
511,-159.47888_21.96240,5418.863799936468
512,-159.47865_21.91507,3865.498071637444
513,-159.48448_21.91995,3475.344950804866
514,-159.48260_21.91726,3543.568612326146
515,-159.39818_21.96230,3444.0498731553967
516,-159.33686_22.05424,1324.937550061057
517,-159.32935_22.09395,806.6080195217503
518,-159.33028_22.09460,904.4704776690076
519,-159.32499_22.09766,1209.097983244554
520,-159.32517_22.09772,1212.635156481528
521,-159.48454_21.92602,3803.1820983968455
522,-159.48351_21.93145,4252.833789087812
523,-159.46353_21.90660,5315.742236330909
524,-159.46052_21.91023,5172.755938034044
525,-159.46199_21.90547,5476.235814309859
526,-159.45824_21.90330,5436.359459522399
527,-159.45952_21.90472,5439.070699680539
528,-159.46256_21.88678,5848.039272671896
529,-159.46105_21.88766,5957.872881594406
530,-159.35994_21.96407,5444.037074343009
531,-159.39407_21.96664,3675.0837540602192
532,-159.39064_21.96458,4078.795142628324
533,-159.39308_21.96413,3855.8783828049163
534,-159.39249_21.96460,3896.795602472544
535,-159.39173_21.96560,3938.671213861008
536,-159.39770_21.96474,3384.2806051049797
537,-159.40018_21.96417,3170.074743622813
538,-159.39835_21.96388,3356.589260968938
539,-159.39800_21.96346,3408.0298192661835
540,-159.39861_21.96462,3300.995589593599
541,-159.39829_21.96493,3319.7446262509825
542,-159.52644_21.91996,1887.2722287113488
543,-159.52873_21.92124,2148.4099304832225
544,-159.52938_21.92022,2112.1820767937807
545,-159.51756_21.90351,441.70443384080096
546,-159.51673_21.90609,192.99436795972613
547,-159.51922_21.90768,452.19012037648287
548,-159.51525_21.90795,141.8298309934819
549,-159.51888_21.91431,935.0110856318823
550,-159.52361_21.91503,1284.1870507514172
551,-159.52301_21.91643,1360.85494828448
552,-159.51771_21.90612,289.7051912532131
553,-159.51794_21.91186,649.2816806759826
554,-159.51861_21.91040,556.596212479614
555,-159.51723_21.91015,448.479276411142
556,-159.51648_21.91074,474.4752144251453
557,-159.51820_21.91356,830.2435664479138
558,-159.46212_21.89010,5762.604787336409
559,-159.46221_21.88938,5779.1765047591125
560,-159.36294_21.95976,4876.79609037604
561,-159.36173_21.96552,5499.335726530956
562,-159.39242_21.96706,3827.701367999408
563,-159.39266_21.96692,3807.241914587412
564,-159.39309_21.96618,3786.0996914553575
565,-159.39375_21.96633,3716.2933360738903
566,-159.39280_21.96496,3854.3648028878515
567,-159.39148_21.96569,3961.277035183018
568,-159.39642_21.96222,3612.9331551777445
569,-159.39793_21.96266,3450.5900152456484
570,-159.34789_21.95835,5670.283130365425
571,-159.36589_21.96893,5672.037877233531
572,-159.36942_21.97146,5818.971689201129
573,-159.36856_21.97005,5696.629553738396
574,-159.38276_22.05533,1052.4260693014455
575,-159.38446_22.05494,920.3810648501636
576,-159.38390_22.05554,936.8062247364104
577,-159.38328_22.05602,972.5173609252696
578,-159.36963_22.05589,2330.3387207881337
579,-159.36974_22.05605,2323.039631104965
580,-159.36800_22.05381,2101.529840056736
581,-159.36656_22.05229,1918.1111167710874
582,-159.39200_22.06362,462.64788311959853
583,-159.39409_22.06417,568.4992856694136
584,-159.36981_22.05168,2237.4280280503517
585,-159.37133_22.05195,2285.0678223890563
586,-159.38253_22.05678,1016.598595154648
587,-159.38318_22.05747,931.211495288755
588,-159.38018_22.06055,1220.9686864214916
589,-159.38189_22.05964,1039.2323503402765
590,-159.31778_22.09234,1143.8394037148255
591,-159.31893_22.09070,952.0300541442977
592,-159.32256_22.09503,1017.3780051005524
593,-159.32705_22.09646,1054.0572601407264
594,-159.32449_22.09652,1097.927690393069
595,-159.32348_22.09692,1170.3493343020593
596,-159.34561_22.10064,375.9328049024005
597,-159.34505_22.10088,327.90574563763226
598,-159.31636_22.09394,1363.2185720845305
599,-159.31663_22.09241,1249.883566562746
600,-159.31946_22.09375,1100.28093236653
601,-159.31539_22.08435,1255.3257210954603
602,-159.33991_22.10113,263.29665733896593
603,-159.35617_22.09831,1052.85349041913
604,-159.32741_22.08296,229.41762852615818
605,-159.33347_22.10155,751.8985524204242
606,-159.71158_21.96712,2424.063039311645
607,-159.71142_21.96702,2410.764340814787
608,-159.67518_22.10909,4702.841975986804
609,-159.64594_22.13092,1432.5269736102628
610,-159.64517_22.13083,1459.2882923517689
611,-159.64728_22.12980,1535.6694692052072
612,-159.66082_22.12941,2014.2867305422888
613,-159.65768_21.97917,3301.6953287358588
614,-159.45989_21.90401,5518.458897072307
615,-159.45898_21.90343,5484.977917674193
616,-159.36152_21.96452,5410.8111946044155
617,-159.36286_21.96547,5443.26394215518
618,-159.38744_21.94769,2949.6819120221253
619,-159.37133_22.05750,2139.555832234568
620,-159.49573_22.20278,1218.4017845704427
621,-159.57541_21.91409,6298.392235369969
622,-159.48310_21.92747,4017.048150468932
623,-159.48202_21.92789,4135.229740758309
624,-159.48456_21.92101,3519.525276421091
625,-159.48332_21.93439,4483.219499368004
626,-159.46485_21.89580,5317.904860494106
627,-159.46443_21.90029,5270.904420341548
628,-159.46424_21.90065,5285.120373130523
629,-159.37455_22.10265,745.2243361279532
630,-159.49987_22.20216,961.3122606946044
631,-159.53322_21.92503,2771.0927216664936
632,-159.53160_21.92529,2681.5972008100684
633,-159.53156_21.92443,2606.8058885544415
634,-159.53512_21.92338,2783.3428670795734
635,-159.50011_21.92326,2392.9884456553336
636,-159.50075_21.91888,1995.588449704147
637,-159.50113_21.91916,1988.2782133707717
638,-159.46026_21.89843,5726.915535172961
639,-159.46588_21.90233,5096.128907152082
640,-159.46500_21.90140,5197.483245862194
641,-159.44512_21.87279,7288.910347548058
642,-159.46027_21.90715,5341.109216598766
643,-159.46169_21.90653,5500.1431906080625
644,-159.45949_21.90662,5310.079119652564
645,-159.46022_21.90604,5408.268485981129
646,-159.46026_21.90639,5388.83843870161
647,-159.46012_21.90674,5354.288340791428
648,-159.36942_22.05554,2297.6534871626927
649,-159.36632_22.05243,1896.673345428744
650,-159.36670_22.05271,1941.9224386226972
651,-159.39292_22.06166,265.2016684388346
