,Uid,OSDS_Density_perAcre
151,-159.39279_22.20451,0.19823901355300003
152,-159.50039_22.20297,0.72357237339
153,-159.50646_22.20138,0.614540934563
154,-159.50238_22.19364,0.0198239013553
155,-159.39213_22.21035,0.13876730203600002
156,-159.39398_22.20712,0.22797486186000002
157,-159.42946_22.18398,0.11894340813200001
158,-159.50496_22.20055,0.733484327793
159,-159.50474_22.20026,0.802868008614
160,-159.40743_22.20977,2.74561023712
161,-159.49808_22.20321,0.961459219456
162,-159.40504_22.21161,2.16080522537
163,-159.42426_22.21819,0.257710725069
164,-159.40722_22.20407,1.07049059868
165,-159.40463_22.21344,1.27864158154
166,-159.40757_22.21029,2.53745937347
167,-159.40346_22.20967,1.86344671249
168,-159.40366_22.20803,2.08150959015
169,-159.40259_22.20230,0.386566072702
170,-159.40212_22.20226,0.356830209494
171,-159.41278_22.20735,0.783044099808
172,-159.40405_22.20740,1.84362280369
173,-159.40713_22.20712,2.60684299469
174,-159.40389_22.20580,1.2191698551199999
175,-159.50462_22.20139,0.783044099808
176,-159.42558_22.18927,0.06938365101810001
177,-159.40658_22.21360,1.2389937639200002
178,-159.42698_22.21575,0.18832705915
179,-159.44458_22.22346,0.09911950677629999
180,-159.45675_22.19274,0.07929560542110001
181,-159.46554_22.18695,0.04955975338819999
182,-159.51452_22.20218,0.0396478027105
183,-159.54017_22.21243,0.22797486186000002
184,-159.54955_22.22429,0.783044099808
185,-159.54813_22.22309,0.931723356247
186,-159.49970_22.20293,0.72357237339
187,-159.31013_22.16136,0.356830209494
188,-159.36797_22.19828,0.059471704065800005
189,-159.42241_22.18663,0.0396478027105
190,-159.40902_22.20843,2.36895608902
191,-159.41004_22.20857,1.80397498608
192,-159.40836_22.21091,2.08150959015
193,-159.41136_22.20808,1.27864158154
194,-159.40592_22.21099,2.63657879829
195,-159.40648_22.21129,2.80508208275
196,-159.40900_22.20412,0.931723356247
197,-159.41688_22.21322,0.128855362535
198,-159.42440_22.21909,0.21806290745700002
199,-159.40651_22.20413,1.09031450748
200,-159.41584_22.20276,0.158591210842
201,-159.40771_22.21039,2.53745937347
202,-159.40581_22.20899,3.10244059563
203,-159.40557_22.20265,0.594717025757
204,-159.40259_22.20196,0.376654118299
205,-159.42661_22.20892,0.109031453729
206,-159.41478_22.20694,0.257710725069
207,-159.40803_22.20819,2.57710719109
208,-159.40749_22.20806,2.88437747955
209,-159.40564_22.20787,2.56719517708
210,-159.40379_22.20598,1.2191698551199999
211,-159.54729_22.22280,0.8821635842319999
212,-159.54925_22.22348,0.911899447441
213,-159.54774_22.22077,0.872251629829
214,-159.55662_22.22396,0.48568558692900005
215,-159.34019_22.19669,0.04955975338819999
216,-159.40934_22.20731,1.92291843891
217,-159.40944_22.20854,2.19054102898
218,-159.41029_22.20942,1.73459136486
219,-159.40549_22.21070,2.80508208275
220,-159.40532_22.21058,2.49781155586
221,-159.40923_22.20444,0.872251629829
222,-159.40977_22.20446,0.872251629829
223,-159.40602_22.20411,1.01101899147
224,-159.40771_22.20626,2.37886810303
225,-159.41484_22.19729,0.109031453729
226,-159.40410_22.20888,2.2797486782100003
227,-159.40337_22.20224,0.446037769318
228,-159.43188_22.19929,0.07929560542110001
229,-159.40601_22.20848,2.9636731147799997
230,-159.40816_22.20807,2.57710719109
231,-159.40775_22.20675,2.37886810303
232,-159.40639_22.20731,2.50772356987
233,-159.50275_22.20227,0.812779963017
234,-159.55798_22.22319,0.49559751153
235,-159.55879_22.22309,0.47577363252599997
236,-159.56157_22.22167,0.22797486186000002
237,-159.40677_22.21371,1.1398743391
238,-159.40817_22.21448,0.535245299339
239,-159.46116_22.22290,0.11894340813200001
240,-159.45661_22.19519,0.0892075523734
241,-159.54955_22.20683,0.11894340813200001
242,-159.55005_22.20802,0.208150953054
243,-159.54426_22.21037,0.23788681626299998
244,-159.54887_22.21025,0.257710725069
245,-159.55253_22.22334,0.624452888966
246,-159.55083_22.22286,0.792956054211
247,-159.54672_22.22096,0.852427721024
248,-159.49978_22.20458,0.802868008614
249,-159.49657_22.20513,0.9713711738590001
250,-159.55392_22.22288,0.644276797771
251,-159.32493_22.17156,0.029735852032900002
252,-159.31529_22.17348,0.059471704065800005
253,-159.36468_22.19929,0.11894340813200001
254,-159.38072_22.19776,0.19823901355300003
255,-159.40716_22.22269,0.0892075523734
256,-159.41382_22.22146,0.11894340813200001
257,-159.41037_22.20701,1.64538383484
258,-159.41017_22.20842,1.8832706213
259,-159.49079_22.20826,0.0198239013553
260,-159.40563_22.21127,2.63657879829
261,-159.40745_22.20369,0.703748464584
262,-159.40594_22.20923,3.14208841324
263,-159.40550_22.20902,3.10244059563
264,-159.40556_22.20247,0.594717025757
265,-159.42501_22.21064,0.19823901355300003
266,-159.40485_22.20787,2.1211574077599997
267,-159.40826_22.20793,2.55728316307
268,-159.50210_22.20146,0.812779963017
269,-159.56056_22.22403,0.327094376087
270,-159.57390_22.22254,0.04955975338819999
271,-159.40689_22.21321,1.1398743391
272,-159.45682_22.20144,0.13876730203600002
273,-159.49868_22.20428,0.9812830686570001
274,-159.54286_22.21045,0.36674216389700004
275,-159.54529_22.21113,0.307270467281
276,-159.54063_22.21221,0.277534604073
277,-159.54665_22.22246,0.842515766621
278,-159.55067_22.22333,0.713660418987
279,-159.54827_22.22039,0.872251629829
280,-159.54842_22.22101,0.951547265053
281,-159.54914_22.22106,0.9218114018440001
282,-159.54508_22.21987,0.644276797771
283,-159.55541_22.20331,0.178415104747
284,-159.50236_22.20268,0.8226919174189999
285,-159.50215_22.20278,0.783044099808
286,-159.49574_22.20441,0.911899447441
287,-159.39438_22.20477,0.168503165245
288,-159.50399_22.20032,0.802868008614
289,-159.40686_22.20929,3.0033209323900003
290,-159.40732_22.20937,3.0033209323900003
291,-159.40384_22.21121,1.73459136486
292,-159.40515_22.20737,2.20045304298
293,-159.33567_22.19112,0.18832705915
294,-159.36373_22.19027,0.257710725069
295,-159.49722_22.20620,0.832603812218
296,-159.39466_22.20588,0.22797486186000002
297,-159.40654_22.20915,3.09252858162
298,-159.40331_22.21114,1.4372328519800002
299,-159.40453_22.20943,2.63657879829
300,-159.49878_22.20539,0.852427721024
301,-159.40989_22.20797,1.8832706213
302,-159.41031_22.20827,1.8832706213
303,-159.40428_22.21142,2.11124539375
304,-159.50116_22.20328,0.733484327793
305,-159.50668_22.20139,0.60462898016
306,-159.49723_22.20227,0.564981162548
307,-159.55658_22.22371,0.48568558692900005
308,-159.30885_22.16140,0.426213860512
309,-159.31628_22.16365,0.09911950677629999
310,-159.31394_22.16862,0.06938365101810001
311,-159.32072_22.17925,0.06938365101810001
312,-159.38104_22.21397,0.07929560542110001
313,-159.37765_22.19942,0.257710725069
314,-159.37577_22.20904,0.029735852032900002
315,-159.41056_22.22128,0.128855362535
316,-159.40861_22.20817,2.36895608902
317,-159.40912_22.21061,2.00221395493
318,-159.40464_22.21217,1.7048554420500002
319,-159.40470_22.21100,2.11124539375
320,-159.40889_22.20381,0.664100706577
321,-159.42319_22.22241,0.09911950677629999
322,-159.40626_22.20349,0.852427721024
323,-159.40734_22.20390,0.703748464584
324,-159.40693_22.20383,0.773132145405
325,-159.41106_22.20153,0.109031453729
326,-159.40601_22.20883,3.10244059563
327,-159.40380_22.20772,1.84362280369
328,-159.40417_22.20237,0.584805071354
329,-159.40056_22.20194,0.29735851287799997
330,-159.42927_22.19032,0.04955975338819999
331,-159.41264_22.20715,0.783044099808
332,-159.40764_22.20795,2.88437747955
333,-159.40825_22.20679,2.55728316307
334,-159.40523_22.20552,1.57600009441
335,-159.40406_22.20566,1.2191698551199999
336,-159.40809_22.21383,0.683924555779
337,-159.40707_22.21302,1.44714474678
338,-159.42984_22.21422,0.26762264967
339,-159.43921_22.22251,0.09911950677629999
340,-159.49660_22.21092,0.208150953054
341,-159.49618_22.20693,0.733484327793
342,-159.55468_22.20257,0.178415104747
343,-159.55322_22.20545,0.14867925643899998
344,-159.54790_22.22028,0.872251629829
345,-159.54749_22.22150,0.931723356247
346,-159.56404_22.22089,0.109031453729
347,-159.40683_22.21078,2.8744657039600003
348,-159.40306_22.21099,1.4372328519800002
349,-159.40353_22.21026,1.84362280369
350,-159.40384_22.21171,1.5561761856099998
351,-159.40449_22.21021,2.41851592064
352,-159.50000_22.20429,0.703748464584
353,-159.40700_22.20979,2.9636731147799997
354,-159.40287_22.21047,1.34802532196
355,-159.50015_22.20221,0.703748464584
356,-159.50044_22.20222,0.703748464584
357,-159.50087_22.20250,0.7533082365989999
358,-159.49831_22.20311,0.961459219456
359,-159.55688_22.22375,0.48568558692900005
360,-159.30531_22.15800,0.14867925643899998
361,-159.30974_22.16322,0.287446558475
362,-159.32034_22.16758,0.09911950677629999
363,-159.33362_22.19353,0.22797486186000002
364,-159.36878_22.21031,0.0396478027105
365,-159.39386_22.21663,0.029735852032900002
366,-159.40840_22.20994,2.4581637382499997
367,-159.41018_22.20766,1.75441527367
368,-159.41032_22.20750,1.75441527367
369,-159.40886_22.21026,2.00221395493
370,-159.41073_22.20781,1.5363522768
371,-159.40869_22.21084,1.73459136486
372,-159.40446_22.21234,1.7048554420500002
373,-159.40490_22.21078,2.49781155586
374,-159.40514_22.21046,2.49781155586
375,-159.40931_22.20409,0.872251629829
376,-159.40806_22.20593,1.9130064249
377,-159.40488_22.20834,2.67622661591
378,-159.40513_22.20803,2.67622661591
379,-159.40652_22.20881,3.0727045536
380,-159.40747_22.20861,2.88437747955
381,-159.40790_22.20831,2.88437747955
382,-159.50322_22.20149,0.961459219456
383,-159.50278_22.20272,0.8226919174189999
384,-159.50677_22.20196,0.584805071354
385,-159.55837_22.22316,0.455949723721
386,-159.55877_22.22343,0.455949723721
387,-159.42927_22.21399,0.23788681626299998
388,-159.42983_22.21296,0.257710725069
389,-159.44039_22.22246,0.09911950677629999
390,-159.46204_22.22261,0.11894340813200001
391,-159.46045_22.22331,0.11894340813200001
392,-159.45514_22.18500,0.0396478027105
393,-159.48064_22.21188,0.0396478027105
394,-159.49868_22.20568,0.852427721024
395,-159.49215_22.20482,0.19823901355300003
396,-159.55403_22.20392,0.178415104747
397,-159.54870_22.21122,0.208150953054
398,-159.54607_22.22169,0.842515766621
399,-159.54498_22.22069,0.67401266098
400,-159.50590_22.20192,0.6938365101809999
401,-159.40298_22.21031,1.34802532196
402,-159.40464_22.20929,2.63657879829
403,-159.55415_22.22382,0.584805071354
404,-159.31830_22.16270,0.0892075523734
405,-159.30799_22.15895,0.356830209494
406,-159.33464_22.19200,0.23788681626299998
407,-159.33276_22.19216,0.257710725069
408,-159.37927_22.21478,0.0396478027105
409,-159.40873_22.20954,2.34913229942
410,-159.40932_22.20953,2.07159757614
411,-159.40991_22.20874,1.80397498608
412,-159.40475_22.21203,1.7048554420500002
413,-159.40618_22.21339,1.2389937639200002
414,-159.40502_22.21121,2.32930827141
415,-159.42256_22.22134,0.247798755765
416,-159.40712_22.20431,1.07049059868
417,-159.41341_22.20512,0.43612581491499997
418,-159.40410_22.20955,2.2995724678
419,-159.40377_22.20918,2.2995724678
420,-159.40421_22.20217,0.446037769318
421,-159.42964_22.19109,0.04955975338819999
422,-159.43216_22.20207,0.0396478027105
423,-159.40629_22.20873,3.0727045536
424,-159.40696_22.20824,3.0033209323900003
425,-159.40799_22.20713,2.55728316307
426,-159.40447_22.20584,1.54626429081
427,-159.50655_22.20195,0.624452888966
428,-159.40713_22.21392,0.9812830686570001
429,-159.45476_22.19829,0.11894340813200001
430,-159.49947_22.20476,0.802868008614
431,-159.49658_22.20603,0.783044099808
432,-159.55126_22.20817,0.178415104747
433,-159.55261_22.22268,0.614540934563
434,-159.55094_22.22343,0.654188752174
435,-159.55179_22.22242,0.624452888966
436,-159.55211_22.22360,0.624452888966
437,-159.54782_22.22060,0.872251629829
438,-159.54816_22.22159,0.9713711738590001
439,-159.49679_22.20590,0.961459219456
440,-159.49715_22.20583,0.961459219456
441,-159.40686_22.20909,3.03305673599
442,-159.40652_22.21092,2.80508208275
443,-159.40344_22.21097,1.4372328519800002
444,-159.40433_22.20970,2.41851592064
445,-159.40424_22.20984,2.19054102898
446,-159.50389_22.20205,0.8623396754260001
447,-159.55437_22.22289,0.614540934563
448,-159.55465_22.22389,0.515421450138
449,-159.55439_22.22393,0.584805071354
450,-159.31002_22.16204,0.33700633049
451,-159.37770_22.20536,0.029735852032900002
452,-159.36605_22.18796,0.18832705915
453,-159.40855_22.20974,2.4581637382499997
454,-159.40945_22.20936,2.07159757614
455,-159.40546_22.21116,2.32930827141
456,-159.40582_22.21137,2.63657879829
457,-159.40632_22.21119,2.80508208275
458,-159.42459_22.21959,0.23788681626299998
459,-159.40582_22.20334,0.812779963017
460,-159.40653_22.20367,0.852427721024
461,-159.40671_22.21028,2.9934091568
462,-159.40628_22.21001,3.04296875
463,-159.40663_22.20972,3.04296875
464,-159.40786_22.21050,2.53745937347
465,-159.40556_22.20879,3.10244059563
466,-159.40288_22.20238,0.386566072702
467,-159.42277_22.21037,0.178415104747
468,-159.40529_22.20813,2.67622661591
469,-159.40620_22.20804,2.9934091568
470,-159.40828_22.20658,2.2401008606
471,-159.40655_22.20741,2.67622661591
472,-159.55919_22.22492,0.327094376087
473,-159.56103_22.22203,0.277534604073
474,-159.56899_22.22090,0.059471704065800005
475,-159.44217_22.22221,0.158591210842
476,-159.45907_22.20470,0.09911950677629999
477,-159.49514_22.20602,0.773132145405
478,-159.49641_22.20590,0.872251629829
479,-159.50736_22.20057,0.505509495735
480,-159.54361_22.21068,0.29735851287799997
481,-159.54337_22.21080,0.29735851287799997
482,-159.54923_22.22420,0.783044099808
483,-159.54469_22.22012,0.644276797771
484,-159.54797_22.22125,0.9218114018440001
485,-159.54761_22.22116,0.872251629829
486,-159.43459_22.17296,0.0396478027105
487,-159.38942_22.20766,0.07929560542110001
488,-159.39049_22.20484,0.14867925643899998
489,-159.39433_22.20458,0.168503165245
490,-159.39407_22.20512,0.178415104747
491,-159.40372_22.21134,1.73459136486
492,-159.49525_22.21238,0.21806290745700002
493,-159.55663_22.22342,0.48568558692900005
494,-159.30985_22.16270,0.287446558475
495,-159.30906_22.15959,0.36674216389700004
496,-159.30607_22.15805,0.247798755765
497,-159.34786_22.19042,0.07929560542110001
498,-159.33941_22.18137,0.059471704065800005
499,-159.37146_22.21190,0.09911950677629999
500,-159.38588_22.19365,0.158591210842
501,-159.36161_22.19364,0.19823901355300003
502,-159.41073_22.20719,1.5066164732
503,-159.41094_22.20799,1.54626429081
504,-159.41080_22.20879,1.5561761856099998
505,-159.40585_22.21171,2.42842793465
506,-159.41951_22.21844,0.18832705915
507,-159.39923_22.20350,0.18832705915
508,-159.40623_22.20946,3.09252858162
509,-159.40342_22.20755,1.57600009441
510,-159.40334_22.20245,0.446037769318
511,-159.42303_22.20084,0.0396478027105
512,-159.41481_22.20795,0.13876730203600002
513,-159.40677_22.20823,3.0033209323900003
514,-159.40453_22.20611,1.54626429081
515,-159.50434_22.20100,0.802868008614
516,-159.50476_22.20102,0.802868008614
517,-159.42771_22.18268,0.11894340813200001
518,-159.42783_22.21468,0.22797486186000002
519,-159.45633_22.22519,0.09911950677629999
520,-159.49559_22.20679,0.72357237339
521,-159.55594_22.20114,0.0892075523734
522,-159.54296_22.21230,0.406389981508
523,-159.54319_22.20961,0.23788681626299998
524,-159.54783_22.21048,0.257710725069
525,-159.54652_22.22165,0.842515766621
526,-159.55116_22.22284,0.683924555779
527,-159.55206_22.22301,0.634364843369
528,-159.54755_22.22132,0.872251629829
529,-159.49884_22.20286,0.783044099808
530,-159.49630_22.20546,0.872251629829
531,-159.49814_22.20274,0.783044099808
532,-159.55545_22.22403,0.455949723721
533,-159.55708_22.22336,0.505509495735
534,-159.30854_22.15923,0.36674216389700004
535,-159.34181_22.18865,0.178415104747
536,-159.37242_22.20255,0.07929560542110001
537,-159.38319_22.21365,0.059471704065800005
538,-159.35483_22.19785,0.11894340813200001
539,-159.39002_22.21813,0.0198239013553
540,-159.40868_22.20893,2.40860390663
541,-159.40827_22.21013,2.4581637382499997
542,-159.40904_22.20910,2.40860390663
543,-159.40970_22.20950,2.07159757614
544,-159.40445_22.21156,1.9030945301100002
545,-159.40495_22.21175,2.16080522537
546,-159.40612_22.21110,2.80508208275
547,-159.41081_22.20616,1.19934594631
548,-159.40674_22.20377,0.773132145405
549,-159.40807_22.21061,2.2797486782100003
550,-159.40321_22.21000,1.84362280369
551,-159.40522_22.20856,2.9636731147799997
552,-159.40436_22.20804,2.41851592064
553,-159.43139_22.20647,0.04955975338819999
554,-159.41307_22.20685,0.644276797771
555,-159.40322_22.20691,1.37776112556
556,-159.40576_22.20846,2.9636731147799997
557,-159.40834_22.20718,2.55728316307
558,-159.40422_22.20607,1.2191698551199999
559,-159.50283_22.20124,0.842515766621
560,-159.50381_22.20147,0.872251629829
561,-159.40731_22.21402,0.9812830686570001
562,-159.40761_22.21357,1.0605787038799999
563,-159.42631_22.21610,0.21806290745700002
564,-159.43276_22.21427,0.29735851287799997
565,-159.43457_22.21437,0.18832705915
566,-159.45660_22.18905,0.059471704065800005
567,-159.49357_22.21498,0.07929560542110001
568,-159.49618_22.20575,0.872251629829
569,-159.55094_22.20899,0.19823901355300003
570,-159.54184_22.21336,0.277534604073
571,-159.54468_22.21146,0.26762264967
572,-159.55006_22.21019,0.23788681626299998
573,-159.54576_22.22262,0.713660418987
574,-159.54870_22.22329,0.99119502306
575,-159.55144_22.22294,0.683924555779
576,-159.49543_22.21104,0.18832705915
577,-159.40665_22.21106,2.80508208275
578,-159.40409_22.21108,1.73459136486
579,-159.40318_22.21081,1.6751196384400002
580,-159.40466_22.21059,2.2698366642
581,-159.50442_22.20195,0.783044099808
582,-159.50252_22.20231,0.812779963017
583,-159.30677_22.15916,0.287446558475
584,-159.30824_22.16051,0.426213860512
585,-159.30976_22.16248,0.33700633049
586,-159.30692_22.15860,0.277534604073
587,-159.36232_22.20119,0.07929560542110001
588,-159.38419_22.21358,0.059471704065800005
589,-159.36191_22.19203,0.317182421684
590,-159.40967_22.18703,0.0396478027105
591,-159.40314_22.22635,0.059471704065800005
592,-159.41429_22.22087,0.07929560542110001
593,-159.40955_22.20774,2.11124539375
594,-159.40871_22.21040,2.00221395493
595,-159.40891_22.21006,2.14098119736
596,-159.40930_22.21001,1.8931825161000002
597,-159.41001_22.20509,1.18943405151
598,-159.41066_22.20624,1.40749692917
599,-159.41920_22.21457,0.23788681626299998
600,-159.40451_22.20892,2.6464908122999997
601,-159.40333_22.20984,1.84362280369
602,-159.43128_22.19710,0.059471704065800005
603,-159.40672_22.20870,3.0727045536
604,-159.40789_22.20770,2.69605064392
605,-159.40574_22.20771,2.56719517708
606,-159.40813_22.20698,2.55728316307
607,-159.40475_22.20550,1.40749692917
608,-159.50817_22.20267,0.29735851287799997
609,-159.55807_22.22480,0.426213860512
610,-159.56309_22.22014,0.13876730203600002
611,-159.40749_22.21413,0.8226919174189999
612,-159.42756_22.21541,0.21806290745700002
613,-159.43349_22.21117,0.13876730203600002
614,-159.44457_22.22291,0.09911950677629999
615,-159.49406_22.21482,0.06938365101810001
616,-159.48541_22.21012,0.0198239013553
617,-159.49760_22.20731,0.67401266098
618,-159.49626_22.20483,0.9713711738590001
619,-159.51689_22.20296,0.029735852032900002
620,-159.54077_22.21326,0.23788681626299998
621,-159.54840_22.21133,0.208150953054
622,-159.55172_22.22304,0.634364843369
623,-159.54457_22.21989,0.43612581491499997
624,-159.56450_22.22073,0.07929560542110001
625,-159.57799_22.21683,0.00991195067763
626,-159.40848_22.20834,2.57710719109
627,-159.40840_22.20784,2.55728316307
628,-159.40711_22.20965,3.0033209323900003
629,-159.40486_22.21031,2.2698366642
630,-159.40375_22.21194,1.5561761856099998
631,-159.40460_22.21005,2.41851592064
632,-159.40414_22.20998,2.19054102898
633,-159.49790_22.20283,0.852427721024
634,-159.31731_22.15815,0.327094376087
635,-159.31061_22.16172,0.356830209494
636,-159.33420_22.18986,0.19823901355300003
637,-159.35441_22.20858,0.00991195067763
638,-159.37460_22.19864,0.208150953054
639,-159.35999_22.19115,0.277534604073
640,-159.40793_22.20895,2.88437747955
641,-159.40888_22.20932,2.34913229942
642,-159.40920_22.20971,2.14098119736
643,-159.40461_22.21165,1.9030945301100002
644,-159.40424_22.21186,1.5561761856099998
645,-159.40638_22.21310,1.5264403819999999
646,-159.40935_22.20429,0.872251629829
647,-159.42418_22.21766,0.327094376087
648,-159.42091_22.21515,0.29735851287799997
649,-159.40623_22.20325,0.624452888966
650,-159.39825_22.20343,0.11894340813200001
651,-159.41578_22.19976,0.13876730203600002
652,-159.40421_22.20826,2.08150959015
653,-159.40185_22.20217,0.356830209494
654,-159.41983_22.21195,0.178415104747
655,-159.40822_22.20731,2.55728316307
656,-159.40715_22.20820,3.0033209323900003
657,-159.40758_22.20697,2.6464908122999997
658,-159.50375_22.20113,0.8226919174189999
659,-159.50404_22.20108,0.8226919174189999
660,-159.50620_22.20137,0.614540934563
661,-159.43478_22.18528,0.04955975338819999
662,-159.40695_22.21381,0.9812830686570001
663,-159.43466_22.21345,0.247798755765
664,-159.44413_22.22281,0.09911950677629999
665,-159.45283_22.22491,0.09911950677629999
666,-159.49607_22.20395,0.8821635842319999
667,-159.49546_22.20576,0.832603812218
668,-159.49447_22.20641,0.7533082365989999
669,-159.55531_22.20208,0.14867925643899998
670,-159.54101_22.21287,0.287446558475
671,-159.55158_22.22235,0.624452888966
672,-159.49909_22.20184,0.584805071354
673,-159.49552_22.20495,0.901987493038
674,-159.49581_22.20548,0.832603812218
