,Uid,In_WellCZ_B
928,-157.82896_21.30821,True
929,-157.82725_21.30675,True
930,-157.82691_21.30711,True
931,-157.82683_21.30684,True
932,-157.82685_21.30666,True
933,-157.82657_21.30666,True
934,-157.82689_21.30603,True
935,-157.84299_21.30966,True
936,-157.84317_21.30967,True
937,-157.84353_21.30949,True
938,-157.84370_21.30949,True
939,-157.84416_21.30922,True
940,-157.84429_21.30642,True
941,-157.84775_21.30897,True
942,-157.84706_21.30888,True
943,-157.84550_21.30869,True
944,-157.84657_21.30842,True
945,-157.85119_21.31189,True
946,-157.85648_21.30253,True
947,-157.86334_21.32209,True
948,-157.86716_21.32230,True
949,-158.12130_21.56115,True
950,-157.92697_21.64114,True
951,-157.89184_21.58381,True
952,-157.88976_21.58470,True
953,-157.88986_21.58515,True
954,-157.88890_21.58569,True
955,-157.88875_21.58578,True
956,-157.82654_21.31009,True
957,-157.82777_21.30938,True
958,-157.81874_21.28745,True
959,-157.82389_21.30276,True
960,-157.81790_21.30425,True
961,-157.82203_21.29967,True
962,-157.82856_21.30803,True
963,-157.82795_21.30775,True
964,-157.82542_21.31054,True
965,-157.82670_21.30964,True
966,-157.82593_21.30973,True
967,-157.82735_21.30928,True
968,-157.82708_21.30928,True
969,-157.82790_21.30911,True
970,-157.84335_21.30958,True
971,-157.99713_21.47435,True
972,-157.99648_21.47444,True
973,-158.12108_21.56196,True
974,-158.12026_21.55355,True
975,-158.11611_21.55164,True
976,-158.11579_21.55145,True
977,-157.89158_21.58453,True
978,-157.88299_21.54843,True
979,-157.88303_21.54825,True
980,-154.95903_19.50691,True
981,-154.96002_19.50805,True
982,-154.96110_19.50991,True
983,-154.96159_19.51052,True
984,-154.96304_19.51229,True
985,-154.96069_19.51160,True
986,-154.95833_19.51023,True
987,-154.96072_19.50945,True
988,-154.96039_19.50900,True
989,-154.96204_19.51353,True
990,-154.95897_19.50820,True
991,-154.95867_19.51067,True
992,-154.96006_19.51110,True
993,-154.92528_19.52318,True
994,-154.92541_19.52296,True
995,-154.92633_19.52288,True
996,-154.92620_19.52310,True
997,-154.92606_19.52187,True
998,-154.92644_19.52125,True
999,-154.92653_19.52098,True
1000,-154.92729_19.52017,True
1001,-154.92835_19.51907,True
1002,-154.92904_19.51882,True
1003,-154.92819_19.52003,True
1004,-154.92724_19.52138,True
1005,-154.92672_19.52223,True
1006,-154.95038_19.50795,True
1007,-154.94787_19.51000,True
1008,-154.94691_19.51079,True
1009,-154.94522_19.51216,True
1010,-154.94439_19.51285,True
1011,-154.94257_19.51749,True
1012,-154.94521_19.51534,True
1013,-154.94772_19.51329,True
1014,-154.94952_19.51181,True
1015,-154.95035_19.51113,True
1016,-154.95119_19.51045,True
1017,-154.95292_19.50907,True
1018,-154.95343_19.50808,True
1019,-154.95481_19.50769,True
1020,-154.94567_19.51721,True
1021,-155.01241_19.51406,True
1022,-155.01300_19.51400,True
1023,-155.00869_19.51252,True
1024,-155.01024_19.51320,True
1025,-155.01027_19.51243,True
1026,-155.01137_19.51234,True
1027,-155.00272_19.51397,True
1028,-155.00252_19.51281,True
1029,-155.00528_19.51360,True
1030,-155.00602_19.51295,True
1031,-155.00545_19.51199,True
1032,-154.99884_19.51510,True
1033,-154.99934_19.51509,True
1034,-154.99993_19.51502,True
1035,-155.00028_19.51559,True
1036,-155.00105_19.51415,True
1037,-155.00059_19.51234,True
1038,-154.99812_19.51496,True
1039,-154.99716_19.51421,True
1040,-154.99246_19.51573,True
1041,-154.99326_19.51529,True
1042,-154.99507_19.51429,True
1043,-154.99350_19.51571,True
1044,-155.03917_19.62933,True
1045,-155.03917_19.62956,True
1046,-155.03917_19.62979,True
1047,-155.03917_19.63013,True
1048,-155.03917_19.63036,True
1049,-155.03917_19.63058,True
1050,-155.03922_19.63137,True
1051,-155.03925_19.63159,True
1052,-155.03871_19.63135,True
1053,-155.03867_19.63110,True
1054,-155.03867_19.63084,True
1055,-155.03866_19.63057,True
1056,-155.03866_19.63031,True
1057,-155.03866_19.63004,True
1058,-155.03866_19.62976,True
1059,-155.03866_19.62949,True
1060,-155.03865_19.62923,True
1061,-155.03809_19.62915,True
1062,-155.03810_19.62942,True
1063,-155.03811_19.62970,True
1064,-155.03811_19.62997,True
1065,-155.03811_19.63025,True
1066,-155.03811_19.63053,True
1067,-155.03811_19.63081,True
1068,-155.03813_19.63111,True
1069,-155.04972_19.60532,True
1070,-155.05090_19.60481,True
1071,-155.05072_19.60502,True
1072,-155.05016_19.60564,True
1073,-155.04978_19.60611,True
1074,-155.04960_19.60633,True
1075,-155.04943_19.60655,True
1076,-155.04925_19.60677,True
1077,-155.04992_19.60586,True
1078,-155.05008_19.60496,True
1079,-155.10058_19.55657,True
1080,-155.10097_19.55625,True
1081,-155.10174_19.55561,True
1082,-155.10545_19.55324,True
1083,-155.10515_19.55350,True
1084,-155.10484_19.55375,True
1085,-155.10440_19.55451,True
1086,-155.10368_19.55474,True
1087,-155.10337_19.55501,True
1088,-155.10278_19.55551,True
1089,-155.10251_19.55574,True
1090,-155.10221_19.55600,True
1091,-155.10194_19.55622,True
1092,-155.10168_19.55678,True
1093,-155.10110_19.55692,True
1094,-155.10059_19.55734,True
1095,-155.10586_19.55402,True
1096,-155.10528_19.55457,True
1097,-155.10475_19.55496,True
1098,-155.10404_19.55451,True
1099,-155.10389_19.55570,True
1100,-155.10315_19.55623,True
1101,-155.10498_19.55425,True
1102,-155.10331_19.55654,True
1103,-155.10597_19.55309,True
1104,-155.10772_19.55600,True
1105,-155.10225_19.55639,True
1106,-155.10201_19.55812,True
1107,-155.10851_19.55341,True
1108,-155.10980_19.55610,True
1109,-155.10921_19.55220,True
1110,-155.10948_19.55248,True
1111,-155.10972_19.55275,True
1112,-155.11000_19.55348,True
1113,-155.10952_19.55366,True
1114,-155.10073_19.55561,True
1115,-155.10103_19.55535,True
1116,-155.10134_19.55510,True
1117,-155.10120_19.71853,True
1118,-155.10162_19.71914,True
1119,-155.08825_19.64860,True
1120,-155.10073_19.65307,True
1121,-155.10302_19.65360,True
1122,-155.10592_19.65091,True
1123,-155.10761_19.65292,True
1124,-155.09710_19.65285,True
1125,-155.10714_19.65392,True
1126,-155.10631_19.65298,True
1127,-155.10569_19.65367,True
1128,-155.10489_19.65381,True
1129,-155.10476_19.65282,True
1130,-155.10536_19.65215,True
1131,-155.07683_19.66917,True
1132,-155.07685_19.66936,True
1133,-155.07686_19.66955,True
1134,-155.07688_19.66974,True
1135,-155.07689_19.66993,True
1136,-155.07691_19.67012,True
1137,-155.07229_19.67060,True
1138,-155.07226_19.67030,True
1139,-155.07224_19.66998,True
1140,-155.07221_19.66968,True
1141,-155.07219_19.66937,True
1142,-155.07166_19.66941,True
1143,-155.07169_19.66972,True
1144,-155.07171_19.67003,True
1145,-155.07173_19.67034,True
1146,-155.07176_19.67065,True
1147,-155.07460_19.67022,True
1148,-155.07457_19.66996,True
1149,-155.07455_19.66970,True
1150,-155.07453_19.66945,True
1151,-155.07451_19.66919,True
1152,-155.07518_19.66940,True
1153,-155.07520_19.66966,True
1154,-155.07522_19.66992,True
1155,-155.07524_19.67017,True
1156,-155.07575_19.67014,True
1157,-155.07572_19.66988,True
1158,-155.07570_19.66962,True
1159,-155.07568_19.66937,True
1160,-155.07566_19.66910,True
1161,-155.07631_19.66906,True
1162,-155.07633_19.66932,True
1163,-155.07635_19.66957,True
1164,-155.07637_19.66983,True
1165,-155.07639_19.67008,True
1166,-155.07269_19.67056,True
1167,-155.07264_19.66994,True
1168,-155.07333_19.66929,True
1169,-155.07410_19.66954,True
1170,-155.08559_19.67046,True
1171,-155.08557_19.67017,True
1172,-155.08555_19.66988,True
1173,-155.08553_19.66959,True
1174,-155.08551_19.66930,True
1175,-155.08495_19.66893,True
1176,-155.08498_19.66922,True
1177,-155.08500_19.66951,True
1178,-155.08502_19.66981,True
1179,-155.08504_19.67009,True
1180,-155.08506_19.67038,True
1181,-155.08463_19.67012,True
1182,-155.08461_19.66983,True
1183,-155.08459_19.66954,True
1184,-155.08457_19.66925,True
1185,-155.08455_19.66896,True
1186,-155.08400_19.66899,True
1187,-155.08403_19.66928,True
1188,-155.08405_19.66957,True
1189,-155.08407_19.66986,True
1190,-155.08409_19.67015,True
1191,-155.08368_19.67018,True
1192,-155.08366_19.66989,True
1193,-155.08362_19.66931,True
1194,-155.08307_19.66915,True
1195,-155.08313_19.66984,True
1196,-155.08315_19.67014,True
1197,-155.08638_19.67063,True
1198,-155.08593_19.67025,True
1199,-155.08635_19.67019,True
1200,-155.08589_19.66980,True
1201,-155.08632_19.66976,True
1202,-155.08586_19.66935,True
1203,-155.08628_19.66932,True
1204,-155.08749_19.67105,True
1205,-155.08746_19.67063,True
1206,-155.08744_19.67037,True
1207,-155.08742_19.67011,True
1208,-155.08740_19.66984,True
1209,-155.08739_19.66958,True
1210,-155.08827_19.67007,True
1211,-155.08794_19.67003,True
1212,-155.08807_19.67036,True
1213,-155.08809_19.67061,True
1214,-155.08853_19.67109,True
1215,-155.08812_19.67099,True
1216,-155.08813_19.67124,True
1217,-155.08844_19.66988,True
1218,-155.08656_19.66926,True
1219,-155.08705_19.67012,True
1220,-155.08708_19.67057,True
1221,-155.09441_19.67311,True
1222,-155.09385_19.67315,True
1223,-155.09391_19.67287,True
1224,-155.09362_19.67289,True
1225,-155.09332_19.67291,True
1226,-155.06779_19.67208,True
1227,-155.05693_19.64864,True
1228,-155.05504_19.65104,True
1229,-155.08018_19.66881,True
1230,-155.08051_19.66879,True
1231,-155.08085_19.66876,True
1232,-155.08165_19.66871,True
1233,-155.08198_19.66869,True
1234,-155.08266_19.66864,True
1235,-155.08266_19.66909,True
1236,-155.08213_19.66913,True
1237,-155.08172_19.66916,True
1238,-155.08119_19.66919,True
1239,-155.08078_19.66922,True
1240,-155.08025_19.66926,True
1241,-155.08028_19.66955,True
1242,-155.08080_19.66951,True
1243,-155.08121_19.66949,True
1244,-155.08174_19.66945,True
1245,-155.08215_19.66942,True
1246,-155.08268_19.66939,True
1247,-155.08270_19.66968,True
1248,-155.08217_19.66972,True
1249,-155.08176_19.66975,True
1250,-155.08123_19.66978,True
1251,-155.08030_19.66985,True
1252,-155.08126_19.67008,True
1253,-155.08178_19.67004,True
1254,-155.08273_19.66997,True
1255,-155.07735_19.66896,True
1256,-155.07739_19.66951,True
1257,-155.07750_19.66996,True
1258,-155.09106_19.65231,True
1259,-155.09189_19.65196,True
1260,-155.09527_19.67330,True
1261,-155.12883_19.78918,True
1262,-155.13005_19.79014,True
1263,-155.13725_19.83546,True
1264,-155.13970_19.83661,True
1265,-155.14231_19.83599,True
1266,-155.14385_19.83622,True
1267,-155.14492_19.83568,True
1268,-155.14840_19.83378,True
1269,-155.14788_19.83399,True
1270,-155.13316_19.83730,True
1271,-155.13005_19.83623,True
1272,-155.14370_19.83461,True
1273,-155.14303_19.83484,True
1274,-155.10084_19.83551,True
1275,-155.11364_19.83324,True
1276,-155.12298_19.86070,True
1277,-155.12029_19.86570,True
1278,-155.12501_19.88965,True
1279,-155.12506_19.89006,True
1280,-155.12590_19.88868,True
1281,-155.12711_19.88789,True
1282,-155.13012_19.88724,True
1283,-155.12628_19.88970,True
1284,-155.12592_19.89010,True
1285,-155.12669_19.88964,True
1286,-155.12701_19.88933,True
1287,-155.13678_19.88114,True
1288,-155.13527_19.88216,True
1289,-155.13270_19.88335,True
1290,-155.12603_19.88958,True
1291,-155.12537_19.88750,True
1292,-155.15416_19.86665,True
1293,-155.15231_19.86730,True
1294,-155.14975_19.86801,True
1295,-155.14022_19.87748,True
1296,-155.13927_19.87967,True
1297,-155.14236_19.87706,True
1298,-155.14851_19.87236,True
1299,-155.15120_19.86811,True
1300,-155.13806_19.87803,True
1301,-155.14155_19.87503,True
1302,-155.14226_19.87842,True
1303,-155.14622_19.87479,True
1304,-155.24589_19.96035,True
1305,-155.24873_19.96322,True
1306,-155.24737_19.96585,True
1307,-155.24757_19.96456,True
1308,-155.46656_20.08304,True
1309,-155.46609_20.07804,True
1310,-155.46880_20.07793,True
1311,-155.46868_20.07858,True
1312,-155.46850_20.07854,True
1313,-155.46748_20.07813,True
1314,-155.46889_20.07862,True
1315,-155.46798_20.07770,True
1316,-155.47253_20.08007,True
1317,-155.47257_20.08080,True
1318,-155.47217_20.08061,True
1319,-155.47129_20.08013,True
1320,-155.47080_20.08025,True
1321,-155.47047_20.08020,True
1322,-155.47007_20.08013,True
1323,-155.46983_20.08022,True
1324,-155.47122_20.08044,True
1325,-155.47120_20.08062,True
1326,-155.47484_20.07922,True
1327,-155.47409_20.08038,True
1328,-155.47464_20.08008,True
1329,-155.47382_20.07958,True
1330,-155.47331_20.08108,True
1331,-155.47461_20.08061,True
1332,-155.47438_20.08058,True
1333,-155.47476_20.07951,True
1334,-155.47713_20.06658,True
1335,-155.47745_20.06733,True
1336,-155.47508_20.06694,True
1337,-155.47329_20.07223,True
1338,-155.47315_20.07389,True
1339,-155.47325_20.07243,True
1340,-155.47325_20.07264,True
1341,-155.47325_20.07285,True
1342,-155.47326_20.07307,True
1343,-155.47326_20.07334,True
1344,-155.47324_20.06976,True
1345,-155.47379_20.06835,True
1346,-155.47190_20.07232,True
1347,-155.47171_20.07196,True
1348,-155.47213_20.07173,True
1349,-155.46714_20.08070,True
1350,-155.46801_20.07961,True
1351,-155.46791_20.07982,True
1352,-155.46764_20.07976,True
1353,-155.46713_20.07960,True
1354,-155.46697_20.07954,True
1355,-155.46684_20.07948,True
1356,-155.46670_20.07943,True
1357,-155.46656_20.07937,True
1358,-155.46641_20.07985,True
1359,-155.46652_20.08000,True
1360,-155.46661_20.07982,True
1361,-155.46680_20.08000,True
1362,-155.46700_20.08009,True
1363,-155.46724_20.08018,True
1364,-155.46744_20.08026,True
1365,-155.46758_20.08035,True
1366,-155.46788_20.08042,True
1367,-155.46874_20.08089,True
1368,-155.46866_20.08152,True
1369,-155.46731_20.07967,True
1370,-155.46619_20.08032,True
1371,-155.46636_20.07976,True
1372,-155.46748_20.07981,True
1373,-155.47099_20.07750,True
1374,-155.47090_20.07774,True
1375,-155.47080_20.07799,True
1376,-155.47069_20.07829,True
1377,-155.47062_20.07857,True
1378,-155.47057_20.07881,True
1379,-155.47046_20.07909,True
1380,-155.47081_20.07937,True
1381,-155.47099_20.07945,True
1382,-155.47115_20.07951,True
1383,-155.47134_20.07953,True
1384,-155.47160_20.07934,True
1385,-155.47141_20.07928,True
1386,-155.47122_20.07923,True
1387,-155.47105_20.07915,True
1388,-155.47089_20.07901,True
1389,-155.47097_20.07869,True
1390,-155.47120_20.07877,True
1391,-155.47141_20.07883,True
1392,-155.47159_20.07888,True
1393,-155.47178_20.07891,True
1394,-155.47198_20.07857,True
1395,-155.47178_20.07854,True
1396,-155.47160_20.07849,True
1397,-155.47142_20.07846,True
1398,-155.47123_20.07841,True
1399,-155.47102_20.07839,True
1400,-155.47119_20.07801,True
1401,-155.47127_20.07782,True
1402,-155.47133_20.07758,True
1403,-155.47152_20.07803,True
1404,-155.47228_20.07866,True
1405,-155.47250_20.07870,True
1406,-155.47229_20.07890,True
1407,-155.47206_20.07907,True
1408,-155.47233_20.07914,True
1409,-155.47226_20.07949,True
1410,-155.47207_20.07947,True
1411,-155.47190_20.07943,True
1412,-155.47185_20.07969,True
1413,-155.47208_20.07979,True
1414,-155.47229_20.07997,True
1415,-155.47185_20.07809,True
1416,-155.47213_20.07815,True
1417,-155.47244_20.07822,True
1418,-155.47264_20.07826,True
1419,-155.47230_20.07760,True
1420,-155.47238_20.07701,True
1421,-155.47205_20.07655,True
1422,-155.47178_20.07632,True
1423,-155.47150_20.07614,True
1424,-155.47208_20.07592,True
1425,-155.47240_20.07612,True
1426,-155.47294_20.07636,True
1427,-155.47250_20.07580,True
1428,-155.47276_20.07563,True
1429,-155.47300_20.07547,True
1430,-155.47318_20.07527,True
1431,-155.47190_20.06917,True
1432,-155.47203_20.06946,True
1433,-155.47212_20.06965,True
1434,-155.47216_20.06984,True
1435,-155.47219_20.07003,True
1436,-155.47220_20.07022,True
1437,-155.47219_20.07043,True
1438,-155.47219_20.07070,True
1439,-155.47208_20.07095,True
1440,-155.47187_20.07094,True
1441,-155.47166_20.07096,True
1442,-155.47168_20.07046,True
1443,-155.47166_20.07021,True
1444,-155.47164_20.06998,True
1445,-155.47156_20.06950,True
1446,-155.51675_20.04829,True
1447,-155.75121_20.21639,True
1448,-155.75029_20.21332,True
1449,-155.75245_20.21297,True
1450,-155.82299_20.21450,True
1451,-155.82236_20.21773,True
1452,-155.82200_20.22558,True
1453,-155.82444_20.21829,True
1454,-155.82376_20.21980,True
1455,-155.82650_20.22124,True
1456,-155.82489_20.22210,True
1457,-155.82534_20.22551,True
1458,-155.82543_20.23221,True
1459,-155.82516_20.22386,True
1460,-155.82732_20.22283,True
1461,-155.82762_20.22388,True
1462,-155.82768_20.22458,True
1463,-155.82768_20.22526,True
1464,-155.82701_20.22712,True
1465,-155.82789_20.22820,True
1466,-155.82765_20.22732,True
1467,-155.82796_20.22742,True
1468,-155.82827_20.22752,True
1469,-155.65929_20.02829,True
1470,-155.66047_20.02763,True
1471,-155.66019_20.02817,True
1472,-155.66150_20.02835,True
1473,-155.66158_20.02736,True
1474,-155.66258_20.02666,True
1475,-155.65902_20.02998,True
1476,-155.65798_20.03032,True
1477,-155.65820_20.02864,True
1478,-155.65841_20.02619,True
1479,-155.65884_20.02582,True
1480,-155.66038_20.02615,True
1481,-155.65707_20.02703,True
1482,-155.65729_20.02636,True
1483,-155.66390_20.02801,True
1484,-155.66325_20.02936,True
1485,-155.84288_19.81677,True
1486,-155.83407_19.81969,True
1487,-155.83582_19.81971,True
1488,-155.83505_19.81978,True
1489,-155.83815_19.81948,True
1490,-155.83525_19.81931,True
1491,-155.83844_19.81914,True
1492,-155.83884_19.81921,True
1493,-155.83830_19.81724,True
1494,-155.97437_19.75588,True
1495,-155.96922_19.75301,True
1496,-155.97099_19.75041,True
1497,-155.97827_19.73715,True
1498,-155.97482_19.73088,True
1499,-155.97641_19.72884,True
1500,-155.97643_19.72997,True
1501,-155.97961_19.73082,True
1502,-155.97955_19.72876,True
1503,-155.97952_19.72971,True
1504,-155.97840_19.73051,True
1505,-155.97846_19.72878,True
1506,-155.97839_19.72969,True
1507,-155.97912_19.73222,True
1508,-155.97912_19.73201,True
1509,-155.97913_19.73162,True
1510,-155.97967_19.73234,True
1511,-155.97969_19.73212,True
1512,-155.97968_19.73192,True
1513,-155.97958_19.73168,True
1514,-155.97980_19.73169,True
1515,-155.97360_19.70523,True
1516,-155.96911_19.70580,True
1517,-155.96701_19.70595,True
1518,-155.98002_19.72842,True
1519,-155.97973_19.72850,True
1520,-155.97965_19.72828,True
1521,-155.97471_19.70476,True
1522,-155.97454_19.70480,True
1523,-155.97450_19.70427,True
1524,-155.97468_19.70427,True
1525,-155.97485_19.70426,True
1526,-155.97460_19.70365,True
1527,-155.96668_19.69406,True
1528,-155.96748_19.70315,True
1529,-155.96794_19.70428,True
1530,-155.96716_19.70474,True
1531,-155.96629_19.70498,True
1532,-155.96569_19.70423,True
1533,-155.96834_19.69300,True
1534,-155.96955_19.69395,True
1535,-155.96919_19.69283,True
1536,-155.96990_19.69254,True
1537,-155.96874_19.69410,True
1538,-155.95251_19.70728,True
1539,-155.96067_19.70608,True
1540,-155.95940_19.70501,True
1541,-155.95599_19.70408,True
1542,-155.95547_19.70517,True
1543,-155.95699_19.70448,True
1544,-155.95402_19.70602,True
1545,-155.98080_19.72996,True
1546,-155.96881_19.68694,True
1547,-155.94996_19.64775,True
1548,-155.95163_19.64817,True
1549,-155.94946_19.64852,True
1550,-155.94934_19.64666,True
1551,-155.94649_19.64648,True
1552,-155.94974_19.64722,True
1553,-155.94706_19.64779,True
1554,-155.94526_19.64909,True
1555,-155.92252_19.62223,True
1556,-155.93465_19.61941,True
1557,-155.94862_19.61366,True
1558,-155.94660_19.61598,True
1559,-155.94458_19.61565,True
1560,-155.94338_19.61588,True
1561,-155.94867_19.61416,True
1562,-155.94846_19.61454,True
1563,-155.94762_19.61514,True
1564,-155.94577_19.61542,True
1565,-155.94875_19.61476,True
1566,-155.94895_19.61309,True
1567,-155.94888_19.61445,True
1568,-155.94839_19.61527,True
1569,-155.94626_19.61395,True
1570,-155.94458_19.61651,True
1571,-155.94336_19.61679,True
1572,-155.94576_19.61493,True
1573,-155.94331_19.61490,True
1574,-155.94865_19.61310,True
1575,-155.94703_19.61593,True
1576,-155.94680_19.61543,True
1577,-155.95157_19.61216,True
1578,-155.95005_19.61456,True
1579,-155.95009_19.61479,True
1580,-155.94958_19.61379,True
1581,-155.95132_19.61270,True
1582,-155.95264_19.61293,True
1583,-155.95235_19.61267,True
1584,-155.95130_19.61391,True
1585,-155.94239_19.58046,True
1586,-155.94262_19.58122,True
1587,-155.94366_19.58286,True
1588,-155.94330_19.58354,True
1589,-155.94376_19.58402,True
1590,-155.94324_19.58541,True
1591,-155.94014_19.58159,True
1592,-155.94503_19.58374,True
1593,-155.94452_19.58459,True
1594,-155.94482_19.58593,True
1595,-155.94464_19.58708,True
1596,-155.94446_19.58808,True
1597,-155.94449_19.58905,True
1598,-155.94498_19.59009,True
1599,-155.94322_19.59163,True
1600,-155.94225_19.59106,True
1601,-155.93821_19.58519,True
1602,-155.93630_19.58487,True
1603,-155.93777_19.58184,True
1604,-155.94257_19.58674,True
1605,-155.94492_19.58427,True
1606,-155.94532_19.58504,True
1607,-155.94860_19.57983,True
1608,-155.94723_19.57997,True
1609,-155.94445_19.58031,True
1610,-155.94844_19.58103,True
1611,-155.94829_19.58206,True
1612,-155.94624_19.58259,True
1613,-155.94579_19.58176,True
1614,-155.94567_19.58115,True
1615,-155.94978_19.58422,True
1616,-155.94650_19.58931,True
1617,-155.94634_19.58891,True
1618,-155.94697_19.58799,True
1619,-155.94695_19.58587,True
1620,-155.94632_19.58376,True
1621,-155.94816_19.58314,True
1622,-155.95218_19.58579,True
1623,-155.95191_19.58519,True
1624,-155.95148_19.58461,True
1625,-155.95122_19.58397,True
1626,-155.95104_19.58298,True
1627,-155.95318_19.58572,True
1628,-155.95312_19.58535,True
1629,-155.95300_19.58500,True
1630,-155.95285_19.58467,True
1631,-155.95249_19.58400,True
1632,-155.95246_19.58366,True
1633,-155.95232_19.58334,True
1634,-155.95233_19.58280,True
1635,-155.95210_19.58224,True
1636,-155.95192_19.58196,True
1637,-155.95174_19.58170,True
1638,-155.95256_19.58618,True
1639,-155.95225_19.58652,True
1640,-155.94848_19.58474,True
1641,-155.94934_19.58614,True
1642,-155.95004_19.58718,True
1643,-155.94403_19.57986,True
1644,-155.93512_19.58243,True
1645,-155.95034_19.58000,True
1646,-155.95025_19.57956,True
1647,-155.95023_19.57915,True
1648,-155.94983_19.57899,True
1649,-155.94971_19.57949,True
1650,-155.94972_19.57980,True
1651,-155.90869_19.51151,True
1652,-155.90898_19.51145,True
1653,-155.90926_19.51137,True
1654,-155.90982_19.51122,True
1655,-155.91010_19.51114,True
1656,-155.91173_19.51059,True
1657,-155.91194_19.51111,True
1658,-155.91108_19.51144,True
1659,-155.91076_19.51153,True
1660,-155.91021_19.51169,True
1661,-155.90994_19.51176,True
1662,-155.90965_19.51184,True
1663,-155.90937_19.51191,True
1664,-155.90909_19.51198,True
1665,-155.91023_19.50736,True
1666,-155.91234_19.50679,True
1667,-155.91336_19.50738,True
1668,-155.91214_19.50507,True
1669,-155.91204_19.50564,True
1670,-155.91174_19.50617,True
1671,-155.89211_19.45658,True
1672,-155.89064_19.45715,True
1673,-155.89074_19.45654,True
1674,-155.89047_19.45624,True
1675,-155.89047_19.45543,True
1676,-155.88557_19.45452,True
1677,-155.88792_19.45460,True
1678,-155.89041_19.45420,True
1679,-155.89059_19.45337,True
1680,-155.89052_19.45297,True
1681,-155.89041_19.45254,True
1682,-155.88976_19.45648,True
1683,-155.89016_19.45681,True
1684,-155.88425_19.45904,True
1685,-155.88743_19.45727,True
1686,-155.88068_19.45817,True
1687,-155.88245_19.45803,True
1688,-155.88095_19.45864,True
1689,-155.88084_19.45952,True
1690,-155.88120_19.45907,True
1691,-155.88154_19.45840,True
1692,-155.88060_19.45886,True
1693,-155.88373_19.44485,True
1694,-155.88351_19.45362,True
1695,-155.88043_19.45568,True
1696,-155.88110_19.45420,True
1697,-155.88022_19.44509,True
1698,-155.88006_19.44581,True
1699,-155.88025_19.44360,True
1700,-155.88129_19.44335,True
1701,-155.88123_19.45668,True
1702,-155.88502_19.45444,True
1703,-155.88072_19.44516,True
1704,-155.88358_19.45536,True
1705,-155.88364_19.45425,True
1706,-155.88499_19.45368,True
1707,-155.88035_19.44542,True
1708,-155.88435_19.45342,True
1709,-155.88146_19.45576,True
1710,-155.87981_19.45986,True
1711,-155.87914_19.46376,True
1712,-155.87814_19.46320,True
1713,-155.87743_19.46316,True
1714,-155.87736_19.46163,True
1715,-155.87497_19.45853,True
1716,-155.87931_19.45850,True
1717,-155.87905_19.45517,True
1718,-155.87663_19.45603,True
1719,-155.87933_19.45577,True
1720,-155.87861_19.45623,True
1721,-155.87889_19.44366,True
1722,-155.87916_19.44451,True
1723,-155.87906_19.44569,True
1724,-155.87953_19.44371,True
1725,-155.87384_19.44649,True
1726,-155.87356_19.44531,True
1727,-155.87911_19.44506,True
1728,-155.76623_19.10249,True
1729,-155.76848_19.10195,True
1730,-155.76514_19.09946,True
1731,-155.77077_19.10004,True
1732,-155.77053_19.10012,True
1733,-155.77004_19.10028,True
1734,-155.76946_19.09944,True
1735,-155.76528_19.09579,True
1736,-155.76656_19.09590,True
1737,-155.76669_19.09623,True
1738,-155.76484_19.09872,True
1739,-155.76741_19.09492,True
1740,-155.76764_19.09555,True
1741,-155.77009_19.09474,True
1742,-155.76687_19.09147,True
1743,-155.76876_19.09105,True
1744,-155.76925_19.09242,True
1745,-155.76705_19.09385,True
1746,-155.76693_19.09238,True
1747,-155.76982_19.09069,True
1748,-155.76994_19.09101,True
1749,-155.77067_19.09302,True
1750,-155.77056_19.09160,True
1751,-155.76282_19.08796,True
1752,-155.76228_19.08907,True
1753,-155.76299_19.08845,True
1754,-155.76313_19.08883,True
1755,-155.76420_19.09090,True
1756,-155.76364_19.09108,True
1757,-155.76236_19.09190,True
1758,-155.76581_19.08796,True
1759,-155.76635_19.08775,True
1760,-155.76663_19.08766,True
1761,-155.76217_19.09474,True
1762,-155.76228_19.09506,True
1763,-155.76256_19.09237,True
1764,-155.76267_19.09269,True
1765,-155.76279_19.09300,True
1766,-155.76456_19.09224,True
1767,-155.76505_19.09433,True
1768,-155.76364_19.09533,True
1769,-155.76341_19.09469,True
1770,-155.76354_19.09844,True
1771,-155.52065_19.14163,True
1772,-155.59339_19.05973,True
1773,-155.51809_19.14181,True
1774,-155.51737_19.14135,True
1775,-155.51725_19.14100,True
1776,-155.51734_19.14056,True
1777,-155.51700_19.14024,True
1778,-155.51887_19.14108,True
1779,-155.51822_19.14130,True
1780,-155.51791_19.14112,True
1781,-155.51816_19.14068,True
1782,-155.51791_19.14054,True
1783,-155.51719_19.13967,True
1784,-156.13656_20.84891,True
1785,-156.13486_20.84612,True
1786,-156.13456_20.84577,True
1787,-156.05183_20.66137,True
1788,-156.63629_20.94903,True
1789,-155.88608_19.45767,True
1790,-155.46803_20.08141,True
1791,-159.36181_22.06867,True
1792,-159.36294_22.06606,True
1793,-159.36173_22.06788,True
1794,-159.33098_22.08632,True
1795,-159.32942_22.08624,True
1796,-159.30661_22.10305,True
1797,-159.31658_22.13729,True
1798,-159.36380_22.06773,True
1799,-159.32482_22.08178,True
1800,-159.50399_21.93054,True
1801,-159.45957_21.90987,True
1802,-159.46092_21.90893,True
1803,-159.46337_21.91170,True
1804,-159.35959_22.06905,True
1805,-159.36014_22.06819,True
