,Uid,Elevation_m
23460,-157.72833_21.34822,11.637550354000002
23461,-157.73022_21.34833,13.9379444122
23462,-157.73078_21.34806,16.2414283752
23463,-157.73381_21.34799,14.6599998474
23464,-157.73170_21.34771,12.97585392
23465,-157.73423_21.34745,15.1966667175
23466,-157.73791_21.34206,34.2592048645
23467,-157.74274_21.34002,46.0
23468,-157.71914_21.34156,11.850000381500001
23469,-157.74053_21.33892,49.0
23470,-157.73593_21.33889,37.0
23471,-157.74328_21.33948,48.0
23472,-157.74536_21.33959,73.0
23473,-157.74263_21.33894,53.0
23474,-157.74085_21.34163,36.0
23475,-157.74115_21.34127,36.0
23476,-157.74064_21.33964,43.0
23477,-157.73245_21.33778,38.0
23478,-157.74378_21.33696,66.0
23479,-157.74015_21.33657,60.0
23480,-157.73958_21.33738,56.0
23481,-157.72383_21.34214,16.1961250305
23482,-157.72511_21.34169,17.8591423035
23483,-157.72495_21.33835,27.585769653299998
23484,-157.72814_21.33892,28.7749996185
23485,-157.73086_21.33803,31.0
23486,-157.72851_21.33747,36.2099990845
23487,-157.72733_21.33747,33.8899993896
23488,-157.72652_21.33728,34.4350013733
23489,-157.73027_21.33704,40.0
23490,-157.72887_21.33657,40.0
23491,-157.74095_21.33739,60.0
23492,-157.74266_21.33623,75.0
23493,-157.74124_21.33631,65.0
23494,-157.74587_21.34176,53.0
23495,-157.70414_21.33431,4.91559648514
23496,-157.71984_21.34003,15.9799995422
23497,-157.71909_21.33948,16.0141658783
23498,-157.72265_21.33779,25.385000228899997
23499,-157.72279_21.33653,30.635000228899997
23500,-157.71910_21.33469,26.530000686599998
23501,-157.72366_21.33491,38.6032562256
23502,-157.71802_21.33342,31.1834201813
23503,-157.72150_21.33417,35.31999969480001
23504,-157.72756_21.33376,55.0
23505,-157.71681_21.33856,15.4799995422
23506,-157.71160_21.34141,6.59250020981
23507,-157.71445_21.33990,10.779999733
23508,-157.70822_21.33687,6.69600009918
23509,-157.70757_21.33551,9.91800022125
23510,-157.70020_21.34096,4.44624996185
23511,-157.70009_21.34078,4.519115448
23512,-157.70074_21.34069,3.28999996185
23513,-157.70300_21.34053,4.0749998092699995
23514,-157.69993_21.34060,4.06733322144
23515,-157.70061_21.34051,3.1180000305199997
23516,-157.70181_21.34061,6.829999923710001
23517,-157.70133_21.34025,5.8824596405
23518,-157.70031_21.34006,3.55749988556
23519,-157.70320_21.33999,3.3540000915499997
23520,-157.70145_21.34007,5.99666643143
23521,-157.70189_21.34007,5.01000022888
23522,-157.70369_21.33999,3.8599998951
23523,-157.70083_21.33988,7.599999904630001
23524,-157.70018_21.33988,6.04333353043
23525,-157.70177_21.33989,5.11101007462
23526,-157.70102_21.33979,7.849999904630001
23527,-157.70356_21.33981,3.86750006676
23528,-157.70220_21.33971,5.730000019069999
23529,-157.70119_21.33970,6.766666889190001
23530,-157.70041_21.33961,7.375
23531,-157.70244_21.33971,5.56666660309
23532,-157.70344_21.33963,3.92499995232
23533,-157.70152_21.33953,4.64275026321
23534,-157.70285_21.33945,4.39571428299
23535,-157.70079_21.33943,7.71379041672
23536,-157.70330_21.33945,4.0416665077200005
23537,-157.70170_21.33935,4.5355353355400005
23538,-157.69977_21.33924,7.55249977112
23539,-157.70207_21.33917,4.22499990463
23540,-157.70283_21.33927,3.97399997711
23541,-157.70093_21.33925,5.5366668701199995
23542,-157.69964_21.33906,7.98999977112
23543,-157.70267_21.33899,3.4400000572200002
23544,-157.69884_21.33896,2.77999997139
23545,-157.70165_21.33890,4.12449979782
23546,-157.69943_21.33897,3.8220000267
23547,-157.70069_21.33880,5.44999980927
23548,-157.70183_21.33881,4.40222215652
23549,-157.69961_21.33888,3.4614143371600004
23550,-157.70006_21.33870,4.35333347321
23551,-157.70025_21.33861,4.8000001907300005
23552,-157.70240_21.33863,3.71000003815
23553,-157.69934_21.33861,4.67250013351
23554,-157.69860_21.33851,3.3599998951
23555,-157.70134_21.33844,3.87929177284
23556,-157.70227_21.33845,4.0500001907300005
23557,-157.69921_21.33842,5.03999996185
23558,-157.69956_21.33834,5.861281871799999
23559,-157.69846_21.33833,3.25999999046
23560,-157.69975_21.33825,5.03999996185
23561,-157.70172_21.33826,4.74541330338
23562,-157.69910_21.33824,3.82769370079
23563,-157.69993_21.33816,5.417500019069999
23564,-157.69830_21.33815,2.28999996185
23565,-157.69898_21.33806,4.61571121216
23566,-157.70129_21.33799,5.78249979019
23567,-157.70021_21.33798,7.36000013351
23568,-157.69952_21.33788,6.63666677475
23569,-157.69817_21.33787,3.28500008583
23570,-157.69970_21.33780,7.47800016403
23571,-157.70061_21.33771,7.484285831449999
23572,-157.69991_21.33771,7.466000080110001
23573,-157.70080_21.33762,6.12666654587
23574,-157.70167_21.33763,4.01000022888
23575,-157.69867_21.33761,5.75
23576,-157.69901_21.33752,6.5596151351900005
23577,-157.70016_21.33753,6.7899999618499995
23578,-157.69920_21.33743,6.8837499618499995
23579,-157.69939_21.33734,6.775000095369999
23580,-157.70123_21.33727,4.05999994278
23581,-157.69844_21.33724,4.84499979019
23582,-157.69961_21.33716,7.07000017166
23583,-157.69878_21.33716,5.827826023099999
23584,-157.70075_21.33717,3.9760000705699996
23585,-157.69896_21.33707,6.73055553436
23586,-157.69985_21.33707,6.590000152589999
23587,-157.69762_21.33706,3.73524355888
23588,-157.69916_21.33698,7.570933341979999
23589,-157.70097_21.33690,3.80800008774
23590,-157.69813_21.33679,5.4933333396899995
23591,-157.69866_21.33661,7.14888906479
23592,-157.70075_21.33663,4.01999998093
23593,-157.69801_21.33661,6.525000095369999
23594,-157.69884_21.33652,7.568571567539999
23595,-157.69906_21.33635,6.792500019069999
23596,-157.70021_21.33635,4.35500001907
23597,-157.69843_21.33625,6.9637928009
23598,-157.70049_21.33636,4.34999990463
23599,-157.69708_21.33624,3.29500007629
23600,-157.69770_21.33615,5.13476419449
23601,-157.70036_21.33618,4.48000001907
23602,-157.69971_21.33599,5.207844257350001
23603,-157.69792_21.33589,6.296666622159999
23604,-157.69683_21.33588,4.34000015259
23605,-157.69929_21.33581,6.894999980930001
23606,-157.69831_21.33571,8.05500030518
23607,-157.69667_21.33569,4.76499986649
23608,-157.69769_21.33552,7.94999980927
23609,-157.69980_21.33563,4.04600000381
23610,-157.69654_21.33542,4.61000013351
23611,-157.69967_21.33545,4.44500017166
23612,-157.69716_21.33534,6.49517583847
23613,-157.69898_21.33526,4.985217094419999
23614,-157.69643_21.33524,4.94000005722
23615,-157.69828_21.33526,8.07499980927
23616,-157.69936_21.33517,4.02500009537
23617,-157.69703_21.33516,5.815646171569999
23618,-157.69757_21.33498,4.858333110809999
23619,-157.69617_21.33506,5.24749994278
23620,-157.69849_21.33499,5.8856248855599995
23621,-157.69775_21.33489,5.5066666603100005
23622,-157.69612_21.33479,6.5717926025399995
23623,-157.69797_21.33471,5.8800001144400005
23624,-157.69810_21.33444,5.69000005722
23625,-157.69826_21.33462,5.57000017166
23626,-157.69599_21.33461,7.0163698196399995
23627,-157.69661_21.33452,6.420000076289999
23628,-157.69584_21.33442,6.95666646957
23629,-157.69875_21.33445,5.751019477840001
23630,-157.69648_21.33434,4.46600008011
23631,-157.69682_21.33425,4.6199998855599995
23632,-157.69701_21.33416,4.7862501144400005
23633,-157.69795_21.33417,4.4766664505
23634,-157.69820_21.33417,4.3699998855599995
23635,-157.69636_21.33416,4.19000005722
23636,-157.69720_21.33407,5.00750017166
23637,-157.69836_21.33390,4.30999994278
23638,-157.69766_21.33381,4.10857152939
23639,-157.69678_21.33380,4.55666685104
23640,-157.69587_21.33370,6.3837499618499995
23641,-157.69685_21.33308,4.92999982834
23642,-157.68866_21.32768,6.30428552628
23643,-157.68813_21.32741,8.24692344666
23644,-157.68916_21.32733,8.48750019073
23645,-157.68890_21.32723,8.42000007629
23646,-157.68744_21.32713,8.81000041962
23647,-157.68863_21.32705,8.6483335495
23648,-157.68837_21.32696,8.81833362579
23649,-157.68705_21.32695,5.650000095369999
23650,-157.68787_21.32677,9.08428573608
23651,-157.68646_21.32667,5.23400020599
23652,-157.68913_21.32678,9.12250041962
23653,-157.68768_21.32668,7.9445562362699995
23654,-157.68559_21.32621,3.07999992371
23655,-157.68534_21.32612,2.49000000954
23656,-157.68502_21.32612,2.8959999084500003
23657,-157.68512_21.32585,2.96000003815
23658,-157.68481_21.32585,3.3766667842900002
23659,-157.73850_21.33674,53.0
23660,-157.68455_21.32575,4.25
23661,-157.68383_21.32530,10.799034118699998
23662,-157.68365_21.32548,7.769999980930001
23663,-157.68322_21.32511,9.64000034332
23664,-157.68296_21.32502,10.847131729100001
23665,-157.67829_21.32390,5.590000152589999
23666,-157.67811_21.32381,4.59250020981
23667,-157.73550_21.34999,25.9369907379
23668,-157.73652_21.34955,24.040000915500002
23669,-157.73401_21.34854,15.279090881300002
23670,-157.73267_21.34699,20.0966663361
23671,-157.73461_21.34791,16.2800006866
23672,-157.73519_21.34773,17.770000457799995
23673,-157.73390_21.34655,16.7700004578
23674,-157.73828_21.34613,37.6205558777
23675,-157.73245_21.34545,21.4643440247
23676,-157.73611_21.34530,21.760000228899997
23677,-157.73014_21.34489,19.0400009155
23678,-157.73564_21.34503,26.829999923699997
23679,-157.73234_21.34437,23.030000686599998
23680,-157.73344_21.34374,25.4636745453
23681,-157.73677_21.34296,30.5866661072
23682,-157.72586_21.34206,15.320952415499999
23683,-157.73247_21.34202,23.780000686599998
23684,-157.74120_21.34218,31.0
23685,-157.74186_21.34200,36.0
23686,-157.73374_21.34140,30.8600006104
23687,-157.72937_21.34073,21.6200008392
23688,-157.73859_21.33882,47.0
23689,-157.73185_21.33885,28.6000003815
23690,-157.73524_21.33888,37.0
23691,-157.73641_21.33808,43.0
23692,-157.73595_21.33870,38.0
23693,-157.73714_21.33772,44.0
23694,-157.73586_21.33645,48.0
23695,-157.73642_21.33735,45.0
23696,-157.73807_21.33700,48.0
23697,-157.73396_21.33661,47.0
23698,-157.72593_21.33664,36.4599990845
23699,-157.73691_21.33682,48.0
23700,-157.73732_21.33655,49.0
23701,-157.73044_21.33541,48.0
23702,-157.73507_21.33536,61.0
23703,-157.73753_21.33592,55.0
23704,-157.72927_21.33504,48.0
23705,-157.72343_21.33274,53.0
23706,-157.73205_21.33235,65.0
23707,-157.72087_21.33317,49.340000152600005
23708,-157.72039_21.33308,50.9264640808
23709,-157.72210_21.33264,61.0
23710,-157.72682_21.33222,66.0
23711,-157.72117_21.33236,64.0
23712,-157.71739_21.33071,55.0
23713,-157.72758_21.33060,98.0
23714,-157.68624_21.32658,4.78000020981
23715,-157.68577_21.32631,2.99250006676
23716,-157.68634_21.32604,5.61333322525
23717,-157.68749_21.32659,5.76000022888
23718,-157.68888_21.32660,8.89500045776
23719,-157.68728_21.32650,5.80000019073
23720,-157.68926_21.32651,9.166000366210001
23721,-157.68697_21.32650,5.05999994278
23722,-157.68830_21.32633,7.1620001792900005
23723,-157.68900_21.32642,8.79199981689
23724,-157.68751_21.32596,6.420000076289999
23725,-157.68815_21.32596,9.84000015259
23726,-157.68894_21.32588,14.949999809300001
23727,-157.72706_21.34352,12.0666666031
23728,-157.69595_21.30796,19.0
23729,-157.68438_21.31247,49.0
23730,-157.69608_21.30687,16.0
23731,-157.80081_21.33304,118.0
23732,-157.79726_21.32985,110.0
23733,-157.85744_21.32955,56.6850013733
23734,-157.86398_21.33059,25.099285125700003
23735,-157.87018_21.34038,33.4700012207
23736,-157.87760_21.34197,35.3225021362
23737,-157.86875_21.32655,4.28499984741
23738,-157.90747_21.39529,245.0
23739,-157.90517_21.39545,255.0
23740,-157.90580_21.39455,247.0
23741,-157.90545_21.39301,228.0
23742,-157.90691_21.39266,229.0
23743,-157.90737_21.39230,227.0
23744,-157.90853_21.39105,179.0
23745,-157.90818_21.39421,221.0
23746,-157.90853_21.39358,217.0
23747,-157.94619_21.38786,26.511169433600003
23748,-157.99818_21.47219,247.395004272
23749,-157.99815_21.47138,245.86000061
23750,-157.99823_21.47084,244.18771362299998
23751,-157.99776_21.47038,242.160003662
23752,-158.00468_21.40809,86.57499694819998
23753,-158.00364_21.40772,86.84550476069998
23754,-158.00260_21.40771,86.6900024414
23755,-158.02089_21.37024,2.16499996185
23756,-158.02103_21.37060,2.43000006676
23757,-158.01924_21.35695,0.707534492016
23758,-158.13874_21.37242,3.4142856597899995
23759,-158.23066_21.48282,3.7300000190700002
23760,-158.22546_21.47837,2.75
23761,-158.15181_21.47042,134.855789185
23762,-158.16523_21.46398,83.13666534419998
23763,-158.19694_21.45664,2.97199988365
23764,-158.22840_21.48046,4.40000009537
23765,-158.22419_21.47872,3.8445427417799998
23766,-158.22698_21.47883,3.5493750572200002
23767,-158.22565_21.47837,2.56117653847
23768,-157.84362_21.47427,3.2766666412400003
23769,-157.84343_21.46812,1.17250001431
23770,-157.84226_21.46269,1.1749999523199999
23771,-157.84527_21.48205,3.78749990463
23772,-157.85751_21.48114,16.8225002289
23773,-157.85359_21.46747,32.6332550049
23774,-157.85597_21.46505,41.5041656494
23775,-157.81504_21.45211,0.23000000417199998
23776,-157.84402_21.46840,1.5720000266999998
23777,-157.84563_21.46660,5.24375009537
23778,-157.83173_21.44130,22.165000915500002
23779,-157.85254_21.43620,107.0
23780,-157.84283_21.44038,40.840000152600005
23781,-157.84360_21.43994,45.3649978638
23782,-157.84208_21.44047,51.735015869099996
23783,-157.84745_21.43111,229.0
23784,-157.81524_21.45139,13.4099998474
23785,-157.81517_21.45121,15.170000076300001
23786,-157.84321_21.47480,3.50999999046
23787,-157.84355_21.47345,1.875
23788,-157.84350_21.46821,1.21833336353
23789,-157.84296_21.46604,1.28999996185
23790,-157.84362_21.43506,75.0
23791,-157.82340_21.41766,77.90000152589998
23792,-157.82375_21.41767,90.49942016600001
23793,-157.81731_21.41843,49.9161911011
23794,-157.81738_21.41762,45.624172210699996
23795,-157.75723_21.37319,19.0499992371
23796,-157.81832_21.41483,47.528060913100006
23797,-157.81782_21.41284,60.0800018311
23798,-157.82654_21.40621,111.0
23799,-157.76448_21.36846,26.844089508099998
23800,-157.74015_21.42564,2.06999993324
23801,-157.73842_21.42779,2.0516667366
23802,-157.74072_21.42573,1.98800945282
23803,-157.74040_21.42573,2.06545448303
23804,-157.73843_21.42563,2.88151526451
23805,-157.73911_21.42491,2.20181822777
23806,-157.67920_21.32436,4.68499994278
23807,-157.67888_21.32417,7.9175796508800005
23808,-157.81376_21.33033,484.0
23809,-157.81391_21.32897,440.0
23810,-157.81516_21.32862,451.0
23811,-157.81722_21.32764,451.0
23812,-157.81711_21.32710,438.0
23813,-157.81660_21.32664,430.0
23814,-157.81730_21.32539,419.0
23815,-157.82404_21.32832,402.0
23816,-157.81502_21.32709,412.0
23817,-157.81683_21.32538,419.0
23818,-157.81389_21.32364,408.0
23819,-157.81218_21.31939,138.0
23820,-157.83015_21.32538,317.0
23821,-157.82884_21.32854,220.0
23822,-157.81745_21.34933,248.0
23823,-157.84751_21.33806,159.0
23824,-157.84903_21.33392,85.2341156006
23825,-157.85660_21.32575,28.962306976300003
23826,-157.84037_21.35969,278.0
23827,-157.87033_21.33713,35.073299408000004
23828,-157.87810_21.34134,33.0983352661
23829,-157.87972_21.34000,28.3902244568
23830,-157.88126_21.33874,23.794916153000003
23831,-157.88199_21.33116,9.31000041962
23832,-157.87922_21.33105,11.0944442749
23833,-157.93260_21.37575,12.75
23834,-157.93312_21.37467,6.29639101028
23835,-157.93171_21.38198,26.1004867554
23836,-157.96928_21.38926,5.21999979019
23837,-157.97828_21.39131,3.00999999046
23838,-157.98451_21.40246,9.51599979401
23839,-157.97812_21.39040,2.21250772476
23840,-158.02229_21.37296,15.529999733
23841,-158.01075_21.46901,213.60957336400003
23842,-157.99512_21.45844,148.10307312
23843,-158.01237_21.38455,4.42999982834
23844,-158.02888_21.36866,5.55000019073
23845,-158.02857_21.36821,7.65666675568
23846,-158.02924_21.36812,5.52084541321
23847,-158.03015_21.36749,5.63500022888
23848,-158.03019_21.36668,5.03999996185
23849,-158.03259_21.36471,5.53800535202
23850,-158.03192_21.36380,3.9400000572200002
23851,-158.03116_21.36271,3.42333340645
23852,-158.08553_21.35687,229.289993286
23853,-158.00164_21.32776,6.329999923710001
23854,-158.00122_21.32757,6.439661502840001
23855,-158.00268_21.32731,6.77304792404
23856,-158.00159_21.32595,6.12071418762
23857,-158.00347_21.32587,6.6766667366
23858,-158.00410_21.32578,6.48666667938
23859,-158.00282_21.32559,5.80259275436
23860,-158.00491_21.32434,6.29607152939
23861,-158.00500_21.32416,6.450270175930001
23862,-158.00421_21.32407,5.84692668915
23863,-158.00390_21.32397,5.82534503937
23864,-158.00279_21.32379,5.95317459106
23865,-158.00548_21.32326,6.00944423676
23866,-158.00457_21.32326,6.11727285385
23867,-158.00368_21.32316,5.97041082382
23868,-158.00652_21.32318,6.32499980927
23869,-158.00630_21.32281,6.420000076289999
23870,-158.00159_21.32270,6.0610527992200005
23871,-158.00367_21.32244,5.75
23872,-158.00534_21.32236,5.78058815002
23873,-158.00314_21.32234,5.63755750656
23874,-158.14884_21.40897,15.0833330154
23875,-158.17218_21.42779,3.81599593163
23876,-158.17165_21.42643,2.5
23877,-158.16905_21.42561,9.94999980927
23878,-158.17309_21.42165,1.5299999713899999
23879,-158.14097_21.41390,22.209999084499998
23880,-158.16456_21.41276,8.48999977112
23881,-158.16069_21.40777,18.1840000153
23882,-158.12820_21.38926,55.7200012207
23883,-158.14112_21.38599,11.7299995422
23884,-158.13912_21.38200,9.31000041962
23885,-158.14120_21.38210,9.510000228880001
23886,-158.13832_21.37269,3.56445932388
23887,-158.14196_21.41779,23.7740001678
23888,-158.14281_21.41563,21.7549991608
23889,-158.14849_21.41349,17.3950004578
23890,-158.14624_21.41330,18.2849998474
23891,-158.14920_21.41241,16.5400009155
23892,-158.15019_21.41006,17.7288589478
23893,-158.14580_21.41140,16.9150009155
23894,-158.14518_21.41130,17.8700008392
23895,-158.14552_21.41094,17.3409786224
23896,-158.14600_21.41076,17.0166664124
23897,-158.15745_21.40992,17.5499992371
23898,-158.14618_21.41049,16.8500003815
23899,-158.14637_21.41022,16.5599994659
23900,-158.14870_21.40960,13.7124261856
23901,-158.14655_21.41004,16.1399993896
23902,-158.15420_21.40846,19.6200008392
23903,-158.15141_21.40420,32.1100006104
23904,-158.15168_21.40384,32.7099990845
23905,-158.14955_21.40356,12.3006391525
23906,-158.15229_21.40086,19.4799995422
23907,-158.13787_21.38633,25.8799991608
23908,-158.13109_21.38548,39.3300018311
23909,-158.13330_21.38504,33.840000152600005
23910,-158.10571_21.29853,5.840000152589999
23911,-158.17379_21.42753,2.61249995232
23912,-158.22547_21.47891,4.03500032425
23913,-158.15128_21.47548,170.257125854
23914,-158.21754_21.47363,5.99875020981
23915,-158.20906_21.47052,16.2450008392
23916,-158.20656_21.46825,11.5105476379
23917,-158.20581_21.46725,9.5
23918,-158.16011_21.46748,113.974998474
23919,-158.20549_21.46599,8.63000011444
23920,-158.20438_21.46562,8.13000011444
23921,-158.20644_21.46563,7.3800001144400005
23922,-158.20681_21.46455,5.34499979019
23923,-158.16258_21.46198,77.86180877689999
23924,-158.16054_21.46342,86.4700012207
23925,-158.17262_21.46113,48.0285720825
23926,-158.17239_21.46095,48.0017700195
23927,-158.16418_21.46127,72.4357757568
23928,-158.16775_21.45993,59.0600013733
23929,-158.17382_21.46096,42.014701843299996
23930,-158.17347_21.46131,45.5614280701
23931,-158.17318_21.46077,44.6500015259
23932,-158.17334_21.46050,42.3199996948
23933,-158.17140_21.45887,45.513195037799996
23934,-158.20191_21.45947,4.05999994278
23935,-158.17156_21.45516,34.4900016785
23936,-158.16092_21.45827,70.1497497559
23937,-158.16231_21.45792,67.1500015259
23938,-158.16163_21.45782,69.0627288818
23939,-158.16293_21.45675,63.2571411133
23940,-158.16338_21.45639,62.1400032043
23941,-158.16471_21.45594,57.3899993896
23942,-158.16984_21.45931,44.397022247299994
23943,-158.17002_21.45877,44.0035324097
23944,-158.16874_21.45804,49.7406921387
23945,-158.17024_21.45759,46.738922119099996
23946,-158.17062_21.45633,43.770000457799995
23947,-158.17266_21.45345,32.284999847399995
23948,-158.17463_21.45274,25.079999923699997
23949,-158.17264_21.45219,25.3627166748
23950,-158.15734_21.45383,22.7649993896
23951,-158.16101_21.45104,13.6212768555
23952,-158.15323_21.45326,25.209999084499998
23953,-158.18281_21.45684,5.13999986649
23954,-158.18449_21.45315,8.03342247009
23955,-158.18190_21.45079,7.766298294069999
23956,-158.18094_21.45033,9.02000045776
23957,-158.17983_21.44888,8.77600002289
23958,-158.15663_21.44705,14.2473306656
23959,-158.15961_21.44480,15.357500076300001
23960,-158.15540_21.44307,8.76604557037
23961,-158.15863_21.44182,10.1999998093
23962,-158.15525_21.44044,11.8335828781
23963,-158.16075_21.45800,70.2420730591
23964,-158.16063_21.45728,69.5320129395
23965,-158.15046_21.45497,38.426029205300004
23966,-158.16470_21.45549,56.8783340454
23967,-158.15268_21.45362,26.420000076300003
23968,-158.17169_21.45101,27.3999996185
23969,-158.15698_21.45021,18.0599994659
23970,-158.16357_21.45051,22.75
23971,-158.15444_21.44776,20.2886543274
23972,-158.15619_21.44488,16.2800006866
23973,-158.16607_21.43932,5.0
23974,-158.15617_21.46584,104.30000305200001
23975,-158.14766_21.44772,28.4179534912
23976,-158.14821_21.44764,27.6200008392
23977,-158.14923_21.44719,26.010000228899997
23978,-158.15011_21.44738,25.165000915500002
23979,-158.14914_21.44511,23.5918140411
23980,-158.15181_21.44232,13.3199996948
23981,-158.22493_21.47873,2.90000009537
23982,-158.18095_21.44834,7.079999923710001
23983,-158.18084_21.44708,6.75769233704
23984,-158.18714_21.44602,2.7038462162
23985,-158.01962_21.47096,212.821014404
23986,-157.86037_21.48350,49.229999542200005
23987,-157.86101_21.48288,50.1549987793
23988,-157.86245_21.48072,26.7000007629
23989,-157.86054_21.48089,32.1299133301
23990,-157.84783_21.48423,1.24666666985
23991,-157.84674_21.48359,2.57999992371
23992,-157.84992_21.48388,13.5366897583
23993,-157.85085_21.48308,17.9899997711
23994,-157.84678_21.48242,4.71750020981
23995,-157.83937_21.45292,11.140000343299999
23996,-157.84005_21.44615,25.056995391799997
23997,-157.84559_21.44022,64.0
23998,-157.84920_21.48243,15.031821250899998
23999,-157.85220_21.48236,11.7066669464
24000,-157.85530_21.48157,22.0550003052
24001,-157.85287_21.48237,18.7738456726
24002,-157.85371_21.48219,19.3799991608
24003,-157.85104_21.48245,16.454000473
24004,-157.84803_21.48216,10.9966669083
24005,-157.84938_21.48009,8.47074985504
24006,-157.84618_21.47916,5.13858509064
24007,-157.84389_21.47409,4.23166656494
24008,-157.84553_21.47319,25.75
24009,-157.84487_21.47292,14.119999885599999
24010,-157.84417_21.47273,8.31999969482
24011,-157.84594_21.47329,33.6749992371
24012,-157.84683_21.47031,10.782928466800001
24013,-157.84746_21.47059,16.4020004272
24014,-157.84842_21.46915,21.4274997711
24015,-157.85186_21.46592,39.75
24016,-157.84815_21.46282,15.420000076300001
24017,-157.85036_21.46148,17.55727005
24018,-157.87707_21.47070,153.0
24019,-157.85294_21.47975,24.9513664246
24020,-157.84400_21.47833,21.0100002289
24021,-157.84608_21.47699,81.5439147949
24022,-157.85086_21.46483,38.6800003052
24023,-157.85091_21.46329,36.0716018677
24024,-157.84985_21.46329,29.590000152600002
24025,-157.84891_21.46211,24.9766674042
24026,-157.85174_21.46149,18.198005676300003
24027,-157.85371_21.46042,41.1899986267
24028,-157.84999_21.45967,26.4266662598
24029,-157.84582_21.45937,12.845000267
24030,-157.84524_21.45928,11.8149995804
24031,-157.84574_21.45883,15.600000381500001
24032,-157.84513_21.45811,16.7900009155
24033,-157.84596_21.45802,17.6905174255
24034,-157.84697_21.45721,20.1100006104
24035,-157.84721_21.45740,20.5200004578
24036,-157.84971_21.45588,22.159999847399998
24037,-157.84843_21.46843,16.8609848022
24038,-157.84763_21.46246,8.77499961853
24039,-157.84782_21.46246,11.3100004196
24040,-157.84660_21.46227,8.213333129880002
24041,-157.84785_21.46192,12.640000343299999
24042,-157.84592_21.46163,6.347232341770001
24043,-157.84738_21.46137,10.789999961900001
24044,-157.84775_21.46129,12.2882328033
24045,-157.84417_21.45620,13.369999885599999
24046,-157.84283_21.45439,7.2811870575
24047,-157.83878_21.45418,5.69999980927
24048,-157.84408_21.45304,9.44271183014
24049,-157.84529_21.44880,20.1456165314
24050,-157.84568_21.44935,26.7154827118
24051,-157.85801_21.46262,65.8262176514
24052,-157.85688_21.45656,92.0
24053,-157.85669_21.45105,72.0
24054,-157.83044_21.44319,21.0049991608
24055,-157.84469_21.44401,38.3849983215
24056,-157.84578_21.44013,63.0
24057,-157.84713_21.43933,80.0
24058,-157.84681_21.43897,70.0
24059,-157.84171_21.45013,15.917142867999999
24060,-157.83985_21.44894,18.850761413599997
24061,-157.84422_21.43696,64.0
24062,-157.84171_21.44083,53.5373764038
24063,-157.83569_21.45524,17.7412490845
24064,-157.81596_21.45293,14.6677780151
24065,-157.83346_21.45269,37.6298446655
24066,-157.82922_21.44797,65.4800033569
24067,-157.82891_21.44733,72.4566650391
24068,-157.85184_21.45887,21.4400005341
24069,-157.83987_21.44109,49.0274391174
24070,-157.84015_21.43982,43.8153839111
24071,-157.84244_21.43848,62.819999694799996
24072,-157.84400_21.43334,121.0
24073,-157.84532_21.43218,181.0
24074,-157.81942_21.42188,69.0299987793
24075,-157.82575_21.42057,114.434997559
24076,-157.79460_21.42848,9.50749969482
24077,-157.82406_21.41875,86.38999938959999
24078,-157.82019_21.42189,66.8424987793
24079,-157.82209_21.42054,81.0299987793
24080,-157.81634_21.42032,57.6749992371
24081,-157.82108_21.42009,77.5644607544
24082,-157.82552_21.41994,95.9633331299
24083,-157.82338_21.42010,87.8312530518
24084,-157.81578_21.41833,47.42882919310001
24085,-157.82013_21.41773,60.0
24086,-157.81666_21.41536,62.9097824097
24087,-157.82085_21.41665,77.66000366209998
24088,-157.82192_21.41585,91.06999969479999
24089,-157.81999_21.41547,73.0810165405
24090,-157.82240_21.41531,94.95999908450001
24091,-157.81956_21.41411,64.3853149414
24092,-157.82243_21.41359,132.0
24093,-157.79677_21.38676,86.41623687739998
24094,-157.82510_21.41605,130.0
24095,-157.81387_21.41570,55.6500015259
24096,-157.77038_21.37347,28.915000915500002
24097,-157.76737_21.36568,39.0
24098,-157.76825_21.36532,37.1199989319
24099,-157.76746_21.36143,35.292224884
24100,-157.76794_21.34942,138.0
24101,-157.78249_21.37573,97.33798980709999
24102,-157.74070_21.42826,1.9411427974700002
24103,-157.73969_21.42826,2.21219730377
24104,-157.73907_21.42735,1.94038462639
24105,-157.73946_21.42681,2.09999990463
24106,-157.73986_21.42681,1.86984848976
24107,-157.74205_21.42800,2.70000004768
24108,-157.74164_21.42764,2.3529410362200003
24109,-157.74157_21.42719,1.95999991894
24110,-157.74388_21.42675,1.8512245416600002
24111,-157.74466_21.42486,2.12166666985
24112,-157.74501_21.42441,1.81400001049
24113,-157.74000_21.42763,1.95076930523
24114,-157.73896_21.42681,3.2118146419499998
24115,-157.73896_21.42581,2.5199999809299998
24116,-157.73918_21.42563,2.57857131958
24117,-157.74553_21.42378,2.09852576256
24118,-157.74606_21.42306,1.90999996662
24119,-157.76419_21.42528,1.89999997616
24120,-157.75405_21.38600,19.2700004578
24121,-157.75437_21.38591,21.3656520844
24122,-157.74922_21.38759,26.7574996948
24123,-157.74866_21.38731,30.7888889313
24124,-157.72984_21.33757,37.0
24125,-157.72038_21.33588,27.1749992371
24126,-157.69862_21.33616,7.0926165580700005
24127,-157.69562_21.33370,6.920000076289999
24128,-157.74011_21.36665,59.11999893189999
24129,-157.74188_21.36594,64.06999969479999
24130,-157.74017_21.36349,61.5116729736
24131,-157.73727_21.36247,54.7820587158
