,Uid,Elevation_m
333,-159.40855_22.20770,96.1183319092
334,-159.40888_22.20724,96.1616668701
335,-159.40599_22.20675,93.4683303833
336,-159.50530_22.20095,3.75863623619
337,-159.57488_22.22320,7.317999839780001
338,-159.40798_22.21438,95.9250030518
339,-159.40833_22.21361,95.69499969479999
340,-159.43192_22.21479,49.1762313843
341,-159.45543_22.22546,2.5975561141999997
342,-159.49614_22.20425,2.94499993324
343,-159.49543_22.20661,2.53700780869
344,-159.55012_22.20986,17.5849990845
345,-159.54394_22.21218,1.64499998093
346,-159.54703_22.22181,2.52500009537
347,-159.54674_22.22329,3.24000000954
348,-159.55117_22.22221,2.96000003815
349,-159.55194_22.22324,3.25999999046
350,-159.54672_22.22050,2.47543883324
351,-159.54536_22.21996,2.96375012398
352,-159.52538_21.90654,179.0
353,-159.72647_21.97268,4.9250001907300005
354,-159.72606_21.97265,4.71500015259
355,-159.71604_21.96934,3.79142856598
356,-159.57795_21.90986,62.0
357,-159.72371_21.97278,4.8249998092699995
358,-159.72529_21.97335,5.16119289398
359,-159.72505_21.97368,5.912499904630001
360,-159.72349_21.97565,9.55795288086
361,-159.72235_21.97321,6.06864023209
362,-159.72141_21.97430,4.99520778656
363,-159.72566_21.97264,4.67000007629
364,-159.72500_21.97196,4.24457454681
365,-159.69396_21.96167,2.38499999046
366,-159.69751_21.96055,4.30500030518
367,-159.67280_21.96372,6.0
368,-159.72208_21.97059,3.34500002861
369,-159.72210_21.97241,5.26336622238
370,-159.72135_21.97013,3.16222214699
371,-159.72184_21.96995,2.7205555438999998
372,-159.71902_21.96966,3.6445455551099997
373,-159.72099_21.97306,3.9816665649400003
374,-159.71703_21.97278,3.23106241226
375,-159.71388_21.96736,3.29500007629
376,-159.70893_21.96316,2.83999991417
377,-159.70931_21.96403,2.4349999427799998
378,-159.69832_21.96204,2.22000002861
379,-159.70313_21.96470,1.76499998569
380,-159.70486_21.96507,3.5150001049
381,-159.70774_21.96392,2.52911758423
382,-159.70778_21.96653,3.26957654953
383,-159.70695_21.96504,2.4849998951
384,-159.71021_21.96630,3.03735280037
385,-159.70468_21.96153,2.61600017548
386,-159.70377_21.96132,2.97264146805
387,-159.70589_21.96353,2.3900001049
388,-159.70763_21.96228,2.80688881874
389,-159.58786_21.92058,59.0
390,-159.50055_22.20288,3.77581095695
391,-159.35650_22.08605,97.0
392,-159.52136_21.92770,219.0
393,-159.34440_22.06119,23.0
394,-159.34710_22.06137,47.0
395,-159.34453_22.06097,24.0
396,-159.34135_22.05896,21.0
397,-159.34183_22.05893,23.0
398,-159.37355_22.05420,93.0
399,-159.37423_22.05259,90.0
400,-159.37605_22.05446,96.0
401,-159.37727_22.05570,96.0
402,-159.38843_22.06114,137.0
403,-159.38679_22.06107,130.0
404,-159.39185_22.06289,147.0
405,-159.39080_22.06277,143.0
406,-159.66725_21.95768,17.0
407,-159.65750_21.96444,10.0
408,-159.56455_21.97204,527.0
409,-159.58616_21.91903,52.0
410,-159.58602_21.91855,51.0
411,-159.58670_21.92002,56.0
412,-159.58610_21.92079,58.0
413,-159.58640_21.92221,64.0
414,-159.58692_21.92293,67.0
415,-159.58811_21.92389,70.0
416,-159.58739_21.92371,69.0
417,-159.58721_21.92581,68.0
418,-159.58723_21.92564,67.0
419,-159.48584_21.92643,141.0
420,-159.48571_21.92316,137.0
421,-159.48700_21.92356,136.0
422,-159.45949_21.90853,66.0
423,-159.36748_22.05206,88.0
424,-159.37043_22.05523,92.0
425,-159.36979_22.05433,92.0
426,-159.50732_21.93429,169.0
427,-159.50574_21.94040,239.0
428,-159.50480_21.92821,197.0
429,-159.45109_21.87995,17.8898277283
430,-159.32489_22.05806,1.6549999713899999
431,-159.32532_22.05877,2.38499999046
432,-159.52006_21.91960,204.0
433,-159.51934_21.91956,198.0
434,-159.51879_21.91864,194.0
435,-159.51540_21.93265,235.0
436,-159.51226_21.93732,259.0
437,-159.51249_21.90820,133.0
438,-159.52487_21.90813,197.0
439,-159.50534_22.20035,1.81500005722
440,-159.52501_21.92633,217.0
441,-159.36023_22.10103,102.0
442,-159.36487_22.09652,113.0
443,-159.36248_22.09615,110.0
444,-159.35717_22.09665,105.0
445,-159.40753_22.20912,96.33499908450001
446,-159.40325_22.21157,97.3885192871
447,-159.57732_21.91312,67.0
448,-159.57655_21.91440,76.0
449,-159.57610_21.91491,73.0
450,-159.57559_21.91308,76.0
451,-159.57469_21.91388,79.0
452,-159.57419_21.91434,81.0
453,-159.37029_21.97140,55.0
454,-159.37481_21.96887,69.0
455,-159.36989_21.97046,54.0
456,-159.37674_21.97925,70.0
457,-159.34032_22.10461,78.0
458,-159.49930_22.20367,3.71331238747
459,-159.49905_22.20387,3.5300884246799997
460,-159.37256_21.96830,60.0
461,-159.53555_21.92232,195.0
462,-159.53622_21.92272,197.0
463,-159.51228_21.91677,147.0
464,-159.51344_21.91629,152.0
465,-159.52600_21.92479,211.0
466,-159.53145_21.92218,206.0
467,-159.52440_21.92260,208.0
468,-159.52394_21.92463,202.0
469,-159.52692_21.92037,241.0
470,-159.52655_21.92046,239.0
471,-159.52837_21.92326,220.0
472,-159.51585_21.90435,126.0
473,-159.51599_21.90452,127.0
474,-159.51613_21.90468,127.0
475,-159.51844_21.90540,133.0
476,-159.52229_21.91534,203.0
477,-159.52283_21.91723,222.0
478,-159.51859_21.90787,165.0
479,-159.51760_21.91142,184.0
480,-159.51614_21.90998,165.0
481,-159.51816_21.91090,185.0
482,-159.51407_21.90828,141.0
483,-159.51485_21.90895,149.0
484,-159.52371_21.91964,229.0
485,-159.52361_21.91703,236.0
486,-159.51870_21.91808,194.0
487,-159.51457_21.93057,204.0
488,-159.52059_21.92858,219.0
489,-159.51860_21.93940,320.0
490,-159.51759_21.93683,279.0
491,-159.52036_21.93245,240.0
492,-159.52960_21.93044,217.0
493,-159.52840_21.92637,206.0
494,-159.52754_21.92643,209.0
495,-159.49828_21.92269,166.0
496,-159.50058_21.92164,165.0
497,-159.50156_21.92112,161.0
498,-159.49691_21.93165,283.0
499,-159.50698_21.92751,162.0
500,-159.50793_21.92703,151.0
501,-159.50556_21.91715,123.0
502,-159.50560_21.91679,124.0
503,-159.47000_21.87993,7.69999980927
504,-159.46624_21.89732,50.0
505,-159.46612_21.89661,47.0
506,-159.50152_21.91483,178.0
507,-159.50148_21.91504,177.0
508,-159.50136_21.91533,175.0
509,-159.49995_21.91783,174.0
510,-159.49849_21.91381,164.0
511,-159.47888_21.96240,219.0
512,-159.47865_21.91507,84.0
513,-159.48448_21.91995,127.0
514,-159.48260_21.91726,111.0
515,-159.39818_21.96230,92.0
516,-159.33686_22.05424,9.13954544067
517,-159.32935_22.09395,64.0
518,-159.33028_22.09460,66.0
519,-159.32499_22.09766,49.0
520,-159.32517_22.09772,50.0
521,-159.48454_21.92602,136.0
522,-159.48351_21.93145,159.0
523,-159.46353_21.90660,65.0
524,-159.46052_21.91023,66.0
525,-159.46199_21.90547,64.0
526,-159.45824_21.90330,62.0
527,-159.45952_21.90472,66.0
528,-159.46256_21.88678,27.0
529,-159.46105_21.88766,29.0
530,-159.35994_21.96407,36.0
531,-159.39407_21.96664,100.0
532,-159.39064_21.96458,90.0
533,-159.39308_21.96413,97.0
534,-159.39249_21.96460,97.0
535,-159.39173_21.96560,94.0
536,-159.39770_21.96474,98.0
537,-159.40018_21.96417,101.0
538,-159.39835_21.96388,99.0
539,-159.39800_21.96346,98.0
540,-159.39861_21.96462,100.0
541,-159.39829_21.96493,100.0
542,-159.52644_21.91996,245.0
543,-159.52873_21.92124,231.0
544,-159.52938_21.92022,239.0
545,-159.51756_21.90351,122.0
546,-159.51673_21.90609,144.0
547,-159.51922_21.90768,162.0
548,-159.51525_21.90795,148.0
549,-159.51888_21.91431,192.0
550,-159.52361_21.91503,231.0
551,-159.52301_21.91643,229.0
552,-159.51771_21.90612,143.0
553,-159.51794_21.91186,191.0
554,-159.51861_21.91040,186.0
555,-159.51723_21.91015,170.0
556,-159.51648_21.91074,172.0
557,-159.51820_21.91356,191.0
558,-159.46212_21.89010,33.0
559,-159.46221_21.88938,32.0
560,-159.36294_21.95976,40.2750015259
561,-159.36173_21.96552,44.0
562,-159.39242_21.96706,96.0
563,-159.39266_21.96692,98.0
564,-159.39309_21.96618,99.0
565,-159.39375_21.96633,100.0
566,-159.39280_21.96496,98.0
567,-159.39148_21.96569,92.0
568,-159.39642_21.96222,92.0
569,-159.39793_21.96266,95.0
570,-159.34789_21.95835,11.140000343299999
571,-159.36589_21.96893,27.0
572,-159.36942_21.97146,41.0
573,-159.36856_21.97005,45.0
574,-159.38276_22.05533,100.0
575,-159.38446_22.05494,107.0
576,-159.38390_22.05554,98.0
577,-159.38328_22.05602,97.0
578,-159.36963_22.05589,86.0
579,-159.36974_22.05605,85.0
580,-159.36800_22.05381,86.0
581,-159.36656_22.05229,87.0
582,-159.39200_22.06362,148.0
583,-159.39409_22.06417,152.0
584,-159.36981_22.05168,87.0
585,-159.37133_22.05195,86.0
586,-159.38253_22.05678,96.0
587,-159.38318_22.05747,97.0
588,-159.38018_22.06055,88.0
589,-159.38189_22.05964,101.0
590,-159.31778_22.09234,42.0
591,-159.31893_22.09070,35.0
592,-159.32256_22.09503,52.0
593,-159.32705_22.09646,66.0
594,-159.32449_22.09652,57.0
595,-159.32348_22.09692,53.0
596,-159.34561_22.10064,91.0
597,-159.34505_22.10088,90.0
598,-159.31636_22.09394,41.0
599,-159.31663_22.09241,43.0
600,-159.31946_22.09375,49.0
601,-159.31539_22.08435,32.1972732544
602,-159.33991_22.10113,80.0
603,-159.35617_22.09831,101.0
604,-159.32741_22.08296,25.0
605,-159.33347_22.10155,76.0
606,-159.71158_21.96712,2.78433322906
607,-159.71142_21.96702,2.59000015259
608,-159.67518_22.10909,1025.0
609,-159.64594_22.13092,1117.0
610,-159.64517_22.13083,1114.0
611,-159.64728_22.12980,1095.0
612,-159.66082_22.12941,1116.88024902
613,-159.65768_21.97917,12.0
614,-159.45989_21.90401,64.0
615,-159.45898_21.90343,62.0
616,-159.36152_21.96452,43.0
617,-159.36286_21.96547,41.0
618,-159.38744_21.94769,25.0
619,-159.37133_22.05750,85.0
620,-159.49573_22.20278,3.57249999046
621,-159.57541_21.91409,78.0
622,-159.48310_21.92747,142.0
623,-159.48202_21.92789,135.0
624,-159.48456_21.92101,124.0
625,-159.48332_21.93439,160.0
626,-159.46485_21.89580,45.0
627,-159.46443_21.90029,57.0
628,-159.46424_21.90065,58.0
629,-159.37455_22.10265,126.0
630,-159.49987_22.20216,3.34096884727
631,-159.53322_21.92503,198.0
632,-159.53160_21.92529,196.0
633,-159.53156_21.92443,194.0
634,-159.53512_21.92338,197.0
635,-159.50011_21.92326,176.0
636,-159.50075_21.91888,172.0
637,-159.50113_21.91916,171.0
638,-159.46026_21.89843,53.0
639,-159.46588_21.90233,61.0
640,-159.46500_21.90140,59.0
641,-159.44512_21.87279,30.827999115
642,-159.46027_21.90715,66.0
643,-159.46169_21.90653,65.0
644,-159.45949_21.90662,74.0
645,-159.46022_21.90604,68.0
646,-159.46026_21.90639,67.0
647,-159.46012_21.90674,68.0
648,-159.36942_22.05554,87.0
649,-159.36632_22.05243,87.0
650,-159.36670_22.05271,87.0
651,-159.39292_22.06166,146.0
652,-159.39408_22.06240,149.0
653,-159.39385_22.06442,153.0
654,-159.38154_22.05980,104.0
655,-159.38436_22.05781,125.0
656,-159.31832_22.06445,3.00302314758
657,-159.38134_22.07800,124.0
658,-159.35714_22.08599,98.0
659,-159.36917_22.07545,110.0
660,-159.34791_21.95821,5.481022357940001
661,-159.37389_21.97079,70.0
662,-159.36867_21.97128,43.0
663,-159.37207_21.96657,66.0
664,-159.37139_21.96740,64.0
665,-159.33657_22.05468,9.38000011444
666,-159.33743_22.05511,13.0
667,-159.33537_22.05574,8.67837524414
668,-159.34085_22.05445,22.0
669,-159.33900_22.05603,19.0
670,-159.34735_22.05667,32.0
671,-159.34915_22.05873,52.0
672,-159.34083_22.05893,21.0
673,-159.34010_22.05954,20.0
674,-159.34268_22.05918,23.0
675,-159.34493_22.05949,30.0
676,-159.34476_22.05592,29.0
677,-159.34601_22.05557,30.0
678,-159.34593_22.05584,31.0
679,-159.34603_22.05751,35.0
680,-159.34148_22.05750,24.0
681,-159.34253_22.05743,25.0
682,-159.34267_22.05405,25.0
683,-159.37341_22.05244,87.0
684,-159.37670_22.05622,94.0
685,-159.37649_22.05837,91.0
686,-159.37460_22.06057,98.0
687,-159.39405_22.05852,134.0
688,-159.36624_22.04887,86.0
689,-159.38296_22.05582,98.0
690,-159.38478_22.05411,107.0
691,-159.36619_22.05963,89.0
692,-159.46122_21.89193,36.0
693,-159.72349_21.97307,5.34749984741
694,-159.72387_21.97312,5.35756874084
695,-159.72275_21.97459,5.51499986649
696,-159.72241_21.97504,5.93833351135
697,-159.72388_21.97524,6.264252662660001
698,-159.72371_21.97533,6.2550001144400005
699,-159.72314_21.97544,8.43668270111
700,-159.72224_21.97531,7.0
701,-159.72190_21.97585,4.0
702,-159.72264_21.97302,6.12244176865
703,-159.72126_21.97420,4.88299226761
704,-159.72241_21.97375,5.10207748413
705,-159.66342_21.96440,104.0
706,-159.72607_21.97178,5.23562240601
707,-159.72084_21.97195,3.43935656548
708,-159.72028_21.97087,3.09763145447
709,-159.72163_21.97306,4.36211538315
710,-159.71689_21.97269,3.13650584221
711,-159.69943_21.96192,1.86943662167
712,-159.70450_21.96594,2.62818217278
713,-159.71005_21.96543,3.24863624573
714,-159.70797_21.96440,2.7188065052
715,-159.70826_21.96558,2.8677272796600004
716,-159.70756_21.96544,2.6880881786299997
717,-159.71002_21.96618,3.2508823871600003
718,-159.71030_21.96592,3.4641666412400003
719,-159.71535_21.96893,3.2183332443199997
720,-159.71396_21.96804,2.97499990463
721,-159.70278_21.96214,2.41000008583
722,-159.70562_21.96335,2.43001246452
723,-159.71278_21.96749,3.04681825638
724,-159.67944_22.10005,1008.0
725,-159.66088_22.12004,1076.0
726,-159.66299_22.12399,1099.0
727,-159.64767_22.12911,1093.0
728,-159.65310_22.13081,1127.0
729,-159.36048_21.96341,44.0
730,-159.36102_21.96296,44.3012466431
731,-159.38704_21.94792,22.0
732,-159.58519_21.91358,7.0
733,-159.38136_22.05622,97.0
734,-159.49735_22.20595,3.09999990463
735,-159.36839_21.97299,40.0
736,-159.58860_21.92147,62.0
737,-159.37278_22.07677,121.0
738,-159.35605_22.08612,98.0
739,-159.52160_21.92781,218.0
740,-159.34464_22.06160,24.0
741,-159.37598_22.05291,95.0
742,-159.37778_22.05488,95.0
743,-159.37526_22.05399,96.0
744,-159.37650_22.05459,96.0
745,-159.37696_22.05473,96.0
746,-159.38897_22.06074,134.0
747,-159.38768_22.06009,122.0
748,-159.66076_21.96185,5.0
749,-159.63768_21.94436,55.0
750,-159.58845_21.92048,59.0
751,-159.58865_21.92045,59.0
752,-159.58644_21.92071,59.0
753,-159.58833_21.92182,63.0
754,-159.58805_21.92262,66.0
755,-159.58746_21.92344,69.0
756,-159.58838_21.92367,70.0
757,-159.58559_21.92267,59.0
758,-159.38369_22.05617,98.0
759,-159.38400_22.05615,100.0
760,-159.36674_22.05410,85.0
761,-159.36690_22.05327,86.0
762,-159.38713_22.05770,127.0
763,-159.38750_22.05795,129.0
764,-159.39477_22.06516,156.0
765,-159.37032_22.05185,87.0
766,-159.37062_22.05231,88.0
767,-159.36965_22.05107,86.0
768,-159.38288_22.05664,97.0
769,-159.38336_22.05700,97.0
770,-159.37983_22.06247,110.0
771,-159.36038_22.07050,108.0
772,-159.36167_22.06975,103.0
773,-159.37197_22.07497,121.0
774,-159.36293_22.07150,102.0
775,-159.36304_22.06606,100.0
776,-159.36183_22.06788,102.0
777,-159.37362_22.09859,123.0
