,Uid,dist2_coast_m
238,-159.34200_22.05649,1102.167444795864
239,-159.34218_22.05805,1232.9155750792042
240,-159.34179_22.05778,1183.2678152626415
241,-159.34211_22.05439,976.7403334237407
242,-159.34261_22.05332,971.0888221298663
243,-159.34472_22.05401,1201.7106017038243
244,-159.34554_22.05395,1276.7501247205678
245,-159.34631_22.05431,1365.924982225561
246,-159.34559_22.05489,1321.8703971621976
247,-159.37237_22.05323,3897.1897037521894
248,-159.37658_22.05647,4411.503861605735
249,-159.37595_22.05653,4351.4793503428255
250,-159.36311_22.04779,2847.5591080930017
251,-159.36611_22.04912,3173.9036432705407
252,-159.38219_22.05554,4942.505199300497
253,-159.38786_22.05697,5548.800626967689
254,-159.37812_22.06226,4748.055889790573
255,-159.36393_22.08856,5088.434778284334
256,-159.36191_22.06867,3554.5741636390944
257,-159.37382_22.06840,4596.277103116364
258,-159.36248_22.07141,3783.919112227058
259,-159.36313_22.07064,3784.2387558520923
260,-159.36211_22.06667,3447.4308766169415
261,-159.37278_22.09805,6313.336482837138
262,-159.37169_22.09644,6140.022444878128
263,-159.31743_22.06838,65.81645079047958
264,-159.31870_22.06885,206.1936056528935
265,-159.31914_22.06883,249.09585827491668
266,-159.32037_22.07372,340.85903549134645
267,-159.32021_22.08645,979.7866860169053
268,-159.32028_22.08603,967.7014279742486
269,-159.32403_22.08845,1430.5164690541512
270,-159.36064_22.09479,5022.795304089299
271,-159.33077_22.09798,2563.3776868672785
272,-159.33934_22.09951,3413.7735587798925
273,-159.32996_22.09665,2441.7699978222768
274,-159.32820_22.09546,2217.392733684681
275,-159.33044_22.09558,2410.4154979385467
276,-159.31760_22.08845,883.0096310741136
277,-159.31499_22.08728,606.1962114647088
278,-159.31550_22.09116,887.389089458621
279,-159.31540_22.08846,728.3766674963638
280,-159.31931_22.08548,851.6998300807913
281,-159.31787_22.08639,764.6597436297708
282,-159.32072_22.08944,1199.231798811021
283,-159.33379_22.10044,2927.42052804944
284,-159.33618_22.10108,3183.257545221202
285,-159.33579_22.10099,3142.176796621924
286,-159.32215_22.09409,1625.7973159230748
287,-159.32212_22.09229,1513.9830372144538
288,-159.32226_22.09163,1475.149498996384
289,-159.32009_22.09172,1322.0469930053023
290,-159.31976_22.09249,1342.5535977343109
291,-159.31950_22.09297,1345.3011553260353
292,-159.31944_22.09319,1343.5155886292982
293,-159.33510_22.09714,2904.3973018464335
294,-159.33200_22.09586,2559.4836513082473
295,-159.33314_22.09444,2574.4719739600805
296,-159.33351_22.09532,2656.852621648576
297,-159.33458_22.09644,2816.7835807860242
298,-159.33320_22.09940,2841.1724745689626
299,-159.33305_22.09878,2811.7075066811108
300,-159.32700_22.09494,2086.0388949920507
301,-159.32618_22.09388,1945.4237463010363
302,-159.32634_22.09424,1984.273588680096
303,-159.32558_22.09240,1797.1924083356082
304,-159.30698_22.10520,749.0787282447136
305,-159.30537_22.10228,387.9166964470475
306,-159.30841_22.14604,419.30099989043345
307,-159.30468_22.14584,177.77269738436988
308,-159.30687_22.15147,104.78581689811732
309,-159.30904_22.13688,1260.9075598881873
310,-159.30390_22.13658,993.8052562453399
311,-159.30256_22.13767,861.2894080635485
312,-159.30237_22.13805,848.0665560356794
313,-159.30476_22.13791,993.5701244617422
314,-159.30315_22.14084,640.3756609613451
315,-159.30141_22.14017,666.4701117082361
316,-159.30121_22.14034,644.9045999123462
317,-159.31679_22.15800,913.9027710719886
318,-159.34168_22.18827,1080.2134035368701
319,-159.33321_22.19253,128.649494890973
320,-159.37847_22.19782,1995.272303044841
321,-159.35821_22.19956,1294.076923169894
322,-159.39419_22.21981,455.1232247503621
323,-159.40835_22.20940,1638.8325732852136
324,-159.41017_22.20639,1930.804166989577
325,-159.40911_22.21017,1538.0091980205896
326,-159.40489_22.21235,1430.22274811125
327,-159.40516_22.21096,1564.1112404892115
328,-159.40911_22.20396,2213.855962858297
329,-159.40404_22.21011,1692.4956312895545
330,-159.40400_22.20969,1738.2766779345498
331,-159.40537_22.20894,1768.6461144203727
332,-159.40469_22.20777,1913.6364313499566
333,-159.40855_22.20770,1817.5308317634845
334,-159.40888_22.20724,1859.5239547057763
335,-159.40599_22.20675,1983.6833415436856
336,-159.50530_22.20095,178.56279965995185
337,-159.57488_22.22320,31.11939272756569
338,-159.40798_22.21438,1113.87437130677
339,-159.40833_22.21361,1187.3135107539454
340,-159.43192_22.21479,268.10471445839266
341,-159.45543_22.22546,37.567377156533134
342,-159.49614_22.20425,368.020299697926
343,-159.49543_22.20661,289.5531255664234
344,-159.55012_22.20986,1031.7294491412315
345,-159.54394_22.21218,378.14859304354434
346,-159.54703_22.22181,181.1446819229827
347,-159.54674_22.22329,16.547294718299266
348,-159.55117_22.22221,249.45322994614955
349,-159.55194_22.22324,113.28640316668618
350,-159.54672_22.22050,251.8779924212997
351,-159.54536_22.21996,130.90937650877999
352,-159.52538_21.90654,2247.5558114685423
353,-159.72647_21.97268,281.41130967136303
354,-159.72606_21.97265,289.7502801017905
355,-159.71604_21.96934,210.79709469960747
356,-159.57795_21.90986,1395.4334258245167
357,-159.72371_21.97278,358.75659225893304
358,-159.72529_21.97335,382.237180717698
359,-159.72505_21.97368,422.9335731330208
360,-159.72349_21.97565,671.5600642826204
361,-159.72235_21.97321,442.3145483192814
362,-159.72141_21.97430,588.495056825056
363,-159.72566_21.97264,296.26152150663404
364,-159.72500_21.97196,236.95673872142655
365,-159.69396_21.96167,239.44678009641228
366,-159.69751_21.96055,81.67179571380626
367,-159.67280_21.96372,903.6140381582234
368,-159.72208_21.97059,175.82037674240985
369,-159.72210_21.97241,367.42427588196307
370,-159.72135_21.97013,151.15916390797491
371,-159.72184_21.96995,117.24902103100209
372,-159.71902_21.96966,173.34971655021732
373,-159.72099_21.97306,471.4458784784751
374,-159.71703_21.97278,556.4558143947395
375,-159.71388_21.96736,101.82870983744927
376,-159.70893_21.96316,111.15242922394441
377,-159.70931_21.96403,184.47615337117247
378,-159.69832_21.96204,242.8316281574084
379,-159.70313_21.96470,482.200210892956
380,-159.70486_21.96507,509.882759462088
381,-159.70774_21.96392,247.64673967980633
382,-159.70778_21.96653,464.0168372986792
383,-159.70695_21.96504,395.69618135352516
384,-159.71021_21.96630,263.85585797592427
385,-159.70468_21.96153,142.95714717182116
386,-159.70377_21.96132,113.04439609706009
387,-159.70589_21.96353,310.5804396542212
388,-159.70763_21.96228,103.18873866980408
389,-159.58786_21.92058,1877.870455066432
390,-159.50055_22.20288,175.5084023740719
391,-159.35650_22.08605,4273.915923262418
392,-159.52136_21.92770,4455.936864289559
393,-159.34440_22.06119,1643.7650768233746
394,-159.34710_22.06137,1854.396429681712
395,-159.34453_22.06097,1634.7975857082276
396,-159.34135_22.05896,1251.655970180557
397,-159.34183_22.05893,1280.7129045056236
398,-159.37355_22.05420,4041.59835555288
399,-159.37423_22.05259,4068.49858233077
400,-159.37605_22.05446,4298.731550407465
401,-159.37727_22.05570,4455.461645901391
402,-159.38843_22.06114,5729.576366710563
403,-159.38679_22.06107,5563.726715464429
404,-159.39185_22.06289,6121.679244290384
405,-159.39080_22.06277,6013.263986768077
406,-159.66725_21.95768,467.77896881408714
407,-159.65750_21.96444,1638.7954967384296
408,-159.56455_21.97204,8034.135531854373
409,-159.58616_21.91903,1755.7620333186535
410,-159.58602_21.91855,1710.3330577507336
411,-159.58670_21.92002,1845.7942925507455
412,-159.58610_21.92079,1944.1057728659748
413,-159.58640_21.92221,2087.5201089544307
414,-159.58692_21.92293,2152.60477000415
415,-159.58811_21.92389,2234.575112017705
416,-159.58739_21.92371,2227.867838454922
417,-159.58721_21.92581,2459.405968567645
418,-159.58723_21.92564,2440.5644152404934
419,-159.48584_21.92643,4507.158594046929
420,-159.48571_21.92316,4146.608553766954
421,-159.48700_21.92356,4185.2392162497035
422,-159.45949_21.90853,3326.7261238026563
423,-159.36748_22.05206,3376.230948294873
424,-159.37043_22.05523,3764.6078721228723
425,-159.36979_22.05433,3671.6580388682014
426,-159.50732_21.93429,5114.50470129532
427,-159.50574_21.94040,5780.277150386481
428,-159.50480_21.92821,4427.593019276008
429,-159.45109_21.87995,770.4746917534352
430,-159.32489_22.05806,390.39697699298597
431,-159.32532_22.05877,479.34583054057543
432,-159.52006_21.91960,3549.71254981947
433,-159.51934_21.91956,3534.743372071354
434,-159.51879_21.91864,3426.0345594542437
435,-159.51540_21.93265,4941.34184675142
436,-159.51226_21.93732,5448.409092394672
437,-159.51249_21.90820,2224.750776392184
438,-159.52487_21.90813,2403.4630732501805
439,-159.50534_22.20035,243.91448144847138
440,-159.52501_21.92633,4380.152515608407
441,-159.36023_22.10103,5316.506689222524
442,-159.36487_22.09652,5499.378727862077
443,-159.36248_22.09615,5258.823995301152
444,-159.35717_22.09665,4797.698338312569
445,-159.40753_22.20912,1689.540843817717
446,-159.40325_22.21157,1564.6176284588862
447,-159.57732_21.91312,1732.8815588636971
448,-159.57655_21.91440,1876.2377774496204
449,-159.57610_21.91491,1930.1435971002
450,-159.57559_21.91308,1726.8037262642868
451,-159.57469_21.91388,1815.927046326566
452,-159.57419_21.91434,1868.6439737710655
453,-159.37029_21.97140,2275.409580111099
454,-159.37481_21.96887,2334.190319599332
455,-159.36989_21.97046,2169.9591100876933
456,-159.37674_21.97925,3333.0344127857784
457,-159.34032_22.10461,3706.2533664080515
458,-159.49930_22.20367,184.44307709381886
459,-159.49905_22.20387,184.92337862645888
460,-159.37256_21.96830,2146.1395085098065
461,-159.53555_21.92232,3853.96880599061
462,-159.53622_21.92272,3883.588130162792
463,-159.51228_21.91677,3173.6568368657527
464,-159.51344_21.91629,3121.410697946336
465,-159.52600_21.92479,4234.335670805929
466,-159.53145_21.92218,3890.5766188500234
467,-159.52440_21.92260,3963.9188642185463
468,-159.52394_21.92463,4171.608505656135
469,-159.52692_21.92037,3742.0685134396635
470,-159.52655_21.92046,3758.219140591676
471,-159.52837_21.92326,4036.232643498484
472,-159.51585_21.90435,1823.4006819325443
473,-159.51599_21.90452,1842.5161842035855
474,-159.51613_21.90468,1861.5517321350014
475,-159.51844_21.90540,1970.398947075112
476,-159.52229_21.91534,3131.430429518747
477,-159.52283_21.91723,3348.266328247798
478,-159.51859_21.90787,2242.8283323612754
479,-159.51760_21.91142,2617.8359011080865
480,-159.51614_21.90998,2446.9932984768557
481,-159.51816_21.91090,2567.841533779112
482,-159.51407_21.90828,2239.449821361094
483,-159.51485_21.90895,2319.612554933287
484,-159.52371_21.91964,3628.7564161986174
485,-159.52361_21.91703,3347.069087049346
486,-159.51870_21.91808,3363.794328136521
487,-159.51457_21.93057,4706.625256064188
488,-159.52059_21.92858,4541.70974292848
489,-159.51860_21.93940,5713.103033432542
490,-159.51759_21.93683,5419.534711007732
491,-159.52036_21.93245,4963.6570194131045
492,-159.52960_21.93044,4815.127821012384
493,-159.52840_21.92637,4378.286183065721
494,-159.52754_21.92643,4395.476255595525
495,-159.49828_21.92269,3852.5512563726597
496,-159.50058_21.92164,3711.0020541727163
497,-159.50156_21.92112,3646.3212087301968
498,-159.49691_21.93165,4854.606476320934
499,-159.50698_21.92751,4363.005723668916
500,-159.50793_21.92703,4319.530990944962
501,-159.50556_21.91715,3208.7049131308227
502,-159.50560_21.91679,3168.4440009271557
503,-159.47000_21.87993,86.21622140502893
504,-159.46624_21.89732,1956.0284031688632
505,-159.46612_21.89661,1880.052746752272
506,-159.50152_21.91483,2951.8247647108037
507,-159.50148_21.91504,2975.3832457034864
508,-159.50136_21.91533,3008.294416261228
509,-159.49995_21.91783,3297.392503845426
510,-159.49849_21.91381,2876.774512496481
511,-159.47888_21.96240,8536.916826772862
512,-159.47865_21.91507,3382.937187708586
513,-159.48448_21.91995,3801.421604443179
514,-159.48260_21.91726,3530.6019281337294
515,-159.39818_21.96230,2741.5001831796562
516,-159.33686_22.05424,555.7687427893469
517,-159.32935_22.09395,2214.853450514119
518,-159.33028_22.09460,2334.517614735165
519,-159.32499_22.09766,1972.3847052050653
520,-159.32517_22.09772,1991.698594538963
521,-159.48454_21.92602,4470.4141851614495
522,-159.48351_21.93145,5079.214137932976
523,-159.46353_21.90660,3016.617859687154
524,-159.46052_21.91023,3478.497966654694
525,-159.46199_21.90547,2929.41540803785
526,-159.45824_21.90330,2828.190807152016
527,-159.45952_21.90472,2925.900698599661
528,-159.46256_21.88678,1020.7876800022976
529,-159.46105_21.88766,1197.8628448358047
530,-159.35994_21.96407,936.7895587546536
531,-159.39407_21.96664,2832.2851207862004
532,-159.39064_21.96458,2445.285489261613
533,-159.39308_21.96413,2548.3827586837324
534,-159.39249_21.96460,2553.46954436762
535,-159.39173_21.96560,2600.4967798798016
536,-159.39770_21.96474,2900.2801017460047
537,-159.40018_21.96417,3034.3717546858907
538,-159.39835_21.96388,2877.5157160418744
539,-159.39800_21.96346,2818.778672277313
540,-159.39861_21.96462,2955.0753158136085
541,-159.39829_21.96493,2957.1163919694604
542,-159.52644_21.91996,3704.286345355137
543,-159.52873_21.92124,3810.5865561530486
544,-159.52938_21.92022,3690.2761044956865
545,-159.51756_21.90351,1749.2232403139496
546,-159.51673_21.90609,2021.7151160610433
547,-159.51922_21.90768,2234.162575084277
548,-159.51525_21.90795,2212.9762562195388
549,-159.51888_21.91431,2951.80458625126
550,-159.52361_21.91503,3128.460208749744
551,-159.52301_21.91643,3266.8667253305402
552,-159.51771_21.90612,2037.1700129291426
553,-159.51794_21.91186,2670.4477331783824
554,-159.51861_21.91040,2519.632781023412
555,-159.51723_21.91015,2474.654459197808
556,-159.51648_21.91074,2533.2503772760515
557,-159.51820_21.91356,2860.478035685254
558,-159.46212_21.89010,1344.5065512983888
559,-159.46221_21.88938,1272.1875510513912
560,-159.36294_21.95976,785.2973173303329
561,-159.36173_21.96552,1178.1632137822216
562,-159.39242_21.96706,2774.778192951189
563,-159.39266_21.96692,2775.7808510667614
564,-159.39309_21.96618,2732.6367237486515
565,-159.39375_21.96633,2784.8942469480767
566,-159.39280_21.96496,2604.292317565205
567,-159.39148_21.96569,2594.707915522275
568,-159.39642_21.96222,2606.136413600323
569,-159.39793_21.96266,2750.797896493372
570,-159.34789_21.95835,34.00443344714177
571,-159.36589_21.96893,1746.0627202541107
572,-159.36942_21.97146,2205.5720549066004
573,-159.36856_21.97005,2043.409830122969
574,-159.38276_22.05533,4994.218909700824
575,-159.38446_22.05494,5155.156117672129
576,-159.38390_22.05554,5114.224510722686
577,-159.38328_22.05602,5064.207648956893
578,-159.36963_22.05589,3704.877151897901
579,-159.36974_22.05605,3720.528378479148
580,-159.36800_22.05381,3478.8971821218215
581,-159.36656_22.05229,3290.293568631817
582,-159.39200_22.06362,6159.206154931198
583,-159.39409_22.06417,6383.439879891593
584,-159.36981_22.05168,3601.0317348805283
585,-159.37133_22.05195,3760.3978466069575
586,-159.38253_22.05678,5010.820715665309
587,-159.38318_22.05747,5096.527596853467
588,-159.38018_22.06055,4893.348875495738
589,-159.38189_22.05964,5033.942165947175
590,-159.31778_22.09234,1156.4816952878623
591,-159.31893_22.09070,1157.5695158631047
592,-159.32256_22.09503,1676.8034511777732
593,-159.32705_22.09646,2157.348938960951
594,-159.32449_22.09652,1896.9929715534042
595,-159.32348_22.09692,1802.565548576544
596,-159.34561_22.10064,4032.167979342569
597,-159.34505_22.10088,3995.23607979517
598,-159.31636_22.09394,1028.815881653394
599,-159.31663_22.09241,1058.4397414727403
600,-159.31946_22.09375,1347.0925796148138
601,-159.31539_22.08435,430.2764300539225
602,-159.33991_22.10113,3558.4167535621255
603,-159.35617_22.09831,4801.198636540858
604,-159.32741_22.08296,1383.8574353058175
605,-159.33347_22.10155,2928.982879114612
606,-159.71158_21.96712,242.79150090050226
607,-159.71142_21.96702,245.99995343903328
608,-159.67518_22.10909,6102.636459699625
609,-159.64594_22.13092,4618.477455144287
610,-159.64517_22.13083,4664.703706871523
611,-159.64728_22.12980,4666.042349150527
612,-159.66082_22.12941,4194.056472950064
613,-159.65768_21.97917,3044.781339142348
614,-159.45989_21.90401,2838.548745557332
615,-159.45898_21.90343,2812.713829597297
616,-159.36152_21.96452,1102.3312419674346
617,-159.36286_21.96547,1274.9399923631288
618,-159.38744_21.94769,921.3819666391915
619,-159.37133_22.05750,3920.9381169323533
620,-159.49573_22.20278,505.5109117054752
621,-159.57541_21.91409,1838.39489291404
622,-159.48310_21.92747,4644.611962101485
623,-159.48202_21.92789,4703.683736216448
624,-159.48456_21.92101,3918.023140611101
625,-159.48332_21.93439,5404.444676877651
626,-159.46485_21.89580,1819.0696745412238
627,-159.46443_21.90029,2313.1693404360285
628,-159.46424_21.90065,2357.108858903341
629,-159.37455_22.10265,6694.141752080655
630,-159.49987_22.20216,280.833815266145
631,-159.53322_21.92503,4185.267860113277
632,-159.53160_21.92529,4233.637142445784
633,-159.53156_21.92443,4139.0497803085
634,-159.53512_21.92338,3978.539647469891
635,-159.50011_21.92326,3894.226162582971
636,-159.50075_21.91888,3405.2738535473854
637,-159.50113_21.91916,3432.8336208626147
638,-159.46026_21.89843,2251.250208652384
639,-159.46588_21.90233,2492.834025585949
640,-159.46500_21.90140,2422.741948026492
641,-159.44512_21.87279,334.7580163381148
642,-159.46027_21.90715,3156.637836478187
643,-159.46169_21.90653,3051.509554419316
644,-159.45949_21.90662,3125.469698534373
645,-159.46022_21.90604,3041.1391083866083
646,-159.46026_21.90639,3076.872807655156
647,-159.46012_21.90674,3118.5740770984503
648,-159.36942_22.05554,3674.8804736749516
649,-159.36632_22.05243,3269.9971236477086
650,-159.36670_22.05271,3316.277016559789
651,-159.39292_22.06166,6191.86586189139
652,-159.39408_22.06240,6329.335228323105
