,Uid,UserDays
19037,-157.93217_21.65047,31
19038,-157.91963_21.64786,13
19039,-157.91985_21.64768,13
19040,-157.92003_21.64768,13
19041,-157.92029_21.64769,13
19042,-157.92056_21.64769,13
19043,-157.92091_21.64760,13
19044,-157.92108_21.64760,13
19045,-157.92126_21.64760,13
19046,-157.92148_21.64760,13
19047,-157.91733_21.64839,16
19048,-157.91908_21.64831,13
19049,-157.91763_21.64839,16
19050,-157.91886_21.64831,13
19051,-157.91821_21.64831,16
19052,-157.91992_21.64823,13
19053,-157.91942_21.64831,13
19054,-157.91831_21.64776,13
19055,-157.91856_21.64777,13
19056,-157.91861_21.64795,13
19057,-157.91864_21.64759,13
19058,-157.92717_21.65053,55
19059,-157.92769_21.64891,55
19060,-157.91888_21.64795,13
19061,-157.91890_21.64777,13
19062,-157.91892_21.64759,13
19063,-157.91922_21.64795,13
19064,-157.91960_21.64759,13
19065,-157.92621_21.64637,55
19066,-157.92268_21.63415,59
19067,-157.91949_21.64262,179
19068,-157.91928_21.63810,49
19069,-157.91935_21.63756,49
19070,-157.91969_21.63711,49
19071,-157.91949_21.63711,49
19072,-157.91945_21.63603,59
19073,-157.92284_21.63126,59
19074,-157.92161_21.62936,32
19075,-157.92216_21.62927,32
19076,-157.92393_21.62766,32
19077,-157.91963_21.62347,21
19078,-157.91930_21.62320,21
19079,-157.91882_21.62283,21
19080,-157.91765_21.62265,16
19081,-157.91848_21.62265,21
19082,-157.91705_21.62237,16
19083,-157.91816_21.62229,16
19084,-157.91691_21.62183,16
19085,-157.91658_21.62155,16
19086,-157.91508_21.62109,21
19087,-157.91534_21.62082,21
19088,-157.91547_21.62073,21
19089,-157.91570_21.62065,21
19090,-157.91559_21.62055,21
19091,-157.91729_21.61957,21
19092,-157.91718_21.61939,21
19093,-157.91550_21.61369,33
19094,-157.91526_21.61360,33
19095,-157.91514_21.61323,33
19096,-157.91616_21.61297,33
19097,-157.91738_21.61280,33
19098,-157.91719_21.61262,33
19099,-157.91877_21.61922,16
19100,-157.91832_21.61913,21
19101,-157.91782_21.61903,21
19102,-157.91814_21.61913,21
19103,-157.91756_21.61912,21
19104,-157.91736_21.61903,21
19105,-157.91893_21.61886,21
19106,-157.91846_21.61886,21
19107,-157.91764_21.61876,21
19108,-157.91829_21.61877,21
19109,-157.91811_21.61876,21
19110,-157.91890_21.61868,21
19111,-157.91877_21.61859,21
19112,-157.91747_21.61849,21
19113,-157.91821_21.61858,21
19114,-157.91775_21.61831,21
19115,-157.91803_21.61822,21
19116,-157.91898_21.61823,21
19117,-157.91819_21.61813,21
19118,-157.91834_21.61804,21
19119,-157.91850_21.61804,21
19120,-157.91865_21.61795,21
19121,-157.91879_21.61787,21
19122,-157.91331_21.61069,48
19123,-157.91321_21.61042,48
19124,-157.91399_21.61034,48
19125,-157.91390_21.61015,48
19126,-157.91482_21.62073,21
19127,-157.91494_21.62064,21
19128,-157.91508_21.62055,21
19129,-157.91405_21.62036,21
19130,-157.91434_21.62018,21
19131,-157.91449_21.62010,21
19132,-157.91363_21.62009,21
19133,-157.91464_21.62001,21
19134,-157.91379_21.62000,21
19135,-157.91479_21.61992,21
19136,-157.91493_21.61983,21
19137,-157.91426_21.61973,21
19138,-157.91377_21.61955,21
19139,-157.91456_21.61955,21
19140,-157.91393_21.61955,21
19141,-157.91311_21.61936,21
19142,-157.91326_21.61936,21
19143,-157.91343_21.61928,21
19144,-157.91358_21.61919,21
19145,-157.91298_21.61918,18
19146,-157.91375_21.61910,21
19147,-157.91313_21.61909,18
19148,-157.91390_21.61910,21
19149,-157.91407_21.61901,21
19150,-157.91699_21.61894,21
19151,-157.91422_21.61892,21
19152,-157.91438_21.61883,21
19153,-157.91453_21.61883,21
19154,-157.91377_21.61883,21
19155,-157.91662_21.61875,21
19156,-157.91311_21.61864,18
19157,-157.91589_21.61866,21
19158,-157.91624_21.61857,21
19159,-157.91327_21.61855,18
19160,-157.91673_21.61857,21
19161,-157.91343_21.61846,18
19162,-157.91714_21.61840,21
19163,-157.91359_21.61846,18
19164,-157.91634_21.61848,21
19165,-157.91706_21.61831,21
19166,-157.91390_21.61828,18
19167,-157.91621_21.61830,21
19168,-157.91649_21.61830,21
19169,-157.91414_21.61820,18
19170,-157.91469_21.61829,18
19171,-157.91609_21.61821,21
19172,-157.91492_21.61820,18
19173,-157.91639_21.61812,21
19174,-157.91462_21.61811,18
19175,-157.91678_21.61803,21
19176,-157.91485_21.61802,18
19177,-157.91528_21.61802,21
19178,-157.91692_21.61794,21
19179,-157.91454_21.61802,18
19180,-157.91546_21.61793,21
19181,-157.91478_21.61793,18
19182,-157.91522_21.61793,18
19183,-157.91447_21.61784,18
19184,-157.91565_21.61784,21
19185,-157.91674_21.61776,21
19186,-157.91514_21.61775,18
19187,-157.91614_21.61749,18
19188,-157.91392_21.61756,18
19189,-157.91462_21.61766,18
19190,-157.91433_21.61757,18
19191,-157.91570_21.61757,18
19192,-157.91538_21.61748,18
19193,-157.91591_21.61749,18
19194,-157.91420_21.61747,18
19195,-157.91453_21.61748,18
19196,-157.91521_21.61730,18
19197,-157.91407_21.61702,18
19198,-157.91351_21.61548,33
19199,-157.91370_21.61548,33
19200,-157.91387_21.61548,33
19201,-157.91405_21.61549,33
19202,-157.91422_21.61540,33
19203,-157.91457_21.61540,18
19204,-157.91474_21.61540,18
19205,-157.91513_21.61540,18
19206,-157.91518_21.61531,18
19207,-157.91348_21.61521,33
19208,-157.91389_21.61512,33
19209,-157.91408_21.61512,33
19210,-157.91426_21.61513,33
19211,-157.91444_21.61513,33
19212,-157.91463_21.61513,33
19213,-157.91481_21.61504,33
19214,-157.91504_21.61504,33
19215,-157.91539_21.61441,33
19216,-157.91446_21.61431,33
19217,-157.91322_21.61413,33
19218,-157.91531_21.61414,33
19219,-157.91459_21.61404,33
19220,-157.91503_21.61396,33
19221,-157.91336_21.61395,33
19222,-157.91530_21.61387,33
19223,-157.91355_21.61395,33
19224,-157.91347_21.61358,33
19225,-157.91308_21.61349,33
19226,-157.91403_21.61341,33
19227,-157.91418_21.61332,33
19228,-157.91440_21.61323,33
19229,-157.91455_21.61341,33
19230,-157.91398_21.61296,33
19231,-157.91291_21.61304,48
19232,-157.91417_21.61287,33
19233,-157.91300_21.61286,48
19234,-157.91312_21.61277,48
19235,-157.91266_21.61277,48
19236,-157.91273_21.61268,48
19237,-157.91249_21.61231,48
19238,-157.91401_21.61223,48
19239,-157.91326_21.61232,48
19240,-157.91264_21.61213,48
19241,-157.91312_21.61214,48
19242,-157.91358_21.61205,48
19243,-157.91275_21.61195,48
19244,-157.91375_21.61196,48
19245,-157.91328_21.61196,48
19246,-157.91277_21.61177,48
19247,-157.91368_21.61178,48
19248,-157.91397_21.61169,48
19249,-157.91358_21.61160,48
19250,-157.91286_21.61150,48
19251,-157.91396_21.61142,48
19252,-157.91324_21.61141,48
19253,-157.91306_21.61123,48
19254,-157.91269_21.61114,48
19255,-157.91260_21.61096,48
19256,-157.91234_21.61087,48
19257,-157.91299_21.61087,48
19258,-157.91257_21.61087,48
19259,-157.91296_21.61069,48
19260,-157.91254_21.61069,48
19261,-157.91253_21.61051,48
19262,-157.91290_21.61033,48
19263,-157.91427_21.60961,48
19264,-157.91355_21.61015,48
19265,-157.91378_21.60988,48
19266,-157.91373_21.60970,48
19267,-157.91398_21.60835,48
19268,-157.91413_21.60871,48
19269,-157.91683_21.61261,33
19270,-157.90443_21.60413,11
19271,-157.90087_21.60329,42
19272,-157.90148_21.60339,42
19273,-157.90104_21.60284,42
19274,-157.90380_21.60277,42
19275,-157.90423_21.60250,42
19276,-157.91251_21.60834,48
19277,-157.91342_21.60762,48
19278,-157.91322_21.60636,32
19279,-157.91158_21.60607,32
19280,-157.90861_21.60280,27
19281,-157.90690_21.60640,27
19282,-157.90608_21.60622,27
19283,-157.90592_21.60577,27
19284,-157.90703_21.60595,27
19285,-157.90678_21.60586,27
19286,-157.91074_21.60562,32
19287,-157.90656_21.60577,27
19288,-157.90701_21.60541,27
19289,-157.90524_21.60513,11
19290,-157.90956_21.60516,27
19291,-157.90225_21.60484,42
19292,-157.90890_21.60479,27
19293,-157.90816_21.60470,27
19294,-157.90470_21.60449,11
19295,-157.90188_21.60457,42
19296,-157.90805_21.60452,27
19297,-157.90252_21.60448,11
19298,-157.90734_21.60451,27
19299,-157.90232_21.60439,11
19300,-157.90786_21.60433,27
19301,-157.90214_21.60430,11
19302,-157.90735_21.60433,27
19303,-157.90164_21.60411,42
19304,-157.90781_21.60361,11
19305,-157.90716_21.60315,11
19306,-157.90041_21.60329,42
19307,-157.90180_21.60303,42
19308,-157.89989_21.60302,42
19309,-157.90006_21.60293,42
19310,-157.90170_21.60285,42
19311,-157.90042_21.60275,42
19312,-157.90158_21.60276,42
19313,-157.90645_21.60252,11
19314,-157.90147_21.60257,42
19315,-157.89948_21.60229,13
19316,-157.90121_21.60221,13
19317,-157.89987_21.60247,13
19318,-157.90458_21.60214,42
19319,-157.90493_21.60178,42
19320,-157.89915_21.60157,13
19321,-157.89966_21.60130,13
19322,-157.90559_21.60116,42
19323,-157.90590_21.60089,42
19324,-157.90619_21.60062,42
19325,-157.90681_21.60026,42
19326,-157.89249_21.59186,31
19327,-157.89213_21.59131,31
19328,-157.89174_21.59077,31
19329,-157.91675_21.62237,16
19330,-157.91658_21.62219,16
19331,-157.91339_21.61783,18
19332,-157.91161_21.61149,48
19333,-157.91154_21.61131,48
19334,-157.91183_21.61123,48
19335,-157.91182_21.61104,48
19336,-157.91202_21.61087,48
19337,-157.91146_21.61095,48
19338,-157.91129_21.61086,48
19339,-157.91172_21.61086,48
19340,-157.91186_21.61068,48
19341,-157.91227_21.61069,48
19342,-157.91199_21.61059,48
19343,-157.91153_21.61050,48
19344,-157.91224_21.61051,48
19345,-157.91235_21.61042,48
19346,-157.91132_21.61041,48
19347,-157.91214_21.61041,48
19348,-157.91165_21.61032,48
19349,-157.91285_21.61024,48
19350,-157.91140_21.61014,48
19351,-157.91273_21.61015,48
19352,-157.91195_21.61005,48
19353,-157.91256_21.61006,48
19354,-157.91236_21.61005,48
19355,-157.91210_21.61005,48
19356,-157.91247_21.60978,48
19357,-157.91153_21.60996,48
19358,-157.91195_21.60987,48
19359,-157.91250_21.60942,48
19360,-157.91174_21.60933,48
19361,-157.91254_21.60924,48
19362,-157.91267_21.60915,48
19363,-157.91161_21.60906,48
19364,-157.91190_21.60897,48
19365,-157.91282_21.60879,48
19366,-157.91242_21.60888,48
19367,-157.91154_21.60887,48
19368,-157.91184_21.60879,48
19369,-157.91242_21.60870,48
19370,-157.91201_21.60861,48
19371,-157.91149_21.60860,48
19372,-157.91257_21.60852,48
19373,-157.91237_21.60861,48
19374,-157.91045_21.60851,48
19375,-157.91116_21.60851,48
19376,-157.91195_21.60843,48
19377,-157.91142_21.60842,48
19378,-157.91169_21.60833,48
19379,-157.91155_21.60806,48
19380,-157.90660_21.60667,27
19381,-157.90604_21.60649,27
19382,-157.90303_21.60521,11
19383,-157.89872_21.60201,13
19384,-157.89836_21.60120,13
19385,-157.89263_21.59204,31
19386,-157.89200_21.59113,31
19387,-157.89184_21.59122,31
19388,-157.89184_21.59086,31
19389,-157.88978_21.58741,14
19390,-157.88844_21.58686,14
19391,-157.88825_21.58659,14
19392,-157.88898_21.58036,35
19393,-157.88944_21.58018,35
19394,-157.89018_21.57477,38
19395,-157.88676_21.58034,35
19396,-157.88656_21.58034,35
19397,-157.88675_21.57890,38
19398,-157.88654_21.57736,17
19399,-157.87982_21.57506,19
19400,-157.87941_21.57515,19
19401,-157.87804_21.57496,19
19402,-157.87905_21.57496,19
19403,-157.87728_21.57459,19
19404,-157.87857_21.57469,19
19405,-157.87681_21.57404,19
19406,-157.87644_21.57368,19
19407,-157.87608_21.57323,21
19408,-157.87582_21.57295,21
19409,-157.87535_21.56852,38
19410,-157.87517_21.56744,38
19411,-157.87513_21.56690,49
19412,-157.88411_21.57726,17
19413,-157.88098_21.57398,19
19414,-157.88017_21.57371,19
19415,-157.87513_21.56635,49
19416,-157.87514_21.56608,49
19417,-157.86113_21.55876,41
19418,-157.86071_21.55840,35
19419,-157.86203_21.55804,41
19420,-157.86146_21.55804,35
19421,-157.86088_21.55813,35
19422,-157.85878_21.55793,35
19423,-157.85890_21.55757,35
19424,-157.85753_21.55720,26
19425,-157.85772_21.55567,26
19426,-157.85741_21.55566,26
19427,-157.85706_21.55584,26
19428,-157.85627_21.55629,26
19429,-157.85635_21.55602,26
19430,-157.85474_21.55745,26
19431,-157.85748_21.55747,26
19432,-157.85495_21.55718,37
19433,-157.85633_21.55710,26
19434,-157.85608_21.55683,26
19435,-157.85445_21.55655,37
19436,-157.85620_21.55647,26
19437,-157.85427_21.55637,37
19438,-157.85379_21.55609,37
19439,-157.85438_21.55600,37
19440,-157.85380_21.55573,37
19441,-157.85563_21.55502,25
19442,-157.85560_21.55475,25
19443,-157.85548_21.55547,25
19444,-157.85402_21.55528,37
19445,-157.85387_21.55510,37
19446,-157.85368_21.55483,37
19447,-157.85451_21.55456,37
19448,-157.85556_21.55439,25
19449,-157.85481_21.55411,37
19450,-157.85405_21.55374,37
19451,-157.85556_21.55375,37
19452,-157.85221_21.55445,37
19453,-157.85194_21.55445,37
19454,-157.85214_21.55409,16
19455,-157.85050_21.55381,16
19456,-157.85113_21.55381,16
19457,-157.85133_21.55327,16
19458,-157.85027_21.55336,16
19459,-157.85061_21.55318,16
19460,-157.85118_21.55309,16
19461,-157.85044_21.55300,16
19462,-157.85103_21.55291,16
19463,-157.84976_21.55281,16
19464,-157.85033_21.55272,16
19465,-157.84960_21.55263,16
19466,-157.85014_21.55254,16
19467,-157.84945_21.55236,16
19468,-157.85058_21.55227,16
19469,-157.84906_21.55190,23
19470,-157.84949_21.55163,23
19471,-157.84935_21.55145,23
19472,-157.84862_21.55127,23
19473,-157.84790_21.55099,23
19474,-157.84905_21.55100,23
19475,-157.84824_21.55090,23
19476,-157.84759_21.55063,53
19477,-157.84800_21.55054,53
19478,-157.84880_21.55064,23
19479,-157.84823_21.55036,53
19480,-157.84738_21.55045,53
19481,-157.84783_21.55036,53
19482,-157.84807_21.55009,53
19483,-157.84865_21.55018,53
19484,-157.84860_21.55000,53
19485,-157.84855_21.54937,53
19486,-157.84796_21.54919,53
19487,-157.84853_21.54919,53
19488,-157.84695_21.54891,53
19489,-157.84681_21.54855,15
19490,-157.85043_21.55209,16
19491,-157.85014_21.55164,16
19492,-157.84973_21.55109,23
19493,-157.84963_21.55082,23
19494,-157.84796_21.54882,53
19495,-157.84798_21.54792,15
19496,-157.84814_21.54639,15
19497,-157.84813_21.54621,15
19498,-157.84821_21.54593,15
19499,-157.85971_21.55613,41
19500,-157.86109_21.55741,35
19501,-157.85679_21.55530,26
19502,-157.85571_21.55421,25
19503,-157.85360_21.55401,37
19504,-157.85342_21.55383,37
19505,-157.85323_21.55365,16
19506,-157.85525_21.55366,37
19507,-157.85472_21.55357,37
19508,-157.85383_21.55347,37
19509,-157.85442_21.55339,37
19510,-157.85423_21.55311,16
19511,-157.85346_21.55311,16
19512,-157.85269_21.55310,16
19513,-157.85404_21.55293,16
19514,-157.85328_21.55293,16
19515,-157.85304_21.55274,16
19516,-157.85386_21.55275,16
19517,-157.85348_21.55239,16
19518,-157.84704_21.54999,53
19519,-157.84758_21.54972,53
19520,-157.84740_21.54981,53
19521,-157.84744_21.54909,53
19522,-157.84701_21.54909,53
19523,-157.84714_21.54855,15
19524,-157.84741_21.54837,15
19525,-157.84787_21.54819,15
19526,-157.84776_21.54738,15
19527,-157.84769_21.54711,15
19528,-157.84707_21.54638,15
19529,-157.84746_21.54602,15
19530,-157.84708_21.54511,15
19531,-157.84657_21.54511,15
19532,-157.84635_21.54493,15
19533,-157.84669_21.54484,15
19534,-157.84715_21.54475,15
19535,-157.84749_21.54439,15
19536,-157.84768_21.54286,28
19537,-157.87887_21.57550,19
19538,-157.85232_21.55599,37
19539,-157.85147_21.55535,37
19540,-157.85128_21.55517,37
19541,-157.85104_21.55499,37
19542,-157.85165_21.55481,37
19543,-157.85143_21.55472,37
19544,-157.85095_21.55454,16
19545,-157.85093_21.55426,16
19546,-157.85078_21.55435,16
19547,-157.85068_21.55408,16
19548,-157.84481_21.54302,15
19549,-157.84364_21.54247,15
19550,-157.84265_21.54210,15
19551,-157.86387_21.55986,28
19552,-157.89737_21.56479,17
19553,-158.02314_21.68491,14
19554,-158.03177_21.68135,23
19555,-158.03190_21.68126,23
19556,-158.03201_21.68117,23
19557,-158.03240_21.68081,23
19558,-158.03270_21.68072,23
19559,-158.03261_21.68063,23
19560,-158.03222_21.68054,23
19561,-158.03212_21.68045,23
19562,-158.03302_21.68045,23
19563,-158.03657_21.68029,19
19564,-158.03686_21.68020,71
19565,-158.03675_21.68011,71
19566,-158.03757_21.67976,71
19567,-158.03744_21.67966,71
19568,-158.03805_21.67949,71
19569,-158.03730_21.67957,71
19570,-158.03779_21.67958,71
19571,-158.03701_21.67939,71
19572,-158.03712_21.67930,71
19573,-158.03727_21.67912,71
19574,-158.03777_21.67912,71
19575,-158.03807_21.67904,71
19576,-158.03343_21.67811,71
19577,-158.03105_21.68189,10
19578,-158.03066_21.68179,10
19579,-158.03133_21.68053,23
19580,-158.03204_21.68036,23
19581,-158.03230_21.68027,23
19582,-158.03283_21.68027,23
19583,-158.03211_21.67999,23
19584,-158.03263_21.68000,23
19585,-158.03252_21.67991,23
19586,-158.03191_21.67972,23
19587,-158.03243_21.67973,23
19588,-158.03169_21.67954,23
19589,-158.03179_21.67936,23
19590,-158.03195_21.67945,23
19591,-158.03844_21.67786,99
19592,-158.03847_21.67741,99
19593,-158.03836_21.67687,99
19594,-158.03845_21.67678,99
19595,-158.03829_21.67651,99
19596,-158.03842_21.67633,99
19597,-158.03833_21.67624,99
19598,-158.03476_21.68037,19
19599,-158.03514_21.68037,19
19600,-158.03491_21.68028,19
19601,-158.03536_21.68037,19
19602,-158.03610_21.68038,19
19603,-158.03635_21.68029,19
19604,-158.03501_21.68019,19
19605,-158.03583_21.68011,19
19606,-158.03645_21.68011,19
19607,-158.03565_21.67992,19
19608,-158.03479_21.67992,19
19609,-158.03519_21.67983,19
19610,-158.03510_21.67974,19
19611,-158.03546_21.67974,19
19612,-158.03456_21.67974,19
19613,-158.03486_21.67947,19
19614,-158.03671_21.67948,71
19615,-158.03542_21.67947,19
19616,-158.03619_21.67948,71
19617,-158.03578_21.67947,19
19618,-158.03523_21.67920,19
19619,-158.03584_21.67911,19
19620,-158.03556_21.67902,19
19621,-158.03485_21.67902,19
19622,-158.03747_21.67894,71
19623,-158.03700_21.67885,71
19624,-158.03578_21.67893,71
19625,-158.03501_21.67884,19
19626,-158.03386_21.67883,19
19627,-158.03762_21.67876,71
19628,-158.03565_21.67875,71
19629,-158.03716_21.67876,71
19630,-158.03772_21.67867,71
19631,-158.03452_21.67865,19
19632,-158.03781_21.67858,99
19633,-158.03541_21.67848,19
19634,-158.03682_21.67849,71
19635,-158.03510_21.67848,19
19636,-158.03692_21.67840,71
19637,-158.03527_21.67830,19
19638,-158.03495_21.67829,19
19639,-158.03703_21.67822,71
19640,-158.03656_21.67821,71
19641,-158.03665_21.67812,71
19642,-158.03733_21.67813,99
19643,-158.03686_21.67794,71
19644,-158.03692_21.67776,71
19645,-158.03713_21.67749,99
19646,-158.03647_21.67704,71
19647,-158.03808_21.67723,99
19648,-158.03786_21.67696,99
19649,-158.03826_21.67696,99
19650,-158.03799_21.67678,99
19651,-158.03837_21.67506,314
19652,-158.03680_21.67550,99
19653,-158.03644_21.67577,99
19654,-158.03771_21.67578,99
19655,-158.03867_21.67479,314
19656,-158.03803_21.67416,314
19657,-158.03834_21.67389,314
19658,-158.04352_21.67139,138
19659,-158.04383_21.67121,138
19660,-158.04421_21.67112,138
19661,-158.04401_21.67094,138
19662,-158.04426_21.67076,87
19663,-158.04531_21.67059,87
19664,-158.04483_21.67058,87
19665,-158.04522_21.67049,87
19666,-158.04472_21.67049,87
19667,-158.04464_21.67031,87
19668,-158.04585_21.66987,87
19669,-158.04564_21.67005,87
19670,-158.04553_21.66995,87
19671,-158.04628_21.66942,87
19672,-158.04617_21.66933,87
19673,-158.04687_21.66834,72
19674,-158.02601_21.68664,5
19675,-158.04539_21.66742,72
19676,-158.04572_21.66715,72
19677,-158.03567_21.67487,314
19678,-158.03663_21.67361,314
19679,-158.03806_21.67280,314
19680,-158.03831_21.67262,314
19681,-158.03972_21.67254,369
19682,-158.03857_21.67235,314
19683,-158.04179_21.67183,138
19684,-158.04244_21.67229,138
19685,-158.04294_21.67220,138
19686,-158.04054_21.67182,369
19687,-158.04312_21.67202,138
19688,-158.04270_21.67211,138
19689,-158.04113_21.67128,138
19690,-158.04902_21.66654,66
19691,-158.04929_21.66627,66
19692,-158.04939_21.66618,318
19693,-158.04951_21.66609,318
19694,-158.04864_21.66681,72
19695,-158.04881_21.66672,66
19696,-158.03351_21.67838,71
19697,-158.03416_21.67838,19
19698,-158.03394_21.67838,19
19699,-158.03444_21.67829,19
19700,-158.03343_21.67829,71
19701,-158.03468_21.67829,19
19702,-158.03380_21.67820,71
19703,-158.03513_21.67821,19
19704,-158.03437_21.67811,19
19705,-158.03499_21.67802,19
19706,-158.03425_21.67802,71
19707,-158.03383_21.67802,71
19708,-158.03346_21.67792,71
19709,-158.03354_21.67774,71
19710,-158.03474_21.67775,71
19711,-158.03427_21.67775,71
19712,-158.03366_21.67765,71
19713,-158.03441_21.67757,71
19714,-158.03379_21.67757,71
19715,-158.03452_21.67748,71
19716,-158.03391_21.67748,71
19717,-158.03431_21.67721,71
19718,-158.03743_21.67171,369
19719,-158.03764_21.67144,369
19720,-158.05185_21.66412,330
19721,-158.05192_21.66394,330
19722,-158.05202_21.66385,330
19723,-158.05211_21.66376,330
19724,-158.05222_21.66367,330
19725,-158.05383_21.66205,330
19726,-158.04164_21.67084,138
19727,-158.04369_21.67012,87
19728,-158.04400_21.66986,87
19729,-158.04307_21.66949,87
19730,-158.04436_21.66950,87
19731,-158.04533_21.66977,87
19732,-158.04594_21.66960,87
19733,-158.04584_21.66950,87
19734,-158.04502_21.66896,87
19735,-158.04406_21.66859,87
19736,-158.04439_21.66832,87
19737,-158.04635_21.66770,72
19738,-158.04606_21.66680,72
19739,-158.04640_21.66653,72
19740,-158.04523_21.66580,72
19741,-158.05584_21.66035,88
19742,-158.05596_21.66026,88
19743,-158.05606_21.66017,88
19744,-158.05702_21.65936,49
19745,-158.05600_21.65944,49
19746,-158.05611_21.65917,49
19747,-158.05716_21.65918,49
19748,-158.05726_21.65909,49
19749,-158.05672_21.65873,49
19750,-158.05656_21.65863,49
19751,-158.05679_21.65855,49
19752,-158.05633_21.65818,49
19753,-158.05723_21.65801,49
19754,-158.05860_21.65720,69
19755,-158.05614_21.65655,49
19756,-158.05904_21.65648,69
19757,-158.05946_21.65612,69
19758,-158.05960_21.65594,69
19759,-158.05931_21.65594,69
19760,-158.05975_21.65585,69
19761,-158.05969_21.65567,69
19762,-158.05991_21.65549,69
19763,-158.05962_21.65540,79
19764,-158.05787_21.65629,69
19765,-158.05813_21.65666,69
19766,-158.05824_21.65639,69
19767,-158.05856_21.65585,69
19768,-158.05904_21.65513,69
19769,-158.06058_21.65504,69
19770,-158.05921_21.65486,79
19771,-158.05899_21.65431,79
19772,-158.06002_21.65468,79
19773,-158.05931_21.65468,79
19774,-158.06061_21.65468,80
19775,-158.05943_21.65450,79
19776,-158.06023_21.65441,79
19777,-158.06009_21.65441,79
19778,-158.05949_21.65422,79
19779,-158.05975_21.65395,79
19780,-158.05944_21.65341,79
19781,-158.05980_21.65377,79
19782,-158.05982_21.65359,79
19783,-158.05992_21.65341,79
19784,-158.05992_21.65314,79
19785,-158.06170_21.64999,335
19786,-158.05507_21.65799,49
19787,-158.05665_21.65773,49
19788,-158.05475_21.65772,49
19789,-158.05594_21.65719,49
19790,-158.05024_21.66564,318
19791,-158.05040_21.66547,318
19792,-158.05056_21.66538,318
19793,-158.05129_21.66457,318
19794,-158.05139_21.66448,318
19795,-158.04905_21.66175,330
19796,-158.05304_21.65509,49
19797,-158.05222_21.65427,49
19798,-158.05049_21.65309,69
19799,-158.04926_21.65182,49
19800,-158.04624_21.64999,49
19801,-158.04417_21.64953,49
19802,-158.06293_21.64539,116
19803,-158.05343_21.64696,335
19804,-158.05168_21.64677,335
19805,-158.05274_21.64687,270
19806,-158.05133_21.64668,335
19807,-158.05098_21.64659,335
19808,-158.04927_21.64613,335
19809,-158.04894_21.64603,79
19810,-158.06314_21.64413,81
19811,-158.03998_21.64327,69
19812,-158.05988_21.64086,327
19813,-158.04276_21.63958,335
19814,-158.04362_21.63959,335
19815,-158.05508_21.65402,69
19816,-158.05541_21.65384,79
19817,-158.06120_21.65396,80
19818,-158.05230_21.65355,69
19819,-158.06093_21.65378,80
19820,-158.06139_21.65369,80
19821,-158.06110_21.65351,80
19822,-158.06064_21.65351,79
19823,-158.06011_21.65323,79
19824,-158.06137_21.65315,223
19825,-158.05607_21.65276,79
19826,-158.06018_21.65296,79
19827,-158.05213_21.65283,69
19828,-158.06002_21.65242,223
19829,-158.05401_21.65248,69
19830,-158.05207_21.65247,69
19831,-158.06039_21.65251,223
19832,-158.06127_21.65261,223
19833,-158.05580_21.65231,79
19834,-158.06059_21.65242,223
19835,-158.05073_21.65219,69
19836,-158.05019_21.65209,69
19837,-158.05791_21.65187,79
19838,-158.05262_21.65175,69
19839,-158.06051_21.65215,223
19840,-158.06072_21.65197,223
19841,-158.05224_21.65165,69
19842,-158.06083_21.65179,223
19843,-158.05108_21.65138,69
19844,-158.05584_21.65140,79
19845,-158.05637_21.65150,79
19846,-158.05541_21.65140,79
19847,-158.06094_21.65161,223
19848,-158.05314_21.65121,69
19849,-158.05674_21.65087,223
19850,-158.05468_21.65113,79
19851,-158.04862_21.65064,79
19852,-158.06044_21.65053,335
19853,-158.04734_21.65036,69
19854,-158.05173_21.65039,79
19855,-158.06149_21.65053,335
19856,-158.05984_21.65025,335
19857,-158.05412_21.65013,79
19858,-158.06159_21.65035,335
19859,-158.05342_21.64994,223
19860,-158.05842_21.64997,335
19861,-158.06072_21.64989,335
19862,-158.04662_21.64945,79
19863,-158.06024_21.64971,335
19864,-158.05982_21.64962,335
19865,-158.05131_21.64939,79
19866,-158.05851_21.64943,335
19867,-158.05513_21.64896,223
19868,-158.04791_21.64928,79
19869,-158.05047_21.64920,79
19870,-158.05490_21.64887,335
19871,-158.04942_21.64893,79
19872,-158.05361_21.64859,79
19873,-158.05326_21.64850,223
19874,-158.04836_21.64865,69
19875,-158.05731_21.64870,335
19876,-158.04679_21.64873,69
19877,-158.05261_21.64822,223
19878,-158.04696_21.64828,69
19879,-158.05019_21.64767,223
19880,-158.05624_21.64743,335
19881,-158.04986_21.64757,80
19882,-158.05588_21.64743,335
19883,-158.04636_21.64792,69
19884,-158.05519_21.64733,335
19885,-158.04871_21.64766,80
19886,-158.04817_21.64766,69
19887,-158.05481_21.64733,335
19888,-158.06129_21.64782,270
19889,-158.06114_21.64782,270
19890,-158.04123_21.64680,49
19891,-158.06205_21.64773,270
19892,-158.06237_21.64756,270
19893,-158.06126_21.64755,270
19894,-158.04714_21.64738,79
19895,-158.06191_21.64746,270
19896,-158.05309_21.64687,335
19897,-158.06167_21.64737,270
19898,-158.04287_21.64717,88
19899,-158.06125_21.64728,270
19900,-158.04445_21.64709,69
19901,-158.06140_21.64728,270
19902,-158.06166_21.64728,270
19903,-158.04630_21.64701,69
19904,-158.05771_21.64690,270
19905,-158.05906_21.64681,270
19906,-158.04305_21.64654,49
19907,-158.04624_21.64656,69
19908,-158.04697_21.64647,79
19909,-158.04449_21.64637,69
19910,-158.04497_21.64628,69
