,Uid,In_2017_CP_zone
8993,-156.32032_20.91491,True
8994,-156.32018_20.91499,True
8995,-156.32004_20.91507,True
8996,-156.33567_20.84632,True
8997,-156.33484_20.84753,True
8998,-156.33396_20.84683,True
8999,-156.33371_20.84802,True
9000,-156.33299_20.84870,True
9001,-156.33412_20.84862,True
9002,-156.33298_20.84938,True
9003,-156.33260_20.84984,True
9004,-156.33124_20.85102,True
9005,-156.33072_20.85137,True
9006,-156.33020_20.85172,True
9007,-156.32918_20.85242,True
9008,-156.32764_20.85348,True
9009,-156.30601_20.87567,True
9010,-156.30647_20.87687,True
9011,-156.30773_20.87492,True
9012,-156.30730_20.87395,True
9013,-156.30435_20.87286,True
9014,-156.30426_20.87701,True
9015,-156.31079_20.91809,True
9016,-156.31026_20.91764,True
9017,-156.30982_20.91792,True
9018,-156.30944_20.91803,True
9019,-156.34420_20.83356,True
9020,-156.34411_20.83382,True
9021,-156.34401_20.83407,True
9022,-156.34388_20.83431,True
9023,-156.34324_20.83412,True
9024,-156.34339_20.83387,True
9025,-156.34360_20.83333,True
9026,-156.34367_20.83305,True
9027,-156.34374_20.83275,True
9028,-156.34381_20.83244,True
9029,-156.34292_20.83302,True
9030,-156.34281_20.83331,True
9031,-156.34255_20.83385,True
9032,-156.34186_20.83367,True
9033,-156.34200_20.83142,True
9034,-156.34190_20.83168,True
9035,-156.34180_20.83194,True
9036,-156.34170_20.83220,True
9037,-156.34160_20.83245,True
9038,-156.34149_20.83272,True
9039,-156.34138_20.83298,True
9040,-156.34125_20.83323,True
9041,-156.34052_20.83399,True
9042,-156.34076_20.83418,True
9043,-156.34029_20.83471,True
9044,-156.34006_20.83453,True
9045,-156.33960_20.83416,True
9046,-156.33938_20.83397,True
9047,-156.33892_20.83361,True
9048,-156.33869_20.83342,True
9049,-156.33847_20.83324,True
9050,-156.33824_20.83305,True
9051,-156.33802_20.83287,True
9052,-156.33779_20.83268,True
9053,-156.33757_20.83250,True
9054,-156.34239_20.83416,True
9055,-156.34222_20.83439,True
9056,-156.34203_20.83462,True
9057,-156.33447_20.83460,True
9058,-156.33455_20.83485,True
9059,-156.33468_20.83508,True
9060,-156.33436_20.83554,True
9061,-156.33499_20.83510,True
9062,-156.33535_20.83525,True
9063,-156.33572_20.83553,True
9064,-156.33632_20.83585,True
9065,-156.33420_20.83525,True
9066,-156.33378_20.83515,True
9067,-156.33361_20.83500,True
9068,-156.33343_20.83484,True
9069,-156.33322_20.83466,True
9070,-156.33280_20.83617,True
9071,-156.33234_20.83637,True
9072,-156.33172_20.83650,True
9073,-156.33384_20.83450,True
9074,-156.33242_20.83589,True
9075,-156.33086_20.83642,True
9076,-156.33592_20.83617,True
9077,-156.33581_20.83633,True
9078,-156.33513_20.83631,True
9079,-156.33521_20.83614,True
9080,-156.33534_20.83598,True
9081,-156.33418_20.83487,True
9082,-156.33396_20.83470,True
9083,-156.34203_20.83344,True
9084,-156.34216_20.83319,True
9085,-156.34227_20.83293,True
9086,-156.32194_20.77105,True
9087,-156.32283_20.77139,True
9088,-156.32321_20.77261,True
9089,-156.32279_20.77240,True
9090,-156.32227_20.77232,True
9091,-156.32091_20.77197,True
9092,-156.32032_20.77157,True
9093,-156.31904_20.77024,True
9094,-156.31792_20.77064,True
9095,-156.31855_20.77132,True
9096,-156.31968_20.77236,True
9097,-156.32036_20.77287,True
9098,-156.31841_20.77079,True
9099,-156.32071_20.77023,True
9100,-156.33988_20.82530,True
9101,-156.33966_20.82592,True
9102,-156.33944_20.82649,True
9103,-156.33902_20.82760,True
9104,-156.32669_20.81739,True
9105,-156.32590_20.81735,True
9106,-156.32487_20.81729,True
9107,-156.32441_20.81698,True
9108,-156.32437_20.81630,True
9109,-156.32415_20.81557,True
9110,-156.32309_20.81525,True
9111,-156.30770_20.85775,True
9112,-156.30728_20.85910,True
9113,-156.31298_20.85831,True
9114,-156.30680_20.86039,True
9115,-156.30742_20.85817,True
9116,-156.30801_20.85736,True
9117,-156.30712_20.86131,True
9118,-156.30736_20.86320,True
9119,-156.31314_20.85904,True
9120,-156.30830_20.85067,True
9121,-156.29236_20.92081,True
9122,-156.29338_20.92089,True
9123,-156.31983_20.91519,True
9124,-156.32015_20.91523,True
9125,-156.32043_20.91508,True
9126,-156.32056_20.91501,True
9127,-156.32070_20.91493,True
9128,-156.32084_20.91485,True
9129,-156.32100_20.91476,True
9130,-156.32112_20.91436,True
9131,-156.32122_20.91374,True
9132,-156.32023_20.91565,True
9133,-156.32074_20.91538,True
9134,-156.32092_20.91516,True
9135,-156.32115_20.91503,True
9136,-156.32131_20.91519,True
9137,-156.32117_20.91528,True
9138,-156.32101_20.91536,True
9139,-156.32071_20.91582,True
9140,-156.32089_20.91572,True
9141,-156.32100_20.91565,True
9142,-156.32112_20.91559,True
9143,-156.32123_20.91553,True
9144,-156.32157_20.91553,True
9145,-156.32133_20.91567,True
9146,-156.32110_20.91580,True
9147,-156.32098_20.91586,True
9148,-156.32087_20.91593,True
9149,-156.32057_20.91609,True
9150,-156.32145_20.91481,True
9151,-156.32153_20.91495,True
9152,-156.32160_20.91510,True
9153,-156.32177_20.91545,True
9154,-156.32176_20.91569,True
9155,-156.32149_20.91594,True
9156,-156.32126_20.91606,True
9157,-156.32114_20.91611,True
9158,-156.32102_20.91617,True
9159,-156.32089_20.91622,True
9160,-156.32043_20.91544,True
9161,-156.32056_20.91558,True
9162,-156.32168_20.91526,True
9163,-156.32293_20.91811,True
9164,-156.32262_20.91701,True
9165,-156.33499_20.83560,True
9166,-156.33294_20.83724,True
9167,-156.34275_20.83144,True
9168,-156.34264_20.83176,True
9169,-156.34310_20.83182,True
9170,-156.34321_20.83127,True
9171,-156.34355_20.83088,True
9172,-156.34387_20.83088,True
9173,-156.34375_20.83132,True
9174,-156.34472_20.83195,True
9175,-156.34531_20.83200,True
9176,-156.34579_20.83190,True
9177,-156.34572_20.83263,True
9178,-156.34560_20.83358,True
9179,-156.34554_20.83388,True
9180,-156.34546_20.83418,True
9181,-156.34535_20.83448,True
9182,-156.34524_20.83476,True
9183,-156.34472_20.83434,True
9184,-156.34500_20.83346,True
9185,-156.34506_20.83315,True
9186,-156.34510_20.83285,True
9187,-156.34513_20.83255,True
9188,-156.34436_20.83277,True
9189,-156.34432_20.83305,True
9190,-156.34427_20.83331,True
9191,-156.33870_20.82840,True
9192,-156.33849_20.82894,True
9193,-156.33916_20.82930,True
9194,-156.33935_20.82877,True
9195,-156.33985_20.82747,True
9196,-156.33994_20.82721,True
9197,-156.34004_20.82695,True
9198,-156.34014_20.82669,True
9199,-156.34034_20.82617,True
9200,-156.34043_20.82591,True
9201,-156.30585_20.87020,True
9202,-156.30685_20.86961,True
9203,-156.30857_20.86971,True
9204,-156.30747_20.86837,True
9205,-156.30729_20.86798,True
9206,-156.30668_20.86812,True
9207,-156.30659_20.86733,True
9208,-156.30605_20.86698,True
9209,-156.30611_20.86745,True
9210,-156.30549_20.86755,True
9211,-156.30597_20.86778,True
9212,-156.30581_20.86823,True
9213,-156.30329_20.86974,True
9214,-156.30815_20.86605,True
9215,-156.30806_20.86872,True
9216,-156.30588_20.86801,True
9217,-156.30564_20.86732,True
9218,-156.30456_20.86718,True
9219,-156.30490_20.86617,True
9220,-156.30393_20.87126,True
9221,-156.31386_20.87097,True
9222,-156.30399_20.87567,True
9223,-156.30787_20.88531,True
9224,-156.30766_20.88467,True
9225,-156.30748_20.88408,True
9226,-156.30729_20.88349,True
9227,-156.30705_20.88285,True
9228,-156.30932_20.88486,True
9229,-156.30879_20.88420,True
9230,-156.30790_20.88234,True
9231,-156.30393_20.87451,True
9232,-156.31268_20.87603,True
9233,-156.30642_20.87474,True
9234,-156.30504_20.87476,True
9235,-156.30520_20.87412,True
9236,-156.30612_20.87391,True
9237,-156.30676_20.87245,True
9238,-156.31475_20.87142,True
9239,-156.31188_20.87305,True
9240,-156.31036_20.87342,True
9241,-156.31046_20.87467,True
9242,-156.31161_20.87493,True
9243,-156.31015_20.88893,True
9244,-156.31130_20.88950,True
9245,-156.30950_20.89147,True
9246,-156.30871_20.87383,True
9247,-156.31811_20.87293,True
9248,-156.31547_20.87158,True
9249,-156.29640_20.89377,True
9250,-156.29669_20.89436,True
9251,-156.29703_20.89508,True
9252,-156.29640_20.89206,True
9253,-156.30523_20.90339,True
9254,-156.30067_20.89748,True
9255,-156.29944_20.89573,True
9256,-156.29831_20.89578,True
9257,-156.29746_20.89325,True
9258,-156.30240_20.90032,True
9259,-156.30029_20.89560,True
9260,-156.30327_20.89721,True
9261,-156.30575_20.90595,True
9262,-156.30650_20.90433,True
9263,-156.30652_20.90318,True
9264,-156.30033_20.88424,True
9265,-156.29977_20.88458,True
9266,-156.30572_20.90208,True
9267,-156.30166_20.89800,True
9268,-156.28115_20.91733,True
9269,-156.28959_20.92280,True
9270,-156.29054_20.92293,True
9271,-156.26881_20.91304,True
9272,-156.27320_20.90912,True
9273,-156.27080_20.91131,True
9274,-156.27120_20.90904,True
9275,-156.27061_20.90892,True
9276,-156.26983_20.90767,True
9277,-156.26950_20.90829,True
9278,-156.26933_20.90955,True
9279,-156.26878_20.90991,True
9280,-156.26846_20.91039,True
9281,-156.27703_20.90921,True
9282,-156.27578_20.90779,True
9283,-156.27277_20.91464,True
9284,-156.27161_20.92109,True
9285,-156.26965_20.92207,True
9286,-156.26955_20.92050,True
9287,-156.31066_20.85213,True
9288,-156.31220_20.85040,True
9289,-156.31194_20.85011,True
9290,-156.31107_20.85019,True
9291,-156.31099_20.84957,True
9292,-156.31294_20.85122,True
9293,-156.31282_20.85074,True
9294,-156.31261_20.85088,True
9295,-156.32509_20.84475,True
9296,-156.32546_20.84504,True
9297,-156.32581_20.84515,True
9298,-156.32617_20.84518,True
9299,-156.32688_20.84502,True
9300,-156.32660_20.84441,True
9301,-156.32634_20.84460,True
9302,-156.32591_20.84462,True
9303,-156.32557_20.84441,True
9304,-156.32511_20.84401,True
9305,-156.32490_20.84381,True
9306,-156.32468_20.84361,True
9307,-156.32447_20.84341,True
9308,-156.32424_20.84322,True
9309,-156.32617_20.84419,True
9310,-156.32595_20.84399,True
9311,-156.32573_20.84379,True
9312,-156.32530_20.84338,True
9313,-156.32508_20.84318,True
9314,-156.32486_20.84298,True
9315,-156.32457_20.84237,True
9316,-156.32424_20.84248,True
9317,-156.32387_20.84261,True
9318,-156.32347_20.84207,True
9319,-156.32378_20.84184,True
9320,-156.32447_20.84163,True
9321,-156.32465_20.84130,True
9322,-156.32500_20.84110,True
9323,-156.32762_20.84417,True
9324,-156.32730_20.84424,True
9325,-156.32704_20.84412,True
9326,-156.32680_20.84387,True
9327,-156.32655_20.84363,True
9328,-156.32640_20.84336,True
9329,-156.32619_20.84317,True
9330,-156.32598_20.84298,True
9331,-156.28331_20.91180,True
9332,-156.28272_20.91646,True
9333,-156.28105_20.91813,True
9334,-156.27778_20.90736,True
9335,-156.27777_20.91070,True
9336,-156.27844_20.91173,True
9337,-156.27776_20.91187,True
9338,-156.27840_20.91268,True
9339,-156.28370_20.90876,True
9340,-156.28186_20.90913,True
9341,-156.28241_20.90805,True
9342,-156.28310_20.90721,True
9343,-156.27772_20.90998,True
9344,-156.28289_20.90893,True
9345,-156.28151_20.90711,True
9346,-156.28303_20.92517,True
9347,-156.28404_20.92497,True
9348,-156.28339_20.91303,True
9349,-156.28121_20.92510,True
9350,-156.28223_20.92508,True
9351,-156.28615_20.91789,True
9352,-156.27837_20.92157,True
9353,-156.27700_20.92127,True
9354,-156.34062_20.82530,True
9355,-156.34399_20.82900,True
9356,-156.34368_20.82881,True
9357,-156.34393_20.82853,True
9358,-156.34418_20.82713,True
9359,-156.34397_20.82638,True
9360,-156.34657_20.83200,True
9361,-156.34655_20.83230,True
9362,-156.34648_20.83300,True
9363,-156.34641_20.83358,True
9364,-156.34637_20.83388,True
9365,-156.34623_20.83447,True
9366,-156.34613_20.83476,True
9367,-156.34671_20.83503,True
9368,-156.34681_20.83475,True
9369,-156.34697_20.83418,True
9370,-156.34702_20.83389,True
9371,-156.34709_20.83332,True
9372,-156.34714_20.83276,True
9373,-156.34797_20.83213,True
9374,-156.31656_20.81314,True
9375,-156.31557_20.81247,True
9376,-156.31451_20.81137,True
9377,-156.31737_20.81153,True
9378,-156.31831_20.81211,True
9379,-156.32210_20.84483,True
9380,-156.32240_20.84446,True
9381,-156.32217_20.84427,True
9382,-156.32207_20.84446,True
9383,-156.32178_20.84475,True
9384,-156.32124_20.84458,True
9385,-156.32103_20.84450,True
9386,-156.32077_20.84450,True
9387,-156.31295_20.84989,True
9388,-156.31274_20.84967,True
9389,-156.31231_20.84923,True
9390,-156.31210_20.84901,True
9391,-156.34787_20.83311,True
9392,-156.34785_20.83339,True
9393,-156.34782_20.83367,True
9394,-156.34773_20.83424,True
9395,-156.34767_20.83453,True
9396,-156.34759_20.83481,True
9397,-156.34740_20.83537,True
9398,-156.34728_20.83562,True
9399,-156.34790_20.83585,True
9400,-156.34828_20.83474,True
9401,-156.34835_20.83445,True
9402,-156.34845_20.83386,True
9403,-156.34862_20.83252,True
9404,-156.34868_20.83225,True
9405,-156.32455_20.82208,True
9406,-156.32495_20.82251,True
9407,-156.32568_20.82286,True
9408,-156.32759_20.77024,True
9409,-156.32794_20.77038,True
9410,-156.32780_20.77094,True
9411,-156.32749_20.77080,True
9412,-156.32753_20.77129,True
9413,-156.32315_20.81581,True
9414,-156.32335_20.81643,True
9415,-156.32321_20.81702,True
9416,-156.32173_20.81538,True
9417,-156.32174_20.81656,True
9418,-156.32086_20.81619,True
9419,-156.31790_20.81380,True
9420,-156.31657_20.81447,True
9421,-156.31585_20.81448,True
9422,-156.31515_20.81416,True
9423,-156.31422_20.81396,True
9424,-156.32649_20.82307,True
9425,-156.32739_20.82315,True
9426,-156.32819_20.82199,True
9427,-156.32778_20.82060,True
9428,-156.31978_20.81720,True
9429,-156.32080_20.81786,True
9430,-156.32125_20.81750,True
9431,-156.32393_20.81839,True
9432,-156.32422_20.81884,True
9433,-156.32186_20.81998,True
9434,-156.32276_20.81914,True
9435,-156.32150_20.81912,True
9436,-156.32019_20.81981,True
9437,-156.31954_20.81979,True
9438,-156.31904_20.81931,True
9439,-156.31857_20.81795,True
9440,-156.32724_20.76959,True
9441,-156.32714_20.76997,True
9442,-156.31859_20.81313,True
9443,-156.31919_20.81436,True
9444,-156.32057_20.81490,True
9445,-156.32109_20.81451,True
9446,-156.32167_20.81432,True
9447,-156.32226_20.81429,True
9448,-156.32345_20.81423,True
9449,-156.32409_20.81435,True
9450,-156.32473_20.81457,True
9451,-156.32525_20.81484,True
9452,-156.32549_20.81537,True
9453,-156.33629_20.78231,True
9454,-156.33558_20.78246,True
9455,-156.33491_20.78224,True
9456,-156.33352_20.78195,True
9457,-156.33260_20.78210,True
9458,-156.33341_20.77995,True
9459,-156.33390_20.77934,True
9460,-156.33272_20.77890,True
9461,-156.33353_20.77858,True
9462,-156.33186_20.77837,True
9463,-156.33792_20.78079,True
9464,-156.33708_20.78121,True
9465,-156.33608_20.78128,True
9466,-156.33640_20.78014,True
9467,-156.33542_20.78114,True
9468,-156.33572_20.78011,True
9469,-156.33449_20.78059,True
9470,-156.33476_20.77995,True
9471,-156.33161_20.78070,True
9472,-156.33000_20.78072,True
9473,-156.32886_20.77900,True
9474,-156.32764_20.77814,True
9475,-156.34183_20.78111,True
9476,-156.33797_20.77770,True
9477,-156.32022_20.84522,True
9478,-156.32035_20.84503,True
9479,-156.32055_20.84522,True
9480,-156.32070_20.84530,True
9481,-156.32084_20.84539,True
9482,-156.32099_20.84548,True
9483,-156.32114_20.84556,True
9484,-156.32130_20.84565,True
9485,-156.32141_20.84578,True
9486,-156.32162_20.84581,True
9487,-156.32081_20.84677,True
9488,-156.32176_20.84621,True
9489,-156.32186_20.84594,True
9490,-156.32205_20.84609,True
9491,-156.32222_20.84593,True
9492,-156.32242_20.84582,True
9493,-156.32263_20.84569,True
9494,-156.32287_20.84553,True
9495,-156.32309_20.84536,True
9496,-156.32290_20.84524,True
9497,-156.32268_20.84519,True
9498,-156.32242_20.84535,True
9499,-156.32224_20.84550,True
9500,-156.32204_20.84556,True
9501,-156.32190_20.84545,True
9502,-156.32175_20.84536,True
9503,-156.32160_20.84526,True
9504,-156.32146_20.84517,True
9505,-156.32131_20.84508,True
9506,-156.32117_20.84498,True
9507,-156.32101_20.84490,True
9508,-156.32083_20.84481,True
9509,-156.32057_20.84470,True
9510,-156.32075_20.84436,True
9511,-156.32109_20.84406,True
9512,-156.32130_20.84417,True
9513,-156.32164_20.84425,True
9514,-156.32144_20.84400,True
9515,-156.32158_20.84379,True
9516,-156.32182_20.84400,True
9517,-156.32186_20.84375,True
9518,-156.32203_20.84361,True
9519,-156.32241_20.84402,True
9520,-156.32257_20.84389,True
9521,-156.32269_20.84414,True
9522,-156.32286_20.84425,True
9523,-156.32301_20.84436,True
9524,-156.32316_20.84449,True
9525,-156.32332_20.84460,True
9526,-156.32345_20.84473,True
9527,-156.32369_20.84498,True
9528,-156.32340_20.84516,True
9529,-156.32319_20.84504,True
9530,-156.32293_20.84489,True
9531,-156.32276_20.84468,True
9532,-156.32266_20.84489,True
9533,-156.32249_20.84501,True
9534,-156.32232_20.84510,True
9535,-156.32212_20.84521,True
9536,-156.32188_20.84503,True
9537,-156.32733_20.84852,True
9538,-156.32703_20.84859,True
9539,-156.32644_20.84874,True
9540,-156.32615_20.84881,True
9541,-156.32585_20.84888,True
9542,-156.32555_20.84895,True
9543,-156.32493_20.84903,True
9544,-156.32462_20.84905,True
9545,-156.32427_20.84874,True
9546,-156.32416_20.84907,True
9547,-156.32395_20.84926,True
9548,-156.32356_20.84933,True
9549,-156.32224_20.84940,True
9550,-156.32273_20.84902,True
9551,-156.32314_20.84886,True
9552,-156.32369_20.84849,True
9553,-156.32227_20.84879,True
9554,-156.32200_20.84897,True
9555,-156.32173_20.84914,True
9556,-156.32163_20.84943,True
9557,-156.32092_20.84918,True
9558,-156.32118_20.84869,True
9559,-156.32145_20.84851,True
9560,-156.32172_20.84835,True
9561,-156.32225_20.84800,True
9562,-156.32331_20.84730,True
9563,-156.32358_20.84711,True
9564,-156.32396_20.84692,True
9565,-156.32373_20.84661,True
9566,-156.32314_20.84674,True
9567,-156.32261_20.84709,True
9568,-156.32235_20.84726,True
9569,-156.32155_20.84778,True
9570,-156.32129_20.84796,True
9571,-156.32074_20.84832,True
9572,-156.32053_20.84861,True
9573,-156.32128_20.91172,True
9574,-156.31862_20.91259,True
9575,-156.31900_20.91245,True
9576,-156.31875_20.91333,True
9577,-156.31021_20.89707,True
9578,-156.31030_20.89652,True
9579,-156.31049_20.89541,True
9580,-156.31042_20.89485,True
9581,-156.31247_20.89808,True
9582,-156.30875_20.85174,True
9583,-156.30915_20.85256,True
9584,-156.30752_20.85250,True
9585,-156.30923_20.85528,True
9586,-156.31167_20.84897,True
9587,-156.31188_20.84920,True
9588,-156.31209_20.84942,True
9589,-156.32530_20.84830,True
9590,-156.32600_20.84817,True
9591,-156.32637_20.84809,True
9592,-156.32676_20.84801,True
9593,-156.32714_20.84792,True
9594,-156.31350_20.85849,True
9595,-156.31321_20.85768,True
9596,-156.31361_20.85788,True
9597,-156.31348_20.85757,True
9598,-156.31370_20.85737,True
9599,-156.31389_20.85761,True
9600,-156.31413_20.85746,True
9601,-156.31471_20.85714,True
9602,-156.31493_20.85702,True
9603,-156.31675_20.85728,True
9604,-156.31407_20.85878,True
9605,-156.31429_20.85844,True
9606,-156.27575_20.80976,True
9607,-156.27636_20.81096,True
9608,-156.27605_20.81078,True
9609,-156.28614_20.83078,True
9610,-156.27738_20.80712,True
9611,-156.30910_20.85310,True
9612,-156.28846_20.83271,True
9613,-156.31978_20.84685,True
9614,-156.31957_20.84609,True
9615,-156.31992_20.84562,True
9616,-156.32022_20.84579,True
9617,-156.32085_20.84614,True
9618,-156.32121_20.84629,True
9619,-156.32140_20.84603,True
9620,-156.32109_20.84590,True
9621,-156.32085_20.84576,True
9622,-156.32061_20.84563,True
9623,-156.32008_20.84540,True
9624,-156.31230_20.84964,True
9625,-156.31272_20.85008,True
9626,-156.31294_20.85030,True
9627,-156.31318_20.85054,True
9628,-156.31378_20.85098,True
9629,-156.30991_20.88347,True
9630,-156.30970_20.87790,True
9631,-156.31083_20.88114,True
9632,-156.30932_20.88326,True
9633,-156.30904_20.88273,True
9634,-156.30890_20.88220,True
9635,-156.30878_20.88164,True
9636,-156.30857_20.88102,True
9637,-156.30830_20.87963,True
9638,-156.30773_20.87999,True
9639,-156.30655_20.87891,True
9640,-156.30564_20.87809,True
9641,-156.30588_20.87753,True
9642,-156.29616_20.89607,True
9643,-156.29692_20.90393,True
9644,-156.29616_20.92273,True
9645,-156.29604_20.92179,True
9646,-156.29705_20.92196,True
9647,-156.29354_20.89672,True
9648,-156.29648_20.89742,True
9649,-156.29662_20.89809,True
9650,-156.29680_20.89886,True
9651,-156.28747_20.90426,True
9652,-156.26625_20.91952,True
9653,-156.26923_20.91421,True
9654,-156.26914_20.91447,True
9655,-156.26877_20.91509,True
9656,-156.26862_20.91594,True
9657,-156.30846_20.85031,True
9658,-156.30864_20.85099,True
9659,-156.30903_20.85229,True
9660,-156.30921_20.85214,True
9661,-156.31515_20.85543,True
9662,-156.31656_20.85739,True
9663,-156.31453_20.85824,True
9664,-156.31368_20.85905,True
9665,-156.31643_20.85760,True
9666,-156.31584_20.85780,True
9667,-156.31543_20.85803,True
9668,-156.31495_20.85811,True
9669,-156.31503_20.85757,True
9670,-156.31484_20.85768,True
9671,-156.31465_20.85779,True
9672,-156.31446_20.85790,True
9673,-156.31428_20.85801,True
9674,-156.31377_20.85841,True
9675,-156.31620_20.85774,True
9676,-156.31615_20.85742,True
9677,-156.31501_20.85847,True
9678,-156.31520_20.85836,True
9679,-156.31365_20.85826,True
9680,-156.31552_20.85725,True
9681,-156.31528_20.85558,True
9682,-156.31540_20.85572,True
9683,-156.31552_20.85587,True
9684,-156.31565_20.85601,True
9685,-156.31577_20.85615,True
9686,-156.31589_20.85630,True
9687,-156.31602_20.85645,True
9688,-156.31617_20.85660,True
9689,-156.31640_20.85688,True
9690,-156.31618_20.85700,True
9691,-156.31596_20.85714,True
9692,-156.31586_20.85696,True
9693,-156.31574_20.85680,True
9694,-156.31562_20.85664,True
9695,-156.31545_20.85687,True
9696,-156.31524_20.85692,True
9697,-156.31503_20.85669,True
9698,-156.31504_20.85652,True
9699,-156.31526_20.85642,True
9700,-156.31542_20.85631,True
9701,-156.31521_20.85611,True
9702,-156.31502_20.85629,True
9703,-156.31990_20.84211,True
9704,-156.31684_20.84024,True
9705,-156.32358_20.84091,True
9706,-156.32307_20.84287,True
9707,-156.32287_20.84336,True
9708,-156.32417_20.84034,True
9709,-156.32247_20.84301,True
9710,-156.32369_20.84413,True
9711,-156.32111_20.84307,True
9712,-156.32267_20.84325,True
9713,-156.28388_20.84457,True
9714,-156.29600_20.82553,True
9715,-156.29509_20.82601,True
9716,-156.29700_20.82605,True
9717,-156.29213_20.82831,True
9718,-156.29507_20.82965,True
9719,-156.29682_20.82522,True
9720,-156.28179_20.81567,True
9721,-156.28642_20.82586,True
9722,-156.28977_20.81616,True
9723,-156.29228_20.81342,True
9724,-156.28564_20.82447,True
9725,-156.28394_20.84204,True
9726,-156.29269_20.83591,True
9727,-156.28482_20.82409,True
9728,-156.28502_20.82559,True
9729,-156.28495_20.82782,True
9730,-156.28613_20.82771,True
9731,-156.28591_20.82837,True
9732,-156.28635_20.83148,True
9733,-156.28646_20.83184,True
9734,-156.28663_20.83261,True
9735,-156.28776_20.83441,True
9736,-156.28730_20.83363,True
9737,-156.28843_20.83363,True
9738,-156.28476_20.82740,True
9739,-156.28499_20.82690,True
9740,-156.27947_20.80750,True
9741,-156.27804_20.80685,True
9742,-156.27684_20.80757,True
9743,-156.27844_20.80697,True
9744,-156.27588_20.80399,True
9745,-156.30922_20.85621,True
9746,-156.30960_20.85639,True
9747,-156.30986_20.85661,True
9748,-156.31038_20.85705,True
9749,-156.31064_20.85728,True
9750,-156.31091_20.85750,True
9751,-156.31143_20.85794,True
9752,-156.31145_20.85836,True
9753,-156.31120_20.85817,True
9754,-156.31095_20.85795,True
9755,-156.31069_20.85773,True
9756,-156.31042_20.85751,True
9757,-156.31016_20.85729,True
9758,-156.30990_20.85707,True
9759,-156.30964_20.85684,True
9760,-156.30936_20.85662,True
9761,-156.30920_20.85789,True
9762,-156.30846_20.85696,True
9763,-156.31767_20.84640,True
9764,-156.31781_20.84719,True
9765,-156.31831_20.84725,True
9766,-156.31817_20.84752,True
9767,-156.31740_20.84869,True
9768,-156.31725_20.84886,True
9769,-156.31707_20.84900,True
9770,-156.31709_20.84733,True
9771,-156.31845_20.84815,True
9772,-156.31854_20.84797,True
9773,-156.31873_20.84761,True
9774,-156.31890_20.84810,True
9775,-156.31684_20.84679,True
9776,-156.31650_20.84699,True
9777,-156.31618_20.84718,True
9778,-156.32001_20.85861,True
9779,-156.31752_20.84618,True
9780,-156.31720_20.84649,True
9781,-156.31718_20.84856,True
9782,-156.31913_20.84679,True
9783,-156.31930_20.84692,True
9784,-156.31947_20.84705,True
9785,-156.31964_20.84717,True
9786,-156.31998_20.84743,True
9787,-156.31979_20.84758,True
9788,-156.31960_20.84771,True
9789,-156.31943_20.84763,True
9790,-156.31934_20.84741,True
9791,-156.31916_20.84724,True
9792,-156.31897_20.84711,True
9793,-156.31882_20.84740,True
9794,-156.31772_20.84824,True
9795,-156.31735_20.84783,True
9796,-156.31721_20.84759,True
9797,-156.28394_20.82005,True
9798,-156.28864_20.81794,True
9799,-156.28491_20.81945,True
9800,-156.28893_20.81977,True
9801,-156.28725_20.81780,True
9802,-156.28699_20.83093,True
9803,-156.28743_20.83034,True
9804,-156.28939_20.82901,True
9805,-156.28985_20.82861,True
9806,-156.29076_20.82885,True
9807,-156.29095_20.82967,True
9808,-156.29029_20.83009,True
9809,-156.28960_20.83033,True
9810,-156.28896_20.83040,True
9811,-156.28838_20.83108,True
9812,-156.28748_20.83134,True
9813,-156.28757_20.83190,True
9814,-156.31455_20.85045,True
9815,-156.31491_20.85047,True
9816,-156.31286_20.84797,True
9817,-156.31476_20.85032,True
9818,-156.31463_20.85014,True
9819,-156.31491_20.84995,True
9820,-156.31504_20.85011,True
9821,-156.31518_20.85030,True
9822,-156.31580_20.84895,True
9823,-156.31597_20.84879,True
9824,-156.31556_20.84802,True
9825,-156.31571_20.84837,True
9826,-156.31547_20.84868,True
9827,-156.31545_20.84845,True
9828,-156.31479_20.84850,True
9829,-156.31489_20.84874,True
9830,-156.31508_20.84895,True
9831,-156.31483_20.84913,True
9832,-156.31465_20.84891,True
9833,-156.31448_20.84870,True
9834,-156.31445_20.84843,True
9835,-156.31431_20.84829,True
9836,-156.31547_20.84993,True
9837,-156.31530_20.84833,True
9838,-156.31536_20.84804,True
9839,-156.31547_20.84964,True
9840,-156.31556_20.84953,True
9841,-156.31134_20.84861,True
9842,-156.31590_20.84771,True
9843,-156.31601_20.84788,True
9844,-156.31611_20.84804,True
9845,-156.31621_20.84821,True
9846,-156.31641_20.84855,True
9847,-156.31656_20.84876,True
9848,-156.31637_20.84902,True
9849,-156.31666_20.84923,True
9850,-156.31604_20.84919,True
9851,-156.31592_20.84959,True
9852,-156.31577_20.84987,True
9853,-156.31560_20.85010,True
9854,-156.31532_20.84978,True
9855,-156.31510_20.84950,True
9856,-156.31527_20.84936,True
9857,-156.31545_20.84922,True
9858,-156.31562_20.84909,True
9859,-156.31328_20.84703,True
9860,-156.31311_20.84691,True
9861,-156.31236_20.84662,True
9862,-156.31254_20.84648,True
9863,-156.31633_20.85378,True
9864,-156.31656_20.85398,True
9865,-156.31636_20.85412,True
9866,-156.31616_20.85427,True
