,Uid,In_2017_CP_zone
178,-159.50055_22.20288,True
179,-159.35650_22.08605,True
180,-159.52136_21.92770,True
181,-159.34440_22.06119,True
182,-159.34710_22.06137,True
183,-159.34453_22.06097,True
184,-159.34135_22.05896,True
185,-159.34183_22.05893,True
186,-159.37355_22.05420,True
187,-159.37423_22.05259,True
188,-159.37605_22.05446,True
189,-159.37727_22.05570,True
190,-159.38843_22.06114,True
191,-159.38679_22.06107,True
192,-159.39185_22.06289,True
193,-159.39080_22.06277,True
194,-159.48584_21.92643,True
195,-159.48571_21.92316,True
196,-159.48700_21.92356,True
197,-159.45949_21.90853,True
198,-159.36748_22.05206,True
199,-159.37043_22.05523,True
200,-159.36979_22.05433,True
201,-159.50732_21.93429,True
202,-159.50574_21.94040,True
203,-159.50480_21.92821,True
204,-159.45109_21.87995,True
205,-159.32489_22.05806,True
206,-159.32532_22.05877,True
207,-159.52006_21.91960,True
208,-159.51934_21.91956,True
209,-159.51879_21.91864,True
210,-159.51540_21.93265,True
211,-159.51226_21.93732,True
212,-159.51249_21.90820,True
213,-159.52487_21.90813,True
214,-159.50534_22.20035,True
215,-159.52501_21.92633,True
216,-159.36023_22.10103,True
217,-159.36487_22.09652,True
218,-159.36248_22.09615,True
219,-159.35717_22.09665,True
220,-159.34032_22.10461,True
221,-159.49930_22.20367,True
222,-159.49905_22.20387,True
223,-159.53555_21.92232,True
224,-159.53622_21.92272,True
225,-159.51228_21.91677,True
226,-159.51344_21.91629,True
227,-159.52600_21.92479,True
228,-159.53145_21.92218,True
229,-159.52440_21.92260,True
230,-159.52394_21.92463,True
231,-159.52692_21.92037,True
232,-159.52655_21.92046,True
233,-159.52837_21.92326,True
234,-159.51585_21.90435,True
235,-159.51599_21.90452,True
236,-159.51613_21.90468,True
237,-159.51844_21.90540,True
238,-159.52229_21.91534,True
239,-159.52283_21.91723,True
240,-159.51859_21.90787,True
241,-159.51760_21.91142,True
242,-159.51614_21.90998,True
243,-159.51816_21.91090,True
244,-159.51407_21.90828,True
245,-159.51485_21.90895,True
246,-159.52371_21.91964,True
247,-159.52361_21.91703,True
248,-159.51870_21.91808,True
249,-159.51457_21.93057,True
250,-159.52059_21.92858,True
251,-159.51860_21.93940,True
252,-159.51759_21.93683,True
253,-159.52036_21.93245,True
254,-159.52960_21.93044,True
255,-159.52840_21.92637,True
256,-159.52754_21.92643,True
257,-159.49828_21.92269,True
258,-159.50058_21.92164,True
259,-159.50156_21.92112,True
260,-159.49691_21.93165,True
261,-159.50698_21.92751,True
262,-159.50793_21.92703,True
263,-159.50556_21.91715,True
264,-159.50560_21.91679,True
265,-159.47000_21.87993,True
266,-159.46624_21.89732,True
267,-159.46612_21.89661,True
268,-159.50152_21.91483,True
269,-159.50148_21.91504,True
270,-159.50136_21.91533,True
271,-159.49995_21.91783,True
272,-159.49849_21.91381,True
273,-159.47865_21.91507,True
274,-159.48448_21.91995,True
275,-159.48260_21.91726,True
276,-159.33686_22.05424,True
277,-159.32499_22.09766,True
278,-159.32517_22.09772,True
279,-159.48454_21.92602,True
280,-159.48351_21.93145,True
281,-159.46353_21.90660,True
282,-159.46052_21.91023,True
283,-159.46199_21.90547,True
284,-159.45824_21.90330,True
285,-159.45952_21.90472,True
286,-159.46256_21.88678,True
287,-159.46105_21.88766,True
288,-159.52644_21.91996,True
289,-159.52873_21.92124,True
290,-159.52938_21.92022,True
291,-159.51756_21.90351,True
292,-159.51673_21.90609,True
293,-159.51922_21.90768,True
294,-159.51525_21.90795,True
295,-159.51888_21.91431,True
296,-159.52361_21.91503,True
297,-159.52301_21.91643,True
298,-159.51771_21.90612,True
299,-159.51794_21.91186,True
300,-159.51861_21.91040,True
301,-159.51723_21.91015,True
302,-159.51648_21.91074,True
303,-159.51820_21.91356,True
304,-159.46212_21.89010,True
305,-159.46221_21.88938,True
306,-159.38276_22.05533,True
307,-159.38446_22.05494,True
308,-159.38390_22.05554,True
309,-159.38328_22.05602,True
310,-159.36963_22.05589,True
311,-159.36974_22.05605,True
312,-159.36800_22.05381,True
313,-159.36656_22.05229,True
314,-159.39200_22.06362,True
315,-159.39409_22.06417,True
316,-159.36981_22.05168,True
317,-159.37133_22.05195,True
318,-159.38253_22.05678,True
319,-159.38318_22.05747,True
320,-159.38018_22.06055,True
321,-159.38189_22.05964,True
322,-159.32256_22.09503,True
323,-159.32705_22.09646,True
324,-159.32449_22.09652,True
325,-159.32348_22.09692,True
326,-159.34561_22.10064,True
327,-159.34505_22.10088,True
328,-159.31636_22.09394,True
329,-159.31946_22.09375,True
330,-159.33991_22.10113,True
331,-159.35617_22.09831,True
332,-159.33347_22.10155,True
333,-159.45989_21.90401,True
334,-159.45898_21.90343,True
335,-159.37133_22.05750,True
336,-159.49573_22.20278,True
337,-159.48310_21.92747,True
338,-159.48202_21.92789,True
339,-159.48456_21.92101,True
340,-159.48332_21.93439,True
341,-159.46485_21.89580,True
342,-159.46443_21.90029,True
343,-159.46424_21.90065,True
344,-159.37455_22.10265,True
345,-159.49987_22.20216,True
346,-159.53322_21.92503,True
347,-159.53160_21.92529,True
348,-159.53156_21.92443,True
349,-159.53512_21.92338,True
350,-159.50011_21.92326,True
351,-159.50075_21.91888,True
352,-159.50113_21.91916,True
353,-159.46026_21.89843,True
354,-159.46588_21.90233,True
355,-159.46500_21.90140,True
356,-159.46027_21.90715,True
357,-159.46169_21.90653,True
358,-159.45949_21.90662,True
359,-159.46022_21.90604,True
360,-159.46026_21.90639,True
361,-159.46012_21.90674,True
362,-159.36942_22.05554,True
363,-159.36632_22.05243,True
364,-159.36670_22.05271,True
365,-159.39292_22.06166,True
366,-159.39408_22.06240,True
367,-159.39385_22.06442,True
368,-159.38154_22.05980,True
369,-159.38436_22.05781,True
370,-159.31832_22.06445,True
371,-159.38134_22.07800,True
372,-159.35714_22.08599,True
373,-159.36917_22.07545,True
374,-159.33657_22.05468,True
375,-159.33743_22.05511,True
376,-159.33537_22.05574,True
377,-159.34085_22.05445,True
378,-159.33900_22.05603,True
379,-159.34735_22.05667,True
380,-159.34915_22.05873,True
381,-159.34083_22.05893,True
382,-159.34010_22.05954,True
383,-159.34268_22.05918,True
384,-159.34493_22.05949,True
385,-159.34476_22.05592,True
386,-159.34601_22.05557,True
387,-159.34593_22.05584,True
388,-159.34603_22.05751,True
389,-159.34148_22.05750,True
390,-159.34253_22.05743,True
391,-159.34267_22.05405,True
392,-159.37341_22.05244,True
393,-159.37670_22.05622,True
394,-159.37649_22.05837,True
395,-159.37460_22.06057,True
396,-159.39405_22.05852,True
397,-159.36624_22.04887,True
398,-159.38296_22.05582,True
399,-159.38478_22.05411,True
400,-159.36619_22.05963,True
401,-159.46122_21.89193,True
402,-159.38136_22.05622,True
403,-159.49735_22.20595,True
404,-159.37278_22.07677,True
405,-159.35605_22.08612,True
406,-159.52160_21.92781,True
407,-159.34464_22.06160,True
408,-159.37598_22.05291,True
409,-159.37778_22.05488,True
410,-159.37526_22.05399,True
411,-159.37650_22.05459,True
412,-159.37696_22.05473,True
413,-159.38897_22.06074,True
414,-159.38768_22.06009,True
415,-159.38369_22.05617,True
416,-159.38400_22.05615,True
417,-159.36674_22.05410,True
418,-159.36690_22.05327,True
419,-159.38713_22.05770,True
420,-159.38750_22.05795,True
421,-159.39477_22.06516,True
422,-159.37032_22.05185,True
423,-159.37062_22.05231,True
424,-159.36965_22.05107,True
425,-159.38288_22.05664,True
426,-159.38336_22.05700,True
427,-159.37983_22.06247,True
428,-159.36038_22.07050,True
429,-159.36167_22.06975,True
430,-159.37197_22.07497,True
431,-159.36293_22.07150,True
432,-159.36304_22.06606,True
433,-159.36183_22.06788,True
434,-159.37362_22.09859,True
435,-159.37234_22.09701,True
436,-159.37365_22.09224,True
437,-159.31729_22.06890,True
438,-159.31788_22.06836,True
439,-159.31818_22.06969,True
440,-159.31867_22.06832,True
441,-159.31870_22.06812,True
442,-159.32351_22.09641,True
443,-159.32409_22.09522,True
444,-159.32623_22.09620,True
445,-159.33121_22.09843,True
446,-159.32463_22.09703,True
447,-159.34461_22.10086,True
448,-159.31671_22.09296,True
449,-159.31575_22.09382,True
450,-159.35741_22.09751,True
451,-159.35512_22.09948,True
452,-159.33572_22.10214,True
453,-159.33443_22.10041,True
454,-159.33518_22.09981,True
455,-159.33487_22.10171,True
456,-159.33495_22.10153,True
457,-159.33512_22.10084,True
458,-159.33690_22.10038,True
459,-159.33612_22.10062,True
460,-159.33366_22.09987,True
461,-159.32439_22.10491,True
462,-159.30698_22.10490,True
463,-159.30500_22.10156,True
464,-159.30555_22.10189,True
465,-159.30666_22.10275,True
466,-159.30671_22.10305,True
467,-159.50532_22.20119,True
468,-159.49562_22.20383,True
469,-159.45912_21.90326,True
470,-159.38137_22.05573,True
471,-159.49686_22.20569,True
472,-159.37336_22.07729,True
473,-159.36567_22.08237,True
474,-159.34403_22.06047,True
475,-159.34289_22.06066,True
476,-159.37584_22.05263,True
477,-159.37574_22.05297,True
478,-159.38878_22.06125,True
479,-159.38954_22.06165,True
480,-159.39076_22.06229,True
481,-159.48633_21.92660,True
482,-159.46218_21.91165,True
483,-159.37173_22.05505,True
484,-159.37061_22.05565,True
485,-159.50715_21.94041,True
486,-159.50859_21.93819,True
487,-159.45041_21.88244,True
488,-159.45175_21.88167,True
489,-159.33631_22.08515,True
490,-159.51973_21.91931,True
491,-159.51142_21.92543,True
492,-159.51202_21.93903,True
493,-159.51161_21.93406,True
494,-159.51016_21.93223,True
495,-159.35790_22.06791,True
496,-159.37731_22.07090,True
497,-159.37401_22.06889,True
498,-159.50538_22.19937,True
499,-159.50570_22.20035,True
500,-159.52616_21.92720,True
501,-159.47158_21.87967,True
502,-159.47112_21.88037,True
503,-159.35865_22.09617,True
504,-159.48385_21.93239,True
505,-159.48861_21.92719,True
506,-159.48781_21.92676,True
507,-159.36107_22.07193,True
508,-159.37489_22.06502,True
509,-159.37536_22.10255,True
510,-159.36987_22.09714,True
511,-159.50095_22.20265,True
512,-159.53200_21.92522,True
513,-159.53402_21.92449,True
514,-159.53421_21.92394,True
515,-159.49683_21.92373,True
516,-159.34134_22.10479,True
517,-159.32962_22.09704,True
518,-159.49886_22.20401,True
519,-159.49766_22.20295,True
520,-159.35450_22.07874,True
521,-159.53478_21.92291,True
522,-159.52254_21.92136,True
523,-159.52702_21.92365,True
524,-159.52594_21.92312,True
525,-159.52452_21.92198,True
526,-159.52355_21.92214,True
527,-159.52399_21.92265,True
528,-159.52505_21.92359,True
529,-159.52815_21.92326,True
530,-159.52862_21.92214,True
531,-159.52909_21.92124,True
532,-159.51840_21.90645,True
533,-159.51630_21.90741,True
534,-159.51609_21.90899,True
535,-159.52305_21.91604,True
536,-159.51636_21.91093,True
537,-159.52034_21.91244,True
538,-159.52016_21.91282,True
539,-159.51426_21.90816,True
540,-159.51524_21.90920,True
541,-159.51723_21.90787,True
542,-159.52376_21.91691,True
543,-159.52272_21.91826,True
544,-159.52290_21.91871,True
545,-159.51862_21.91778,True
546,-159.52056_21.92799,True
547,-159.52163_21.93284,True
548,-159.52117_21.93282,True
549,-159.52616_21.92902,True
550,-159.51785_21.93484,True
551,-159.52687_21.93432,True
552,-159.52907_21.93012,True
553,-159.52840_21.92901,True
554,-159.52863_21.92741,True
555,-159.52925_21.92599,True
556,-159.49948_21.92200,True
557,-159.49263_21.91769,True
558,-159.50185_21.92384,True
559,-159.49938_21.92336,True
560,-159.50686_21.92652,True
561,-159.50636_21.92657,True
562,-159.50606_21.92853,True
563,-159.49745_21.91820,True
564,-159.46621_21.89715,True
565,-159.49705_21.91769,True
566,-159.49879_21.91439,True
567,-159.50167_21.91821,True
568,-159.48490_21.88375,True
569,-159.48324_21.88290,True
570,-159.48100_21.91706,True
571,-159.48748_21.92259,True
572,-159.45984_21.89768,True
573,-159.33027_22.09667,True
574,-159.48351_21.92648,True
575,-159.46041_21.90438,True
576,-159.46045_21.90962,True
577,-159.46059_21.90048,True
578,-159.46826_21.88117,True
579,-159.44689_21.87094,True
580,-159.45119_21.88067,True
581,-159.46157_21.90733,True
582,-159.46087_21.90646,True
583,-159.46098_21.90471,True
584,-159.45931_21.90517,True
585,-159.46250_21.88706,True
586,-159.46177_21.88812,True
587,-159.33629_22.04731,True
588,-159.33671_22.05364,True
589,-159.33536_22.05539,True
590,-159.33559_22.05530,True
591,-159.33807_22.05504,True
592,-159.33882_22.05380,True
593,-159.34078_22.05330,True
594,-159.33831_22.05773,True
595,-159.34184_22.05959,True
596,-159.34316_22.05808,True
597,-159.34374_22.05895,True
598,-159.34623_22.05813,True
599,-159.34348_22.05764,True
600,-159.34191_22.05672,True
601,-159.34241_22.05639,True
602,-159.37211_22.05607,True
603,-159.37871_22.05679,True
604,-159.37634_22.05896,True
605,-159.37617_22.05818,True
606,-159.37569_22.05808,True
607,-159.37693_22.05754,True
608,-159.37716_22.05761,True
609,-159.37725_22.05776,True
610,-159.37893_22.05686,True
611,-159.36574_22.04827,True
612,-159.37516_22.05256,True
613,-159.36850_22.07536,True
614,-159.36524_22.04809,True
615,-159.36743_22.05022,True
616,-159.36666_22.04966,True
617,-159.38346_22.05469,True
618,-159.37448_22.05475,True
619,-159.37447_22.05422,True
620,-159.36016_22.06914,True
621,-159.37644_22.07040,True
622,-159.37357_22.06906,True
623,-159.37111_22.07389,True
624,-159.37095_22.07464,True
625,-159.36921_22.07276,True
626,-159.36328_22.06538,True
627,-159.36390_22.06773,True
628,-159.31780_22.06697,True
629,-159.31852_22.06588,True
630,-159.31872_22.06926,True
631,-159.31923_22.07098,True
632,-159.32884_22.09675,True
633,-159.33015_22.09919,True
634,-159.34165_22.09126,True
635,-159.34123_22.09025,True
636,-159.34292_22.09151,True
637,-159.33941_22.09988,True
638,-159.33923_22.09985,True
639,-159.32628_22.09709,True
640,-159.32592_22.09694,True
641,-159.34070_22.10053,True
642,-159.31746_22.09342,True
643,-159.31643_22.09327,True
644,-159.32079_22.09496,True
645,-159.34054_22.10211,True
646,-159.35750_22.09714,True
647,-159.35799_22.09750,True
648,-159.35546_22.10046,True
649,-159.35697_22.10038,True
650,-159.33458_22.10202,True
651,-159.33387_22.10167,True
652,-159.33406_22.10123,True
653,-159.33799_22.10039,True
654,-159.33530_22.10169,True
655,-159.33537_22.10147,True
656,-159.33623_22.10038,True
657,-159.33221_22.10030,True
658,-159.32544_22.10578,True
659,-159.30728_22.10523,True
660,-159.30312_22.10108,True
661,-159.30331_22.10119,True
662,-159.50441_22.20135,True
663,-159.50180_22.20157,True
664,-159.49657_22.21204,True
665,-159.49704_22.20637,True
666,-159.49647_22.20726,True
667,-159.52387_21.90457,True
668,-159.48720_21.92391,True
669,-159.48709_21.92444,True
670,-159.48742_21.92535,True
671,-159.36982_22.05407,True
672,-159.50935_21.94052,True
673,-159.50667_21.93476,True
674,-159.50645_21.93653,True
675,-159.45115_21.87880,True
676,-159.45180_21.87893,True
677,-159.45039_21.88279,True
678,-159.32214_22.06555,True
679,-159.52058_21.91846,True
680,-159.51843_21.91920,True
681,-159.51556_21.90998,True
682,-159.49484_21.91691,True
683,-159.36090_22.07060,True
684,-159.37748_22.06915,True
685,-159.38035_22.06920,True
686,-159.52601_21.92604,True
687,-159.52602_21.92750,True
688,-159.52540_21.92816,True
689,-159.45116_21.88159,True
690,-159.32119_22.06840,True
691,-159.52117_21.91855,True
692,-159.51978_21.92973,True
693,-159.51283_21.92747,True
694,-159.51374_21.92447,True
695,-159.50996_21.93159,True
696,-159.51956_21.94077,True
697,-159.50911_21.91506,True
698,-159.37868_22.06961,True
699,-159.45130_21.88261,True
700,-159.46144_21.90664,True
701,-159.46145_21.90593,True
702,-159.45967_21.90490,True
703,-159.46055_21.88507,True
704,-159.46086_21.88422,True
705,-159.46246_21.88867,True
706,-159.46109_21.88626,True
707,-159.46192_21.88733,True
708,-159.46091_21.88739,True
709,-159.47801_21.91494,True
710,-159.47310_21.91459,True
711,-159.48419_21.91977,True
712,-159.48424_21.91931,True
713,-159.48580_21.92010,True
714,-159.48760_21.92238,True
715,-159.33604_22.05334,True
716,-159.48630_21.92819,True
717,-159.46055_21.90508,True
718,-159.46085_21.90865,True
719,-159.36122_22.09852,True
720,-159.33037_22.10003,True
721,-159.49630_22.20853,True
722,-159.50409_21.93054,True
723,-159.34243_22.05912,True
724,-159.37504_22.05297,True
725,-159.38853_22.06201,True
726,-159.38964_22.06139,True
727,-159.38618_22.05949,True
728,-159.38671_22.05982,True
729,-159.36870_22.05117,True
730,-159.36814_22.05178,True
731,-159.38305_22.05495,True
732,-159.38417_22.05490,True
733,-159.38821_22.05787,True
734,-159.37052_22.05337,True
735,-159.36960_22.05307,True
736,-159.36938_22.05163,True
737,-159.36996_22.05118,True
738,-159.38320_22.05659,True
739,-159.38257_22.05908,True
740,-159.38250_22.05924,True
741,-159.38142_22.05794,True
742,-159.38829_22.05617,True
743,-159.37680_22.06449,True
744,-159.46941_21.87946,True
745,-159.48299_21.92625,True
746,-159.48441_21.92456,True
747,-159.46492_21.89444,True
748,-159.46604_21.90053,True
749,-159.46553_21.89699,True
750,-159.39192_22.05610,True
751,-159.37420_22.06317,True
752,-159.36138_22.07210,True
753,-159.37372_22.06362,True
754,-159.36735_22.09583,True
755,-159.50039_22.20297,True
756,-159.53138_21.92530,True
757,-159.45877_21.90355,True
758,-159.37359_22.05868,True
759,-159.37190_22.05887,True
760,-159.38307_22.05401,True
761,-159.50646_22.20138,True
762,-159.50238_22.19364,True
763,-159.34239_22.05973,True
764,-159.34121_22.05919,True
765,-159.37791_22.05423,True
766,-159.37691_22.05516,True
767,-159.37659_22.05540,True
768,-159.39035_22.05967,True
769,-159.48641_21.92764,True
770,-159.48973_21.92615,True
771,-159.45967_21.90987,True
772,-159.37067_22.05388,True
773,-159.36748_22.05257,True
774,-159.37025_22.05421,True
775,-159.37087_22.05480,True
776,-159.50588_21.93590,True
777,-159.45115_21.87863,True
778,-159.45040_21.88262,True
779,-159.50496_22.20055,True
780,-159.50474_22.20026,True
781,-159.52159_21.93061,True
782,-159.52202_21.92954,True
783,-159.52216_21.93044,True
784,-159.46834_21.88534,True
785,-159.47257_21.88009,True
786,-159.35556_22.08683,True
787,-159.48781_21.92697,True
788,-159.48734_21.92700,True
789,-159.46544_21.90003,True
790,-159.46537_21.89700,True
791,-159.46579_21.90100,True
792,-159.53143_21.92505,True
793,-159.53242_21.92476,True
794,-159.53474_21.92377,True
795,-159.32593_22.10400,True
796,-159.32438_22.10028,True
797,-159.33055_22.09821,True
798,-159.49808_22.20321,True
799,-159.36973_22.07913,True
800,-159.53565_21.92289,True
801,-159.53601_21.92301,True
802,-159.51433_21.92277,True
803,-159.51135_21.91796,True
804,-159.52943_21.92250,True
805,-159.52694_21.90356,True
806,-159.52539_21.92072,True
807,-159.52492_21.92197,True
808,-159.52448_21.92080,True
809,-159.52890_21.92326,True
810,-159.52808_21.92119,True
811,-159.51928_21.90545,True
812,-159.51815_21.90787,True
813,-159.51791_21.90768,True
814,-159.51818_21.90875,True
815,-159.51679_21.91047,True
816,-159.51577_21.91432,True
817,-159.51649_21.91137,True
818,-159.51647_21.90926,True
819,-159.52346_21.91992,True
820,-159.52322_21.91766,True
821,-159.52233_21.91836,True
822,-159.52389_21.91761,True
823,-159.51417_21.92568,True
824,-159.51910_21.94025,True
825,-159.52360_21.93659,True
826,-159.51968_21.93751,True
827,-159.51994_21.93824,True
828,-159.52238_21.93664,True
829,-159.52022_21.93046,True
830,-159.51710_21.93575,True
831,-159.53007_21.92790,True
832,-159.52995_21.92805,True
833,-159.50056_21.92223,True
834,-159.50084_21.92030,True
835,-159.49370_21.91782,True
836,-159.50659_21.92808,True
837,-159.50660_21.92636,True
838,-159.50635_21.92625,True
839,-159.50641_21.92951,True
840,-159.49715_21.91864,True
841,-159.47061_21.87949,True
842,-159.49911_21.91566,True
843,-159.49940_21.91572,True
844,-159.50158_21.91593,True
845,-159.50163_21.91708,True
846,-159.50158_21.91877,True
847,-159.50137_21.91657,True
848,-159.50054_21.91356,True
849,-159.49821_21.91274,True
850,-159.48138_21.91627,True
851,-159.48523_21.91951,True
852,-159.48378_21.91810,True
853,-159.32792_22.09593,True
854,-159.32594_22.09787,True
855,-159.46019_21.90471,True
856,-159.46047_21.90824,True
857,-159.46284_21.90879,True
858,-159.46446_21.90367,True
859,-159.46461_21.90356,True
860,-159.46386_21.90060,True
861,-159.46272_21.90678,True
862,-159.46244_21.90620,True
863,-159.46092_21.90494,True
864,-159.45760_21.90473,True
865,-159.45824_21.90430,True
866,-159.45799_21.90368,True
867,-159.46050_21.88617,True
868,-159.46261_21.88826,True
869,-159.46089_21.88642,True
870,-159.33825_22.04814,True
871,-159.33922_22.04799,True
872,-159.33632_22.05354,True
873,-159.33592_22.05511,True
874,-159.33988_22.05513,True
875,-159.33899_22.05498,True
876,-159.52940_21.92987,True
877,-159.52844_21.92923,True
878,-159.52492_21.92585,True
879,-159.52441_21.92564,True
880,-159.52086_21.92623,True
881,-159.49760_21.92253,True
882,-159.50730_21.92785,True
883,-159.50762_21.92815,True
884,-159.50684_21.92833,True
885,-159.50798_21.92678,True
886,-159.50696_21.93067,True
887,-159.49719_21.91919,True
888,-159.49783_21.91864,True
889,-159.46750_21.89594,True
890,-159.49777_21.91697,True
891,-159.49727_21.91436,True
892,-159.50127_21.91682,True
893,-159.50007_21.91380,True
894,-159.50125_21.91384,True
895,-159.48828_21.92313,True
896,-159.48388_21.91854,True
897,-159.48716_21.92077,True
898,-159.48530_21.92960,True
899,-159.33698_22.05459,True
900,-159.46004_21.91025,True
901,-159.46012_21.90833,True
902,-159.46416_21.90948,True
903,-159.37873_22.06304,True
904,-159.33823_22.04777,True
905,-159.50462_22.20139,True
906,-159.51452_22.20218,True
907,-159.45988_21.90358,True
908,-159.51876_21.93991,True
909,-159.38115_22.06516,True
910,-159.37850_22.10217,True
911,-159.37352_22.10458,True
912,-159.37266_22.10460,True
913,-159.37869_22.10502,True
914,-159.53181_21.92526,True
915,-159.53203_21.92481,True
916,-159.49709_21.92373,True
917,-159.50098_21.91894,True
918,-159.52391_21.90694,True
919,-159.49970_22.20293,True
920,-159.35386_22.08530,True
921,-159.35417_22.08222,True
922,-159.50849_21.91847,True
923,-159.52658_21.92378,True
924,-159.53069_21.92222,True
925,-159.52302_21.92424,True
926,-159.52751_21.92183,True
927,-159.52943_21.92039,True
928,-159.51575_21.90496,True
929,-159.51547_21.90464,True
930,-159.51913_21.90559,True
