,Uid,dist2_MunWells_m
127,-159.36710_21.94991,2514.187400015668
128,-159.36468_21.94992,2605.7960111818193
129,-159.36119_22.06893,420.1532576197741
130,-159.35793_22.07420,683.9063217812457
131,-159.37643_22.06850,1981.8934290761204
132,-159.50424_22.20029,1513.9805648277704
133,-159.52480_21.92646,1345.129107018162
134,-159.36098_22.09525,1298.474318093565
135,-159.40721_22.20951,2449.9241960864865
136,-159.40493_22.20951,2591.824843486882
137,-159.59202_21.90737,2555.836579050557
138,-159.57640_21.91292,930.4637113900257
139,-159.57636_21.91240,974.8944243091353
140,-159.48383_21.92892,1145.9386813527672
141,-159.48387_21.93322,755.442235384876
142,-159.48746_21.92794,1020.3052578069241
143,-159.46495_21.90098,1324.4917623551041
144,-159.46569_21.89698,1759.586633387106
145,-159.36893_22.05846,1588.3407716737293
146,-159.37505_22.06224,1938.9277875735363
147,-159.37857_22.10330,356.8748790852151
148,-159.37211_22.10006,694.1202269984079
149,-159.35870_22.09503,1453.3490000709644
150,-159.53453_21.92483,1831.3228507374656
151,-159.53184_21.92483,1693.0864295281337
152,-159.53294_21.92468,1759.9098029628785
153,-159.53312_21.92452,1784.378741581997
154,-159.53359_21.92372,1886.2714363718458
155,-159.50135_21.91961,534.2827018877132
156,-159.37047_21.97158,468.875297760114
157,-159.33046_22.09841,2182.8191393573475
158,-159.32899_22.09849,2134.8671765753006
159,-159.33000_22.09719,2039.8729425763324
160,-159.32940_22.09696,1992.727488102336
161,-159.49760_22.20521,1204.6940678586745
162,-159.36957_21.96902,619.8819976606935
163,-159.37298_21.96909,329.8266018456818
164,-159.37423_21.96848,331.5249661936148
165,-159.37394_22.07696,1986.4878727480527
166,-159.53528_21.92314,2030.432398118307
167,-159.53577_21.92187,2176.5624947701003
168,-159.51631_21.92111,1263.5563872687235
169,-159.52282_21.92123,1924.2278908103174
170,-159.52370_21.92231,1808.355602754928
171,-159.52535_21.92233,1803.5046500983608
172,-159.51468_21.90881,1948.0081924838385
173,-159.52080_21.91824,1797.035028012569
174,-159.52042_21.91991,1706.427036708412
175,-159.51742_21.94186,836.9860473850653
176,-159.52450_21.93290,632.7570020193634
177,-159.52142_21.93109,900.5750137473005
178,-159.51795_21.93557,776.7620184399827
179,-159.51922_21.93679,604.0308544544232
180,-159.51953_21.93076,1021.4806825988544
181,-159.52418_21.93075,872.5692153092157
182,-159.52635_21.93485,448.82658641579854
183,-159.52963_21.92778,1301.2988962440538
184,-159.52883_21.92869,1177.5922925489833
185,-159.52926_21.92623,1448.196932683091
186,-159.52319_21.92624,1378.7784637449242
187,-159.52307_21.92603,1403.8471392925367
188,-159.50036_21.92168,462.1657337660821
189,-159.49476_21.92207,961.1726391847276
190,-159.49520_21.92704,896.6948623128615
191,-159.49985_21.92335,419.53704853126936
192,-159.50734_21.92960,651.9103331080821
193,-159.50673_21.92727,420.23590644491725
194,-159.50772_21.92676,477.4036804356688
195,-159.50636_21.92970,606.7426844191481
196,-159.49910_21.92012,662.484351694044
197,-159.47076_21.87967,3739.7717976946956
198,-159.49802_21.91770,919.9662565614572
199,-159.50074_21.91520,996.140722270459
200,-159.46883_21.90542,1214.1264845825247
201,-159.47923_21.90767,2118.350618197449
202,-159.48030_21.91804,2284.9173358500825
203,-159.48569_21.92118,1783.0636704918545
204,-159.48485_21.92063,1870.7691721586564
205,-159.39778_21.96219,942.5530250542536
206,-159.33523_22.05256,1393.4732326912683
207,-159.33678_22.05396,1206.6926800978897
208,-159.33479_22.05301,1427.0661857074238
209,-159.33038_22.09477,1817.886285363715
210,-159.33033_22.09495,1832.9288690618116
211,-159.32516_22.09537,1693.7963878174592
212,-159.48302_21.93034,1057.8476856417988
213,-159.46351_21.90626,747.7910217303505
214,-159.46051_21.90991,238.4570956753087
215,-159.46010_21.90947,260.74685136257943
216,-159.46311_21.89798,1568.6497476270547
217,-159.46700_21.90195,1345.7052320027522
218,-159.45078_21.88083,2951.2082435707507
219,-159.46052_21.90751,480.60529165164064
220,-159.45967_21.90550,684.7262745659464
221,-159.45789_21.90466,787.4557163676842
222,-159.45797_21.90250,1022.9030836900344
223,-159.37173_21.96630,657.1641156740351
224,-159.37083_21.96743,615.2256733024296
225,-159.36997_21.96570,817.304203227376
226,-159.33765_22.04776,1401.0838203406677
227,-159.33595_22.05378,1294.007837965768
228,-159.33662_22.05546,1192.4471004525335
229,-159.33779_22.05717,985.3794885827056
230,-159.33871_22.05588,995.3350265063617
231,-159.33703_22.05725,1047.1239020433852
232,-159.33925_22.05708,867.8575450439567
233,-159.34019_22.05863,689.5514191213712
234,-159.34410_22.05816,455.6409953470393
235,-159.34401_22.05846,429.7099780153951
236,-159.34498_22.05860,380.9170724246862
237,-159.34451_22.05947,306.20242089381276
238,-159.34200_22.05649,663.0463059132376
239,-159.34218_22.05805,573.4842164748201
240,-159.34179_22.05778,622.7404964425268
241,-159.34211_22.05439,656.1162464935712
242,-159.34261_22.05332,641.1232586010029
243,-159.34472_22.05401,410.8609752325715
244,-159.34554_22.05395,339.51731468249693
245,-159.34631_22.05431,250.53577390298162
246,-159.34559_22.05489,293.7826871418661
247,-159.37237_22.05323,2243.942102311872
248,-159.37658_22.05647,2356.7204876536684
249,-159.37595_22.05653,2299.1080473896095
250,-159.36311_22.04779,1749.886758400468
251,-159.36611_22.04912,1967.56071469844
252,-159.38219_22.05554,2910.542731113106
253,-159.38786_22.05697,3380.5740754061126
254,-159.37812_22.06226,2240.9712967799323
255,-159.36393_22.08856,1887.9321510395737
256,-159.36191_22.06867,488.1075101662335
257,-159.37382_22.06840,1712.4541986766546
258,-159.36248_22.07141,656.4058240450928
259,-159.36313_22.07064,672.2367704245311
260,-159.36211_22.06667,517.8962648109381
261,-159.37278_22.09805,860.309687550438
262,-159.37169_22.09644,1067.857514602661
263,-159.31743_22.06838,1406.7849050695095
264,-159.31870_22.06885,1319.3576242185723
265,-159.31914_22.06883,1310.1951495459882
266,-159.32037_22.07372,754.4603917023247
267,-159.32021_22.08645,695.0302745651976
268,-159.32028_22.08603,648.176498019094
269,-159.32403_22.08845,920.1180284618365
270,-159.36064_22.09479,1360.529980016015
271,-159.33077_22.09798,2152.8267891094138
272,-159.33934_22.09951,2779.36980061586
273,-159.32996_22.09665,1984.0111716365636
274,-159.32820_22.09546,1791.3112179164818
275,-159.33044_22.09558,1900.0446625504592
276,-159.31760_22.08845,998.0568093040581
277,-159.31499_22.08728,1044.83866494165
278,-159.31550_22.09116,1334.3869764394392
279,-159.31540_22.08846,1118.3735498163073
280,-159.31931_22.08548,624.856166919884
281,-159.31787_22.08639,784.9582982398229
282,-159.32072_22.08944,1011.0312554573552
283,-159.33379_22.10044,2537.618975280767
284,-159.33618_22.10108,2724.4842251206264
285,-159.33579_22.10099,2694.450978895257
286,-159.32215_22.09409,1518.3799728046936
287,-159.32212_22.09229,1319.283078661402
288,-159.32226_22.09163,1246.1262126052209
289,-159.32009_22.09172,1269.7585055208995
290,-159.31976_22.09249,1359.3582387210122
291,-159.31950_22.09297,1416.2357314814772
292,-159.31944_22.09319,1441.0443717461178
293,-159.33510_22.09714,2302.3383438105634
294,-159.33200_22.09586,2005.8149689426864
295,-159.33314_22.09444,1941.791173463481
296,-159.33351_22.09532,2042.4623642932047
297,-159.33458_22.09644,2207.938539426552
298,-159.33320_22.09940,2407.5852384808945
299,-159.33305_22.09878,2340.24351613478
300,-159.32700_22.09494,1696.4678265156122
301,-159.32618_22.09388,1558.3559752908839
302,-159.32634_22.09424,1602.16486185036
303,-159.32558_22.09240,1384.2518491746068
304,-159.30698_22.10520,394.82000616766084
305,-159.30537_22.10228,230.54740775509504
306,-159.30841_22.14604,1036.3849003220716
307,-159.30468_22.14584,1226.6031828358477
308,-159.30687_22.15147,1636.159062796913
309,-159.30904_22.13688,300.76966952975096
310,-159.30390_22.13658,831.8887087816257
311,-159.30256_22.13767,972.518546613811
312,-159.30237_22.13805,996.0906632740003
313,-159.30476_22.13791,749.8942947139896
314,-159.30315_22.14084,1004.9785515337561
315,-159.30141_22.14017,1145.2698211638792
316,-159.30121_22.14034,1170.551377620239
317,-159.31679_22.15800,1098.1101935847814
318,-159.34168_22.18827,2472.411342120443
319,-159.33321_22.19253,2284.8692523384984
320,-159.37847_22.19782,4427.143784642908
321,-159.35821_22.19956,4585.096737584428
322,-159.39419_22.21981,4178.762983324565
323,-159.40835_22.20940,2374.586350759901
324,-159.41017_22.20639,1992.799605582101
325,-159.40911_22.21017,2405.7742070433137
326,-159.40489_22.21235,2844.8273362977784
327,-159.40516_22.21096,2704.0154863386615
328,-159.40911_22.20396,1844.3583055739211
329,-159.40404_22.21011,2702.107448049364
330,-159.40400_22.20969,2668.592221368331
331,-159.40537_22.20894,2514.558602514923
332,-159.40469_22.20777,2462.9862707632988
333,-159.40855_22.20770,2206.4045834589497
334,-159.40888_22.20724,2145.5180183828766
335,-159.40599_22.20675,2288.9091587540893
336,-159.50530_22.20095,1637.6920056840995
337,-159.57488_22.22320,1280.2699828254124
338,-159.40798_22.21438,2871.102562601552
339,-159.40833_22.21361,2779.0323263290493
340,-159.43192_22.21479,2596.98714586456
341,-159.45543_22.22546,3645.1158876665527
342,-159.49614_22.20425,1026.7068198043576
343,-159.49543_22.20661,1207.7881945279773
344,-159.55012_22.20986,700.2901649701463
345,-159.54394_22.21218,216.6462821747097
346,-159.54703_22.22181,1329.5332481188664
347,-159.54674_22.22329,1479.2119596850966
348,-159.55117_22.22221,1353.5435897755976
349,-159.55194_22.22324,1320.955627746685
350,-159.54672_22.22050,1181.7481494261488
351,-159.54536_22.21996,1088.2152623103314
352,-159.52538_21.90654,2873.7704146580486
353,-159.72647_21.97268,1474.2710237336123
354,-159.72606_21.97265,1439.4903547975903
355,-159.71604_21.96934,1134.5850406306101
356,-159.57795_21.90986,1299.898063668739
357,-159.72371_21.97278,1230.6238353130877
358,-159.72529_21.97335,1330.9012086945352
359,-159.72505_21.97368,1291.7677163073472
360,-159.72349_21.97565,1049.477080930365
361,-159.72235_21.97321,1090.5236721617007
362,-159.72141_21.97430,938.9490886811245
363,-159.72566_21.97264,1405.021722775473
364,-159.72500_21.97196,1391.6941838384064
365,-159.69396_21.96167,1793.7061600880304
366,-159.69751_21.96055,1915.7071581003077
367,-159.67280_21.96372,335.98892387617
368,-159.72208_21.97059,1275.4234726873735
369,-159.72210_21.97241,1129.9248059971878
370,-159.72135_21.97013,1269.7214574373975
371,-159.72184_21.96995,1315.9821623911319
372,-159.71902_21.96966,1192.8907370294592
373,-159.72099_21.97306,997.1743309578895
374,-159.71703_21.97278,794.3742820516954
375,-159.71388_21.96736,1313.6910850626641
376,-159.70893_21.96316,1712.769876713303
377,-159.70931_21.96403,1615.0761758260305
378,-159.69832_21.96204,1761.702947526344
379,-159.70313_21.96470,1632.4076649652957
380,-159.70486_21.96507,1584.9179820428794
381,-159.70774_21.96392,1640.9672140104544
382,-159.70778_21.96653,1354.4580085963312
383,-159.70695_21.96504,1531.7069623162354
384,-159.71021_21.96630,1363.5348881811929
385,-159.70468_21.96153,1965.2233395325293
386,-159.70377_21.96132,1997.4672107619706
387,-159.70589_21.96353,1719.458149380419
388,-159.70763_21.96228,1822.513794045783
389,-159.58786_21.92058,1714.3414683030298
390,-159.50055_22.20288,1270.343969314324
391,-159.35650_22.08605,1994.4510336409785
392,-159.52136_21.92770,1257.3089162444182
393,-159.34440_22.06119,170.46221003179787
394,-159.34710_22.06137,144.91048340943027
395,-159.34453_22.06097,172.92168642960704
396,-159.34135_22.05896,569.4868783725036
397,-159.34183_22.05893,531.7940925874085
398,-159.37355_22.05420,2257.537742119728
399,-159.37423_22.05259,2430.260518577355
400,-159.37605_22.05446,2438.417870408641
401,-159.37727_22.05570,2463.0426093706205
402,-159.38843_22.06114,3303.483750699901
403,-159.38679_22.06107,3139.7247442997423
404,-159.39185_22.06289,3614.2546635040576
405,-159.39080_22.06277,3508.626168592393
406,-159.66725_21.95768,788.2035879830206
407,-159.65750_21.96444,1028.0222150266338
408,-159.56455_21.97204,4505.789095235229
409,-159.58616_21.91903,1555.5693677425588
410,-159.58602_21.91855,1544.8345311249775
411,-159.58670_21.92002,1609.791766270231
412,-159.58610_21.92079,1552.7364534887586
413,-159.58640_21.92221,1481.437649270041
414,-159.58692_21.92293,1444.254659481109
415,-159.58811_21.92389,1436.6430266147734
416,-159.58739_21.92371,1403.6991168584752
417,-159.58721_21.92581,1217.8964054051094
418,-159.58723_21.92564,1233.0069776190226
419,-159.48584_21.92643,1245.025924445112
420,-159.48571_21.92316,1577.561372557841
421,-159.48700_21.92356,1488.9181236854874
422,-159.45949_21.90853,348.7752834993092
423,-159.36748_22.05206,2013.2857166590918
424,-159.37043_22.05523,1945.3088401647888
425,-159.36979_22.05433,1974.2388362965696
426,-159.50732_21.93429,1111.7625421103564
427,-159.50574_21.94040,1530.6450899642684
428,-159.50480_21.92821,389.94046675662565
429,-159.45109_21.87995,3051.073591340923
430,-159.32489_22.05806,2204.712050722559
431,-159.32532_22.05877,2147.313919649323
432,-159.52006_21.91960,1679.3985655519898
433,-159.51934_21.91956,1608.4504713200088
434,-159.51879_21.91864,1585.8299409561316
435,-159.51540_21.93265,1167.7185642851268
436,-159.51226_21.93732,1296.6260467787054
437,-159.51249_21.90820,1893.8630577360418
438,-159.52487_21.90813,2719.583111221218
439,-159.50534_22.20035,1625.4613131965555
440,-159.52501_21.92633,1360.1288340520641
441,-159.36023_22.10103,885.8930240051108
442,-159.36487_22.09652,1007.1320698646525
443,-159.36248_22.09615,1136.104913834627
444,-159.35717_22.09665,1432.0400357326087
445,-159.40753_22.20912,2395.820076547402
446,-159.40325_22.21157,2878.381234309739
447,-159.57732_21.91312,971.7585608746808
448,-159.57655_21.91440,813.6218945617039
449,-159.57610_21.91491,740.6275175410852
450,-159.57559_21.91308,868.2288974592102
451,-159.57469_21.91388,744.756003083185
452,-159.57419_21.91434,675.2668028069743
453,-159.37029_21.97140,487.12293829729276
454,-159.37481_21.96887,279.29150299928506
455,-159.36989_21.97046,538.1665739423681
456,-159.37674_21.97925,888.7726353120315
457,-159.34032_22.10461,2806.3154433939294
458,-159.49930_22.20367,1213.383302237013
459,-159.49905_22.20387,1207.185031356797
460,-159.37256_21.96830,425.3217640263553
461,-159.53555_21.92232,2122.2555000590182
462,-159.53622_21.92272,2122.47773137648
463,-159.51228_21.91677,1108.9496086156344
464,-159.51344_21.91629,1234.5354495155725
465,-159.52600_21.92479,1535.7356464538389
466,-159.53145_21.92218,1946.7650080425005
467,-159.52440_21.92260,1773.4831373856678
468,-159.52394_21.92463,1550.1930813039426
469,-159.52692_21.92037,2032.3796801532767
470,-159.52655_21.92046,2018.1898865487406
471,-159.52837_21.92326,1741.0705000676087
472,-159.51585_21.90435,2432.8453355653187
473,-159.51599_21.90452,2423.9017547388844
474,-159.51613_21.90468,2415.375406093891
475,-159.51844_21.90540,2479.6278115415125
476,-159.52229_21.91534,2062.8149431956444
477,-159.52283_21.91723,2031.2238189599805
478,-159.51859_21.90787,2272.990987281254
479,-159.51760_21.91142,1915.9048446042261
480,-159.51614_21.90998,1932.2271841939641
481,-159.51816_21.91090,1996.9741966401762
482,-159.51407_21.90828,1963.8468814384
483,-159.51485_21.90895,1944.2904297704376
484,-159.52371_21.91964,2044.7835731552902
485,-159.52361_21.91703,2114.822563123981
486,-159.51870_21.91808,1599.7522853003086
487,-159.51457_21.93057,1299.9779892195709
488,-159.52059_21.92858,1189.7838281293982
489,-159.51860_21.93940,639.1359956743524
490,-159.51759_21.93683,763.5687035186886
491,-159.52036_21.93245,818.257851402212
492,-159.52960_21.93044,1034.9871521294529
493,-159.52840_21.92637,1407.155694591987
494,-159.52754_21.92643,1379.669017232554
495,-159.49828_21.92269,597.3097456173413
496,-159.50058_21.92164,443.8096605664024
497,-159.50156_21.92112,394.70324023015036
498,-159.49691_21.93165,754.3089168937677
499,-159.50698_21.92751,457.1267847339543
500,-159.50793_21.92703,509.68020237483114
501,-159.50556_21.91715,717.5011156191158
502,-159.50560_21.91679,758.180590594403
503,-159.47000_21.87993,3687.6376371730303
504,-159.46624_21.89732,1748.123086948251
505,-159.46612_21.89661,1815.3225574825635
506,-159.50152_21.91483,1007.2765383103826
507,-159.50148_21.91504,986.3343929919143
508,-159.50136_21.91533,959.6926017658412
509,-159.49995_21.91783,778.9929651378521
510,-159.49849_21.91381,1236.0834172170821
511,-159.47888_21.96240,738.6022101071098
512,-159.47865_21.91507,2042.0977231096526
513,-159.48448_21.91995,1954.6286900218527
514,-159.48260_21.91726,2304.269337063357
515,-159.39818_21.96230,923.9735600235829
516,-159.33686_22.05424,1193.9800773604547
517,-159.32935_22.09395,1688.2436940666068
518,-159.33028_22.09460,1796.4445262621746
519,-159.32499_22.09766,1809.9996384737774
520,-159.32517_22.09772,1826.5478009984963
521,-159.48454_21.92602,1352.2577957737835
522,-159.48351_21.93145,928.543340002632
523,-159.46353_21.90660,719.0489252546312
524,-159.46052_21.91023,210.683852255392
525,-159.46199_21.90547,745.6017453477707
526,-159.45824_21.90330,931.4563546788081
527,-159.45952_21.90472,770.1404662070512
528,-159.46256_21.88678,2777.7278837361982
529,-159.46105_21.88766,2665.490568815317
530,-159.35994_21.96407,1754.2215190926884
531,-159.39407_21.96664,705.2566084722124
532,-159.39064_21.96458,1124.7493083033987
533,-159.39308_21.96413,969.4032265031713
534,-159.39249_21.96460,976.0245881241827
535,-159.39173_21.96560,968.1036132829668
536,-159.39770_21.96474,669.3418065162408
537,-159.40018_21.96417,710.9558962869509
538,-159.39835_21.96388,747.3363937215414
539,-159.39800_21.96346,799.7181195210724
540,-159.39861_21.96462,662.4781265829827
541,-159.39829_21.96493,634.4275312521424
542,-159.52644_21.91996,2073.097718772544
543,-159.52873_21.92124,1966.580673510233
544,-159.52938_21.92022,2092.079677377558
545,-159.51756_21.90351,2602.3860212237664
546,-159.51673_21.90609,2315.769453275298
547,-159.51922_21.90768,2331.713751881845
548,-159.51525_21.90795,2060.433476625684
549,-159.51888_21.91431,1814.6520617385906
550,-159.52361_21.91503,2199.7499851791226
551,-159.52301_21.91643,2081.0315293860135
552,-159.51771_21.90612,2370.4524398602875
553,-159.51794_21.91186,1907.724582253849
554,-159.51861_21.91040,2069.040456253346
555,-159.51723_21.91015,1990.4278871807117
556,-159.51648_21.91074,1890.4392033972947
557,-159.51820_21.91356,1806.360030529529
558,-159.46212_21.89010,2406.7136173945096
559,-159.46221_21.88938,2487.0781985007825
560,-159.36294_21.95976,1792.177676967946
561,-159.36173_21.96552,1517.6546094109585
562,-159.39242_21.96706,823.2912114172248
563,-159.39266_21.96692,808.6664671677659
564,-159.39309_21.96618,816.3155435174167
565,-159.39375_21.96633,752.6179593141504
566,-159.39280_21.96496,925.7955880016334
567,-159.39148_21.96569,984.4218464663754
568,-159.39642_21.96222,975.0084615395692
569,-159.39793_21.96266,888.3624113094921
570,-159.34789_21.95835,3151.4681328079655
571,-159.36589_21.96893,980.5830935828772
572,-159.36942_21.97146,577.2702502692619
573,-159.36856_21.97005,682.2566681127988
574,-159.38276_22.05533,2973.374818344873
575,-159.38446_22.05494,3148.9080014980555
576,-159.38390_22.05554,3068.4567183377144
577,-159.38328_22.05602,2987.070915375675
578,-159.36963_22.05589,1835.9897674420884
579,-159.36974_22.05605,1831.240870258478
580,-159.36800_22.05381,1904.8637566844307
581,-159.36656_22.05229,1915.328958336077
582,-159.39200_22.06362,3618.2596236478666
583,-159.39409_22.06417,3821.2852922153857
584,-159.36981_22.05168,2204.754870008885
585,-159.37133_22.05195,2277.734851097748
586,-159.38253_22.05678,2881.243451988118
587,-159.38318_22.05747,2911.894212207145
588,-159.38018_22.06055,2500.487078264745
589,-159.38189_22.05964,2699.7938622872734
590,-159.31778_22.09234,1390.9276437800988
591,-159.31893_22.09070,1182.744651870373
592,-159.32256_22.09503,1623.8086020471249
593,-159.32705_22.09646,1858.1492525963827
594,-159.32449_22.09652,1788.1885559254044
595,-159.32348_22.09692,1676.4829753691238
596,-159.34561_22.10064,2316.9587171178387
597,-159.34505_22.10088,2367.95191212403
598,-159.31636_22.09394,1168.5304750502146
599,-159.31663_22.09241,1305.1454499682488
600,-159.31946_22.09375,1437.5996785703235
601,-159.31539_22.08435,803.1849978805493
602,-159.33991_22.10113,2884.776993727781
603,-159.35617_22.09831,1401.7303177560302
604,-159.32741_22.08296,635.5942858870702
605,-159.33347_22.10155,2630.736183899345
606,-159.71158_21.96712,1284.173796993783
607,-159.71142_21.96702,1293.2782031232496
608,-159.67518_22.10909,3301.23413279446
609,-159.64594_22.13092,343.90435494974884
610,-159.64517_22.13083,373.5351065987056
611,-159.64728_22.12980,193.07707268240082
612,-159.66082_22.12941,1135.6736660099969
613,-159.65768_21.97917,1884.7721568102895
614,-159.45989_21.90401,851.4022910713942
615,-159.45898_21.90343,911.8408956519447
616,-159.36152_21.96452,1587.5740880475512
617,-159.36286_21.96547,1415.5383534340137
618,-159.38744_21.94769,2819.515567216981
619,-159.37133_22.05750,1847.1169279452079
620,-159.49573_22.20278,875.5511491188084
621,-159.57541_21.91409,765.0367863973074
622,-159.48310_21.92747,1313.8275383871471
623,-159.48202_21.92789,1340.2223309151702
624,-159.48456_21.92101,1842.7600366344286
625,-159.48332_21.93439,715.9378120360304
626,-159.46485_21.89580,1852.2961125515471
627,-159.46443_21.90029,1371.9061617554414
628,-159.46424_21.90065,1326.742372924064
629,-159.37455_22.10265,319.7167296135156
630,-159.49987_22.20216,1169.7377205456676
631,-159.53322_21.92503,1740.938250979637
632,-159.53160_21.92529,1636.7291308315814
633,-159.53156_21.92443,1720.9941597474196
634,-159.53512_21.92338,1998.764766159502
635,-159.50011_21.92326,399.4624758975051
636,-159.50075_21.91888,636.0580964782321
637,-159.50113_21.91916,588.5533147846273
638,-159.46026_21.89843,1469.2824380110114
639,-159.46588_21.90233,1244.2559601032208
640,-159.46500_21.90140,1286.0680804864535
641,-159.44512_21.87279,3423.7672363730626
642,-159.46027_21.90715,513.1115634001288
643,-159.46169_21.90653,624.9886461321939
644,-159.45949_21.90662,559.7749066773772
645,-159.46022_21.90604,632.3672866097442
646,-159.46026_21.90639,594.944051139939
647,-159.46012_21.90674,553.7687332205409
648,-159.36942_22.05554,1848.9437121739438
649,-159.36632_22.05243,1887.6360884727155
