,Uid,InSLR2030
113,-155.03827_19.72745,True
114,-155.03892_19.72863,True
115,-155.03901_19.72791,True
116,-155.03956_19.72831,True
117,-155.03952_19.72765,True
118,-155.04003_19.72739,True
119,-155.04054_19.72713,True
120,-155.04117_19.72682,True
121,-155.04175_19.72721,True
122,-155.04186_19.72682,True
123,-155.04211_19.72669,True
124,-155.04237_19.72656,True
125,-155.04317_19.72650,True
126,-155.04294_19.72750,True
127,-155.04234_19.72766,True
128,-155.04143_19.72821,True
129,-155.04018_19.72884,True
130,-155.04007_19.72922,True
131,-155.04085_19.72767,True
132,-155.04415_19.72531,True
133,-155.03766_19.72641,True
134,-155.03982_19.72818,True
135,-155.04147_19.72735,True
136,-155.04145_19.72668,True
137,-155.03862_19.72810,True
138,-155.03868_19.72875,True
139,-155.03962_19.72900,True
140,-155.03930_19.72844,True
141,-155.03926_19.72778,True
142,-155.04033_19.72793,True
143,-155.03741_19.72654,True
144,-155.03755_19.72349,True
145,-155.03721_19.72356,True
146,-155.03663_19.72369,True
147,-155.03600_19.72403,True
148,-155.03601_19.72486,True
149,-155.03661_19.72457,True
150,-155.03701_19.72436,True
151,-155.03727_19.72423,True
152,-155.03752_19.72411,True
153,-155.03778_19.72398,True
154,-155.03804_19.72385,True
155,-155.03830_19.72372,True
156,-155.03907_19.72369,True
157,-155.03910_19.72399,True
158,-155.03885_19.72412,True
159,-155.03859_19.72425,True
160,-155.03833_19.72438,True
161,-155.03808_19.72451,True
162,-155.03782_19.72464,True
163,-155.03756_19.72476,True
164,-155.03731_19.72489,True
165,-155.03630_19.72539,True
166,-155.03683_19.72497,True
167,-155.08386_19.71892,True
168,-155.08398_19.71862,True
169,-155.07930_19.71538,True
170,-155.07977_19.71514,True
171,-155.07957_19.71526,True
172,-155.07990_19.71561,True
173,-155.07987_19.71554,True
174,-155.08017_19.71529,True
175,-155.08023_19.71543,True
176,-155.07925_19.71578,True
177,-155.07925_19.71630,True
178,-155.07868_19.71577,True
179,-155.07847_19.71568,True
180,-155.07903_19.71549,True
181,-155.07917_19.71544,True
182,-155.07674_19.70991,True
183,-155.07187_19.70786,True
184,-155.07353_19.70925,True
185,-155.07351_19.70956,True
186,-155.07403_19.70835,True
187,-155.07399_19.70812,True
188,-155.07430_19.70789,True
189,-155.07450_19.70813,True
190,-155.07452_19.70844,True
191,-155.07476_19.70781,True
192,-155.07045_19.71449,True
193,-155.06474_19.71511,True
194,-155.06386_19.71278,True
195,-155.06661_19.71249,True
196,-155.06665_19.70785,True
197,-155.06777_19.70895,True
198,-155.06471_19.70813,True
199,-155.06471_19.70990,True
200,-155.06455_19.70668,True
201,-155.07304_19.71056,True
202,-155.07322_19.71050,True
203,-155.07341_19.71044,True
204,-155.07359_19.71038,True
205,-155.07376_19.71033,True
206,-155.07409_19.71022,True
207,-155.07426_19.71017,True
208,-155.07442_19.71011,True
209,-155.07459_19.71006,True
210,-155.07492_19.70995,True
211,-155.07511_19.70989,True
212,-155.07533_19.70983,True
213,-155.07557_19.70975,True
214,-155.07568_19.71005,True
215,-155.07545_19.71013,True
216,-155.07521_19.71023,True
217,-155.07504_19.71028,True
218,-155.07487_19.71033,True
219,-155.07471_19.71039,True
220,-155.07454_19.71044,True
221,-155.07435_19.71050,True
222,-155.07441_19.71075,True
223,-155.07417_19.71128,True
224,-155.07414_19.71112,True
225,-155.07410_19.71096,True
226,-155.07407_19.71080,True
227,-155.07410_19.71057,True
228,-155.07394_19.71063,True
229,-155.07377_19.71067,True
230,-155.07360_19.71073,True
231,-155.07373_19.71092,True
232,-155.07377_19.71109,True
233,-155.07380_19.71125,True
234,-155.07309_19.71119,True
235,-155.07326_19.71113,True
236,-155.07344_19.71107,True
237,-155.07337_19.71081,True
238,-155.07321_19.71086,True
239,-155.07304_19.71091,True
240,-155.09173_19.75613,True
241,-155.19479_19.95379,True
242,-155.26238_20.00433,True
243,-155.59152_20.11689,True
244,-155.60579_20.10765,True
245,-155.60477_20.10776,True
246,-155.60910_20.10623,True
247,-155.60910_20.10537,True
248,-155.59576_20.10839,True
249,-155.59747_20.10819,True
250,-155.59408_20.10795,True
251,-155.59510_20.10802,True
252,-155.59564_20.10793,True
253,-155.82718_20.03786,True
254,-155.82695_20.03773,True
255,-155.83086_19.97853,True
256,-155.82830_19.98240,True
257,-155.82865_19.97968,True
258,-155.82903_19.97877,True
259,-155.82855_19.98035,True
260,-155.83048_19.97776,True
261,-155.86731_19.94360,True
262,-155.83660_19.97247,True
263,-155.83699_19.97250,True
264,-155.84327_19.97004,True
265,-155.84308_19.97025,True
266,-155.84289_19.97046,True
267,-155.84269_19.97068,True
268,-155.84247_19.97089,True
269,-155.84222_19.97108,True
270,-155.84198_19.97125,True
271,-155.84042_19.97235,True
272,-155.84064_19.97159,True
273,-155.84087_19.97142,True
274,-155.84119_19.97119,True
275,-155.84166_19.97086,True
276,-155.84189_19.97069,True
277,-155.84212_19.97053,True
278,-155.84269_19.96993,True
279,-155.84712_19.96765,True
280,-155.84687_19.96772,True
281,-155.84628_19.96794,True
282,-155.84592_19.96813,True
283,-155.84568_19.96829,True
284,-155.84534_19.96850,True
285,-155.84510_19.96866,True
286,-155.84438_19.96913,True
287,-155.84414_19.96929,True
288,-155.84390_19.96944,True
289,-155.84349_19.96980,True
290,-155.84332_19.96924,True
291,-155.84408_19.96872,True
292,-155.84432_19.96856,True
293,-155.84480_19.96825,True
294,-155.84504_19.96810,True
295,-155.84562_19.96772,True
296,-155.84587_19.96756,True
297,-155.84671_19.96716,True
298,-155.84702_19.96712,True
299,-155.84764_19.96708,True
300,-155.85298_19.96578,True
301,-155.85276_19.96595,True
302,-155.85243_19.96619,True
303,-155.85219_19.96635,True
304,-155.85196_19.96651,True
305,-155.85002_19.96750,True
306,-155.84975_19.96751,True
307,-155.84950_19.96753,True
308,-155.84927_19.96751,True
309,-155.84904_19.96700,True
310,-155.84934_19.96698,True
311,-155.84963_19.96696,True
312,-155.84991_19.96695,True
313,-155.85022_19.96692,True
314,-155.85094_19.96660,True
315,-155.85117_19.96644,True
316,-155.85165_19.96611,True
317,-155.85212_19.96579,True
318,-155.85269_19.96540,True
319,-155.85293_19.96523,True
320,-155.85340_19.96491,True
321,-155.85364_19.96475,True
322,-155.85408_19.96442,True
323,-155.85719_19.96059,True
324,-155.85704_19.96083,True
325,-155.85689_19.96107,True
326,-155.85674_19.96130,True
327,-155.85659_19.96154,True
328,-155.85644_19.96178,True
329,-155.85623_19.96212,True
330,-155.85608_19.96236,True
331,-155.85563_19.96307,True
332,-155.85533_19.96354,True
333,-155.85518_19.96378,True
334,-155.85489_19.96425,True
335,-155.85472_19.96450,True
336,-155.85430_19.96419,True
337,-155.85473_19.96353,True
338,-155.85502_19.96305,True
339,-155.85517_19.96281,True
340,-155.85532_19.96258,True
341,-155.85547_19.96234,True
342,-155.85563_19.96210,True
343,-155.85599_19.96153,True
344,-155.85614_19.96129,True
345,-155.85674_19.96034,True
346,-155.85689_19.96010,True
347,-155.85720_19.95961,True
348,-155.85742_19.95915,True
349,-155.85747_19.95890,True
350,-155.92285_19.85489,True
351,-155.92644_19.85239,True
352,-155.90457_19.88742,True
353,-155.90509_19.89198,True
354,-156.03940_19.78078,True
355,-155.05940_19.72690,True
356,-155.04150_19.73489,True
357,-155.01958_19.73103,True
358,-155.04441_19.72499,True
359,-155.03897_19.72369,True
360,-155.07947_19.71526,True
361,-155.06445_19.70668,True
362,-155.59737_20.10819,True
363,-155.83076_19.97853,True
364,-155.82855_19.97968,True
365,-155.82893_19.97877,True
366,-155.82845_19.98035,True
367,-155.83689_19.97250,True
368,-155.84237_19.97089,True
369,-155.84188_19.97125,True
370,-155.84109_19.97119,True
371,-155.84202_19.97053,True
372,-155.84702_19.96765,True
373,-155.84677_19.96772,True
374,-155.84500_19.96866,True
375,-155.84339_19.96980,True
376,-155.84322_19.96924,True
377,-155.84398_19.96872,True
378,-155.84422_19.96856,True
379,-155.84470_19.96825,True
380,-155.85186_19.96651,True
381,-155.84917_19.96751,True
382,-155.85155_19.96611,True
383,-155.85283_19.96523,True
384,-155.85354_19.96475,True
385,-155.85709_19.96059,True
386,-155.85553_19.96307,True
387,-155.85462_19.96450,True
388,-155.85492_19.96305,True
389,-155.85507_19.96281,True
390,-155.85537_19.96234,True
391,-155.85553_19.96210,True
392,-155.85589_19.96153,True
393,-155.85679_19.96010,True
394,-155.85737_19.95890,True
395,-155.08388_19.71862,True
396,-155.08408_19.71862,True
397,-155.07915_19.71578,True
398,-155.07935_19.71578,True
399,-155.85209_19.96635,True
400,-155.85229_19.96635,True
401,-155.84924_19.96698,True
402,-155.84944_19.96698,True
403,-155.92275_19.85489,True
404,-155.92295_19.85489,True
405,-155.86729_19.94478,True
406,-155.86745_19.94475,True
407,-155.86755_19.94467,True
408,-155.86750_19.94458,True
409,-155.86744_19.94451,True
410,-155.86738_19.94445,True
411,-155.86729_19.94435,True
412,-155.86725_19.94427,True
413,-155.86720_19.94414,True
414,-155.86717_19.94456,True
415,-155.86710_19.94436,True
416,-155.86684_19.94410,True
417,-155.86705_19.94404,True
418,-155.86696_19.94392,True
419,-155.86695_19.94371,True
420,-155.86695_19.94359,True
421,-155.86696_19.94351,True
422,-155.86700_19.94345,True
423,-155.86699_19.94335,True
424,-155.86673_19.94358,True
425,-155.86673_19.94348,True
426,-155.86637_19.94354,True
427,-155.86642_19.94343,True
428,-155.86682_19.94323,True
429,-155.86700_19.94318,True
430,-155.86706_19.94313,True
431,-155.86707_19.94304,True
432,-155.86727_19.94304,True
433,-155.86736_19.94302,True
434,-155.86747_19.94301,True
435,-155.86688_19.94289,True
436,-155.86781_19.94291,True
437,-155.86779_19.94310,True
438,-155.86769_19.94313,True
439,-155.86760_19.94308,True
440,-155.86770_19.94241,True
441,-155.86773_19.94232,True
442,-155.86775_19.94222,True
443,-155.86781_19.94254,True
444,-155.86805_19.94261,True
445,-155.86805_19.94268,True
446,-155.86805_19.94276,True
447,-155.86831_19.94295,True
448,-155.86808_19.94317,True
449,-155.86794_19.94315,True
450,-155.86861_19.94292,True
451,-155.86863_19.94300,True
452,-155.86867_19.94310,True
453,-155.86863_19.94317,True
454,-155.86854_19.94318,True
455,-155.86842_19.94317,True
456,-155.86849_19.94286,True
457,-155.86823_19.94348,True
458,-155.86813_19.94346,True
459,-155.86805_19.94342,True
460,-155.86797_19.94343,True
461,-155.86786_19.94340,True
462,-155.86783_19.94395,True
463,-155.86772_19.94395,True
464,-155.86765_19.94380,True
465,-155.86776_19.94377,True
466,-155.86788_19.94255,True
467,-155.86834_19.94289,True
468,-155.86694_19.94283,True
469,-155.86688_19.94326,True
470,-155.86677_19.94403,True
471,-155.86725_19.94458,True
472,-155.86736_19.94476,True
473,-155.86793_19.94309,True
474,-155.86721_19.94420,True
475,-155.86638_19.94348,True
476,-155.86749_19.94468,True
477,-154.96068_19.36496,True
478,-154.84455_19.45739,True
479,-154.92404_19.58665,True
480,-154.93305_19.59369,True
481,-154.93251_19.59513,True
482,-154.93294_19.59528,True
483,-154.89046_19.56280,True
484,-154.89119_19.56319,True
485,-154.89148_19.56347,True
486,-154.89234_19.56389,True
487,-155.98924_19.63006,True
488,-155.98950_19.62957,True
489,-155.98228_19.61366,True
490,-155.98624_19.61791,True
491,-155.98150_19.61221,True
492,-155.98169_19.61225,True
493,-155.98182_19.61218,True
494,-155.98230_19.61192,True
495,-155.98254_19.61228,True
496,-155.98254_19.61248,True
497,-155.97588_19.60580,True
498,-155.97085_19.58639,True
499,-155.97090_19.58651,True
500,-155.97098_19.58671,True
501,-155.97105_19.58700,True
502,-155.97530_19.59909,True
503,-155.96388_19.56267,True
504,-155.96477_19.56278,True
505,-155.96456_19.56283,True
506,-155.95566_19.52787,True
507,-155.95562_19.52664,True
508,-155.95552_19.52570,True
509,-155.91968_19.47498,True
510,-155.91925_19.47398,True
511,-155.91846_19.47259,True
512,-155.91817_19.47355,True
513,-155.91805_19.47293,True
514,-155.91842_19.47347,True
515,-155.91994_19.47122,True
516,-155.91964_19.47109,True
517,-155.91980_19.47080,True
518,-155.92123_19.46976,True
519,-155.92094_19.47034,True
520,-155.91939_19.47129,True
521,-155.92058_19.46930,True
522,-155.92397_19.45754,True
523,-155.92564_19.45943,True
524,-155.92489_19.46013,True
525,-155.92412_19.46175,True
526,-155.92432_19.46150,True
527,-155.92454_19.46164,True
528,-155.92404_19.46219,True
529,-155.92391_19.46262,True
530,-155.91024_19.42325,True
531,-155.91078_19.42343,True
532,-155.91166_19.42475,True
533,-155.91032_19.42222,True
534,-155.90174_19.38698,True
535,-155.90285_19.38798,True
536,-155.90331_19.38820,True
537,-155.90051_19.38456,True
538,-155.90079_19.38544,True
539,-155.89918_19.38022,True
540,-155.89892_19.38027,True
541,-155.90035_19.38173,True
542,-155.89990_19.38131,True
543,-155.90770_19.18196,True
544,-155.90687_19.17354,True
545,-155.50512_19.13607,True
546,-154.93295_19.59369,True
547,-155.92113_19.46976,True
548,-155.50502_19.13607,True
549,-155.61148_18.97004,True
550,-159.49511_22.21023,True
551,-159.49588_22.20505,True
552,-159.50072_22.20278,True
553,-159.50424_22.20029,True
554,-159.49760_22.20521,True
555,-159.33523_22.05256,True
556,-159.33678_22.05396,True
557,-159.33479_22.05301,True
558,-159.33595_22.05378,True
559,-159.33662_22.05546,True
560,-159.31743_22.06838,True
561,-159.31870_22.06885,True
562,-159.31914_22.06883,True
563,-159.32037_22.07372,True
564,-159.31931_22.08548,True
565,-159.30841_22.14604,True
566,-159.30468_22.14584,True
567,-159.30687_22.15147,True
568,-159.33321_22.19253,True
569,-159.50530_22.20095,True
570,-159.45543_22.22546,True
571,-159.49614_22.20425,True
572,-159.49543_22.20661,True
573,-159.54394_22.21218,True
574,-159.54703_22.22181,True
575,-159.54674_22.22329,True
576,-159.55117_22.22221,True
577,-159.55194_22.22324,True
578,-159.54672_22.22050,True
579,-159.54536_22.21996,True
580,-159.50055_22.20288,True
581,-159.32489_22.05806,True
582,-159.32532_22.05877,True
583,-159.50534_22.20035,True
584,-159.49930_22.20367,True
585,-159.49905_22.20387,True
586,-159.33686_22.05424,True
587,-159.49573_22.20278,True
588,-159.49987_22.20216,True
589,-159.31832_22.06445,True
590,-159.33657_22.05468,True
591,-159.33537_22.05574,True
592,-159.49735_22.20595,True
593,-159.31729_22.06890,True
594,-159.31788_22.06836,True
595,-159.31818_22.06969,True
596,-159.31867_22.06832,True
597,-159.31870_22.06812,True
598,-159.32096_22.07372,True
599,-159.32022_22.07372,True
600,-159.32526_22.08133,True
601,-159.32439_22.10491,True
602,-159.30547_22.14472,True
603,-159.30590_22.14508,True
604,-159.31532_22.14653,True
605,-159.55512_22.22285,True
606,-159.33326_22.19321,True
607,-159.50532_22.20119,True
608,-159.55924_22.22302,True
609,-159.44435_22.22286,True
610,-159.45393_22.22530,True
611,-159.46329_22.22242,True
612,-159.46735_22.18554,True
613,-159.49562_22.20383,True
614,-159.54660_22.21043,True
615,-159.54603_22.22298,True
616,-159.54785_22.22299,True
617,-159.54750_22.22016,True
618,-159.54484_22.22035,True
619,-159.49686_22.20569,True
620,-159.50538_22.19937,True
621,-159.50570_22.20035,True
622,-159.50095_22.20265,True
623,-159.49886_22.20401,True
624,-159.49766_22.20295,True
625,-159.33671_22.05364,True
626,-159.33536_22.05539,True
627,-159.33559_22.05530,True
628,-159.31780_22.06697,True
629,-159.31852_22.06588,True
630,-159.31872_22.06926,True
631,-159.31923_22.07098,True
632,-159.31977_22.07439,True
633,-159.32544_22.10578,True
634,-159.30532_22.14521,True
635,-159.30746_22.14474,True
636,-159.55665_22.22318,True
637,-159.30558_22.15849,True
638,-159.33353_22.19219,True
639,-159.33154_22.19248,True
640,-159.50441_22.20135,True
641,-159.50180_22.20157,True
642,-159.56209_22.22140,True
643,-159.42912_22.21362,True
644,-159.44238_22.22300,True
645,-159.49657_22.21204,True
646,-159.49704_22.20637,True
647,-159.49647_22.20726,True
648,-159.54464_22.21093,True
649,-159.54618_22.22173,True
650,-159.54659_22.22265,True
651,-159.54564_22.22178,True
652,-159.54792_22.22141,True
653,-159.55696_22.22414,True
654,-159.32214_22.06555,True
655,-159.32119_22.06840,True
656,-159.54526_22.22062,True
657,-159.33604_22.05334,True
658,-159.55138_22.22228,True
659,-159.54874_22.22108,True
660,-159.54629_22.22111,True
661,-159.43026_22.21329,True
662,-159.45498_22.22557,True
663,-159.49630_22.20853,True
664,-159.54061_22.21319,True
665,-159.54912_22.21020,True
666,-159.50039_22.20297,True
667,-159.50646_22.20138,True
668,-159.50238_22.19364,True
669,-159.50496_22.20055,True
670,-159.50474_22.20026,True
671,-159.32593_22.10400,True
672,-159.49808_22.20321,True
673,-159.33632_22.05354,True
674,-159.33592_22.05511,True
675,-159.33698_22.05459,True
676,-159.50462_22.20139,True
677,-159.42698_22.21575,True
678,-159.44458_22.22346,True
679,-159.46554_22.18695,True
680,-159.51452_22.20218,True
681,-159.54017_22.21243,True
682,-159.54955_22.22429,True
683,-159.54813_22.22309,True
684,-159.49970_22.20293,True
685,-159.33651_22.05383,True
686,-159.33732_22.05549,True
687,-159.31359_22.08034,True
688,-159.31835_22.06648,True
689,-159.31724_22.06952,True
690,-159.31873_22.06967,True
691,-159.32067_22.06968,True
692,-159.32052_22.07520,True
693,-159.31977_22.07412,True
694,-159.32140_22.07372,True
695,-159.32022_22.07330,True
696,-159.31994_22.07635,True
697,-159.32077_22.07582,True
698,-159.31492_22.08251,True
699,-159.31223_22.14280,True
700,-159.30840_22.14522,True
701,-159.31239_22.14399,True
702,-159.31388_22.14195,True
703,-159.30448_22.14485,True
704,-159.30770_22.14908,True
705,-159.30624_22.15278,True
706,-159.54729_22.22280,True
707,-159.54925_22.22348,True
708,-159.54774_22.22077,True
709,-159.38229_22.06131,True
710,-159.32024_22.06447,True
711,-159.31843_22.07492,True
712,-159.31920_22.07473,True
713,-159.31660_22.07801,True
714,-159.31450_22.07909,True
715,-159.31816_22.08415,True
716,-159.32350_22.08530,True
717,-159.32547_22.08136,True
718,-159.30865_22.14440,True
719,-159.30805_22.14448,True
720,-159.31349_22.14539,True
721,-159.55662_22.22396,True
722,-159.50275_22.20227,True
723,-159.55798_22.22319,True
724,-159.55879_22.22309,True
725,-159.56157_22.22167,True
726,-159.46116_22.22290,True
727,-159.54955_22.20683,True
728,-159.55005_22.20802,True
729,-159.54887_22.21025,True
730,-159.55253_22.22334,True
731,-159.55083_22.22286,True
732,-159.54672_22.22096,True
733,-159.49978_22.20458,True
734,-159.49657_22.20513,True
735,-159.33603_22.05587,True
736,-159.33703_22.05500,True
737,-159.38390_22.06336,True
738,-159.31803_22.06618,True
739,-159.31886_22.06683,True
740,-159.31893_22.06663,True
741,-159.31767_22.06897,True
742,-159.31848_22.07479,True
743,-159.31977_22.07372,True
744,-159.31977_22.07344,True
745,-159.32081_22.07372,True
746,-159.31704_22.07781,True
747,-159.31661_22.08280,True
748,-159.32658_22.08062,True
749,-159.32170_22.10235,True
750,-159.32728_22.08146,True
751,-159.31847_22.06384,True
752,-159.31837_22.06424,True
753,-159.31897_22.06395,True
754,-159.31638_22.07818,True
755,-159.31809_22.07664,True
756,-159.31437_22.07917,True
757,-159.31354_22.08048,True
758,-159.31429_22.08315,True
759,-159.31626_22.08275,True
760,-159.31021_22.09343,True
761,-159.32918_22.08126,True
762,-159.30407_22.14586,True
763,-159.30518_22.14470,True
764,-159.55392_22.22288,True
765,-159.49079_22.20826,True
766,-159.50210_22.20146,True
767,-159.56056_22.22403,True
768,-159.57390_22.22254,True
769,-159.49868_22.20428,True
770,-159.54529_22.21113,True
771,-159.54063_22.21221,True
772,-159.54665_22.22246,True
773,-159.55067_22.22333,True
774,-159.54827_22.22039,True
775,-159.54842_22.22101,True
776,-159.54914_22.22106,True
777,-159.54508_22.21987,True
778,-159.50236_22.20268,True
779,-159.50215_22.20278,True
780,-159.49574_22.20441,True
781,-159.32541_22.05815,True
782,-159.32562_22.05845,True
783,-159.50399_22.20032,True
784,-159.31337_22.14713,True
785,-159.31109_22.14228,True
786,-159.30680_22.14771,True
787,-159.30575_22.14457,True
788,-159.30605_22.15198,True
789,-159.33567_22.19112,True
790,-159.49722_22.20620,True
791,-159.32440_22.05837,True
792,-159.32510_22.05897,True
793,-159.32505_22.05852,True
794,-159.49878_22.20539,True
795,-159.50116_22.20328,True
796,-159.50668_22.20139,True
797,-159.33451_22.05282,True
798,-159.49723_22.20227,True
799,-159.33672_22.05636,True
800,-159.33583_22.05594,True
801,-159.33613_22.05546,True
802,-159.31809_22.06597,True
803,-159.31875_22.06701,True
804,-159.31749_22.06817,True
805,-159.32037_22.06828,True
806,-159.31627_22.08333,True
807,-159.32471_22.08127,True
808,-159.30647_22.14495,True
809,-159.31221_22.14750,True
810,-159.30664_22.15376,True
811,-159.55658_22.22371,True
812,-159.30885_22.16140,True
813,-159.42984_22.21422,True
814,-159.43921_22.22251,True
815,-159.49660_22.21092,True
816,-159.49618_22.20693,True
817,-159.55468_22.20257,True
818,-159.54790_22.22028,True
819,-159.54749_22.22150,True
820,-159.56404_22.22089,True
821,-159.32520_22.05836,True
822,-159.50000_22.20429,True
823,-159.31851_22.06362,True
824,-159.31732_22.06931,True
825,-159.31766_22.06977,True
826,-159.31915_22.06904,True
827,-159.32072_22.06823,True
828,-159.32134_22.07465,True
829,-159.31838_22.07696,True
830,-159.32711_22.08185,True
831,-159.50015_22.20221,True
832,-159.50044_22.20222,True
833,-159.50087_22.20250,True
834,-159.32751_22.10464,True
835,-159.49831_22.20311,True
836,-159.33580_22.05297,True
837,-159.33613_22.05405,True
838,-159.33662_22.05588,True
839,-159.33608_22.05501,True
840,-159.32616_22.10589,True
841,-159.30328_22.14577,True
842,-159.30800_22.14511,True
843,-159.55688_22.22375,True
844,-159.30531_22.15800,True
845,-159.30974_22.16322,True
846,-159.33362_22.19353,True
847,-159.50322_22.20149,True
848,-159.50278_22.20272,True
849,-159.50677_22.20196,True
850,-159.55837_22.22316,True
851,-159.55877_22.22343,True
852,-159.42927_22.21399,True
853,-159.42983_22.21296,True
854,-159.44039_22.22246,True
855,-159.46204_22.22261,True
856,-159.49868_22.20568,True
857,-159.49215_22.20482,True
858,-159.55403_22.20392,True
859,-159.54870_22.21122,True
860,-159.54607_22.22169,True
861,-159.54498_22.22069,True
862,-159.50590_22.20192,True
863,-159.33711_22.05410,True
864,-159.34057_22.05212,True
865,-159.33577_22.05243,True
866,-159.33575_22.05627,True
867,-159.33646_22.05605,True
868,-159.33582_22.05565,True
869,-159.31881_22.06210,True
870,-159.32019_22.06831,True
871,-159.31760_22.07562,True
872,-159.31586_22.07849,True
873,-159.31817_22.07698,True
874,-159.31665_22.08339,True
875,-159.32107_22.09999,True
876,-159.31827_22.09747,True
877,-159.32503_22.08131,True
878,-159.31277_22.14367,True
879,-159.30347_22.14579,True
880,-159.30816_22.14398,True
881,-159.31385_22.14565,True
882,-159.55415_22.22382,True
883,-159.33464_22.19200,True
884,-159.33276_22.19216,True
885,-159.50655_22.20195,True
886,-159.49947_22.20476,True
887,-159.49658_22.20603,True
888,-159.55261_22.22268,True
889,-159.55094_22.22343,True
890,-159.55179_22.22242,True
891,-159.55211_22.22360,True
892,-159.54782_22.22060,True
893,-159.54816_22.22159,True
894,-159.49679_22.20590,True
895,-159.49715_22.20583,True
896,-159.32173_22.06551,True
897,-159.32148_22.06573,True
898,-159.50389_22.20205,True
899,-159.33537_22.05120,True
900,-159.31904_22.06527,True
901,-159.31926_22.06287,True
902,-159.31973_22.06831,True
903,-159.32072_22.06788,True
904,-159.31776_22.07511,True
905,-159.31741_22.07579,True
906,-159.31687_22.07787,True
907,-159.31776_22.07623,True
908,-159.31466_22.07886,True
909,-159.33608_22.05471,True
910,-159.31596_22.08271,True
911,-159.31537_22.09611,True
912,-159.30357_22.14485,True
913,-159.30709_22.15084,True
914,-159.55437_22.22289,True
915,-159.55465_22.22389,True
916,-159.55439_22.22393,True
917,-159.55919_22.22492,True
918,-159.56103_22.22203,True
919,-159.44217_22.22221,True
920,-159.49514_22.20602,True
921,-159.49641_22.20590,True
922,-159.50736_22.20057,True
923,-159.54923_22.22420,True
924,-159.54469_22.22012,True
925,-159.54797_22.22125,True
926,-159.54761_22.22116,True
927,-159.32486_22.05876,True
928,-159.49525_22.21238,True
929,-159.31797_22.06637,True
930,-159.31806_22.06712,True
