,Uid,In_WellCZ_C
931,-156.30845_20.86919,True
932,-156.30891_20.86954,True
933,-156.30759_20.86968,True
934,-156.30799_20.86943,True
935,-156.30825_20.86991,True
936,-156.30788_20.87005,True
937,-156.30948_20.86895,True
938,-156.30925_20.86870,True
939,-156.30897_20.86853,True
940,-156.30589_20.86440,True
941,-156.30565_20.86411,True
942,-156.30574_20.86689,True
943,-156.30394_20.87106,True
944,-156.30321_20.86649,True
945,-156.30193_20.86822,True
946,-156.30428_20.87318,True
947,-156.31460_20.87426,True
948,-156.31316_20.87257,True
949,-156.30633_20.87653,True
950,-156.54312_20.97539,True
951,-156.54088_20.96979,True
952,-156.52013_20.94341,True
953,-156.28139_20.90224,True
954,-156.28176_20.90337,True
955,-156.28160_20.90481,True
956,-156.28120_20.90571,True
957,-156.27915_20.90202,True
958,-156.27834_20.90154,True
959,-156.27773_20.90103,True
960,-156.27743_20.90043,True
961,-156.27724_20.89993,True
962,-156.27659_20.89838,True
963,-156.27720_20.89571,True
964,-156.27864_20.89524,True
965,-156.27809_20.89658,True
966,-156.27794_20.89730,True
967,-156.51435_20.94416,True
968,-156.27760_20.89298,True
969,-156.31820_20.88573,True
970,-156.34904_20.79959,True
971,-156.32365_20.77851,True
972,-156.32255_20.77998,True
973,-156.32588_20.78342,True
974,-156.32601_20.78235,True
975,-156.31705_20.86458,True
976,-156.31769_20.86553,True
977,-156.32024_20.87109,True
978,-156.31763_20.86491,True
979,-156.32708_20.77981,True
980,-156.32663_20.77987,True
981,-156.32666_20.78027,True
982,-156.32722_20.78068,True
983,-156.32667_20.78072,True
984,-156.32730_20.78144,True
985,-156.32668_20.78149,True
986,-156.32731_20.78185,True
987,-156.32732_20.78229,True
988,-156.32684_20.78231,True
989,-156.32691_20.78282,True
990,-156.32734_20.78276,True
991,-156.32589_20.78379,True
992,-156.30479_20.84494,True
993,-156.30272_20.84005,True
994,-156.32436_20.89913,True
995,-156.32112_20.89405,True
996,-156.32011_20.89254,True
997,-156.31971_20.89212,True
998,-156.31936_20.89162,True
999,-156.31944_20.88773,True
1000,-156.32026_20.88943,True
1001,-156.31126_20.87222,True
1002,-156.31081_20.87216,True
1003,-156.30923_20.88918,True
1004,-156.30769_20.87212,True
1005,-156.30582_20.87257,True
1006,-156.30462_20.87779,True
1007,-156.30601_20.87567,True
1008,-156.30647_20.87687,True
1009,-156.30773_20.87492,True
1010,-156.30730_20.87395,True
1011,-156.30435_20.87286,True
1012,-156.30426_20.87701,True
1013,-156.30585_20.87020,True
1014,-156.30685_20.86961,True
1015,-156.30857_20.86971,True
1016,-156.30747_20.86837,True
1017,-156.30729_20.86798,True
1018,-156.30668_20.86812,True
1019,-156.30659_20.86733,True
1020,-156.30605_20.86698,True
1021,-156.30611_20.86745,True
1022,-156.30549_20.86755,True
1023,-156.30597_20.86778,True
1024,-156.30581_20.86823,True
1025,-156.30329_20.86974,True
1026,-156.30815_20.86605,True
1027,-156.30806_20.86872,True
1028,-156.30588_20.86801,True
1029,-156.30564_20.86732,True
1030,-156.30456_20.86718,True
1031,-156.30490_20.86617,True
1032,-156.30393_20.87126,True
1033,-156.31386_20.87097,True
1034,-156.30399_20.87567,True
1035,-156.30787_20.88531,True
1036,-156.30766_20.88467,True
1037,-156.30748_20.88408,True
1038,-156.30729_20.88349,True
1039,-156.30705_20.88285,True
1040,-156.30932_20.88486,True
1041,-156.30879_20.88420,True
1042,-156.30790_20.88234,True
1043,-156.30393_20.87451,True
1044,-156.31268_20.87603,True
1045,-156.30642_20.87474,True
1046,-156.30504_20.87476,True
1047,-156.30520_20.87412,True
1048,-156.30612_20.87391,True
1049,-156.30676_20.87245,True
1050,-156.31475_20.87142,True
1051,-156.31188_20.87305,True
1052,-156.31036_20.87342,True
1053,-156.31046_20.87467,True
1054,-156.31161_20.87493,True
1055,-156.31015_20.88893,True
1056,-156.31130_20.88950,True
1057,-156.30950_20.89147,True
1058,-156.30871_20.87383,True
1059,-156.31547_20.87158,True
1060,-156.28115_20.91733,True
1061,-156.28331_20.91180,True
1062,-156.28272_20.91646,True
1063,-156.28105_20.91813,True
1064,-156.28370_20.90876,True
1065,-156.28186_20.90913,True
1066,-156.28241_20.90805,True
1067,-156.28310_20.90721,True
1068,-156.28289_20.90893,True
1069,-156.28151_20.90711,True
1070,-156.28303_20.92517,True
1071,-156.28404_20.92497,True
1072,-156.28339_20.91303,True
1073,-156.28223_20.92508,True
1074,-156.28615_20.91789,True
1075,-156.33260_20.78210,True
1076,-156.30991_20.88347,True
1077,-156.30970_20.87790,True
1078,-156.31083_20.88114,True
1079,-156.30932_20.88326,True
1080,-156.30904_20.88273,True
1081,-156.30890_20.88220,True
1082,-156.30878_20.88164,True
1083,-156.30857_20.88102,True
1084,-156.30830_20.87963,True
1085,-156.30773_20.87999,True
1086,-156.30655_20.87891,True
1087,-156.30564_20.87809,True
1088,-156.30588_20.87753,True
1089,-156.33464_20.87935,True
1090,-156.33401_20.87888,True
1091,-156.32559_20.87195,True
1092,-156.54561_20.96358,True
1093,-156.51191_20.90714,True
1094,-156.51819_20.90469,True
1095,-156.48752_20.87284,True
1096,-156.30650_20.86463,True
1097,-156.30641_20.86528,True
1098,-156.30607_20.86578,True
1099,-156.30623_20.86648,True
1100,-156.30511_20.86462,True
1101,-156.30327_20.86439,True
1102,-156.30652_20.86399,True
1103,-156.30718_20.86442,True
1104,-156.30710_20.86597,True
1105,-156.30975_20.86769,True
1106,-156.31238_20.86873,True
1107,-156.30841_20.86708,True
1108,-156.30756_20.86755,True
1109,-156.30797_20.86775,True
1110,-156.30838_20.86804,True
1111,-156.30960_20.86946,True
1112,-156.31019_20.87017,True
1113,-156.31268_20.87722,True
1114,-156.31189_20.87697,True
1115,-156.31267_20.87864,True
1116,-156.31211_20.87797,True
1117,-156.31161_20.87874,True
1118,-156.31525_20.87602,True
1119,-156.32206_20.90516,True
1120,-156.31107_20.88268,True
1121,-156.31120_20.88307,True
1122,-156.31136_20.88344,True
1123,-156.31226_20.88434,True
1124,-156.31265_20.88468,True
1125,-156.31163_20.88473,True
1126,-156.31636_20.88263,True
1127,-156.31165_20.88384,True
1128,-156.31514_20.88237,True
1129,-156.31345_20.88329,True
1130,-156.31368_20.88413,True
1131,-156.31421_20.88378,True
1132,-156.31634_20.88159,True
1133,-156.31574_20.88193,True
1134,-156.31213_20.88521,True
1135,-156.31592_20.88475,True
1136,-156.31445_20.88477,True
1137,-156.31488_20.88349,True
1138,-156.31286_20.88592,True
1139,-156.31055_20.87766,True
1140,-156.30736_20.87755,True
1141,-156.30758_20.87810,True
1142,-156.30313_20.88036,True
1143,-156.30078_20.88008,True
1144,-156.30150_20.87948,True
1145,-156.30004_20.87473,True
1146,-156.30291_20.87734,True
1147,-156.30211_20.87496,True
1148,-156.30306_20.87332,True
1149,-156.30260_20.87851,True
1150,-156.30232_20.88059,True
1151,-156.31852_20.88009,True
1152,-156.31834_20.87992,True
1153,-156.32241_20.88178,True
1154,-156.32138_20.88206,True
1155,-156.32029_20.88242,True
1156,-156.31930_20.88274,True
1157,-156.31838_20.88303,True
1158,-156.32024_20.87912,True
1159,-156.32182_20.87873,True
1160,-156.31919_20.88195,True
1161,-156.31576_20.87667,True
1162,-156.31602_20.87829,True
1163,-156.31699_20.88071,True
1164,-156.31440_20.87808,True
1165,-156.31347_20.87676,True
1166,-156.31343_20.87759,True
1167,-156.28423_20.91314,True
1168,-156.28429_20.91278,True
1169,-156.28429_20.91248,True
1170,-156.28425_20.91222,True
1171,-156.28420_20.91195,True
1172,-156.28004_20.90101,True
1173,-156.27953_20.90065,True
1174,-156.27929_20.90017,True
1175,-156.27915_20.89959,True
1176,-156.27903_20.89891,True
1177,-156.27904_20.89757,True
1178,-156.27915_20.89702,True
1179,-156.27936_20.89597,True
1180,-156.27961_20.89534,True
1181,-156.28066_20.89936,True
1182,-156.28090_20.89984,True
1183,-156.28117_20.90047,True
1184,-156.27894_20.89421,True
1185,-156.27870_20.89344,True
1186,-156.27772_20.89379,True
1187,-156.27820_20.89450,True
1188,-156.27725_20.89491,True
1189,-156.31561_20.87408,True
1190,-156.31822_20.87432,True
1191,-156.31545_20.87391,True
1192,-156.31588_20.87408,True
1193,-156.31774_20.87872,True
1194,-156.31710_20.87778,True
1195,-156.31777_20.87759,True
1196,-156.31696_20.87681,True
1197,-156.32076_20.88338,True
1198,-156.31867_20.87946,True
1199,-156.31858_20.88029,True
1200,-156.31259_20.87931,True
1201,-156.31727_20.88152,True
1202,-156.31396_20.87640,True
1203,-156.31315_20.88067,True
1204,-156.31670_20.87988,True
1205,-156.31290_20.87878,True
1206,-156.31578_20.87607,True
1207,-156.31636_20.87933,True
1208,-156.31515_20.87638,True
1209,-156.31488_20.87688,True
1210,-156.30147_20.88113,True
1211,-156.30012_20.88226,True
1212,-156.30273_20.87270,True
1213,-156.30325_20.87224,True
1214,-156.30560_20.88327,True
1215,-156.30403_20.88348,True
1216,-156.30545_20.88267,True
1217,-156.30468_20.88229,True
1218,-156.30458_20.88103,True
1219,-156.30451_20.88039,True
1220,-156.28345_20.92264,True
1221,-156.28529_20.92182,True
1222,-156.28534_20.91461,True
1223,-156.28338_20.91214,True
1224,-156.28406_20.91444,True
1225,-156.28076_20.90467,True
1226,-156.28212_20.90454,True
1227,-156.28217_20.90584,True
1228,-156.51528_20.94281,True
1229,-156.51697_20.94227,True
1230,-156.51830_20.94207,True
1231,-156.51936_20.94176,True
1232,-156.51771_20.94245,True
1233,-156.51863_20.94230,True
1234,-156.51702_20.87568,True
1235,-156.51711_20.87594,True
1236,-156.51719_20.87620,True
1237,-156.51722_20.87649,True
1238,-156.51714_20.87705,True
1239,-156.51785_20.94303,True
1240,-156.52074_20.94131,True
1241,-156.51924_20.94055,True
1242,-156.51954_20.94166,True
1243,-156.51982_20.94171,True
1244,-156.51596_20.94015,True
1245,-156.52750_20.88271,True
1246,-156.52700_20.88276,True
1247,-156.52653_20.88270,True
1248,-156.50868_20.85835,True
1249,-156.50709_20.85982,True
1250,-156.51327_20.86083,True
1251,-156.50634_20.85917,True
1252,-156.51214_20.85991,True
1253,-156.51595_20.94395,True
1254,-156.51609_20.94495,True
1255,-156.52026_20.94310,True
1256,-156.51783_20.94402,True
1257,-156.51805_20.94454,True
1258,-156.51788_20.94514,True
1259,-156.51709_20.94585,True
1260,-156.51643_20.94439,True
1261,-156.51903_20.94351,True
1262,-156.52188_20.94151,True
1263,-156.52317_20.94171,True
1264,-156.51693_20.94540,True
1265,-156.51682_20.94493,True
1266,-156.52195_20.94216,True
1267,-156.49091_20.88024,True
1268,-156.49068_20.87994,True
1269,-156.51513_20.87172,True
1270,-156.51482_20.87140,True
1271,-156.51458_20.87113,True
1272,-156.51412_20.87000,True
1273,-156.51397_20.86944,True
1274,-156.51460_20.86945,True
1275,-156.51468_20.86973,True
1276,-156.51476_20.87001,True
1277,-156.51484_20.87030,True
1278,-156.51492_20.87058,True
1279,-156.51506_20.87082,True
1280,-156.51514_20.87112,True
1281,-156.51524_20.87040,True
1282,-156.51520_20.87005,True
1283,-156.51508_20.86945,True
1284,-156.51557_20.87132,True
1285,-156.53362_20.88367,True
1286,-156.53336_20.88373,True
1287,-156.53312_20.88382,True
1288,-156.48526_20.88295,True
1289,-156.51120_20.85650,True
1290,-156.51165_20.85674,True
1291,-156.51225_20.85700,True
1292,-156.50941_20.85737,True
1293,-156.50966_20.85761,True
1294,-156.51810_20.87364,True
1295,-156.51567_20.87474,True
1296,-156.51653_20.87299,True
1297,-156.51649_20.87338,True
1298,-156.51651_20.87393,True
1299,-156.51644_20.87417,True
1300,-156.51646_20.87446,True
1301,-156.51651_20.87472,True
1302,-156.51709_20.87464,True
1303,-156.51700_20.87439,True
1304,-156.51699_20.87415,True
1305,-156.51702_20.87391,True
1306,-156.51707_20.87367,True
1307,-156.51711_20.87338,True
1308,-156.51706_20.87304,True
1309,-156.51759_20.87306,True
1310,-156.51767_20.87331,True
1311,-156.51770_20.87356,True
1312,-156.51765_20.87395,True
1313,-156.48337_20.87071,True
1314,-156.49615_20.88188,True
1315,-156.49649_20.88177,True
1316,-156.52147_20.88271,True
1317,-156.52098_20.88305,True
1318,-156.52106_20.88245,True
1319,-156.51556_20.88304,True
1320,-156.52149_20.88290,True
1321,-156.52146_20.88312,True
1322,-156.52048_20.88313,True
1323,-156.51929_20.88314,True
1324,-156.52731_20.88333,True
1325,-156.52398_20.88212,True
1326,-156.52447_20.88222,True
1327,-156.52823_20.88280,True
1328,-156.52610_20.88265,True
1329,-156.50604_20.85883,True
1330,-156.50881_20.85873,True
1331,-156.50731_20.85947,True
1332,-156.50697_20.85932,True
1333,-156.51878_20.87599,True
1334,-156.51887_20.87626,True
1335,-156.51654_20.87658,True
1336,-156.51627_20.87575,True
1337,-156.51625_20.87547,True
1338,-156.51573_20.87531,True
1339,-156.51606_20.87522,True
1340,-156.51663_20.87494,True
1341,-156.51801_20.87666,True
1342,-156.51759_20.87626,True
1343,-156.51754_20.87566,True
1344,-156.51745_20.87540,True
1345,-156.51733_20.87515,True
1346,-156.51719_20.87490,True
1347,-156.51776_20.87461,True
1348,-156.51784_20.87482,True
1349,-156.51799_20.87516,True
1350,-156.51811_20.87581,True
1351,-156.51810_20.87610,True
1352,-156.51829_20.87654,True
1353,-156.51596_20.87551,True
1354,-156.51828_20.87459,True
1355,-156.51823_20.87416,True
1356,-156.51769_20.87439,True
1357,-156.51580_20.87281,True
1358,-156.51561_20.87505,True
1359,-156.50317_20.85464,True
1360,-156.50252_20.85455,True
1361,-156.50235_20.85453,True
1362,-156.50217_20.85451,True
1363,-156.50200_20.85449,True
1364,-156.50183_20.85448,True
1365,-156.50404_20.85482,True
1366,-156.50524_20.85511,True
1367,-156.48071_20.87790,True
1368,-156.50335_20.87353,True
1369,-156.31935_20.88132,True
1370,-156.63816_20.85812,True
1371,-156.51322_20.86774,True
1372,-156.50986_20.86858,True
1373,-156.51013_20.86909,True
1374,-156.52289_20.88296,True
1375,-156.48874_20.88247,True
1376,-156.48863_20.88266,True
1377,-156.48847_20.88278,True
1378,-156.48818_20.88302,True
1379,-156.48803_20.88314,True
1380,-156.48788_20.88325,True
1381,-156.48773_20.88336,True
1382,-156.48758_20.88348,True
1383,-156.48707_20.88372,True
1384,-156.48688_20.88375,True
1385,-156.48787_20.88396,True
1386,-156.48818_20.88368,True
1387,-156.48832_20.88355,True
1388,-156.48847_20.88343,True
1389,-156.48861_20.88330,True
1390,-156.48876_20.88317,True
1391,-156.48892_20.88305,True
1392,-156.48909_20.88291,True
1393,-156.48914_20.88218,True
1394,-156.48585_20.87559,True
1395,-156.50834_20.90018,True
1396,-156.50920_20.89995,True
1397,-156.51016_20.89975,True
1398,-156.51121_20.89927,True
1399,-156.49049_20.87561,True
1400,-156.49052_20.87543,True
1401,-156.49295_20.87552,True
1402,-156.50275_20.87404,True
1403,-156.31705_20.77967,True
1404,-156.31676_20.77888,True
1405,-156.31920_20.78008,True
1406,-156.31861_20.77985,True
1407,-156.48411_20.87305,True
1408,-156.63699_20.85286,True
1409,-156.51543_20.86668,True
1410,-156.51810_20.86943,True
1411,-156.51616_20.87052,True
1412,-156.51579_20.86976,True
1413,-156.51580_20.87003,True
1414,-156.51571_20.87065,True
1415,-156.51562_20.87096,True
1416,-156.51432_20.87027,True
1417,-156.51563_20.87358,True
1418,-156.51548_20.87445,True
1419,-156.51637_20.87635,True
1420,-156.48177_20.87044,True
1421,-156.48144_20.87027,True
1422,-156.48046_20.87088,True
1423,-156.48194_20.87165,True
1424,-156.48415_20.87105,True
1425,-156.48402_20.87094,True
1426,-156.48445_20.87186,True
1427,-156.48461_20.87086,True
1428,-156.48775_20.87392,True
1429,-156.48866_20.87424,True
1430,-156.48836_20.87690,True
1431,-156.48780_20.87641,True
1432,-156.49236_20.88082,True
1433,-156.28182_20.91678,True
1434,-156.53389_20.88363,True
1435,-156.65521_20.89202,True
1436,-156.50284_20.87457,True
1437,-156.51952_20.86352,True
1438,-156.51727_20.86330,True
1439,-156.28254_20.91367,True
1440,-156.51309_20.86185,True
1441,-156.51419_20.86224,True
1442,-156.63748_20.85792,True
1443,-156.63691_20.85570,True
1444,-156.63703_20.85639,True
1445,-156.63204_20.85140,True
1446,-156.51660_20.87689,True
1447,-156.50714_20.90175,True
1448,-156.50861_20.90105,True
1449,-156.50778_20.90162,True
1450,-156.51007_20.90114,True
1451,-156.51240_20.90106,True
1452,-156.51309_20.90124,True
1453,-156.51434_20.90079,True
1454,-156.51681_20.89034,True
1455,-156.51687_20.88967,True
1456,-156.51719_20.88891,True
1457,-156.51768_20.88828,True
1458,-156.51849_20.88770,True
1459,-156.51877_20.88642,True
1460,-156.51830_20.88499,True
1461,-156.51772_20.88538,True
1462,-156.51717_20.88584,True
1463,-156.51665_20.88627,True
1464,-156.51538_20.88684,True
1465,-156.51620_20.88847,True
1466,-156.51508_20.88850,True
1467,-156.51670_20.88757,True
1468,-156.51443_20.88941,True
1469,-156.51021_20.89088,True
1470,-156.51067_20.89052,True
1471,-156.51189_20.88929,True
1472,-156.51307_20.88853,True
1473,-156.51399_20.88812,True
1474,-156.51288_20.89010,True
1475,-156.51193_20.89089,True
1476,-156.51281_20.89084,True
1477,-156.51278_20.89147,True
1478,-156.51247_20.89252,True
1479,-156.51186_20.89239,True
1480,-156.51232_20.88887,True
1481,-156.31864_20.78042,True
1482,-156.31797_20.78016,True
1483,-156.31768_20.78002,True
1484,-156.33354_20.88039,True
1485,-156.33660_20.88156,True
1486,-156.33497_20.88151,True
1487,-156.33563_20.88237,True
1488,-156.33779_20.88272,True
1489,-156.33806_20.88368,True
1490,-156.31323_20.87057,True
1491,-156.31162_20.87067,True
1492,-156.31565_20.87724,True
1493,-156.49014_20.87344,True
1494,-156.49569_20.88188,True
1495,-156.49482_20.88278,True
1496,-156.49426_20.88275,True
1497,-156.49429_20.88295,True
1498,-156.49394_20.88214,True
1499,-156.49459_20.88140,True
1500,-156.49502_20.88066,True
1501,-156.49512_20.88047,True
1502,-156.50678_20.85568,True
1503,-156.51675_20.87341,True
1504,-156.51582_20.87418,True
1505,-156.49922_20.85667,True
1506,-156.49975_20.86127,True
1507,-156.50231_20.85495,True
1508,-156.50322_20.85507,True
1509,-156.50193_20.85515,True
1510,-156.50266_20.85527,True
1511,-156.50333_20.85535,True
1512,-156.50135_20.85642,True
1513,-156.50342_20.85919,True
1514,-156.50339_20.85937,True
1515,-156.50472_20.85940,True
1516,-156.50335_20.85973,True
1517,-156.50464_20.85974,True
1518,-156.50459_20.86010,True
1519,-156.50410_20.86020,True
1520,-156.50459_20.86028,True
1521,-156.50705_20.86029,True
1522,-156.50786_20.86052,True
1523,-156.50806_20.86057,True
1524,-156.50407_20.86083,True
1525,-156.50606_20.86092,True
1526,-156.50321_20.86105,True
1527,-156.50679_20.86114,True
1528,-156.50589_20.86111,True
1529,-156.50391_20.86120,True
1530,-156.50609_20.86123,True
1531,-156.50667_20.86140,True
1532,-156.50568_20.86156,True
1533,-156.50588_20.86161,True
1534,-156.50630_20.86173,True
1535,-156.50299_20.85461,True
1536,-156.50789_20.85732,True
1537,-156.50933_20.85799,True
1538,-156.50926_20.85841,True
1539,-156.50917_20.85860,True
1540,-156.50643_20.85862,True
1541,-156.50680_20.85887,True
1542,-156.50855_20.85892,True
1543,-156.50811_20.85902,True
1544,-156.50725_20.85911,True
1545,-156.48367_20.86424,True
1546,-156.48517_20.86426,True
1547,-156.48465_20.86429,True
1548,-156.48526_20.86438,True
1549,-156.48474_20.86441,True
1550,-156.48536_20.86450,True
1551,-156.48493_20.86454,True
1552,-156.48545_20.86463,True
1553,-156.48480_20.86463,True
1554,-156.48556_20.86475,True
1555,-156.48467_20.86472,True
1556,-156.48414_20.86480,True
1557,-156.48375_20.86498,True
1558,-156.48473_20.86516,True
1559,-156.48460_20.86525,True
1560,-156.50834_20.85929,True
1561,-156.50756_20.85927,True
1562,-156.50851_20.85935,True
1563,-156.50808_20.85944,True
1564,-156.50235_20.87351,True
1565,-156.51858_20.86533,True
1566,-156.51147_20.85642,True
1567,-156.27978_20.90688,True
1568,-156.48389_20.86195,True
1569,-156.48460_20.86352,True
1570,-156.48470_20.86365,True
1571,-156.48479_20.86377,True
1572,-156.48489_20.86389,True
1573,-156.48435_20.86391,True
1574,-156.48498_20.86401,True
1575,-156.48444_20.86403,True
1576,-156.48507_20.86414,True
1577,-156.48454_20.86416,True
1578,-156.51013_20.86186,True
1579,-156.50929_20.86058,True
1580,-157.91534_21.39931,True
1581,-157.90710_21.39637,True
1582,-157.90738_21.39610,True
1583,-158.17101_21.57649,True
1584,-158.12537_21.56343,True
1585,-158.12596_21.56334,True
1586,-158.12619_21.56325,True
1587,-158.12659_21.56335,True
1588,-158.12440_21.56306,True
1589,-158.12459_21.56297,True
1590,-158.12535_21.56289,True
1591,-158.12556_21.56289,True
1592,-158.12578_21.56289,True
1593,-158.12599_21.56289,True
1594,-158.12477_21.56288,True
1595,-158.12624_21.56280,True
1596,-158.12495_21.56279,True
1597,-158.12668_21.56280,True
1598,-158.12512_21.56271,True
1599,-158.12530_21.56262,True
1600,-158.12433_21.56261,True
1601,-158.12571_21.56262,True
1602,-158.12670_21.56262,True
1603,-158.12591_21.56262,True
1604,-158.12612_21.56253,True
1605,-158.12448_21.56252,True
1606,-158.12632_21.56253,True
1607,-158.12473_21.56243,True
1608,-158.12433_21.56243,True
1609,-158.12490_21.56234,True
1610,-158.12507_21.56225,True
1611,-158.12560_21.56217,True
1612,-158.12467_21.56225,True
1613,-158.12451_21.56198,True
1614,-158.12529_21.56198,True
1615,-158.12482_21.56189,True
1616,-158.12519_21.56180,True
1617,-158.12471_21.56171,True
1618,-158.12602_21.56361,True
1619,-158.12389_21.56315,True
1620,-158.12416_21.56270,True
1621,-158.12424_21.56216,True
1622,-158.12553_21.56189,True
1623,-158.12542_21.56171,True
1624,-158.03360_21.49905,True
1625,-158.03044_21.49668,True
1626,-158.02714_21.49576,True
1627,-158.03049_21.49443,True
1628,-157.91594_21.61279,True
1629,-157.91560_21.61251,True
1630,-157.91530_21.61242,True
1631,-157.91519_21.61233,True
1632,-157.91436_21.61278,True
1633,-157.91455_21.61260,True
1634,-157.91491_21.61242,True
1635,-157.91422_21.61223,True
1636,-157.91497_21.61287,True
1637,-157.91625_21.61207,True
1638,-157.91604_21.61198,True
1639,-157.91590_21.61179,True
1640,-157.89293_21.58400,True
1641,-157.89288_21.58219,True
1642,-157.88754_21.58505,True
1643,-157.88743_21.58459,True
1644,-157.88735_21.58360,True
1645,-157.88707_21.58224,True
1646,-157.88560_21.57952,True
1647,-157.88600_21.57980,True
1648,-157.88593_21.57971,True
1649,-157.88589_21.57962,True
1650,-157.89738_21.58846,True
1651,-157.88804_21.58704,True
1652,-157.88959_21.58533,True
1653,-157.88758_21.58523,True
1654,-157.88772_21.58387,True
1655,-157.89415_21.57615,True
1656,-157.88669_21.58098,True
1657,-157.97194_21.48098,True
1658,-158.01335_21.50815,True
1659,-158.00993_21.50966,True
1660,-158.00972_21.50957,True
1661,-158.01010_21.50948,True
1662,-158.01309_21.50815,True
1663,-158.01284_21.50805,True
1664,-158.01201_21.50796,True
1665,-158.01246_21.50796,True
1666,-158.01329_21.50797,True
1667,-158.01223_21.50787,True
1668,-158.01313_21.50733,True
1669,-158.01335_21.50724,True
1670,-158.01481_21.50635,True
1671,-158.00622_21.50052,True
1672,-157.88978_21.58741,True
1673,-157.88844_21.58686,True
1674,-157.88825_21.58659,True
1675,-157.88898_21.58036,True
1676,-157.88944_21.58018,True
1677,-157.89018_21.57477,True
1678,-157.88676_21.58034,True
1679,-157.88656_21.58034,True
1680,-157.88675_21.57890,True
1681,-157.88654_21.57736,True
1682,-157.90713_21.39601,True
1683,-158.12455_21.56333,True
1684,-158.12539_21.56225,True
1685,-158.12582_21.56217,True
1686,-158.12393_21.56342,True
1687,-158.12509_21.56162,True
1688,-158.11332_21.55270,True
1689,-157.88665_21.58052,True
1690,-158.17236_21.56421,True
1691,-158.01271_21.50769,True
1692,-158.01063_21.50479,True
1693,-158.00586_21.50069,True
1694,-157.96510_21.66640,True
1695,-157.88605_21.57944,True
1696,-157.88933_21.58732,True
1697,-157.89341_21.58220,True
1698,-157.88685_21.58071,True
1699,-157.89011_21.57639,True
1700,-157.79899_21.33131,True
1701,-157.80233_21.32962,True
1702,-157.86481_21.32698,True
1703,-157.86669_21.32636,True
1704,-157.86343_21.32552,True
1705,-157.86184_21.32262,True
1706,-157.86272_21.32245,True
1707,-157.86235_21.32244,True
1708,-157.86269_21.32236,True
1709,-157.84497_21.33515,True
1710,-157.84735_21.33228,True
1711,-157.85718_21.33099,True
1712,-157.85772_21.32810,True
1713,-157.85970_21.33047,True
1714,-157.86344_21.33031,True
1715,-157.86089_21.33020,True
1716,-157.86110_21.33011,True
1717,-157.86029_21.32957,True
1718,-157.85870_21.32721,True
1719,-157.85927_21.32712,True
1720,-157.86004_21.32532,True
1721,-157.85752_21.32503,True
1722,-157.84875_21.34141,True
1723,-157.85861_21.35512,True
1724,-157.85082_21.36094,True
1725,-157.85428_21.35861,True
1726,-157.86108_21.34764,True
1727,-157.85943_21.35124,True
1728,-157.85921_21.35115,True
1729,-157.87823_21.34306,True
1730,-157.87383_21.34194,True
1731,-157.86647_21.34451,True
1732,-157.87695_21.34133,True
1733,-157.86682_21.32500,True
1734,-157.86626_21.32292,True
1735,-157.92764_21.37879,True
1736,-157.90736_21.39574,True
1737,-157.90707_21.39528,True
1738,-157.94570_21.39616,True
1739,-157.94783_21.39428,True
1740,-157.90884_21.39231,True
1741,-157.90886_21.39213,True
1742,-157.90888_21.39195,True
1743,-157.90811_21.39204,True
1744,-157.90813_21.39177,True
1745,-157.90608_21.39654,True
1746,-157.90589_21.39654,True
1747,-157.90665_21.39646,True
1748,-157.90571_21.39636,True
1749,-157.90663_21.39609,True
1750,-157.90544_21.39600,True
1751,-157.90586_21.39609,True
1752,-157.90626_21.39591,True
1753,-157.90676_21.39573,True
1754,-157.90601_21.39573,True
1755,-157.90558_21.39573,True
1756,-157.90531_21.39563,True
1757,-157.90646_21.39564,True
1758,-157.90617_21.39555,True
1759,-157.90692_21.39546,True
1760,-157.90570_21.39546,True
1761,-157.90658_21.39537,True
1762,-157.90529_21.39527,True
1763,-157.90585_21.39519,True
1764,-157.90659_21.39510,True
1765,-157.90553_21.39500,True
1766,-157.90795_21.39502,True
1767,-157.90594_21.39501,True
1768,-157.90526_21.39500,True
1769,-157.90674_21.39483,True
1770,-157.90604_21.39483,True
1771,-157.90563_21.39482,True
1772,-157.90535_21.39464,True
1773,-157.90689_21.39456,True
1774,-157.90745_21.39456,True
1775,-157.90539_21.39446,True
1776,-157.90719_21.39438,True
1777,-157.90612_21.39428,True
1778,-157.90690_21.39429,True
1779,-157.90548_21.39428,True
1780,-157.90587_21.39419,True
1781,-157.90645_21.39411,True
1782,-157.90738_21.39411,True
1783,-157.90561_21.39401,True
1784,-157.90773_21.39393,True
1785,-157.90608_21.39392,True
1786,-157.90668_21.39393,True
1787,-157.90570_21.39374,True
1788,-157.90643_21.39374,True
1789,-157.90619_21.39365,True
1790,-157.90584_21.39356,True
1791,-157.90640_21.39347,True
1792,-157.90786_21.39348,True
1793,-157.90561_21.39347,True
1794,-157.90678_21.39329,True
1795,-157.90605_21.39329,True
1796,-157.90656_21.39311,True
1797,-157.90732_21.39276,True
1798,-157.90711_21.39321,True
1799,-157.90577_21.39311,True
1800,-157.90634_21.39311,True
1801,-157.90801_21.39312,True
1802,-157.90702_21.39293,True
1803,-157.90671_21.39284,True
1804,-157.90790_21.39276,True
1805,-157.90824_21.39267,True
1806,-157.90645_21.39248,True
1807,-157.90808_21.39249,True
1808,-157.90790_21.39231,True
