,Uid,PepPerHos
822,-159.33512_22.10084,2.96
823,-159.33690_22.10038,2.96
824,-159.33612_22.10062,2.96
825,-159.32245_22.09391,2.96
826,-159.32207_22.09338,2.96
827,-159.32096_22.09296,2.96
828,-159.32317_22.09202,2.96
829,-159.32348_22.09174,2.96
830,-159.32083_22.09023,2.96
831,-159.33146_22.09601,2.96
832,-159.33166_22.09644,2.96
833,-159.33163_22.09572,2.96
834,-159.33366_22.09987,2.96
835,-159.32742_22.09438,2.96
836,-159.32646_22.09399,2.96
837,-159.32439_22.10491,3.0
838,-159.30698_22.10490,3.0
839,-159.30500_22.10156,3.0
840,-159.30555_22.10189,3.0
841,-159.30666_22.10275,3.0
842,-159.30671_22.10305,3.0
843,-159.31668_22.13729,3.0
844,-159.30547_22.14472,3.0
845,-159.30590_22.14508,3.0
846,-159.31532_22.14653,3.0
847,-159.30529_22.13597,3.0
848,-159.30764_22.13737,3.0
849,-159.30517_22.13709,3.0
850,-159.30207_22.13665,3.0
851,-159.30203_22.13743,3.0
852,-159.30152_22.13626,3.0
853,-159.55512_22.22285,2.59
854,-159.30545_22.13858,3.0
855,-159.30499_22.13873,3.0
856,-159.30050_22.14169,3.0
857,-159.31717_22.15750,3.0
858,-159.31253_22.15811,3.0
859,-159.30959_22.16612,3.0
860,-159.33326_22.19321,3.0
861,-159.38321_22.20030,2.55
862,-159.41464_22.21901,2.55
863,-159.41088_22.20764,2.55
864,-159.41040_22.20860,2.55
865,-159.40485_22.21189,2.55
866,-159.40566_22.21082,2.55
867,-159.40739_22.21158,2.55
868,-159.41113_22.20673,2.55
869,-159.42428_22.21842,2.55
870,-159.40621_22.20377,2.55
871,-159.40119_22.21482,2.55
872,-159.40395_22.21025,2.55
873,-159.40457_22.20846,2.55
874,-159.40300_22.20200,2.55
875,-159.40184_22.20194,2.55
876,-159.40864_22.20752,2.55
877,-159.40658_22.20820,2.55
878,-159.40638_22.20813,2.55
879,-159.40783_22.20653,2.55
880,-159.50532_22.20119,2.59
881,-159.55924_22.22302,2.59
882,-159.44435_22.22286,2.55
883,-159.45393_22.22530,2.55
884,-159.46329_22.22242,2.55
885,-159.46735_22.18554,2.59
886,-159.49562_22.20383,2.59
887,-159.54660_22.21043,2.59
888,-159.54603_22.22298,2.59
889,-159.54785_22.22299,2.59
890,-159.54750_22.22016,2.59
891,-159.54484_22.22035,2.59
892,-159.57815_21.90946,2.87
893,-159.57835_21.90906,2.87
894,-159.72372_21.97410,2.92
895,-159.72412_21.97493,2.92
896,-159.72213_21.97546,2.92
897,-159.72145_21.97406,2.92
898,-159.66349_21.96493,2.92
899,-159.72509_21.97179,2.92
900,-159.69604_21.96199,2.92
901,-159.69586_21.96197,2.92
902,-159.67195_21.96282,2.92
903,-159.72281_21.97106,2.92
904,-159.72161_21.97145,2.92
905,-159.71975_21.97108,2.92
906,-159.71813_21.97081,2.92
907,-159.71846_21.97405,2.92
908,-159.71521_21.96828,2.92
909,-159.70125_21.96180,2.92
910,-159.70282_21.96512,2.92
911,-159.70383_21.96471,2.92
912,-159.70394_21.96554,2.92
913,-159.70511_21.96543,2.92
914,-159.70743_21.96404,2.92
915,-159.70752_21.96492,2.92
916,-159.70724_21.96606,2.92
917,-159.71351_21.97113,2.92
918,-159.71453_21.97249,2.92
919,-159.70431_21.96326,2.92
920,-159.70500_21.96359,2.92
921,-159.70797_21.96235,2.92
922,-159.71181_21.96656,2.92
923,-159.71181_21.96685,2.92
924,-159.67963_22.10601,2.92
925,-159.67968_22.10211,2.92
926,-159.67759_22.10688,2.92
927,-159.64967_22.12687,2.92
928,-159.45912_21.90326,2.71
929,-159.39201_21.94680,3.23
930,-159.38137_22.05573,2.67
931,-159.49686_22.20569,2.59
932,-159.58793_21.92032,3.13
933,-159.58858_21.92534,3.13
934,-159.37336_22.07729,2.67
935,-159.36567_22.08237,2.67
936,-159.36910_21.97241,2.67
937,-159.34403_22.06047,2.6
938,-159.34289_22.06066,2.6
939,-159.37584_22.05263,2.67
940,-159.37574_22.05297,2.67
941,-159.38878_22.06125,2.67
942,-159.38954_22.06165,2.67
943,-159.39076_22.06229,2.67
944,-159.65651_21.96753,2.92
945,-159.66102_21.96097,2.92
946,-159.66734_21.95402,2.92
947,-159.58640_21.92087,3.13
948,-159.58682_21.92210,3.13
949,-159.58756_21.92228,3.13
950,-159.58800_21.92358,3.13
951,-159.58686_21.92358,3.13
952,-159.58597_21.92240,3.13
953,-159.58715_21.92723,3.13
954,-159.58688_21.92451,3.13
955,-159.58884_21.92376,3.13
956,-159.48633_21.92660,2.62
957,-159.46218_21.91165,2.71
958,-159.37173_22.05505,2.6
959,-159.37061_22.05565,2.6
960,-159.50715_21.94041,2.87
961,-159.50859_21.93819,2.87
962,-159.45041_21.88244,2.71
963,-159.45175_21.88167,2.71
964,-159.33631_22.08515,2.67
965,-159.51973_21.91931,2.87
966,-159.51142_21.92543,2.87
967,-159.51202_21.93903,2.87
968,-159.51161_21.93406,2.87
969,-159.51016_21.93223,2.87
970,-159.35790_22.06791,2.6
971,-159.37731_22.07090,2.67
972,-159.37401_22.06889,2.67
973,-159.50538_22.19937,2.59
974,-159.50570_22.20035,2.59
975,-159.52616_21.92720,2.87
976,-159.47158_21.87967,2.62
977,-159.47112_21.88037,2.62
978,-159.35865_22.09617,2.67
979,-159.40711_22.21003,2.55
980,-159.40445_22.21082,2.55
981,-159.40485_22.20995,2.55
982,-159.57699_21.91343,2.87
983,-159.57294_21.91531,2.87
984,-159.57752_21.91234,2.87
985,-159.57613_21.91341,2.87
986,-159.57444_21.91411,2.87
987,-159.57537_21.91456,2.87
988,-159.48385_21.93239,2.62
989,-159.48861_21.92719,2.62
990,-159.48781_21.92676,2.62
991,-159.36107_22.07193,2.6
992,-159.37489_22.06502,2.67
993,-159.37536_22.10255,3.0
994,-159.36987_22.09714,3.0
995,-159.40512_22.20708,2.55
996,-159.40575_22.20744,2.55
997,-159.50095_22.20265,2.59
998,-159.53200_21.92522,2.87
999,-159.53402_21.92449,2.87
1000,-159.53421_21.92394,2.87
1001,-159.49683_21.92373,2.87
1002,-159.37320_21.97034,2.67
1003,-159.37220_21.97168,2.67
1004,-159.34134_22.10479,2.96
1005,-159.32962_22.09704,2.96
1006,-159.49886_22.20401,2.59
1007,-159.49766_22.20295,2.59
1008,-159.36910_21.96903,2.67
1009,-159.37438_21.96834,2.67
1010,-159.35450_22.07874,2.67
1011,-159.53478_21.92291,2.87
1012,-159.52254_21.92136,2.87
1013,-159.52702_21.92365,2.87
1014,-159.52594_21.92312,2.87
1015,-159.52452_21.92198,2.87
1016,-159.52355_21.92214,2.87
1017,-159.52399_21.92265,2.87
1018,-159.52505_21.92359,2.87
1019,-159.52815_21.92326,2.87
1020,-159.52862_21.92214,2.87
1021,-159.52909_21.92124,2.87
1022,-159.51840_21.90645,2.87
1023,-159.51630_21.90741,2.87
1024,-159.51609_21.90899,2.87
1025,-159.52305_21.91604,2.87
1026,-159.51636_21.91093,2.87
1027,-159.52034_21.91244,2.87
1028,-159.52016_21.91282,2.87
1029,-159.51426_21.90816,2.87
1030,-159.51524_21.90920,2.87
1031,-159.51723_21.90787,2.87
1032,-159.52376_21.91691,2.87
1033,-159.52272_21.91826,2.87
1034,-159.52290_21.91871,2.87
1035,-159.51862_21.91778,2.87
1036,-159.52056_21.92799,2.87
1037,-159.52163_21.93284,2.87
1038,-159.52117_21.93282,2.87
1039,-159.52616_21.92902,2.87
1040,-159.51785_21.93484,2.87
1041,-159.52687_21.93432,2.87
1042,-159.52907_21.93012,2.87
1043,-159.52840_21.92901,2.87
1044,-159.52863_21.92741,2.87
1045,-159.52925_21.92599,2.87
1046,-159.49948_21.92200,2.62
1047,-159.49263_21.91769,2.62
1048,-159.50185_21.92384,2.87
1049,-159.49938_21.92336,2.87
1050,-159.50686_21.92652,2.87
1051,-159.50636_21.92657,2.87
1052,-159.50606_21.92853,2.87
1053,-159.49745_21.91820,2.62
1054,-159.46621_21.89715,2.62
1055,-159.49705_21.91769,2.62
1056,-159.49879_21.91439,2.62
1057,-159.50167_21.91821,2.62
1058,-159.48490_21.88375,2.62
1059,-159.48324_21.88290,2.62
1060,-159.48100_21.91706,2.62
1061,-159.48748_21.92259,2.62
1062,-159.45984_21.89768,2.71
1063,-159.33027_22.09667,2.96
1064,-159.48351_21.92648,2.62
1065,-159.46041_21.90438,2.71
1066,-159.46045_21.90962,2.71
1067,-159.46059_21.90048,2.71
1068,-159.46826_21.88117,2.71
1069,-159.44689_21.87094,2.71
1070,-159.45119_21.88067,2.71
1071,-159.46157_21.90733,2.71
1072,-159.46087_21.90646,2.71
1073,-159.46098_21.90471,2.71
1074,-159.45931_21.90517,2.71
1075,-159.46250_21.88706,2.71
1076,-159.46177_21.88812,2.71
1077,-159.36427_21.96105,2.67
1078,-159.35992_21.96501,2.67
1079,-159.35980_21.96435,2.67
1080,-159.36129_21.96442,2.67
1081,-159.39443_21.96611,3.23
1082,-159.39347_21.96660,3.23
1083,-159.39451_21.96559,3.23
1084,-159.39189_21.96447,3.23
1085,-159.39904_21.96454,3.23
1086,-159.39712_21.96365,3.23
1087,-159.39782_21.96405,3.23
1088,-159.39854_21.96448,3.23
1089,-159.34800_21.95865,2.67
1090,-159.36975_21.97289,2.67
1091,-159.36858_21.97099,2.67
1092,-159.36847_21.97028,2.67
1093,-159.36730_21.96338,2.67
1094,-159.36841_21.96383,2.67
1095,-159.37323_21.96745,2.67
1096,-159.37320_21.96775,2.67
1097,-159.37246_21.96758,2.67
1098,-159.37660_21.97469,3.23
1099,-159.33629_22.04731,2.6
1100,-159.33671_22.05364,2.6
1101,-159.33536_22.05539,2.6
1102,-159.33559_22.05530,2.6
1103,-159.33807_22.05504,2.6
1104,-159.33882_22.05380,2.6
1105,-159.34078_22.05330,2.6
1106,-159.33831_22.05773,2.6
1107,-159.34184_22.05959,2.6
1108,-159.34316_22.05808,2.6
1109,-159.34374_22.05895,2.6
1110,-159.34623_22.05813,2.6
1111,-159.34348_22.05764,2.6
1112,-159.34191_22.05672,2.6
1113,-159.34241_22.05639,2.6
1114,-159.37211_22.05607,2.67
1115,-159.37871_22.05679,2.67
1116,-159.37634_22.05896,2.67
1117,-159.37617_22.05818,2.67
1118,-159.37569_22.05808,2.67
1119,-159.37693_22.05754,2.67
1120,-159.37716_22.05761,2.67
1121,-159.37725_22.05776,2.67
1122,-159.37893_22.05686,2.67
1123,-159.36574_22.04827,2.6
1124,-159.37516_22.05256,2.67
1125,-159.36850_22.07536,2.67
1126,-159.36524_22.04809,2.6
1127,-159.36743_22.05022,2.6
1128,-159.36666_22.04966,2.6
1129,-159.38346_22.05469,2.67
1130,-159.37448_22.05475,2.67
1131,-159.37447_22.05422,2.67
1132,-159.36016_22.06914,2.6
1133,-159.37644_22.07040,2.67
1134,-159.37357_22.06906,2.67
1135,-159.37111_22.07389,2.67
1136,-159.37095_22.07464,2.67
1137,-159.36921_22.07276,2.67
1138,-159.36328_22.06538,2.6
1139,-159.36390_22.06773,2.67
1140,-159.31780_22.06697,2.96
1141,-159.31852_22.06588,2.96
1142,-159.31872_22.06926,2.96
1143,-159.31923_22.07098,2.96
1144,-159.31977_22.07439,2.96
1145,-159.32154_22.08644,2.96
1146,-159.32258_22.08743,2.96
1147,-159.32884_22.09675,2.96
1148,-159.33015_22.09919,2.96
1149,-159.34274_22.09960,2.96
1150,-159.33779_22.09188,2.96
1151,-159.34165_22.09126,2.67
1152,-159.34123_22.09025,2.67
1153,-159.34292_22.09151,2.67
1154,-159.33941_22.09988,2.96
1155,-159.33923_22.09985,2.96
1156,-159.33888_22.09955,2.96
1157,-159.32898_22.09504,2.96
1158,-159.31895_22.08605,2.96
1159,-159.33082_22.09645,2.96
1160,-159.33119_22.09493,2.96
1161,-159.31429_22.08878,2.96
1162,-159.31639_22.08941,2.96
1163,-159.31577_22.08867,2.96
1164,-159.31864_22.08659,2.96
1165,-159.32082_22.08784,2.96
1166,-159.31887_22.09014,2.96
1167,-159.31894_22.09215,2.96
1168,-159.32371_22.08912,2.96
1169,-159.32628_22.09709,2.96
1170,-159.32592_22.09694,2.96
1171,-159.34070_22.10053,2.96
1172,-159.31746_22.09342,2.96
1173,-159.31643_22.09327,2.96
1174,-159.32079_22.09496,2.96
1175,-159.31480_22.08451,2.96
1176,-159.31509_22.08430,2.96
1177,-159.34054_22.10211,2.96
1178,-159.32492_22.08178,2.96
1179,-159.32553_22.08172,2.96
1180,-159.35750_22.09714,3.0
1181,-159.35799_22.09750,3.0
1182,-159.35546_22.10046,3.0
1183,-159.35697_22.10038,3.0
1184,-159.33458_22.10202,2.96
1185,-159.33387_22.10167,2.96
1186,-159.33406_22.10123,2.96
1187,-159.33799_22.10039,2.96
1188,-159.33530_22.10169,2.96
1189,-159.33537_22.10147,2.96
1190,-159.33623_22.10038,2.96
1191,-159.32299_22.09194,2.96
1192,-159.32232_22.09136,2.96
1193,-159.33183_22.09700,2.96
1194,-159.33344_22.09719,2.96
1195,-159.33363_22.09461,2.96
1196,-159.33343_22.09619,2.96
1197,-159.33361_22.09619,2.96
1198,-159.33221_22.10030,2.96
1199,-159.32731_22.09507,2.96
1200,-159.32580_22.09447,2.96
1201,-159.32519_22.09266,2.96
1202,-159.32559_22.09287,2.96
1203,-159.32698_22.09450,2.96
1204,-159.32762_22.09476,2.96
1205,-159.32640_22.09525,2.96
1206,-159.32707_22.09347,2.96
1207,-159.32897_22.09374,2.96
1208,-159.32544_22.10578,3.0
1209,-159.30728_22.10523,3.0
1210,-159.30312_22.10108,3.0
1211,-159.30331_22.10119,3.0
1212,-159.30532_22.14521,3.0
1213,-159.30746_22.14474,3.0
1214,-159.30470_22.13451,3.0
1215,-159.30249_22.13444,3.0
1216,-159.30225_22.13575,3.0
1217,-159.30162_22.14003,3.0
1218,-159.55665_22.22318,2.59
1219,-159.30354_22.14037,3.0
1220,-159.30086_22.14069,3.0
1221,-159.30015_22.14202,3.0
1222,-159.30113_22.14226,3.0
1223,-159.30558_22.15849,3.0
1224,-159.31861_22.16671,3.0
1225,-159.33593_22.20096,3.0
1226,-159.33353_22.19219,3.0
1227,-159.33154_22.19248,3.0
1228,-159.37895_22.19548,2.55
1229,-159.38772_22.19579,2.55
1230,-159.40906_22.20762,2.55
1231,-159.40920_22.20886,2.55
1232,-159.40958_22.20918,2.55
1233,-159.40966_22.21022,2.55
1234,-159.41016_22.20959,2.55
1235,-159.40531_22.21177,2.55
1236,-159.42449_22.21937,2.55
1237,-159.42425_22.21795,2.55
1238,-159.40595_22.20383,2.55
1239,-159.40475_22.20362,2.55
1240,-159.40399_22.20783,2.55
1241,-159.40291_22.20710,2.55
1242,-159.40764_22.20855,2.55
1243,-159.40592_22.20753,2.55
1244,-159.40735_22.20688,2.55
1245,-159.40336_22.20666,2.55
1246,-159.50441_22.20135,2.59
1247,-159.50180_22.20157,2.59
1248,-159.56209_22.22140,2.59
1249,-159.40830_22.21392,2.55
1250,-159.42912_22.21362,2.55
1251,-159.44238_22.22300,2.55
1252,-159.49657_22.21204,2.59
1253,-159.49704_22.20637,2.59
1254,-159.49647_22.20726,2.59
1255,-159.54718_22.20804,2.59
1256,-159.54464_22.21093,2.59
1257,-159.54618_22.22173,2.59
1258,-159.54659_22.22265,2.59
1259,-159.54564_22.22178,2.59
1260,-159.54792_22.22141,2.59
1261,-159.55696_22.22414,2.59
1262,-159.52387_21.90457,2.87
1263,-159.58545_21.92202,3.13
1264,-159.58563_21.92177,3.13
1265,-159.58800_21.92582,3.13
1266,-159.58691_21.92697,3.13
1267,-159.58890_21.92348,3.13
1268,-159.58894_21.92334,3.13
1269,-159.58920_21.92239,3.13
1270,-159.58946_21.92143,3.13
1271,-159.48720_21.92391,2.62
1272,-159.48709_21.92444,2.62
1273,-159.48742_21.92535,2.62
1274,-159.36982_22.05407,2.6
1275,-159.50935_21.94052,2.87
1276,-159.50667_21.93476,2.87
1277,-159.50645_21.93653,2.87
1278,-159.45115_21.87880,2.71
1279,-159.45180_21.87893,2.71
1280,-159.45039_21.88279,2.71
1281,-159.32214_22.06555,2.96
1282,-159.52058_21.91846,2.87
1283,-159.51843_21.91920,2.87
1284,-159.51556_21.90998,2.87
1285,-159.49484_21.91691,2.62
1286,-159.35410_21.95889,2.67
1287,-159.36090_22.07060,2.6
1288,-159.37748_22.06915,2.67
1289,-159.38035_22.06920,2.67
1290,-159.52601_21.92604,2.87
1291,-159.52602_21.92750,2.87
1292,-159.52540_21.92816,2.87
1293,-159.45116_21.88159,2.71
1294,-159.32119_22.06840,2.96
1295,-159.54526_22.22062,2.59
1296,-159.52117_21.91855,2.87
1297,-159.51978_21.92973,2.87
1298,-159.51283_21.92747,2.87
1299,-159.51374_21.92447,2.87
1300,-159.50996_21.93159,2.87
1301,-159.51956_21.94077,2.87
1302,-159.50911_21.91506,2.87
1303,-159.36484_21.95242,3.23
1304,-159.35325_21.96236,2.67
1305,-159.37868_22.06961,2.67
1306,-159.45130_21.88261,2.71
1307,-159.46144_21.90664,2.71
1308,-159.46145_21.90593,2.71
1309,-159.45967_21.90490,2.71
1310,-159.46055_21.88507,2.71
1311,-159.46086_21.88422,2.71
1312,-159.46246_21.88867,2.71
1313,-159.46109_21.88626,2.71
1314,-159.46192_21.88733,2.71
1315,-159.46091_21.88739,2.71
1316,-159.47801_21.91494,2.62
1317,-159.47310_21.91459,2.62
1318,-159.48419_21.91977,2.62
1319,-159.48424_21.91931,2.62
1320,-159.48580_21.92010,2.62
1321,-159.48760_21.92238,2.62
1322,-159.39888_21.96265,3.23
1323,-159.33604_22.05334,2.6
1324,-159.32263_22.09456,2.96
1325,-159.48630_21.92819,2.62
1326,-159.46055_21.90508,2.71
1327,-159.46085_21.90865,2.71
1328,-159.55138_22.22228,2.59
1329,-159.54874_22.22108,2.59
1330,-159.54629_22.22111,2.59
1331,-159.36122_22.09852,3.0
1332,-159.33037_22.10003,2.96
1333,-159.37550_21.96251,3.23
1334,-159.72315_21.97352,2.92
1335,-159.72391_21.97442,2.92
1336,-159.43026_22.21329,2.55
1337,-159.45498_22.22557,2.55
1338,-159.49630_22.20853,2.59
1339,-159.55499_22.20420,2.59
1340,-159.54061_22.21319,2.59
1341,-159.54912_22.21020,2.59
1342,-159.50409_21.93054,2.87
1343,-159.36891_21.97257,2.67
1344,-159.34243_22.05912,2.6
1345,-159.37504_22.05297,2.67
1346,-159.38853_22.06201,2.67
1347,-159.38964_22.06139,2.67
1348,-159.38618_22.05949,2.67
1349,-159.38671_22.05982,2.67
1350,-159.65722_21.96471,2.92
1351,-159.64042_21.93653,3.13
1352,-159.58663_21.91896,3.13
1353,-159.58650_21.91944,3.13
1354,-159.58654_21.92039,3.13
1355,-159.58815_21.92177,3.13
1356,-159.58784_21.92291,3.13
1357,-159.36870_22.05117,2.6
1358,-159.36814_22.05178,2.6
1359,-159.38305_22.05495,2.67
1360,-159.38417_22.05490,2.67
1361,-159.38821_22.05787,2.67
1362,-159.37052_22.05337,2.6
1363,-159.36960_22.05307,2.6
1364,-159.36938_22.05163,2.6
1365,-159.36996_22.05118,2.6
1366,-159.38320_22.05659,2.67
1367,-159.38257_22.05908,2.67
1368,-159.38250_22.05924,2.67
1369,-159.38142_22.05794,2.67
1370,-159.38829_22.05617,2.67
1371,-159.37680_22.06449,2.67
1372,-159.46941_21.87946,2.62
1373,-159.40743_22.21097,2.55
1374,-159.40264_22.21078,2.55
1375,-159.40470_22.20983,2.55
1376,-159.58790_21.91434,3.13
1377,-159.57048_21.91939,3.13
1378,-159.57697_21.91400,2.87
1379,-159.57637_21.91470,2.87
1380,-159.57661_21.91312,2.87
1381,-159.57675_21.91206,2.87
1382,-159.57498_21.91459,2.87
1383,-159.48299_21.92625,2.62
1384,-159.48441_21.92456,2.62
1385,-159.46492_21.89444,2.71
1386,-159.46604_21.90053,2.71
1387,-159.46553_21.89699,2.71
1388,-159.39192_22.05610,2.67
1389,-159.37420_22.06317,2.67
1390,-159.36138_22.07210,2.6
1391,-159.37372_22.06362,2.67
1392,-159.36735_22.09583,2.67
1393,-159.39279_22.20451,2.55
1394,-159.50039_22.20297,2.59
1395,-159.53138_21.92530,2.87
1396,-159.71105_21.96610,2.92
1397,-159.71548_21.96979,2.92
1398,-159.71352_21.97161,2.92
1399,-159.70744_21.96301,2.92
1400,-159.70706_21.96256,2.92
1401,-159.67854_22.10244,2.92
1402,-159.67813_22.09963,2.92
1403,-159.66261_22.11986,2.92
1404,-159.65471_22.12892,2.92
1405,-159.45877_21.90355,2.71
1406,-159.36075_21.96296,2.67
1407,-159.37359_22.05868,2.67
1408,-159.37190_22.05887,2.67
1409,-159.38307_22.05401,2.67
1410,-159.50646_22.20138,2.59
1411,-159.58715_21.92082,3.13
1412,-159.58619_21.92396,3.13
1413,-159.50238_22.19364,2.59
1414,-159.39213_22.21035,2.55
1415,-159.39398_22.20712,2.55
1416,-159.42946_22.18398,2.55
1417,-159.36853_21.97230,2.67
1418,-159.34239_22.05973,2.6
1419,-159.34121_22.05919,2.6
1420,-159.37791_22.05423,2.67
1421,-159.37691_22.05516,2.67
1422,-159.37659_22.05540,2.67
1423,-159.39035_22.05967,2.67
1424,-159.66045_21.96126,2.92
1425,-159.65712_21.96498,2.92
1426,-159.64819_21.93831,3.13
1427,-159.58723_21.91946,3.13
1428,-159.58689_21.91915,3.13
1429,-159.58757_21.92191,3.13
1430,-159.58842_21.92271,3.13
1431,-159.58768_21.92252,3.13
1432,-159.58525_21.92167,3.13
1433,-159.58916_21.92252,3.13
1434,-159.58931_21.92198,3.13
1435,-159.48641_21.92764,2.62
1436,-159.48973_21.92615,2.62
1437,-159.45967_21.90987,2.71
1438,-159.37067_22.05388,2.6
1439,-159.36748_22.05257,2.6
1440,-159.37025_22.05421,2.6
1441,-159.37087_22.05480,2.6
1442,-159.50588_21.93590,2.87
1443,-159.45115_21.87863,2.71
1444,-159.45040_21.88262,2.71
1445,-159.50496_22.20055,2.59
1446,-159.50474_22.20026,2.59
1447,-159.52159_21.93061,2.87
1448,-159.52202_21.92954,2.87
1449,-159.52216_21.93044,2.87
1450,-159.46834_21.88534,2.62
1451,-159.47257_21.88009,2.62
1452,-159.35556_22.08683,2.67
1453,-159.40743_22.20977,2.55
1454,-159.57650_21.91457,2.87
1455,-159.57445_21.91536,2.87
1456,-159.57618_21.91316,2.87
1457,-159.57491_21.91417,2.87
1458,-159.57575_21.91402,2.87
1459,-159.48781_21.92697,2.62
1460,-159.48734_21.92700,2.62
1461,-159.46544_21.90003,2.71
1462,-159.46537_21.89700,2.71
1463,-159.46579_21.90100,2.71
1464,-159.53143_21.92505,2.87
1465,-159.53242_21.92476,2.87
1466,-159.53474_21.92377,2.87
1467,-159.37124_21.97033,2.67
1468,-159.36991_21.97022,2.67
1469,-159.32593_22.10400,2.96
1470,-159.32438_22.10028,2.96
1471,-159.33055_22.09821,2.96
1472,-159.49808_22.20321,2.59
1473,-159.37403_21.96861,2.67
1474,-159.37335_21.96925,2.67
1475,-159.36973_22.07913,2.67
1476,-159.53565_21.92289,2.87
1477,-159.53601_21.92301,2.87
1478,-159.51433_21.92277,2.87
1479,-159.51135_21.91796,2.87
1480,-159.52943_21.92250,2.87
1481,-159.52694_21.90356,2.87
1482,-159.52539_21.92072,2.87
1483,-159.52492_21.92197,2.87
1484,-159.52448_21.92080,2.87
1485,-159.52890_21.92326,2.87
1486,-159.52808_21.92119,2.87
1487,-159.51928_21.90545,2.87
1488,-159.51815_21.90787,2.87
1489,-159.51791_21.90768,2.87
1490,-159.51818_21.90875,2.87
1491,-159.51679_21.91047,2.87
1492,-159.51577_21.91432,2.87
1493,-159.51649_21.91137,2.87
1494,-159.51647_21.90926,2.87
1495,-159.52346_21.91992,2.87
1496,-159.52322_21.91766,2.87
1497,-159.52233_21.91836,2.87
1498,-159.52389_21.91761,2.87
1499,-159.51417_21.92568,2.87
1500,-159.51910_21.94025,2.87
1501,-159.52360_21.93659,2.87
1502,-159.51968_21.93751,2.87
1503,-159.51994_21.93824,2.87
1504,-159.52238_21.93664,2.87
1505,-159.52022_21.93046,2.87
1506,-159.51710_21.93575,2.87
1507,-159.53007_21.92790,2.87
1508,-159.52995_21.92805,2.87
1509,-159.50056_21.92223,2.62
1510,-159.50084_21.92030,2.62
1511,-159.49370_21.91782,2.62
1512,-159.50659_21.92808,2.87
1513,-159.50660_21.92636,2.87
1514,-159.50635_21.92625,2.87
1515,-159.50641_21.92951,2.87
1516,-159.49715_21.91864,2.62
1517,-159.47061_21.87949,2.62
1518,-159.49911_21.91566,2.62
1519,-159.49940_21.91572,2.62
1520,-159.50158_21.91593,2.62
1521,-159.50163_21.91708,2.62
1522,-159.50158_21.91877,2.62
1523,-159.50137_21.91657,2.62
1524,-159.50054_21.91356,2.62
1525,-159.49821_21.91274,2.62
1526,-159.48138_21.91627,2.62
1527,-159.48523_21.91951,2.62
1528,-159.48378_21.91810,2.62
1529,-159.39958_21.96296,3.23
1530,-159.32954_22.09400,2.96
1531,-159.32792_22.09593,2.96
1532,-159.32594_22.09787,2.96
1533,-159.46019_21.90471,2.71
1534,-159.46047_21.90824,2.71
1535,-159.46284_21.90879,2.71
1536,-159.46446_21.90367,2.71
1537,-159.46461_21.90356,2.71
1538,-159.46386_21.90060,2.71
1539,-159.46272_21.90678,2.71
1540,-159.46244_21.90620,2.71
1541,-159.46092_21.90494,2.71
1542,-159.45760_21.90473,2.71
1543,-159.45824_21.90430,2.71
