Name_ID,BlockGp_ID,Final_Prioity_Score,OSDS_count,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
BI: : BkGp#194: CPs=588,194,70.31477800981081,588,0.00510204081632653,Low,3.0
BI: : BkGp#195: CPs=342,195,100.36249648675661,342,0.9298245614035088,Medium,2.0
BI: : BkGp#196: CPs=394,196,62.60387652447164,394,0.0,Low,3.0
BI: : BkGp#197: CPs=420,197,82.95237580463821,420,0.0,Medium,2.0
BI: : BkGp#198: CPs=139,198,68.82173515193858,139,0.0,Low,3.0
BI: : BkGp#199: CPs=204,199,78.69792466024754,204,0.0,Low,3.0
BI: : BkGp#200: CPs=856,200,77.4019731183967,856,0.0,Low,3.0
BI: : BkGp#201: CPs=727,201,69.03600514427505,727,0.0,Low,3.0
BI: : BkGp#202: CPs=1042,202,68.00528958681232,1042,0.22072936660268713,Low,3.0
BI: : BkGp#203: CPs=568,203,69.13169232903215,568,0.36619718309859156,Low,3.0
BI: : BkGp#204: CPs=402,204,76.20553500939887,402,0.4925373134328358,Low,3.0
BI: : BkGp#205: CPs=236,205,90.45886121255496,236,0.847457627118644,Medium,2.0
BI: : BkGp#206: CPs=773,206,110.4502450848797,773,1.0,High,1.0
BI: : BkGp#207: CPs=200,207,60.0431364815199,200,0.0,Low,3.0
BI: : BkGp#208: CPs=224,208,55.077911654929935,224,0.008928571428571428,Low,3.0
BI: : BkGp#209: CPs=471,209,69.81076092641764,471,0.0,Low,3.0
BI: : BkGp#210: CPs=338,210,51.72156925923055,338,0.0,Low,3.0
BI: : BkGp#211: CPs=459,211,64.72390001064839,459,0.0,Low,3.0
BI: : BkGp#212: CPs=845,212,73.00567575795024,845,0.014201183431952662,Low,3.0
BI: : BkGp#213: CPs=993,213,36.677693931970744,993,0.0,Low,3.0
BI: : BkGp#214: CPs=577,214,41.37081670267774,577,0.0,Low,3.0
BI: : BkGp#215: CPs=799,215,48.557598761659726,799,0.20150187734668334,Low,3.0
BI: : BkGp#216: CPs=269,216,78.48727740815559,269,0.966542750929368,Low,3.0
BI: : BkGp#217: CPs=270,217,87.22611884942737,270,1.0,Medium,2.0
Oahu: : BkGp#225: CPs=26,225,59.328145434960945,26,0.0,Low,3.0
Oahu: : BkGp#233: CPs=77,233,112.22113337838783,77,0.0,High,1.0
Oahu: : BkGp#235: CPs=55,235,89.53551070709982,55,0.0,Medium,2.0
Oahu: : BkGp#259: CPs=216,259,130.40183357596374,216,1.0,High,1.0
Oahu: : BkGp#262: CPs=307,262,146.19084897071735,307,0.0,High,1.0
Oahu: : BkGp#263: CPs=196,263,128.89668894914493,196,0.0,High,1.0
BI: : BkGp#264: CPs=836,264,69.88129558189164,836,1.0,Low,3.0
BI: : BkGp#265: CPs=1043,265,59.584631781781425,1043,1.0,Low,3.0
BI: : BkGp#266: CPs=775,266,36.17609269112645,775,0.9883870967741936,Low,3.0
BI: : BkGp#267: CPs=558,267,44.44632844506791,558,1.0,Low,3.0
BI: : BkGp#268: CPs=536,268,42.36382194274746,536,1.0,Low,3.0
BI: : BkGp#269: CPs=697,269,53.160816369049094,697,0.266857962697274,Low,3.0
BI: : BkGp#270: CPs=311,270,65.2725571241736,311,0.12540192926045016,Low,3.0
BI: : BkGp#271: CPs=1025,271,35.171271059206106,1025,0.8975609756097561,Low,3.0
BI: : BkGp#272: CPs=569,272,48.24986749886939,569,1.0,Low,3.0
BI: : BkGp#273: CPs=495,273,41.73206487448887,495,0.0,Low,3.0
BI: : BkGp#274: CPs=1132,274,48.655993177402166,1132,0.0,Low,3.0
Oahu: : BkGp#275: CPs=23,275,124.31177705658814,23,0.0,High,1.0
Oahu: : BkGp#276: CPs=162,276,91.39231155536739,162,0.3950617283950617,Medium,2.0
Oahu: : BkGp#311: CPs=200,311,114.26709090089349,200,0.405,High,1.0
Oahu: : BkGp#314: CPs=165,314,109.77485062148163,165,0.0,High,1.0
Oahu: : BkGp#315: CPs=306,315,134.42959742154758,306,1.0,High,1.0
Oahu: : BkGp#317: CPs=37,317,112.2706001907148,37,0.0,High,1.0
Oahu: : BkGp#319: CPs=130,319,116.48243971366199,130,0.0,High,1.0
BI: : BkGp#320: CPs=43,320,36.049274902425964,43,0.0,Low,3.0
BI: : BkGp#321: CPs=885,321,54.18070004415584,885,0.0,Low,3.0
BI: : BkGp#322: CPs=919,322,48.69221329858754,919,0.0,Low,3.0
BI: : BkGp#323: CPs=663,323,106.81488809587218,663,0.9441930618401206,High,1.0
BI: : BkGp#324: CPs=293,324,115.55784695968839,293,1.0,High,1.0
BI: : BkGp#325: CPs=136,325,106.20203242959428,136,0.9264705882352942,High,1.0
BI: : BkGp#326: CPs=462,326,76.95019755010291,462,0.015151515151515152,Low,3.0
BI: : BkGp#327: CPs=195,327,68.01296257860447,195,0.0,Low,3.0
BI: : BkGp#328: CPs=31,328,132.57318514501912,31,1.0,High,1.0
BI: : BkGp#329: CPs=273,329,63.49132869400439,273,0.63003663003663,Low,3.0
BI: : BkGp#330: CPs=39,330,117.45134853911964,39,1.0,High,1.0
Oahu: : BkGp#347: CPs=159,347,83.6371940403942,159,0.0,Medium,2.0
Oahu: : BkGp#355: CPs=37,355,83.73460254037413,37,0.0,Medium,2.0
Oahu: : BkGp#363: CPs=99,363,129.7528276343452,99,1.0,High,1.0
BI: : BkGp#370: CPs=412,370,86.04153697879272,412,1.0,Medium,2.0
BI: : BkGp#372: CPs=1528,372,67.6529943953923,1528,1.0,Low,3.0
BI: : BkGp#373: CPs=780,373,60.90833174244753,780,1.0,Low,3.0
BI: : BkGp#374: CPs=815,374,75.69125384691053,815,0.38282208588957056,Low,3.0
BI: : BkGp#375: CPs=334,375,119.0362920967464,334,1.0,High,1.0
BI: : BkGp#376: CPs=792,376,75.89491544463903,792,0.0,Low,3.0
Oahu: : BkGp#378: CPs=69,378,97.32829234111432,69,0.0,Medium,2.0
Oahu: : BkGp#385: CPs=178,385,114.80223698669849,178,1.0,High,1.0
Oahu: : BkGp#388: CPs=47,388,98.64081484246009,47,0.0,Medium,2.0
Oahu: : BkGp#399: CPs=164,399,122.8059727393306,164,0.20121951219512196,High,1.0
Oahu: : BkGp#408: CPs=156,408,137.3836776249471,156,0.0,High,1.0
BI: : BkGp#420: CPs=676,420,55.95173089182427,676,0.0,Low,3.0
BI: : BkGp#421: CPs=354,421,72.72791696098994,354,0.8587570621468926,Low,3.0
BI: : BkGp#422: CPs=1489,422,111.88251341695029,1489,0.9321692411014103,High,1.0
BI: : BkGp#423: CPs=421,423,108.70682894555216,421,1.0,High,1.0
BI: : BkGp#424: CPs=202,424,129.18572952509174,202,1.0,High,1.0
BI: : BkGp#425: CPs=340,425,86.59170586499991,340,0.0,Medium,2.0
BI: : BkGp#426: CPs=189,426,86.59919746151249,189,0.0,Medium,2.0
BI: : BkGp#427: CPs=378,427,45.76865817772316,378,0.0,Low,3.0
BI: : BkGp#428: CPs=747,428,65.91129190581857,747,0.8420348058902276,Low,3.0
BI: : BkGp#430: CPs=389,430,78.22937251338747,389,0.6401028277634961,Low,3.0
BI: : BkGp#431: CPs=118,431,70.24530211499483,118,1.0,Low,3.0
BI: : BkGp#432: CPs=781,432,66.79106131474589,781,0.0,Low,3.0
Oahu: : BkGp#439: CPs=106,439,85.8778342014117,106,0.0,Medium,2.0
Oahu: : BkGp#460: CPs=385,460,94.64852597830571,385,0.0,Medium,2.0
Oahu: : BkGp#461: CPs=356,461,141.83782220498995,356,0.0,High,1.0
Oahu: : BkGp#462: CPs=31,462,104.45098439972968,31,0.0,High,1.0
Oahu: : BkGp#463: CPs=45,463,87.92696471734497,45,0.0,Medium,2.0
Oahu: : BkGp#467: CPs=65,467,99.81932190687132,65,0.8153846153846154,Medium,2.0
Oahu: : BkGp#468: CPs=131,468,88.8124750958335,131,0.0,Medium,2.0
Oahu: : BkGp#471: CPs=47,471,79.73773321542414,47,0.0,Low,3.0
Oahu: : BkGp#498: CPs=127,498,151.85912991846206,127,1.0,High,1.0
Oahu: : BkGp#556: CPs=297,556,80.82188824511921,297,0.9831649831649831,Low,3.0
Oahu: : BkGp#559: CPs=39,559,104.56524595185574,39,1.0,High,1.0
Oahu: : BkGp#561: CPs=65,561,64.57031613047913,65,0.0,Low,3.0
Oahu: : BkGp#563: CPs=232,563,72.66810685697257,232,0.0,Low,3.0
Oahu: : BkGp#576: CPs=231,576,108.58611440802893,231,0.948051948051948,High,1.0
Oahu: : BkGp#580: CPs=388,580,111.67973574634198,388,1.0,High,1.0
Oahu: : BkGp#581: CPs=113,581,114.29285672940532,113,1.0,High,1.0
Oahu: : BkGp#592: CPs=104,592,71.37789383992387,104,1.0,Low,3.0
Oahu: : BkGp#593: CPs=32,593,69.96283091001845,32,1.0,Low,3.0
Oahu: : BkGp#595: CPs=145,595,72.84365002004834,145,0.0,Low,3.0
Oahu: : BkGp#608: CPs=45,608,68.18590496144711,45,1.0,Low,3.0
Oahu: : BkGp#618: CPs=95,618,129.39106501383446,95,0.0,High,1.0
BI: : BkGp#652: CPs=446,652,81.57875060211562,446,0.0,Medium,2.0
BI: : BkGp#653: CPs=50,653,118.26705522642442,50,1.0,High,1.0
BI: : BkGp#654: CPs=393,654,70.34981239499005,393,1.0,Low,3.0
Oahu: : BkGp#682: CPs=47,682,73.03261204605201,47,1.0,Low,3.0
BI: : BkGp#690: CPs=57,690,89.8276387260883,57,0.15789473684210525,Medium,2.0
BI: : BkGp#691: CPs=24,691,86.4261570352183,24,1.0,Medium,2.0
BI: : BkGp#692: CPs=37,692,102.84590824451166,37,1.0,Medium,2.0
BI: : BkGp#694: CPs=62,694,86.49554959873863,62,1.0,Medium,2.0
BI: : BkGp#695: CPs=41,695,75.84683440663879,41,1.0,Low,3.0
Kauai: : BkGp#697: CPs=73,697,75.39239638653727,73,0.0,Low,3.0
Kauai: : BkGp#698: CPs=46,698,86.20567005653628,46,0.0,Medium,2.0
Kauai: : BkGp#699: CPs=116,699,121.22278201427545,116,1.0,High,1.0
Kauai: : BkGp#701: CPs=558,701,69.04476089685706,558,0.0,Low,3.0
Kauai: : BkGp#702: CPs=137,702,135.10552637763215,137,1.0,High,1.0
Kauai: : BkGp#703: CPs=96,703,147.89340511159568,96,0.010416666666666666,High,1.0
Kauai: : BkGp#704: CPs=741,704,91.29689596418733,741,0.03913630229419703,Medium,2.0
Kauai: : BkGp#705: CPs=339,705,90.51810024765398,339,0.02654867256637168,Medium,2.0
Kauai: : BkGp#706: CPs=635,706,85.68136951892777,635,0.9748031496062992,Medium,2.0
Kauai: : BkGp#707: CPs=87,707,99.5318966513795,87,0.0,Medium,2.0
Kauai: : BkGp#708: CPs=297,708,75.59002982335852,297,0.0,Low,3.0
Kauai: : BkGp#709: CPs=66,709,124.2517515971427,66,0.0,High,1.0
Kauai: : BkGp#710: CPs=242,710,138.9791569797031,242,0.0,High,1.0
Kauai: : BkGp#711: CPs=142,711,136.8528037611558,142,0.0,High,1.0
Kauai: : BkGp#712: CPs=421,712,134.16736263910127,421,0.0,High,1.0
Kauai: : BkGp#713: CPs=86,713,120.04453849859202,86,0.0,High,1.0
Kauai: : BkGp#714: CPs=440,714,91.14416975613968,440,0.0,Medium,2.0
Kauai: : BkGp#716: CPs=97,716,87.38710181676568,97,0.0,Medium,2.0
Kauai: : BkGp#718: CPs=53,718,107.73038787804299,53,0.0,High,1.0
Kauai: : BkGp#719: CPs=274,719,81.55410666490278,274,0.0,Low,3.0
Kauai: : BkGp#722: CPs=655,722,84.4431946322145,655,0.5709923664122137,Medium,2.0
Kauai: : BkGp#723: CPs=325,723,99.96988263738422,325,0.0,Medium,2.0
Kauai: : BkGp#724: CPs=236,724,122.97213296302357,236,1.0,High,1.0
Kauai: : BkGp#725: CPs=216,725,98.36798683601761,216,1.0,Medium,2.0
Kauai: : BkGp#726: CPs=907,726,87.330024835409,907,0.9812568908489526,Medium,2.0
Kauai: : BkGp#727: CPs=435,727,123.8933588694571,435,1.0,High,1.0
Kauai: : BkGp#728: CPs=206,728,50.870970775566526,206,0.9854368932038835,Low,3.0
Kauai: : BkGp#729: CPs=148,729,82.30218968267359,148,0.0,Medium,2.0
Kauai: : BkGp#730: CPs=441,730,59.19663564604738,441,0.9591836734693877,Low,3.0
Kauai: : BkGp#731: CPs=474,731,55.72910421930962,474,1.0,Low,3.0
Kauai: : BkGp#732: CPs=550,732,58.929848280399746,550,1.0,Low,3.0
Kauai: : BkGp#733: CPs=370,733,58.36080978655716,370,1.0,Low,3.0
Kauai: : BkGp#734: CPs=235,734,152.64866347721954,235,1.0,High,1.0
Kauai: : BkGp#736: CPs=662,736,69.44710734950654,662,0.0,Low,3.0
Kauai: : BkGp#737: CPs=319,737,135.138365383197,319,0.03761755485893417,High,1.0
Kauai: : BkGp#739: CPs=21,739,75.6827748360328,21,0.0,Low,3.0
Kauai: : BkGp#740: CPs=709,740,106.88841882299937,709,1.0,High,1.0
Kauai: : BkGp#741: CPs=348,741,93.59234919138731,348,1.0,Medium,2.0
Kauai: : BkGp#742: CPs=328,742,102.9523922017503,328,0.16158536585365854,Medium,2.0
Kauai: : BkGp#743: CPs=179,743,97.32916374735694,179,0.9888268156424581,Medium,2.0
Kauai: : BkGp#744: CPs=47,744,107.54199998641484,47,0.9148936170212766,High,1.0
Kauai: : BkGp#745: CPs=445,745,92.20550854605159,445,0.9955056179775281,Medium,2.0
Kauai: : BkGp#746: CPs=227,746,71.79028502039003,227,1.0,Low,3.0
Kauai: : BkGp#747: CPs=573,747,72.352698909475,573,1.0,Low,3.0
Kauai: : BkGp#748: CPs=253,748,89.93333130295036,253,0.0,Medium,2.0
Maui: : BkGp#749: CPs=211,749,93.5965305669057,211,0.0,Medium,2.0
Maui: : BkGp#762: CPs=718,762,80.7934852827084,718,1.0,Low,3.0
Maui: : BkGp#763: CPs=422,763,82.23483520168156,422,1.0,Medium,2.0
Maui: : BkGp#764: CPs=43,764,129.30625428706978,43,0.0,High,1.0
Maui: : BkGp#768: CPs=417,768,68.6299131322305,417,1.0,Low,3.0
Maui: : BkGp#769: CPs=617,769,67.46083429153404,617,1.0,Low,3.0
Maui: : BkGp#771: CPs=208,771,68.90583471178513,208,1.0,Low,3.0
Maui: : BkGp#772: CPs=399,772,64.41615643061773,399,1.0,Low,3.0
Maui: : BkGp#773: CPs=468,773,71.70493183212142,468,0.9978632478632479,Low,3.0
Maui: : BkGp#775: CPs=64,775,70.29658073671537,64,0.0,Low,3.0
Maui: : BkGp#777: CPs=36,777,66.08442242508217,36,0.0,Low,3.0
Maui: : BkGp#781: CPs=237,781,122.41471507862005,237,0.0,High,1.0
Maui: : BkGp#783: CPs=47,783,104.88452063795438,47,0.0,High,1.0
Maui: : BkGp#790: CPs=350,790,65.8092605804095,350,0.6142857142857143,Low,3.0
Maui: : BkGp#791: CPs=443,791,66.97951888153737,443,1.0,Low,3.0
Maui: : BkGp#792: CPs=328,792,68.24943386687852,328,0.9542682926829268,Low,3.0
Maui: : BkGp#793: CPs=272,793,63.28317233528232,272,1.0,Low,3.0
Maui: : BkGp#794: CPs=112,794,60.610884678070875,112,0.8928571428571429,Low,3.0
Maui: : BkGp#797: CPs=116,797,51.49149798764743,116,0.75,Low,3.0
Maui: : BkGp#798: CPs=258,798,55.91121920004321,258,1.0,Low,3.0
Maui: : BkGp#799: CPs=31,799,111.39905327098005,31,0.0,High,1.0
Maui: : BkGp#800: CPs=657,800,73.40161752775774,657,0.9954337899543378,Low,3.0
Maui: : BkGp#801: CPs=630,801,89.62040961369843,630,0.0,Medium,2.0
Maui: : BkGp#805: CPs=28,805,108.38721816218529,28,0.0,High,1.0
Maui: : BkGp#806: CPs=76,806,62.09137036672531,76,0.39473684210526316,Low,3.0
Maui: : BkGp#808: CPs=28,808,69.8446339318726,28,0.0,Low,3.0
Maui: : BkGp#810: CPs=67,810,98.3577794144774,67,0.0,Medium,2.0
Maui: : BkGp#811: CPs=89,811,109.26488671236079,89,0.0,High,1.0
Maui: : BkGp#812: CPs=89,812,107.08765986580427,89,0.0,High,1.0
Maui: : BkGp#813: CPs=24,813,111.94698371356118,24,0.0,High,1.0
Maui: : BkGp#818: CPs=238,818,72.5859678722509,238,0.0,Low,3.0
Maui: : BkGp#819: CPs=283,819,76.04392737847681,283,0.0,Low,3.0
Maui: : BkGp#821: CPs=40,821,73.19284289509407,40,0.0,Low,3.0
Maui: : BkGp#824: CPs=48,824,88.7532112237928,48,0.0,Medium,2.0
Maui: : BkGp#825: CPs=167,825,112.39129436610385,167,0.0,High,1.0
Maui: : BkGp#826: CPs=56,826,93.85416630995621,56,0.0,Medium,2.0
Maui: : BkGp#827: CPs=34,827,90.79721875366802,34,0.0,Medium,2.0
Maui: : BkGp#830: CPs=603,830,66.15620146344197,603,1.0,Low,3.0
Maui: : BkGp#832: CPs=467,832,82.66690023585893,467,1.0,Medium,2.0
Maui: : BkGp#833: CPs=60,833,77.36507973130162,60,0.0,Low,3.0
Maui: : BkGp#834: CPs=307,834,87.22471702468128,307,0.0,Medium,2.0
Maui: : BkGp#835: CPs=21,835,52.438861367178546,21,0.0,Low,3.0
Maui: : BkGp#836: CPs=21,836,100.00144071434153,21,0.0,Medium,2.0
Maui: : BkGp#840: CPs=326,840,62.72740146103239,326,0.0,Low,3.0
Maui: : BkGp#842: CPs=79,842,130.79010573586655,79,0.0,High,1.0
Maui: : BkGp#843: CPs=471,843,70.74984742825926,471,0.8641188959660298,Low,3.0
Maui: : BkGp#844: CPs=274,844,57.17448732773255,274,0.9708029197080292,Low,3.0
