,BlockBk_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
25,76,73.73647256797818,41,88.5533333333333,0.0,0.0,58.3957536204199,123.3787904146189,18.133134294593237,64.32731428666376,62.47539944336305,107.08044142818609,329.97345007425804,0.0,38.139669801058766,79.6829268292683,0.0,135.9068749939092,1.0,Medium,2.0
27,82,50.04357493688514,11,42.31848484848485,0.0,0.0,13.471372800270494,36.785114779288484,40.3794194267931,13.36347699452537,6.138445997751749,11.244622779303128,55.8128847084364,0.0,1.78394449950446,300.0,198.0,31.355857218918974,0.0,Low,3.0
28,85,53.164777784248614,14,67.30551020408163,0.0,0.0,23.645366925109865,9.487399630223319,55.95699944962449,26.620546861961095,8.748386290647385,19.321421117516934,166.06580265759976,0.0,1.7839444995044602,292.7142857142857,99.0,26.82200341317451,0.0,Low,3.0
36,101,29.16238699751322,37,87.83631917631914,0.0,0.0,7.960553833730298,45.943607681369784,12.910808618971506,19.280286118008654,5.511831966689201,9.262653545758505,46.26130168991796,0.0,1.8910883132885103,74.91891891891892,99.0,26.658435099725807,0.13513513513513514,Low,3.0
38,103,31.059214146054455,29,88.5533333333333,0.0,0.0,8.174712152035136,4.6850988666941085,15.000748905429964,16.70921999393185,10.303165226810815,14.949310067057754,69.18673412473007,0.0,6.090017429342811,198.0,3.413793103448276,30.822078988002605,1.0,Low,3.0
41,113,34.993704238774825,54,60.315238095238094,0.0,0.0,8.63870514108706,5.115924972876058,13.096770314125596,22.34605921347766,10.442004830059954,12.62390627476362,54.65931896175025,0.0,3.435744962008587,44.0,254.66666666666666,35.56522414956882,0.0,Low,3.0
42,114,34.097243970381676,13,79.15069597069595,0.0,46.15384615384615,10.0349741482533,5.652962301179097,15.969941335271825,19.913994233988337,14.234945248068284,19.39322260330854,44.20677097945519,0.0,4.83342227643516,198.0,22.846153846153847,31.067730459069484,1.0,Low,3.0
43,115,81.61181080582543,46,69.04130434782614,0.0,123.91304347826087,20.689910013015908,35.55647060439882,59.62596066346975,112.11537057901447,12.491752790863801,14.608826464566137,396.4367660304469,0.0,14.581807213340806,68.8695652173913,198.0,98.24638468478652,0.0,Medium,2.0
44,116,89.95590625769617,17,86.47394957983195,0.0,0.0,39.67880420664314,89.26628434760225,52.98352468012406,112.01650936531762,21.592788830631992,20.459328758229844,76.38066305007057,0.0,142.5173439048563,300.0,300.0,107.96939714213498,0.47058823529411764,Medium,2.0
45,117,58.69151826637702,67,74.31914712153521,0.0,134.32835820895522,19.485663727203086,5.469085224815871,53.801899176129226,100.1332571734734,10.306378349876404,10.495030101055931,66.25026410566637,0.0,44.47435764684999,79.7910447761194,188.23880597014926,93.27948241382605,0.0,Low,3.0
46,118,86.32509034503757,45,82.67047619047624,0.0,0.0,33.48742798905641,4.718227147340087,56.91219356031247,54.02029022899452,13.265015484984787,25.304887558848204,391.63376769172885,0.0,109.08490254377266,123.2,300.0,100.57916678004936,1.0,Medium,2.0
47,121,109.43150640335236,56,88.31489795918363,0.0,0.0,82.4175174044954,6.877798805930204,65.31404545150083,83.28779474970584,104.0119554577594,47.01078548931893,400.0,89.28571428571429,66.98286846948886,300.0,205.28571428571428,102.68350369147325,1.0,High,1.0
48,122,99.75305075868714,44,76.74454545454553,0.0,115.9090909090909,52.68570460972751,9.652125008866163,54.161387835190204,118.37946003223556,36.97320081795136,18.715586874071512,118.34021773423022,200.0,200.0,198.0,198.0,98.73444210439801,0.7045454545454546,High,1.0
49,124,114.79110574710911,24,88.25428571428573,0.0,0.0,71.26808809025458,6.305326187827692,63.45377095542403,96.05010971448104,93.94468344637677,33.35265197127251,400.0,200.0,71.15956392467791,300.0,198.0,100.0781062020365,1.0,High,1.0
50,125,117.99316491618879,15,85.6457142857143,0.0,0.0,127.66026325735558,9.314259638855336,72.22771192217556,53.835763298496055,67.60616579833858,107.4191816266577,400.0,0.0,137.09943838784275,300.0,300.0,109.08897552739592,1.0,High,1.0
56,131,51.95165840125129,12,66.88666666666667,0.0,0.0,18.11110525574921,5.329911600745259,20.98051711312301,43.9263736154935,19.1913311208958,39.23252748276315,337.0424195143762,0.0,7.234886025768087,99.0,99.0,23.339137623188474,0.0,Low,3.0
57,132,58.692351548382895,13,52.16021978021979,0.0,0.0,15.637454397258448,16.26186996155393,20.532987154833283,109.11545696132157,22.498961803346845,35.01902508779756,175.31732518017932,0.0,9.712586719524282,300.0,99.0,25.12938617970851,0.0,Low,3.0
58,134,37.84947783626445,34,66.88666666666671,0.0,0.0,17.77109941870708,5.48600330599222,21.066346925437504,58.02123102684228,23.229845494319633,34.09301460985658,111.21883170310353,0.0,9.712586719524275,99.0,99.0,22.25654167351706,0.0,Low,3.0
65,160,73.16960669339267,12,63.554285714285705,0.0,0.0,57.902534043318184,13.849181292532625,51.3071467962198,52.81020708827867,17.693446414534602,16.19513090643237,339.05101289650986,0.0,5.7482656095143705,99.0,300.0,80.43288963926364,0.0,Medium,2.0
67,178,43.51433052570436,13,85.23714285714287,0.0,0.0,13.785682817660254,4.198695612036967,16.49327565422089,45.98398456295043,25.31647103350247,29.11460530447038,100.88890995837406,0.0,1.78394449950446,99.0,198.0,32.91224558570258,0.0,Low,3.0
68,179,110.30274772409061,25,57.4257142857143,79.44,0.0,379.2146143013577,3.0045800205060136,21.542122197096123,13.830071992207616,349.19103040627175,345.1115533485079,103.36809170599876,0.0,11.45688800792864,198.0,63.36,29.596549595769684,1.0,High,1.0
69,180,40.662786658276474,69,62.90974465148376,0.0,0.0,10.372534022246466,5.401937988037432,15.289619005838434,44.84223444587403,14.231471104952814,18.637225749696306,96.49744564639414,0.0,3.249019692334206,0.0,300.0,38.51056756728946,0.0,Low,3.0
71,187,69.63603234419115,24,44.88666666666666,0.0,0.0,31.011460471311935,5.937450840086414,84.0090528917642,34.063521166560584,12.039200283345535,38.504039897286255,396.4600196700856,0.0,3.766105054509415,99.0,198.0,96.86296822125057,1.0,Low,3.0
72,191,93.63798799409697,135,89.36755555555546,0.0,8.88888888888889,45.40471572995502,28.094477801490715,58.464570888693544,99.33943143319422,36.56676672527544,21.997509482561743,178.29956323056194,82.96296296296296,108.08648093088101,290.1777777777778,252.4,104.5191185036551,0.6962962962962963,High,1.0
73,193,85.77381730584267,22,82.12571428571431,0.0,0.0,34.063236783840004,4.980285430263105,56.16544482892018,53.506507636136504,13.553680186704435,24.71809945822524,400.0,0.0,116.7492566897918,99.0,300.0,101.74503428804427,1.0,Medium,2.0
74,195,99.9951579070596,120,83.23278571428553,0.0,0.0,63.233268955303934,56.65755033472406,65.04273651946238,49.49219068215412,28.413931524551675,39.347905496796734,274.2984138040964,0.0,133.23422530558292,300.0,300.0,106.97436026893625,1.0,High,1.0
77,199,69.06833914696112,30,44.886666666666684,0.0,0.0,27.66141359058905,8.613227818350632,72.80891733104026,45.376235365057546,11.888124041324485,27.16142911562851,400.0,0.0,3.766105054509414,99.0,198.0,96.86296822125054,1.0,Low,3.0
80,215,66.42372933941049,38,71.28240601503762,0.0,43.421052631578945,48.90852978928955,22.659983790903013,48.52601803925542,59.70219049831801,17.506751953031323,14.591468566301877,181.44418192824722,0.0,4.026915653852172,104.28947368421052,300.0,79.99696754113134,0.0,Low,3.0
81,218,62.55639540798922,31,57.23714285714282,0.0,0.0,34.39777276827537,19.89099071807834,16.318550584293092,53.06609476535501,36.25436715181414,38.79010173963927,400.0,0.0,44.24054477444931,99.0,0.0,139.15036576079095,1.0,Low,3.0
84,228,51.680245344655994,25,47.80857142857143,0.0,0.0,18.12925188733171,42.970162293845306,13.6795589403113,31.196852622830352,21.71862959259546,19.88873778418935,400.0,0.0,57.284440039643194,0.0,0.0,122.52747558052201,0.0,Low,3.0
85,229,48.01014997125559,11,88.5533333333333,0.0,0.0,19.599361765252233,94.70229067724746,13.910928976586696,39.669695171728215,25.53647685724798,21.312180546648616,237.05606662062428,0.0,57.284440039643194,0.0,0.0,122.52747558052194,0.0,Low,3.0
87,233,46.147275797058604,27,86.9196296296296,0.0,0.0,18.89354356818167,56.24442881182776,13.694730652714263,39.78949149102121,25.428841439106208,20.562473286558202,250.86408245667502,0.0,57.284440039643194,0.0,0.0,122.52747558052202,0.0,Low,3.0
88,236,51.92744844253561,18,66.755,0.0,0.0,28.031339624612926,153.13492906768175,12.92631219515246,27.831055238344828,33.61389259643302,18.179622201227208,62.05605293477092,0.0,10.263186873692323,198.0,99.0,69.12033590611892,0.0,Low,3.0
89,238,122.66393029739058,20,66.88666666666668,274.8,0.0,142.12853311429902,19.199338205553378,20.7292036904548,18.015148396364445,23.832823435744707,395.1335051230709,314.8904738075659,0.0,13.676907829534192,198.0,300.0,52.66635419160457,1.0,High,1.0
91,241,110.51552895460654,22,66.8866666666667,185.3181818181818,0.0,132.91294157835728,12.44824555176116,20.708132731886714,19.378994167879,27.061402838884064,380.5065454414838,248.16856150285867,0.0,13.67690782953419,198.0,300.0,52.66635419160457,1.0,High,1.0
92,251,68.61147630653909,23,83.10703933747409,0.0,0.0,26.32675183078787,45.86842378417169,16.379547683425336,62.316714252191986,30.3731635922847,42.27302853722864,400.0,0.0,200.0,0.0,0.0,122.527475580522,1.0,Low,3.0
93,252,68.37948397664606,33,57.23714285714282,0.0,0.0,23.51358679815467,61.4327678570514,16.21354541425637,44.99183431371186,28.379528985841475,38.62547776318536,400.0,0.0,188.10703666997028,99.0,0.0,68.19133899037662,1.0,Low,3.0
94,253,68.67930545653581,62,66.56857142857143,0.0,0.0,29.39962488433948,27.777931346006227,17.43958491374219,56.17654850015466,50.50207588581011,52.50629879712984,400.0,0.0,181.7769110265674,55.88709677419355,0.0,92.15493829152247,1.0,Low,3.0
95,254,89.53235616314528,23,57.23714285714284,0.0,0.0,25.2240194945699,35.41487659050638,17.931688471782508,73.74426754895983,85.76376443535142,70.39838559053145,393.7014950766847,17.391304347826086,15.57288749084328,198.0,300.0,52.60551054298096,1.0,Medium,2.0
97,260,93.40599742451694,57,60.675037593984925,0.0,0.0,34.198712370910286,26.331093945628616,19.076052946174784,66.42319926304985,113.38702413890303,163.74915822483334,400.0,0.0,45.39147670961348,99.0,300.0,72.85820617465562,1.0,High,1.0
98,261,64.98479856631076,58,65.28147783251231,0.0,0.0,28.33333709725248,80.87571665369597,17.6585099403316,46.74921934352641,58.41558396612134,61.16193835427325,400.0,0.0,13.403506373671446,99.0,31.03448275862069,72.85820617465562,1.0,Low,3.0
99,262,71.20775439189825,139,66.56857142857167,0.0,0.0,35.11229581285191,36.77572781936678,17.659146593524767,74.83554481077806,59.23363403218729,61.37115178628131,399.3162403923246,0.0,188.0214757827039,14.244604316546763,0.0,114.9779231033374,1.0,Low,3.0
100,263,85.49090198836154,24,66.56857142857143,0.0,0.0,38.89296027528778,14.916365381242379,18.803608462620193,48.730558397502506,256.26212427789994,140.80016019734123,400.0,0.0,128.64222001982154,99.0,0.0,69.74696138513629,1.0,Medium,2.0
104,275,65.39130800071007,25,47.80857142857143,0.0,0.0,27.877107720470622,120.94723935908105,15.630734515963207,47.78267936632119,31.289493512897415,32.5788291302051,400.0,0.0,37.304261645193264,83.16,0.0,136.49070333194788,1.0,Low,3.0
105,277,132.07510087149745,13,57.23714285714286,0.0,0.0,27.650817141796843,173.28082512124755,18.84963024014195,142.01102238632413,256.39186782221975,127.05023640417984,400.0,200.0,37.310360600747124,190.3846153846154,300.0,50.95999511404653,1.0,High,1.0
122,351,55.06231539478822,18,56.951428571428565,0.0,0.0,9.248421046081301,6.477215699451895,14.977884009305392,60.89843995149173,11.841074313714804,16.687668579422862,308.2525419273809,0.0,1.78394449950446,0.0,300.0,38.81611232404139,0.0,Low,3.0
124,355,32.412009942569014,39,88.5533333333333,0.0,0.0,8.387835783087368,9.371939369439849,15.085606995331299,22.885308344212778,10.278016085172244,15.280071784072094,80.67051470229771,0.0,5.748265609514368,129.46153846153845,68.53846153846153,31.919257132074183,1.0,Low,3.0
131,388,86.97524254224606,33,44.660000000000025,0.0,100.0,160.12112058399322,143.02083743492648,18.78351816962312,231.01709112145863,102.59862427083674,81.32020096967905,96.9238883083746,0.0,4.72715259633,198.0,99.0,24.456204678468623,0.0,Medium,2.0
135,412,50.91744407547396,28,88.5533333333333,0.0,0.0,35.88719724018354,27.222980900469754,16.892242256898882,131.819047296358,33.24146072299839,53.476810944269864,160.77786572020727,0.0,47.93996885176269,38.892857142857146,0.0,129.05789672277055,1.0,Low,3.0
136,413,76.63775565710591,17,55.573277310924375,0.0,0.0,25.609510237145443,77.85767466148522,14.452955536889064,197.6202537846759,75.85428705621122,25.016611490665138,239.43139901780137,0.0,200.0,99.0,0.0,139.15036576079095,0.058823529411764705,Medium,2.0
137,416,79.9545297930415,26,57.47285714285712,0.0,0.0,46.163844233576846,49.953897013705905,17.067844870568276,92.28061424981425,40.99550463659594,57.23301898771311,400.0,0.0,200.0,99.0,0.0,139.15036576079095,1.0,Medium,2.0
145,468,35.283176125826486,17,46.156134453781505,0.0,0.0,17.65200064258161,90.40690715137747,31.93453815586453,17.657324325514466,10.350643072967998,6.8074042487542235,85.09020624106174,0.0,1.7839444995044602,198.0,0.0,23.408539095989298,0.0,Low,3.0
156,495,37.90453027785466,41,65.49070847851341,0.0,0.0,20.178272205549828,4.0766924690319035,21.391148516166506,44.60680635378803,42.1004548806053,25.504721852576694,115.25002101854692,0.0,9.712586719524273,99.0,99.0,22.25654167351706,0.0,Low,3.0
167,516,65.85056309729222,11,45.09333333333333,0.0,0.0,144.24179634222608,165.7863496327482,18.664696915414876,93.07282836202711,130.41110092980696,65.11293896945234,105.58432979618316,0.0,1.9641409135958197,144.0,45.0,28.826931264595245,0.0,Low,3.0
169,522,117.38919035043709,533,59.125687483248704,73.25515947467167,0.0,171.80866492413014,13.08604547544866,186.71547545013024,12.267464463726208,8.446812149475596,289.72887993065297,331.39616180974195,0.0,149.5497371684855,106.4296435272045,198.0,161.02812339963916,1.0,High,1.0
171,526,75.12816991142249,20,44.77666666666665,0.0,0.0,11.955377334187585,107.30036965018215,58.71898006956265,78.64331004870633,7.468010090337707,8.474935630346918,101.23324207842023,200.0,11.694747274529242,99.0,198.0,199.65690982839803,0.0,Medium,2.0
172,527,63.34130870323722,17,44.77666666666665,0.0,0.0,11.159598172838082,33.25549772031848,73.5785930188079,63.55759218511219,7.174305157921268,8.533630399613344,199.73209012435325,0.0,11.69474727452924,99.0,198.0,199.65690982839803,0.0,Low,3.0
173,529,76.96397676619566,23,51.951966873706,0.0,0.0,21.39472484866198,71.40079785360571,98.70532028326639,28.868308245159852,10.800376187132805,14.697396465307747,62.71310959635198,200.0,96.92765113974228,99.0,198.0,200.0,0.0,Medium,2.0
174,530,98.27151035337928,18,47.15999999999998,0.0,0.0,14.532281688496782,234.90892068182788,37.561754608855395,38.55347516813303,8.536453773693735,7.653864208134037,376.81424806862145,200.0,11.694747274529242,99.0,198.0,199.65690982839803,0.0,High,1.0
176,536,75.40991036704543,20,89.22071428571431,0.0,30.0,54.947677963968644,7.389510382481349,44.24319623152293,31.5577627277209,13.47233975368618,13.114904653234444,109.32501375031828,0.0,11.694747274529242,300.0,300.0,126.18278848250502,0.0,Medium,2.0
177,537,70.32639077740902,90,89.4445714285715,0.0,13.333333333333334,45.8894214636967,4.778221896233981,44.008303193490725,72.83974344203257,11.527960970824852,13.740498517565227,93.81100019667231,0.0,17.971589032044918,232.26666666666668,300.0,115.28455152000275,0.0,Low,3.0
180,555,54.74349476144534,15,47.80857142857143,0.0,0.0,13.347181716435175,13.42263070868963,12.212466812181654,147.5762641770533,17.738275739624406,12.177511840941856,285.2206398578079,0.0,33.49851337958375,99.0,0.0,139.15036576079095,0.0,Low,3.0
185,576,40.27648553553309,24,83.68960317460314,0.0,0.0,13.112897362953964,5.9659203238367935,16.349508110901773,35.84983034965162,19.469688105063742,26.978467422543122,60.28657585076859,0.0,4.757185332011892,0.0,300.0,37.68760700066184,0.0,Low,3.0
186,577,41.11204230480516,54,75.49026455026451,0.0,0.0,16.80402351398125,25.154685281262246,18.059649740844876,42.1030969914462,26.752838950183545,39.76111523014645,75.57422377271007,0.0,4.683771978122818,0.0,252.77777777777777,39.51918678533727,1.0,Low,3.0
189,580,53.32770797518524,15,66.66666666666666,0.0,0.0,15.744123962391575,5.893199548296881,17.256586540382912,97.7810807966301,30.842653864991348,35.61152804259724,188.34891991533894,0.0,6.541129831516354,19.8,279.6,35.82973045896638,0.0,Low,3.0
190,581,83.1921544771942,18,85.23714285714284,0.0,166.66666666666666,17.96633670246574,8.54696157998078,17.84720539058397,277.36956784141285,34.614419198571596,39.88933121465009,255.4551578646368,0.0,7.7304261645193275,0.0,300.0,36.55910167728233,0.0,Medium,2.0
191,583,48.970070164660335,11,85.79428571428572,0.0,0.0,15.764390381764644,6.1783353877757605,17.37345397165994,73.54929824130267,24.50765672229344,37.20548787739925,131.56564861264727,0.0,5.027479953148932,0.0,300.0,37.585015607627355,0.0,Low,3.0
192,585,40.31000232127206,17,87.05394957983191,0.0,0.0,9.825886762153681,27.126821758910506,15.655658670601667,43.22489820783334,12.087776523021839,19.108691921133335,76.17811455672752,0.0,4.349093453040285,0.0,270.0,40.0391433858267,1.0,Low,3.0
200,610,65.20275592056589,34,85.20974789915964,0.0,0.0,49.71475815613942,18.475765390658495,50.23243915495219,66.84794233498772,18.690782625618795,16.00219064106844,188.99707296238458,0.0,5.048679531277327,99.0,300.0,79.8219601122416,0.0,Low,3.0
206,643,35.41185937950864,36,88.5533333333333,0.0,0.0,8.6344077139103,25.917144186559934,15.217665933292317,34.099074143481886,10.150193944667418,16.05083957637443,90.94157691158584,0.0,5.74826560951437,0.0,198.0,37.86538933990982,0.9722222222222222,Low,3.0
209,646,31.677844186374166,19,79.97548872180448,0.0,0.0,11.691482549569063,7.6318245308311115,17.125415485381943,16.731561899394276,19.184000731470118,24.35911013741649,62.65007395109926,0.0,6.582859527411195,192.78947368421052,5.2105263157894735,31.23584526123455,1.0,Low,3.0
210,647,34.763611991788224,21,78.85219954648524,0.0,0.0,16.088328423960245,9.513787338875723,18.38953160612965,17.784167799881427,41.76449377097324,39.80885268810694,61.86475839884148,0.0,8.296757751663597,198.0,0.0,31.09130255190586,1.0,Low,3.0
211,648,41.05936563543769,38,77.83102756892227,0.0,0.0,18.346362089149743,20.55816653136002,18.78032975272425,21.307754017215444,59.05815961750759,51.8483740932184,111.12821843229183,0.0,6.42637316780554,140.68421052631578,57.31578947368421,32.60571926137036,1.0,Low,3.0
212,649,37.06201387144674,21,78.85219954648524,0.0,0.0,16.856697076193797,18.1912598146829,18.514858129416396,21.268809258224646,44.47715217462599,44.39429888617468,77.27765879340139,0.0,4.521213837368444,108.42857142857143,89.57142857142857,33.57606055512762,1.0,Low,3.0
217,656,83.07424370006048,62,85.68423963133634,0.0,0.0,131.43624164074183,36.71443644798509,62.539141359398144,60.81584055289512,45.980451474218334,58.74094443018594,208.07573787789704,19.35483870967742,107.28603855621984,73.45161290322581,273.6774193548387,82.35671256228805,1.0,Medium,2.0
218,658,114.34538442974582,102,84.12697478991586,0.0,0.0,66.93431528778947,86.66150511180533,64.60517149975229,44.26087971012817,23.976736622078285,43.403080462370646,387.98629913970143,0.0,200.0,300.0,300.0,113.22580382264523,1.0,High,1.0
227,684,35.281281451751774,16,44.44333333333334,0.0,0.0,21.900930678222224,30.300550294527785,14.45113073272316,44.112551836393386,28.04623272283735,23.870313209983617,130.8026429080644,0.0,54.311199207135765,12.375,0.0,124.60533685305556,0.5,Low,3.0
228,686,77.30450392465985,38,45.9485964912281,0.0,0.0,66.13221637881382,140.75176676996517,16.790259873717602,36.67206388533184,30.375198379941015,45.35660200082672,387.83280857939576,0.0,23.587710604558982,198.0,99.0,69.1203359061189,0.0,Medium,2.0
238,711,70.0823194041638,21,66.66666666666667,0.0,0.0,23.300832028842084,32.67051504183541,18.72729054048917,93.93531294207028,73.57602384307904,73.0367943346265,325.03182782304594,0.0,7.730426164519326,0.0,300.0,36.55910167728233,0.0,Low,3.0
240,715,30.331649517469447,16,73.2740476190476,0.0,9.375,10.800755344633465,6.024464137877618,16.591328233823013,17.900638739278833,16.445035579692384,21.854432655958767,46.01119676999265,0.0,7.60654112983152,198.0,0.0,31.09130255190586,1.0,Low,3.0
241,716,41.0979234928086,38,79.65912280701748,0.0,0.0,13.216771137180237,42.09302235525342,16.94254894096734,25.400774328441944,19.5222142907296,28.824000158175302,108.50043118413238,0.0,4.965833811486096,0.0,238.26315789473685,39.08097548400806,1.0,Low,3.0
244,719,64.64362819742489,24,85.23714285714283,0.0,0.0,18.630820517678277,10.035976535136442,17.997098827202304,162.86998765653001,36.817009473437096,40.952003600996186,252.82485565144847,0.0,7.730426164519325,0.0,300.0,36.559101677282335,0.0,Low,3.0
245,725,82.52221276363171,15,89.10285714285716,0.0,40.0,25.611588262291434,4.851929424104832,50.19763419359346,148.62143328367148,12.083825280486556,16.057489200007687,74.71977199234692,0.0,180.17839444995042,184.8,300.0,111.60826822516606,0.0,Medium,2.0
247,736,108.32783316749126,13,83.53999999999998,0.0,0.0,102.33474924342968,5.881154255894284,68.67181390983907,60.97921414816112,191.25881642453544,66.69548339212275,400.0,0.0,43.40931615460852,300.0,198.0,104.14694998377801,1.0,High,1.0
252,754,86.01485344892556,57,58.87423558897238,0.0,0.0,47.9649470638815,43.21482963212723,18.92417366010034,39.88442017863246,136.89867926675007,229.53782820553536,378.59793883954075,0.0,194.9924364926191,41.68421052631579,0.0,99.64910227940817,1.0,Medium,2.0
253,755,94.04261525790344,16,66.56857142857143,0.0,0.0,41.06180953507997,14.20825359068581,19.575079099564565,47.986449646464514,86.81367266967031,217.17571001424614,400.0,0.0,45.39147670961348,99.0,300.0,72.85820617465562,1.0,High,1.0
254,756,94.95791495581683,33,66.56857142857143,0.0,0.0,39.48993182848173,16.165641630647013,19.5072495976517,50.990888461718335,96.8952076469994,217.50155085891365,400.0,0.0,45.39147670961348,99.0,300.0,72.85820617465562,1.0,High,1.0
256,760,123.17924885736583,22,66.8866666666667,254.04545454545453,0.0,112.19261823080137,17.698814385605292,20.707992098149205,18.572682140967803,23.432178650897626,392.19969323704305,364.2604171127966,54.54545454545455,21.785746463645367,171.0,281.45454545454544,48.906469328460325,1.0,High,1.0
258,768,69.37174141414246,20,57.23714285714285,0.0,0.0,30.12263238751789,70.49475491243611,16.946802746489915,93.17927466319347,37.09670667585838,51.480209167034424,361.4911222219419,0.0,200.0,0.0,0.0,122.52747558052197,1.0,Low,3.0
259,769,58.99247361229032,19,57.23714285714286,0.0,63.1578947368421,24.928057718348963,27.50701494532667,16.88749850222309,45.087478645961696,38.40506669151389,46.1151620411951,383.99099515162044,0.0,9.71258671952428,99.0,0.0,72.85820617465562,1.0,Low,3.0
272,834,82.96329455900417,29,48.28195402298853,0.0,0.0,215.97965093450276,197.1308345950037,18.174540840372405,45.51245788559301,43.45168039170494,122.46905078522911,276.6163263040246,0.0,9.712586719524275,198.0,0.0,69.12033590611894,0.0,Medium,2.0
278,845,91.22982357517316,13,58.60791208791209,0.0,276.9230769230769,82.25443282771501,106.99590741069655,58.32770647365966,231.13023295567535,43.3156370583239,111.9301325228813,57.45026160453262,0.0,12.76206449645498,198.0,99.0,31.749989266669004,0.0,Medium,2.0
282,861,37.758201815364124,62,88.5533333333333,0.0,0.0,9.238592985000631,22.283830217379354,15.482551997247743,40.77029903824068,11.152910996467405,17.408515119976773,106.83139170791816,0.0,5.364621631126311,3.193548387096774,207.96774193548387,38.125689881190844,1.0,Low,3.0
284,863,36.12158010483898,55,88.5533333333333,0.0,0.0,8.916656199741224,23.509027627231095,15.357119823442371,36.9145734606813,10.63024097996729,16.692297917521106,99.63679728124293,0.0,5.748265609514368,0.0,198.0,37.86538933990982,1.0,Low,3.0
286,865,43.22478635985422,18,56.951428571428565,0.0,0.0,8.160810694999425,122.44354635067118,14.656056496058543,42.50217408367402,9.206045491927995,15.411846662914222,137.42623209671513,0.0,5.748265609514373,0.0,198.0,37.86538933990981,0.0,Low,3.0
287,867,42.288509058428694,14,88.5533333333333,0.0,139.28571428571428,11.021230407703333,3.3450004883539273,17.90836125265384,17.917900413851772,17.8760364933412,22.741224045625646,51.20690178104671,0.0,2.4918589834348013,134.35714285714286,99.0,28.62293153422878,1.0,Low,3.0
