Name_ID,BlockGp_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
Oahu: : BkGp#9: CPs=392,9,111.54490708075949,392,73.94330174927062,300.0,0.0,82.96896721851603,61.20616135562269,101.93685553630044,16.27661589732879,38.81100731480786,400.0,399.5590085526765,0.0,9.156368196436105,0.0,0.0,189.31532039043194,1.0,High,1.0
Oahu: : BkGp#11: CPs=33,11,116.20836673960038,33,37.9079797979798,242.1818181818182,0.0,125.66220222607726,174.72808018242836,76.15651564133144,66.58776608477979,46.12588684777612,387.73783262364174,104.54090243858192,66.66666666666667,87.55743760699163,171.0,72.0,84.27241279593333,1.0,High,1.0
Oahu: : BkGp#13: CPs=39,13,90.51243703277653,39,35.50461538461538,128.15384615384616,0.0,299.1711283917665,14.11609247628729,89.17499101239882,38.628640126158686,18.919155474129436,324.3785213129201,174.434427198911,0.0,38.68262560036593,99.0,0.0,97.52251236024874,0.717948717948718,Medium,2.0
Oahu: : BkGp#27: CPs=47,27,97.27559856790964,47,60.24565349544075,216.63829787234042,0.0,110.50067495850482,103.14440906288516,98.18182895476376,58.5800080732433,218.0745081771129,382.28477251284386,98.76431549622849,0.0,3.8082786833393047,0.0,0.0,108.9112312319417,0.0,Medium,2.0
BI: : BkGp#42: CPs=66,42,103.86747667911487,66,63.87997113997109,221.1818181818182,0.0,78.26382187073135,174.44292229518533,19.161102805748683,36.872037031449686,69.90578753953511,378.01166289630163,194.5364386703111,0.0,197.47725020272097,1.5,0.0,122.77933755295041,1.0,Medium,2.0
BI: : BkGp#43: CPs=453,43,96.79593098087446,453,57.45543992431379,0.0,0.0,29.591062154857177,69.05800557912335,18.575451913268363,88.47063801578807,157.99981313674385,108.40411129051765,388.9552481787361,27.814569536423843,36.07138403376262,126.97350993377484,278.1456953642384,64.42403565156992,1.0,Medium,2.0
BI: : BkGp#45: CPs=202,45,72.30301521546225,202,82.71852899575667,0.0,0.0,59.81877663546577,80.16390513102934,18.26116025834662,60.42026602521127,69.58525390437961,132.2016182661434,340.46478517647864,0.0,72.5922146228495,39.20792079207921,0.0,129.11079842419304,1.0,Low,3.0
BI: : BkGp#46: CPs=133,46,117.87767371342495,133,66.88666666666659,230.95488721804512,0.0,137.30497496922985,16.68696156900041,20.718525121012803,18.639961637999523,24.85192502059368,387.8281292742095,298.5401591690046,16.541353383458645,16.553276153714332,187.57894736842104,293.09774436090225,51.981593789115685,1.0,High,1.0
BI: : BkGp#47: CPs=297,47,66.17596535551061,297,65.35577040243727,69.88888888888889,0.0,51.85145617994526,21.17048976677013,19.824273550567913,59.36864182948861,44.19089004053105,201.4888470758249,127.41513017702721,47.81144781144781,17.768033823534225,62.333333333333336,169.97979797979798,34.1924794730655,0.37373737373737376,Low,3.0
Oahu: : BkGp#66: CPs=120,66,96.11012269139518,120,57.577734126984105,76.55,0.0,319.0039788815989,10.61079035842923,93.40730187107339,32.74684512179877,19.557818467656723,300.35914757005395,239.1950952126293,0.0,117.17872481004268,99.0,0.0,76.46440395066102,1.0,Medium,2.0
Oahu: : BkGp#69: CPs=31,69,100.4320929569134,31,54.64792626728112,154.83870967741936,0.0,326.1163423387979,13.525217769313127,100.84173874035501,33.38333503335566,22.737979709833343,301.7051675861654,116.9947016328213,0.0,193.73381501966173,99.0,0.0,88.95646057869708,1.0,Medium,2.0
Oahu: : BkGp#70: CPs=74,70,102.96678530031187,74,51.40893178893177,61.66216216216216,0.0,112.88799954681505,71.70159274415802,97.89252616771795,49.11273947176403,160.205743866992,322.12990010319334,158.16879052803904,200.0,43.67717568906859,99.0,0.0,116.65421743583566,0.0,Medium,2.0
Oahu: : BkGp#71: CPs=138,71,97.05496503842554,138,38.44337819185647,37.630434782608695,0.0,62.39320327870283,112.33237067190045,86.58603595778033,106.56854547049824,92.84880303141588,164.5706121836723,231.28546796431945,184.05797101449275,26.675859295327548,99.0,92.54347826086956,120.88831547293931,0.0,Medium,2.0
Oahu: : BkGp#78: CPs=51,78,75.05384965373271,51,57.629859943977536,110.6470588235294,0.0,58.1923054619886,20.817125085368474,101.33791825217989,21.392385221144725,55.92589933018727,363.9210409538347,175.08881221055907,0.0,8.468878135991753,0.0,3.8823529411764706,148.50410844605267,1.0,Low,3.0
Oahu: : BkGp#79: CPs=47,79,69.600052714648,47,53.199999999999996,0.0,0.0,57.699260607483346,23.770459907511565,101.80782739959166,30.585906055694654,59.83274622143905,324.8540654259172,204.1881326817449,0.0,10.303017523142772,0.0,50.5531914893617,127.20618340783285,1.0,Low,3.0
Oahu: : BkGp#84: CPs=142,84,100.85371786063173,142,41.309295774647865,170.30281690140845,0.0,259.0930871197262,112.30733486218519,40.68540392946711,29.722126359737143,47.87985531317864,326.04857862514797,74.79736871960014,0.0,57.43798768827039,76.69014084507042,79.47887323943662,197.0528985316002,0.0,Medium,2.0
BI: : BkGp#90: CPs=454,90,96.70862231729657,454,65.17471365638798,0.0,0.0,34.31860986523599,61.37592812561097,19.397312189688417,87.80990631779528,105.17542496400029,174.3098959543612,342.7475802433899,36.12334801762115,34.25383006684356,136.94273127753303,292.9030837004405,60.096970380542174,0.9823788546255506,Medium,2.0
BI: : BkGp#91: CPs=431,91,71.71597727215877,431,66.63966854491255,0.0,0.0,35.68828590277609,26.096952723409178,17.884083414867796,63.05347100255839,73.22530781409425,70.76352379592451,399.7794835604016,0.0,187.08606301982874,28.25290023201856,0.0,107.26991907159079,1.0,Low,3.0
BI: : BkGp#92: CPs=698,92,77.44900279958195,698,64.72747032337314,0.0,0.0,36.56353256055785,18.50011157319425,18.599401763682724,52.63701168795331,146.1401955410917,123.36402804473816,397.45602200314914,0.0,104.44736625385875,80.13610315186246,38.25214899713467,80.91165009313387,1.0,Low,3.0
BI: : BkGp#93: CPs=373,93,69.05615479329325,373,60.71331546023225,0.0,0.0,27.151158518092963,85.94979325427029,17.515231224443042,46.89627486035428,55.577623744054016,58.21731348264106,395.560167315986,0.0,22.338896313872304,99.0,94.10187667560322,72.8206710498497,1.0,Low,3.0
BI: : BkGp#94: CPs=548,94,69.98032091796823,548,61.25301876955128,0.0,0.0,25.15405752965049,82.7733527697167,16.443706618638313,53.38323999937113,31.0382023511046,41.86891022859999,399.89401539588255,0.0,194.42246062807033,46.42883211678832,0.0,97.04501736215151,1.0,Low,3.0
Oahu: : BkGp#98: CPs=67,98,73.88543812170163,67,37.42451741293532,50.6865671641791,0.0,192.24993893433899,53.65676112019071,43.79059614745433,37.20648399712378,35.77859835671653,231.7025941413147,85.88225582014942,0.0,21.694303507240786,62.059701492537314,56.149253731343286,200.0,0.6567164179104478,Low,3.0
Oahu: : BkGp#111: CPs=98,111,128.72395001952788,98,68.61554907677366,260.2040816326531,0.0,314.88499243985785,34.14741291001573,86.52381472771123,60.93512125300254,169.65397112196916,379.9122189897441,198.14477847234775,0.0,31.59725733702793,96.9795918367347,182.8469387755102,46.413521719570014,0.0,High,1.0
Oahu: : BkGp#112: CPs=41,112,68.57112370335722,41,53.942938443670165,2.4146341463414633,0.0,50.42740959521084,104.44785738322558,87.89452213255123,17.864585727395006,78.31486743831266,242.79933794970248,77.12168998081468,0.0,8.262225337813335,9.658536585365853,195.58536585365854,99.83288497629657,0.0,Low,3.0
BI: : BkGp#140: CPs=687,140,66.44589827121453,687,61.20765786372756,0.0,6.550218340611353,27.75768369162778,43.29079646407074,17.154897569157594,55.76556714081907,43.3468461815857,49.861311391584344,399.54420521355945,0.0,133.33362185743215,77.24017467248909,0.0,81.63549368155299,1.0,Low,3.0
