Name_ID,Track_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
Oahu: Waialae-Kahala: T#47: CPs=39,47,90.51243703277653,39,35.50461538461538,128.15384615384616,0.0,299.1711283917665,14.11609247628729,89.17499101239882,38.628640126158686,18.919155474129436,324.3785213129201,174.434427198911,0.0,38.68262560036593,99.0,0.0,97.52251236024874,0.717948717948718,Medium,2.0
Oahu: Kaimuki: Kapiolani Community College: T#48: CPs=65,48,64.57031613047913,65,24.87005128205127,0.0,0.0,60.583734442158146,13.420628968266792,79.9468842476217,57.40429802345815,27.974747890415447,84.70188747715682,244.71322063414055,0.0,190.39414500266824,99.0,0.0,85.5451439892498,0.0,Low,3.0
Oahu: Haiku: T#49: CPs=146,49,72.83091884748579,146,30.971324200913244,0.0,2.0547945205479454,62.92793542802442,111.8597899528153,34.612708287560814,159.7125525938892,19.76892124448077,88.1720849538777,169.47204738040193,0.0,14.233541957994468,99.0,99.67808219178082,200.0,0.0,Low,3.0
Oahu: Haleiwa: T#66: CPs=324,66,131.0332452524639,324,49.72339653145193,274.00925925925924,0.0,209.75974289124147,134.46055199987237,75.34034234527694,55.705588536602725,67.17749177179503,392.6853097515637,214.35864509979402,75.30864197530865,132.97360789927674,154.61111111111111,55.611111111111114,73.77387850329376,0.9629629629629629,High,1.0
Oahu: Makaha: T#72: CPs=89,72,92.87510450141565,89,24.913295880149803,122.15730337078652,6.741573033707865,152.37674429802578,60.21851163320484,92.67473812302347,113.29954162063353,45.90001349092943,335.1344899444295,118.8018468159948,0.0,43.654302290620315,99.0,99.0,79.25420701972898,0.0,Medium,2.0
BI: Kealakehe: T#74: CPs=530,74,82.52463940534335,530,82.45565498652249,0.0,0.0,35.25551295449888,4.957486477933855,57.94203509279347,51.75377066506332,13.48441247040739,26.85466296459036,343.40502160942117,0.0,105.48460085644355,119.92075471698114,295.57358490566037,100.78209337983557,1.0,Medium,2.0
BI: Kalapana-Kapoho: T#75: CPs=1175,75,48.19464093414771,1175,57.37058277608874,2.1114893617021275,0.0,67.72382448965978,7.501962139416102,23.49864035846153,38.05089184717517,71.62644674742305,66.5073553519987,135.47436923055497,0.0,18.97222866541551,104.25446808510638,102.45446808510638,27.37288687410715,0.0,Low,3.0
BI: Kawaihae-Waikoloa: T#89: CPs=2024,89,105.14307432903847,2024,54.11141633728628,32.6798418972332,0.0,140.03453471835255,34.696900525806626,172.2854778925689,18.22925263248138,8.647842456625623,205.2328121226604,323.7374588877161,15.612648221343873,105.22158282963275,117.97826086956522,194.1358695652174,154.54221597909262,0.6857707509881423,High,1.0
BI: Kalaoa: T#90: CPs=1916,90,71.33078786172696,1916,61.74266452927934,1.1477035490605427,26.852818371607516,27.848868764351955,15.747497930110205,70.12999267799351,80.98525398444896,12.395398720141404,27.678859960755382,334.36355174393253,0.0,33.79025099780474,84.2223382045929,198.02974947807934,95.02686901375002,0.6497912317327766,Low,3.0
BI: Holualoa: T#91: CPs=1761,91,114.2004668373463,1761,86.23267083096725,3.0511073253833048,0.5110732538330494,112.77163319084194,8.70153540325172,68.54623821705509,76.51166552659318,78.02577988217438,95.14873462942577,374.875813808976,40.885860306643956,109.73008961369263,295.19250425894376,256.79045996592845,106.03183634648524,1.0,High,1.0
BI: Kaumalumalu-Keahou: T#92: CPs=654,92,85.9903809250147,654,84.95538808795646,5.032110091743119,23.165137614678898,82.43149785646959,13.091809572080948,57.42488591952082,80.1833338214501,59.76049933491321,42.22763502661464,197.13649051520966,98.77675840978593,94.81819587019537,133.87155963302752,226.38532110091742,90.59509102065509,0.808868501529052,Medium,2.0
BI: Honoka‘a-Kukuihaele: T#93: CPs=1329,93,60.79544530100284,1329,35.19046759109975,2.4830699774266365,40.74492099322799,59.78615341484728,94.72071246845258,29.144127451621507,95.02805917898756,29.49032934265764,22.78182043794544,220.0801400964898,0.0,8.937023522682628,206.89164785553046,39.62979683972912,27.02341034434469,0.0,Low,3.0
BI: Konawaena: T#94: CPs=1059,94,75.02185462205281,1059,79.78049372723622,1.0368271954674222,27.195467422096318,54.10282663826936,15.39503811994381,49.29098748979586,75.88120461493092,19.8884996331294,17.523401721821504,255.1111019629598,0.0,6.307912451767907,138.72521246458925,295.37677053824365,89.71207535053925,0.1935788479697828,Low,3.0
BI: Pahoa: T#95: CPs=2137,95,60.616438298009946,2137,62.64770581019411,0.513804398689752,6.738418343472158,58.693872454470416,5.791249896375879,21.637825222280917,51.32227346892086,51.7313224264943,83.59528172090876,223.3355389615231,0.0,10.567781867729371,208.250818905007,99.0,25.354749865854178,0.005615348619560131,Low,3.0
BI: Orchidland-Ainaloa: T#96: CPs=1663,96,45.076508984075375,1663,84.88647338430238,0.0,6.764882742032471,17.00661156884556,8.260976092206656,18.925112207636413,27.576723427862433,60.78947588356574,42.09286981219379,166.78565931545376,0.0,5.129659880081035,145.55321707757065,62.32892363199038,30.047049737388317,1.0,Low,3.0
BI: Hawaiian Paradise Park: T#97: CPs=4187,97,64.83157588968895,4187,74.09966074129585,0.8304275137329831,0.0,47.71652622482772,5.967064266980744,20.151980398052185,18.83585400710966,227.03118071314861,115.91248752304082,202.63219042269722,0.0,6.2964724217174695,184.0733221877239,38.327919751612136,30.59855217339625,1.0,Low,3.0
Oahu: Campbell High School: T#99: CPs=893,99,111.95121372414452,893,73.2441689329697,300.0,0.0,103.33950241430364,41.703575112730796,102.24594040044515,16.109796286635582,40.4386540775275,400.0,399.44907849010457,0.0,9.066664299024444,0.0,0.0,193.67082584842828,1.0,High,1.0
BI: Kea‘au: T#110: CPs=1515,110,52.758034036956076,1515,75.92150400754554,0.0,8.415841584158416,17.20999476962104,17.78137537749747,17.502008318812745,81.91870643737614,41.7037982953384,44.64674218386005,157.61598056857014,0.0,4.7277473039672575,15.421782178217821,271.2158415841584,37.289187945219766,0.1485148514851485,Low,3.0
BI: Upper Puna (Puna Mauka): T#111: CPs=2651,111,34.050130371077756,2651,82.82155251388004,0.0,5.941154281403244,9.283513220339271,19.115928237041633,15.82719093788585,25.171515181291145,10.804524191180928,15.970968022020008,77.91837318743897,0.0,4.573624254586939,91.49377593360995,119.18294983025274,32.646885775239866,0.7148245944926442,Low,3.0
BI: Ka‘u: T#112: CPs=2481,112,53.16247485429497,2481,58.69228402525954,0.4026602176541717,8.645707376058041,27.73175095223473,30.138590285593246,61.93420862714295,54.18382579275928,17.608373756623266,25.21835273728636,138.59422432036027,0.0,5.2736975443498375,181.1813784764208,142.49334945586457,45.33871924681921,0.0,Low,3.0
BI: North Hilo: T#113: CPs=855,113,74.08501643545473,855,63.32289223057625,0.7017543859649122,1.9298245614035088,187.10592530487517,107.29712812715836,18.04273200837508,92.2333611597831,93.59081744337692,52.39994456903836,131.3342177900622,0.0,12.863178759584772,268.3017543859649,59.63157894736842,22.52013685828958,0.0,Low,3.0
BI: Volcano-Mt. View: T#114: CPs=1371,114,39.18417422729853,1371,60.116169636345,0.0,8.86214442013129,7.867422779715656,32.384543620840105,18.47287283953925,34.545064570207124,6.798210339872563,10.162963150294534,141.22910326094885,0.0,3.5261060376378492,65.79431072210066,162.65645514223195,35.347246889614354,0.0,Low,3.0
BI: Hilo: Upper Waiakea Forest Reserve: T#115: CPs=670,115,72.71876862574295,670,52.31434328358186,0.44776119402985076,1.791044776119403,138.1798154358669,106.80516551582988,16.55286571423187,40.24095320204747,38.388726505079454,79.13681148150286,239.3583085277182,21.791044776119403,30.250136828247292,189.5776119402985,60.886567164179105,75.06037304129299,0.0029850746268656717,Low,3.0
BI: Kailua: T#116: CPs=1334,116,105.80535169458334,1334,84.63651888341765,0.22488755622188905,0.0,79.17114893947635,44.295678575640544,65.01916973266427,49.9562125451623,23.45220702326115,55.51853263876856,315.9885660852659,0.0,180.49785810761466,277.0974512743628,300.0,111.22204405689348,0.9377811094452774,High,1.0
BI: South Kona: T#117: CPs=1999,117,70.31492691348488,1999,74.36010838752797,8.771885942971485,17.10855427713857,83.01879465114759,6.518222933288968,56.803746808530654,49.083669196046344,31.22025585740734,48.35525630394319,126.39141659480845,0.0,21.45086418333028,176.296148074037,265.96598299149576,89.37899750060149,0.34367183591795897,Low,3.0
BI: Waimea-Pu‘u Anahulu: T#118: CPs=2375,118,74.33854221532195,2375,40.84067007518955,0.0,3.9789473684210526,13.44948517162064,72.76493959882107,53.60946792914344,44.03416002173319,8.609369880664914,8.49255165079727,267.8771490069598,92.88421052631578,16.434406134265785,101.376,192.53936842105264,198.18740744485586,0.0,Low,3.0
BI: Pauka‘a-Wailea: T#119: CPs=963,119,75.25360638739548,963,46.561800425258724,0.0,16.35514018691589,138.0556407929917,122.16490169999001,17.99795020472174,100.42889548759118,112.565455212325,73.28714098505758,142.6901503019757,0.4153686396677051,16.050148867873567,209.0404984423676,103.93457943925233,29.256425124945846,0.0,Low,3.0
BI: Pa‘auhau-Pa‘auilo: T#120: CPs=971,120,49.986497001119396,971,39.76729782747302,0.0,0.0,66.25151961158569,103.56326591592338,28.78822739963576,36.33692442518873,12.8680853355484,25.919416932621214,155.75529213973797,0.0,1.9207156191598276,240.33367662203912,15.293511843460351,22.999521344417108,0.0,Low,3.0
BI: Hualalai: T#121: CPs=1141,121,76.18655815869664,1141,79.30066608238418,0.0,65.73181419807187,33.045686610194466,18.67115810800525,53.80715394045781,110.42674557618642,24.01618420743816,15.238786887026775,111.14640511131752,42.24364592462752,94.1359491135439,162.3339176161262,233.48729184925503,99.21296715581605,0.16038562664329536,Low,3.0
BI: North Kohala: T#122: CPs=2131,122,61.43296720656897,2131,57.537093696231864,0.28155795401220085,5.983106522759268,70.18653383785775,75.71765760261395,63.818226175402465,71.76715727041126,84.33967883640098,47.25676950945598,188.97962253434738,0.0,6.111026105268414,122.09619896762084,61.05443453777569,66.34328596169576,0.0,Low,3.0
BI: Hilo:  Haihai: T#123: CPs=1510,123,70.46139449577963,1510,61.795329864397075,0.0,46.49006622516556,20.653392340290843,50.38269866014197,16.174045795274306,43.23413334236885,42.119897483448966,44.27045703039855,253.35719203003774,30.33112582781457,34.18504978373443,114.66953642384107,239.5251655629139,59.73282706686935,0.8483443708609272,Low,3.0
BI: Hilo:  Piihonua-Kaumana: T#124: CPs=1828,124,66.17027244441597,1828,57.712812858185615,0.0,0.0,35.926592517312464,49.83683769948131,16.273329392157702,75.02539648068921,38.793313358513906,42.99900488871344,351.8000273162263,0.0,91.79225048957309,94.07166301969366,0.0,138.32285864568757,0.9835886214442013,Low,3.0
BI: Hilo:  Kawailani: T#125: CPs=1608,125,68.25590405054055,1608,61.1084464581871,0.0,2.798507462686567,26.729685540824327,66.64169612715438,16.996111382924365,52.896312604670584,41.98922380080025,49.075834365868225,398.7392610867674,0.0,128.40554413265704,71.78731343283582,21.828358208955223,84.84226615377993,1.0,Low,3.0
Oahu: Waianae Kai: T#139: CPs=172,139,102.31919581247784,172,41.673754152823975,89.49418604651163,1.744186046511628,92.56454613396845,102.47803892420005,89.16169444374495,102.66651471960688,93.6192751433436,211.04679035388014,204.08803900116507,177.90697674418604,29.96058727268539,99.0,80.00581395348837,119.37753425105156,0.0,High,1.0
BI: Hilo:  Puainako: T#140: CPs=1582,140,81.42702079187409,1582,63.16610980675343,0.0,0.0,34.32853862674853,35.046865378774854,18.39766251553049,65.73570112607206,129.6712259838821,104.74983106566057,395.65485979626965,7.964601769911504,107.38223247410352,79.41276864728192,96.52338811630847,83.37152657081036,1.0,Low,3.0
BI: Hilo:  University-Houselots: T#141: CPs=549,141,83.77700695196397,549,70.2369693815596,34.03825136612022,0.0,57.68301728425175,70.25262592051817,18.80889862866111,46.20735550234076,89.8850679421687,235.66029318663385,339.6141379527796,0.0,141.5966682372312,28.491803278688526,6.557377049180328,117.62263854932584,1.0,Medium,2.0
BI: Hilo:  Villa Franca-Kaiko'o: T#142: CPs=151,142,87.25586282090046,151,88.06602649006618,48.913907284768214,0.0,93.94236271017543,112.35635194769122,18.5779730165107,60.61442571518565,116.85987981127202,231.94269709678593,207.16793450092482,0.0,102.96602104240637,89.82119205298014,0.0,137.60917064473963,1.0,Medium,2.0
BI: Hilo: Pu‘u‘eo-Downtown: T#143: CPs=350,143,80.87851656864605,350,56.287341496598444,1.4142857142857144,3.0,80.32839645780187,91.88631826367507,16.45212365971131,109.49178457601191,70.19224712370978,84.33628177343897,253.97476115635416,0.0,175.44386238142448,135.77142857142857,0.0,134.5989173552498,0.8371428571428572,Low,3.0
BI: Hilo: Kahuku-Kaumana: T#144: CPs=1192,144,55.74244771962848,1192,68.67468040907612,0.0,0.0,22.77719545193971,56.600581522300836,14.73437623685887,79.65188386176813,29.89735556176353,30.937980392484633,285.47743831761994,0.0,109.84495247470731,12.956375838926174,0.0,124.58389572698023,0.46476510067114096,Low,3.0
BI: Hilo: Keaukaha-Pana‘ewa: T#145: CPs=934,145,91.16815803837908,934,65.34486387274427,69.55888650963597,0.0,70.27226310579921,43.014295507224084,19.793150504123098,65.19819682326319,70.04465508293183,225.07668535154997,252.85699176781972,39.61456102783726,27.891588126561196,119.88115631691649,248.83940042826552,50.13567615101411,0.7922912205567452,Medium,2.0
Oahu: Diamond Head: T#148: CPs=120,148,96.11012269139518,120,57.577734126984105,76.55,0.0,319.0039788815989,10.61079035842923,93.40730187107339,32.74684512179877,19.557818467656723,300.35914757005395,239.1950952126293,0.0,117.17872481004268,99.0,0.0,76.46440395066102,1.0,Medium,2.0
Oahu: Round Top-Tantalus: T#170: CPs=159,170,83.6371940403942,159,52.73790775681334,0.0,112.26415094339623,37.25256000818977,119.12201767581331,36.75441987810597,89.87814056934864,56.67811933334768,44.74345358572123,203.92895446194404,60.37735849056604,199.45147758226278,88.41509433962264,0.0,152.95425598078157,0.0,Medium,2.0
Oahu: Makiki Heights: T#176: CPs=55,176,89.53551070709982,55,53.367127272727274,0.0,150.0,47.76410255477206,71.79830825279326,52.32040249454434,95.94378009895206,70.53212299279707,73.3805895972959,206.50454334963428,54.54545454545455,199.20713577799802,124.2,0.0,143.46909366952883,0.0,Medium,2.0
Oahu: Maili: T#185: CPs=100,185,80.36990543525896,100,55.8549371428571,64.98,0.0,95.63201159023161,124.19808401578753,95.65318329949727,18.837039927566394,114.70003844491087,271.74117407587295,69.17604799872683,36.0,13.914767096134803,0.0,162.36,82.50129793729904,0.0,Low,3.0
Oahu: Hauula-Kaaawa: T#197: CPs=628,197,134.43518263701662,628,51.96561078252946,254.5700636942675,22.929936305732483,295.94373182286347,118.63374007874265,40.9728070941728,134.25051306064384,63.851343011346906,377.44692613863094,221.1489518857456,0.0,62.539690555699536,229.03662420382165,35.62738853503185,107.61041238602,0.0,High,1.0
Oahu: Waimanalo Beach-Homesteads: T#200: CPs=255,200,126.45035546874726,255,55.008742857142664,262.91764705882355,1.1764705882352942,268.01993320177405,29.06667597331648,68.96083413913259,61.191100646415386,22.683942106429853,390.0231898904448,288.7188210250626,103.52941176470588,94.49464622320687,99.0,8.152941176470588,143.81097538004883,1.0,High,1.0
Oahu: Kapiolani Park: T#227: CPs=32,227,100.05055608569893,32,53.65194940476192,150.0,0.0,322.08529515701775,13.637772000771552,100.73486133671143,33.53604482780523,22.811345020687156,301.45014420673226,114.44693182442863,6.25,193.9296333002973,99.0,0.0,89.22436420627092,1.0,High,1.0
Oahu: Ahuimanu: T#232: CPs=99,232,72.6175246795414,99,34.61756902356905,34.303030303030305,0.0,149.20725592497743,84.84866778067352,39.910550446723846,53.27495573031091,38.03049672979537,190.81455671717487,127.42672385745514,0.0,24.829063679410538,74.0,38.0,200.0,0.7676767676767676,Low,3.0
Oahu: Punchbowl: T#236: CPs=39,236,84.3812407289667,39,52.19733821733822,0.0,161.53846153846155,61.784072991190584,61.13751829686415,60.26217065692826,89.85382197699207,44.73837418977702,92.82781988110044,97.44560312591166,0.0,200.0,198.0,0.0,145.93343005993634,0.0,Medium,2.0
Oahu: Waimanalo: T#244: CPs=159,244,71.99797189630823,159,41.82135429769392,38.924528301886795,33.0188679245283,49.040444846635694,145.6315911555947,48.614925151142664,92.9053573382841,56.70246759402558,211.1892010194442,66.99723576826472,96.85534591194968,66.67165323410067,19.30188679245283,0.0,112.29471910861933,1.0,Low,3.0
Oahu: Judd Hillside-Lowrey Avenue: T#250: CPs=78,250,111.60579214850398,78,52.34203907203906,0.0,219.23076923076923,49.76784540079473,102.42520302200332,52.69247317194408,139.61201452840308,96.24281522614218,86.27503696677049,344.11691576954644,76.92307692307692,200.0,96.46153846153847,0.0,157.99715445453103,0.0,High,1.0
Oahu: Laie: T#257: CPs=338,257,126.8218237542756,338,57.210355029585635,211.16272189349112,0.8875739644970414,310.2362285887125,76.76078698491632,44.44900192230998,115.00555627622113,80.23357288420661,373.2388145657586,231.43232911671183,0.0,61.72964033755356,243.43491124260356,46.571005917159766,49.97485759040618,0.0,High,1.0
Oahu: Kahaluu-Waikane: T#258: CPs=670,258,94.6398823481565,670,38.28273845060431,80.50298507462686,0.8955223880597015,171.84168999070192,116.28758617191744,36.535006479216925,62.3896259183165,108.12789602172509,253.5817649497727,168.04882353787323,0.0,35.22920580447615,129.2910447761194,19.208955223880597,199.37539043505566,0.7626865671641792,Medium,2.0
Oahu: Aiea Heights: T#259: CPs=106,259,85.8778342014117,106,45.39977987421384,0.0,300.0,39.91339135634302,113.90014607960099,39.73552015325067,87.0272068741855,45.31703179767674,30.10129987401941,306.0580632418535,0.0,80.71507377003208,0.0,0.0,200.0,0.0,Medium,2.0
Oahu: Maunawili: T#267: CPs=38,267,59.53534949082516,38,30.033684210526296,0.0,0.0,33.23299572430409,121.52247713308952,44.20775595736243,73.40866221790338,81.1635703992653,173.03431468038912,54.22303209923921,5.2631578947368425,96.82332690000518,0.0,2.6052631578947367,177.5120019876615,0.0,Low,3.0
Oahu: Waimea-Kahuku: T#268: CPs=773,268,116.76052343658426,773,38.19256206492982,126.72962483829237,0.38809831824062097,221.83744472210086,89.21735300595465,50.951390350553176,38.3243570258028,17.38133025877859,249.23557973606373,205.79362520480177,75.80853816300129,141.71473555593442,282.32212160413974,192.54721862871926,20.963872071453917,0.0,High,1.0
Oahu: Lualualei: Halona Road: T#269: CPs=232,269,72.66810685697257,232,51.81851929392446,36.94396551724138,0.0,50.187612647621044,98.33768641247163,91.80310382692011,41.99041913902888,53.238140142639345,280.32231656806914,98.48453123274643,53.44827586206897,31.03790027681893,24.75,74.25,103.40913193503903,0.0,Low,3.0
Kauai: Princeville-Kilauea: T#278: CPs=1233,278,69.78666566242434,1233,46.419557050092436,16.868613138686133,4.13625304136253,101.45705250376326,83.73109414277985,38.9297265448598,46.75978797289395,132.6141575494701,94.91618580075748,215.3005443971467,2.9197080291970803,37.76666931919266,167.93430656934308,37.09489051094891,19.883997270814874,0.0040551500405515,Low,3.0
Kauai: Koloa-Po'ipu: T#279: CPs=671,279,94.64656574237159,671,60.371569796324025,5.49478390461997,30.849478390461996,85.11722277669084,87.25023382083374,52.57502439662496,90.28671468041394,19.901329228402027,155.57857997462736,295.99375004986445,27.421758569299552,180.71012157349875,251.37406855439642,0.29508196721311475,76.91203096266212,0.9880774962742176,Medium,2.0
Kauai: Omao-Kukui'ula: T#280: CPs=916,280,78.40211123189273,916,48.69434227170556,25.63427947598253,1.3100436681222707,78.04992591841139,96.61960406548053,41.91527740978878,85.26538172862274,36.679629282989744,96.02220945302163,301.0548177222047,0.0,98.45322230926114,177.24890829694323,0.0,88.56735897742772,1.0,Low,3.0
Kauai: Wailua Homesteads: T#281: CPs=1235,281,110.71470215600809,1235,46.194937420474055,34.80971659919028,30.97165991902834,82.64756069409994,87.31495786020653,46.74195085473645,130.85064466188035,73.36479356761518,192.91001485832405,361.48329800847193,107.36842105263158,174.2993222936882,161.52631578947367,69.0995951417004,61.13734361859977,1.0,High,1.0
Kauai: Wailua Houselots: T#282: CPs=1616,282,95.9110281381326,1616,46.65090010608208,2.348391089108911,41.30569306930693,29.788490504334106,116.04404219490094,38.53202366643389,51.4111775482474,106.36935382532477,148.75200500074445,278.8770380811679,123.14356435643565,153.59217537214468,177.90594059405942,60.03712871287129,63.90749795082697,0.989480198019802,Medium,2.0
Kauai: Ha'ena-Hanalei: T#283: CPs=554,283,142.5660189068348,554,64.05146020285356,276.1462093862816,0.5415162454873647,255.38468721441427,114.95580350173189,30.19981320138714,102.26888857742271,91.04894124382062,388.0752042940928,221.60895484245376,70.3971119133574,145.02903471643282,294.49277978339353,53.96750902527076,30.32236945412014,0.44584837545126355,High,1.0
Kauai: Puhi-Hanama'ulu: T#284: CPs=362,284,85.28632208202086,362,47.50405945803739,50.270718232044196,0.0,80.13999925587451,114.15918013409154,46.635063173796155,100.9814486232493,30.754248534960535,161.0511878925974,326.62518195215483,0.0,88.90044845013689,187.60773480662982,0.8204419889502762,43.84511872778853,0.0,Medium,2.0
Kauai: Lihu'e: T#285: CPs=601,285,89.47323468121455,601,47.02214800728978,22.11314475873544,6.239600665557404,89.54536650891563,106.84417899385285,52.791666079547184,124.4309803353812,20.444388323652756,159.109631203524,312.2371803094657,0.0,168.04796762581023,189.10482529118136,1.3178036605657237,42.84963845473999,0.0,Medium,2.0
Kauai: Kekaha-Waimea: T#286: CPs=1210,286,124.65131614063694,1210,55.16017316017395,240.8181818181818,0.743801652892562,191.904864685548,80.57334110701984,103.34178871463853,89.48363420177203,46.81857909906239,351.23510823459867,307.8251593064296,0.0,42.958825119380066,266.4520661157025,9.597520661157025,82.85669823299759,0.0,High,1.0
Kauai: Kaumakani-Hanapepe: T#287: CPs=457,287,80.11632123068871,457,49.69236844847362,45.669584245076585,0.3282275711159737,82.91358823443844,81.87277545951628,80.64603023687724,70.02975681290674,21.95710966514727,159.9579461437061,313.4066958496886,0.0,22.533739018418395,190.42450765864334,2.3894967177242887,79.92299239859625,0.0,Low,3.0
Kauai: Kapa'a: T#288: CPs=2276,288,96.31806422871684,2276,49.309527366307755,48.2688927943761,28.99824253075571,100.91650694646609,76.74041597742817,54.285006205387575,76.79776690842763,116.28001279469555,174.61312929313047,363.47556043727366,0.0,107.59874660568153,198.0,0.0,49.48715557082142,0.37258347978910367,Medium,2.0
Kauai: Eleele-Kalaheo: T#289: CPs=2189,289,59.0161589529045,2189,42.1028041071163,0.4111466423024212,4.111466423024212,40.2607674425034,75.45692754965573,45.0752706293483,86.28107209697077,68.1262627353898,42.2480590934554,324.46541900937143,0.0,20.044451467174405,47.21608040201005,6.693467336683417,82.74918935856427,0.9227957971676565,Low,3.0
Kauai: Anahola: T#290: CPs=980,290,89.59235136862284,980,48.930769979084666,56.71836734693878,20.051020408163264,130.33992684985938,90.72654758301816,49.738673725655715,108.8611011087156,117.16513633923351,192.76862565797754,171.45875445552747,29.183673469387756,58.722517748426874,188.60510204081632,44.2469387755102,36.28367512160637,0.3816326530612245,Medium,2.0
Maui: Honokowai: T#293: CPs=62,293,78.88879364629408,62,48.79598310291856,19.35483870967742,0.0,108.99143776724809,33.623521957419015,108.59183844381243,59.10515156515492,28.39103030850327,102.78293550974043,112.66279959317706,41.935483870967744,196.9947888359602,95.80645161290323,60.67741935483871,165.61822406209012,0.0,Low,3.0
Maui: Kapalua: T#294: CPs=223,294,107.73623081837168,223,34.99833226564166,4.910313901345291,0.0,204.8085268971179,99.6980044445258,64.95250578271403,39.1743315546893,35.16953514030029,174.98096851713157,324.9650472875194,1.7937219730941705,134.78425115663075,198.0,189.12107623318386,108.68684712168069,0.0,High,1.0
Maui: Honokahua: T#299: CPs=85,299,90.48025128713252,85,48.452705882352916,69.31764705882352,17.647058823529413,206.43439231676513,92.44958486248358,63.26154405704389,47.39891363627874,47.05177474913736,222.136013491182,61.062699191142244,2.3529411764705883,114.88369381449314,159.56470588235294,107.15294117647059,98.03715318846189,0.0,Medium,2.0
